User: Administrator
Title:	AuST dried Heliantina 50mM sinL 20000ms 5av_in glass2_20200117-164107_OE1_CHANNEL1_Sample 20200117_164107_191
334	1712,162324
335	4309,841356
336	5721,343280
337	6707,024026
338	7202,157865
339	6486,056102
340	6152,962249
341	5790,467348
342	5464,267915
343	5217,896553
344	5261,702459
345	5136,190926
346	5022,358278
347	4918,741138
348	4820,086703
349	4735,183118
350	4660,217969
351	4594,635083
352	4537,808385
353	4489,018742
354	4447,559343
355	4412,566079
356	4383,126910
357	4361,555586
358	4339,048056
359	4317,713393
360	4297,034709
361	4273,172076
362	4254,160683
363	4237,636429
364	4223,754676
365	4212,562059
366	4204,775057
367	4198,296636
368	4193,728511
369	4190,877163
370	4188,927818
371	4189,059129
372	4190,486780
373	4192,851340
374	4195,709655
375	4200,625115
376	4201,477185
377	4200,333145
378	4197,064560
379	4190,307954
380	4183,820844
381	4176,541606
382	4168,809945
383	4159,513919
384	4152,371649
385	4146,525595
386	4142,142422
387	4139,238532
388	4141,001576
389	4138,539801
390	4135,629140
391	4132,668932
392	4121,456203
393	4124,305590
394	4133,296592
395	4147,981475
396	4183,428742
397	4201,135200
398	4211,867444
399	4214,937183
400	4210,814621
401	4189,092753
402	4183,534782
403	4183,101426
404	4189,383505
405	4197,772268
406	4222,642710
407	4258,332654
408	4303,283301
409	4375,023853
410	4424,418618
411	4463,190395
412	4488,783805
413	4499,930682
414	4487,517143
415	4476,417714
416	4457,795700
417	4432,820338
418	4403,575931
419	4369,214811
420	4331,933186
421	4293,267156
422	4248,342424
423	4213,746384
424	4185,912699
425	4165,744167
426	4153,487897
427	4154,126016
428	4152,508126
429	4153,858169
430	4157,481168
431	4162,273004
432	4168,983961
433	4176,676612
434	4184,936740
435	4194,218515
436	4202,279313
437	4209,550677
438	4215,927854
439	4221,445662
440	4223,560237
441	4229,856961
442	4237,094273
443	4244,944031
444	4256,563814
445	4261,789501
446	4263,765470
447	4262,123424
448	4255,166078
449	4246,666174
450	4235,481845
451	4221,860722
452	4206,496621
453	4188,822743
454	4169,523309
455	4149,078482
456	4128,059688
457	4104,671848
458	4085,983892
459	4069,811125
460	4056,351074
461	4048,269689
462	4038,692073
463	4029,889872
464	4021,708706
465	4012,872331
466	4006,222562
467	4000,844597
468	3996,750053
469	3993,897176
470	3991,685718
471	3991,327046
472	3991,924256
473	3993,044251
474	3996,691895
475	3995,712237
476	3992,277282
477	3986,161027
478	3975,835730
479	3965,154509
480	3953,051227
481	3939,845579
482	3925,491916
483	3911,236013
484	3897,144915
485	3883,559536
486	3870,794693
487	3858,182644
488	3848,534931
489	3840,804501
490	3834,872262
491	3832,959574
492	3828,315399
493	3823,193998
494	3817,499387
495	3808,352867
496	3803,044836
497	3799,092875
498	3796,420241
499	3798,739389
500	3796,513260
501	3792,380594
502	3786,206980
503	3778,170500
504	3766,234736
505	3757,994313
506	3751,110931
507	3746,109080
508	3743,041688
509	3743,254442
510	3746,565610
511	3753,055697
512	3765,552585
513	3776,925406
514	3789,796446
515	3804,415832
516	3816,108236
517	3837,512207
518	3865,069356
519	3898,944899
520	3938,864836
521	3983,621467
522	4033,429953
523	4085,978180
524	4139,040036
525	4198,325594
526	4238,545305
527	4266,605540
528	4280,965296
529	4279,883721
530	4265,714957
531	4238,134887
532	4198,375979
533	4141,224865
534	4085,860862
535	4028,523240
536	3971,236969
537	3916,603045
538	3863,835315
539	3814,681370
540	3769,946053
541	3730,207570
542	3696,205326
543	3667,002747
544	3643,049143
545	3624,166329
546	3611,063477
547	3600,514948
548	3593,168029
549	3588,539533
550	3586,513832
551	3585,691610
552	3585,994562
553	3587,038814
554	3588,450779
555	3590,051464
556	3591,572837
557	3592,830226
558	3593,404024
559	3593,844963
560	3593,863974
561	3593,400410
562	3592,400788
563	3591,143197
564	3588,681631
565	3585,466702
566	3581,609248
567	3576,851741
568	3572,580463
569	3568,526824
570	3564,902385
571	3560,036583
572	3558,896918
573	3559,456954
574	3561,319072
575	3568,770254
576	3568,667584
577	3565,031443
578	3557,668924
579	3542,632268
580	3530,492000
581	3518,365362
582	3506,782385
583	3496,488384
584	3486,820865
585	3478,141203
586	3470,406871
587	3463,465360
588	3458,638650
589	3451,100342
590	3442,750292
591	3433,679963
592	3421,792992
593	3413,878246
594	3407,351941
595	3402,115958
596	3400,873060
597	3395,278460
598	3388,287938
599	3379,928565
600	3368,050608
601	3359,277287
602	3351,681280
603	3345,598150
604	3341,379920
605	3338,820714
606	3338,048565
607	3338,979915
608	3343,749587
609	3346,663442
610	3349,518016
611	3352,426258
612	3349,855547
613	3355,838630
614	3366,219108
615	3380,755778
616	3398,588966
617	3425,133290
618	3438,670880
619	3447,121988
620	3450,295414
621	3444,895420
622	3442,446781
623	3439,447384
624	3436,881432
625	3433,043238
626	3436,081000
627	3443,487624
628	3455,292433
629	3472,229290
630	3490,480826
631	3510,129501
632	3529,807492
633	3554,146826
634	3565,613546
635	3569,099805
636	3564,135115
637	3546,817507
638	3528,287406
639	3505,905496
640	3480,932060
641	3450,769672
642	3426,243478
643	3405,017258
644	3387,639716
645	3379,705911
646	3367,756107
647	3355,851309
648	3343,857633
649	3327,168268
650	3317,264564
651	3310,926855
652	3308,204284
653	3308,744240
654	3315,144567
655	3316,532226
656	3316,717693
657	3315,388269
658	3310,685609
659	3307,940316
660	3304,923502
661	3301,577297
662	3298,902308
663	3293,571024
664	3286,899350
665	3278,996197
666	3270,179989
667	3260,611004
668	3250,896166
669	3241,699008
670	3230,185067
671	3226,873424
672	3228,228757
673	3234,150629
674	3250,844963
675	3259,732417
676	3267,492340
677	3274,452830
678	3271,720711
679	3286,016833
680	3308,203122
681	3337,987156
682	3382,842940
683	3418,670718
684	3451,951538
685	3481,237569
686	3504,349127
687	3523,683461
688	3537,896780
689	3547,010979
690	3548,207409
691	3549,578906
692	3548,748999
693	3545,883101
694	3544,386962
695	3535,590473
696	3522,389178
697	3504,978992
698	3480,645745
699	3457,909068
700	3434,836226
701	3412,021408
702	3391,490711
703	3369,606552
704	3347,879718
705	3326,548380
706	3304,784318
707	3285,589384
708	3268,376916
709	3253,345138
710	3240,529132
711	3229,995333
712	3221,548390
713	3214,902787
714	3211,875860
715	3206,815428
716	3200,959372
717	3194,082416
718	3184,776812
719	3176,522079
720	3168,618017
721	3161,428276
722	3154,852656
723	3150,329022
724	3147,853855
725	3147,696250
726	3150,053999
727	3154,050016
728	3162,716243
729	3174,354628
730	3188,328069
731	3206,661520
732	3219,419862
733	3229,976809
734	3238,120085
735	3242,580060
736	3247,997947
737	3252,911009
738	3257,769627
739	3261,731521
740	3269,261054
741	3278,767538
742	3290,175686
743	3303,200990
744	3317,174271
745	3331,343510
746	3344,672910
747	3360,037901
748	3363,800262
749	3360,945358
750	3351,696747
751	3332,804914
752	3317,960838
753	3302,653000
754	3287,563025
755	3274,242799
756	3259,628527
757	3245,498904
758	3232,173218
759	3219,307416
760	3209,203281
761	3201,090450
762	3194,941686
763	3190,715159
764	3187,708932
765	3185,679726
766	3184,094933
767	3184,254445
768	3179,572223
769	3172,484445
770	3160,602021
771	3150,104226
772	3139,738217
773	3129,987060
774	3120,504600
775	3113,269217
776	3107,870482
777	3104,222699
778	3104,994509
779	3102,802566
780	3099,434863
781	3094,723559
782	3086,292259
783	3080,366982
784	3075,467833
785	3071,905845
786	3070,434429
787	3069,716583
788	3070,166567
789	3071,698005
790	3074,231041
791	3077,492680
792	3081,321444
793	3085,487516
794	3090,505340
795	3094,227214
796	3097,075382
797	3098,929784
798	3098,644655
799	3099,051141
800	3099,218647
801	3099,095140
802	3100,846362
803	3098,553522
804	3094,273126
805	3088,325529
806	3077,335141
807	3072,258361
808	3070,046560
809	3070,933553
810	3078,156491
811	3082,487811
812	3086,766990
813	3090,795941
814	3092,973346
815	3097,723707
816	3103,600777
817	3110,683210
818	3118,764678
819	3128,268154
820	3138,766434
821	3149,911131
822	3162,668490
823	3172,594816
824	3180,842544
825	3187,176602
826	3190,561151
827	3193,724988
828	3195,595954
829	3196,154381
830	3195,060579
831	3193,013718
832	3189,468937
833	3184,118827
834	3179,253818
835	3166,599920
836	3149,769432
837	3129,512764
838	3102,553744
839	3084,211665
840	3069,152024
841	3062,184338
842	3052,108194
843	3041,762000
844	3030,831560
845	3016,877698
846	3005,755678
847	2995,814814
848	2987,106500
849	2981,202705
850	2973,743016
851	2965,904160
852	2957,595979
853	2947,747462
854	2939,334836
855	2931,525070
856	2924,417825
857	2918,263042
858	2912,464785
859	2907,162754
860	2902,261376
861	2898,254466
862	2893,386350
863	2888,235766
864	2882,853860
865	2876,483178
866	2871,815318
867	2867,989597
868	2865,039383
869	2864,034270
870	2861,660427
871	2859,312998
872	2857,220462
873	2853,620339
874	2855,331854
875	2859,616159
876	2870,120218
877	2876,978650
878	2882,318144
879	2885,832808
880	2884,433085
881	2886,102316
882	2888,887857
883	2893,099824
884	2899,683828
885	2906,488194
886	2914,038267
887	2922,101125
888	2930,892004
889	2938,853469
890	2946,162397
891	2952,595196
892	2958,029483
893	2962,228204
894	2965,188008
895	2966,922438
896	2966,681930
897	2966,858718
898	2966,535988
899	2965,591254
900	2965,020546
901	2960,936124
902	2954,743762
903	2946,034142
904	2936,169384
905	2925,207748
906	2913,619146
907	2899,794574
908	2889,431554
909	2881,347060
910	2875,660791
911	2875,894005
912	2872,358015
913	2867,883794
914	2862,531289
915	2852,902831
916	2849,680835
917	2849,778642
918	2853,352603
919	2862,195432
920	2870,281156
921	2879,180530
922	2888,393823
923	2897,227040
924	2905,962186
925	2913,893126
926	2920,589708
927	2926,986286
928	2928,542225
929	2927,109395
930	2919,475477
931	2914,836681
932	2911,182023
933	2908,828727
934	2910,490217
935	2908,983800
936	2906,284546
937	2902,217359
938	2896,159427
939	2889,967142
940	2883,307309
941	2876,516646
942	2868,385456
943	2863,700479
944	2860,839499
945	2859,599318
946	2862,123383
947	2859,959482
948	2856,088191
949	2847,337981
950	2841,647537
951	2837,229311
952	2834,261328
953	2835,283032
954	2833,440693
955	2830,520757
956	2826,400497
957	2819,407928
958	2814,445749
959	2810,126860
960	2806,578401
961	2804,691719
962	2801,885139
963	2799,041717
964	2796,157078
965	2793,021125
966	2790,543472
967	2788,500498
968	2786,566812
969	2785,828237
970	2786,041549
971	2787,170247
972	2789,357084
973	2791,727825
974	2794,233448
975	2796,569548
976	2799,428380
977	2799,791467
978	2798,436404
979	2795,356968
980	2789,357057
981	2784,600361
982	2779,768367
983	2774,919579
984	2770,873948
985	2764,751189
986	2757,680499
987	2749,906722
988	2741,236638
989	2732,105434
990	2722,967385
991	2712,313465
992	2706,130510
993	2703,066900
994	2703,305374
995	2708,501708
996	2713,424578
997	2719,585339
998	2726,749460
999	2733,927231
1000	2743,551422
1001	2754,363040
1002	2766,656620
1003	2778,478846
1004	2789,759201
1005	2799,987861
1006	2809,585975
1007	2815,802880
1008	2819,100988
1009	2819,376506
1010	2816,399819
1011	2811,393562
1012	2804,473730
1013	2796,232644
1014	2786,123399
1015	2778,660212
1016	2772,893469
1017	2770,359852
1018	2768,535738
1019	2768,335475
1020	2769,911120
1021	2770,918168
1022	2777,919622
1023	2788,614289
1024	2802,356418
1025	2822,303704
1026	2835,273504
1027	2844,542017
1028	2849,500467
1029	2848,531798
1030	2846,511681
1031	2841,975275
1032	2834,167279
1033	2826,673016
1034	2819,133301
1035	2811,930874
1036	2806,313670
1037	2799,684918
1038	2793,021026
1039	2786,433814
1040	2779,372424
1041	2774,050108
1042	2769,785281
1043	2767,130605
1044	2764,650815
1045	2762,485955
1046	2760,430398
1047	2759,025076
1048	2756,303357
1049	2752,775538
1050	2748,548070
1051	2742,610942
1052	2738,788222
1053	2736,175179
1054	2734,976717
1055	2735,307591
1056	2736,978692
1057	2739,859100
1058	2745,297233
1059	2749,016285
1060	2751,821358
1061	2753,610659
1062	2752,396970
1063	2753,962600
1064	2756,668380
1065	2760,506540
1066	2766,960958
1067	2770,732458
1068	2773,456985
1069	2774,162027
1070	2775,087153
1071	2775,912991
1072	2776,894565
1073	2778,259295
1074	2780,288106
1075	2783,189840
1076	2787,174609
1077	2792,135911
1078	2799,069164
1079	2807,755211
1080	2818,193915
1081	2830,389178
1082	2843,877618
1083	2858,546924
1084	2875,398045
1085	2890,942213
1086	2905,966593
1087	2920,491103
1088	2932,930287
1089	2948,659734
1090	2966,157584
1091	2985,491501
1092	3007,576943
1093	3028,881778
1094	3050,538831
1095	3073,620768
1096	3095,304292
1097	3116,727775
1098	3138,511443
1099	3159,430289
1100	3186,646584
1101	3219,222130
1102	3258,162371
1103	3303,261869
1104	3358,145931
1105	3421,615401
1106	3492,051870
1107	3571,357404
1108	3657,057316
1109	3746,791941
1110	3841,599902
1111	3926,612372
1112	4002,201500
1113	4065,001363
1114	4117,083650
1115	4140,447791
1116	4140,991847
1117	4113,502190
1118	4076,992501
1119	4030,464127
1120	3978,184913
1121	3918,712274
1122	3872,706460
1123	3837,753157
1124	3821,317167
1125	3812,580038
1126	3814,588162
1127	3827,353661
1128	3850,782318
1129	3885,064643
1130	3930,072455
1131	3985,707575
1132	4049,293649
1133	4127,556932
1134	4216,922718
1135	4314,797075
1136	4420,893463
1137	4531,425516
1138	4642,227750
1139	4756,677556
1140	4847,383487
1141	4916,198456
1142	4958,943363
1143	4975,356006
1144	4955,930231
1145	4903,969484
1146	4814,199960
1147	4708,338580
1148	4586,452391
1149	4453,844070
1150	4311,230612
1151	4176,339842
1152	4049,378168
1153	3933,780980
1154	3833,672477
1155	3744,947826
1156	3670,616336
1157	3613,369557
1158	3566,976788
1159	3532,848258
1160	3510,581101
1161	3499,387594
1162	3500,183059
1163	3512,156728
1164	3533,195417
1165	3566,672984
1166	3610,809239
1167	3664,382353
1168	3725,480771
1169	3792,408810
1170	3862,257510
1171	3931,749151
1172	4002,700920
1173	4054,458777
1174	4090,780085
1175	4109,248391
1176	4111,205006
1177	4096,663135
1178	4067,174464
1179	4021,432449
1180	3973,303131
1181	3922,340186
1182	3866,721637
1183	3821,374765
1184	3785,764212
1185	3761,072921
1186	3751,712617
1187	3744,216609
1188	3740,595643
1189	3738,637807
1190	3739,747034
1191	3730,278876
1192	3713,465320
1193	3685,504956
1194	3655,746378
1195	3622,685717
1196	3587,590548
1197	3551,033857
1198	3516,639049
1199	3484,887621
1200	3455,541192
1201	3432,905555
1202	3416,787633
1203	3407,408128
1204	3406,042400
1205	3407,827128
1206	3413,313686
1207	3422,704504
1208	3432,357313
1209	3441,906953
1210	3450,585054
1211	3456,998745
1212	3463,026839
1213	3467,722109
1214	3470,860845
1215	3473,179442
1216	3471,705477
1217	3467,698754
1218	3458,533296
1219	3452,468533
1220	3447,763269
1221	3444,461233
1222	3445,428734
1223	3440,432073
1224	3432,553742
1225	3419,633107
1226	3407,399664
1227	3395,096397
1228	3383,335431
1229	3373,011570
1230	3363,486083
1231	3355,536931
1232	3347,409798
1233	3344,449136
1234	3345,550388
1235	3350,320088
1236	3362,861453
1237	3368,460032
1238	3370,774046
1239	3365,147024
1240	3362,659399
1241	3362,139318
1242	3364,456154
1243	3370,911635
1244	3379,421578
1245	3390,512129
1246	3403,829015
1247	3420,966259
1248	3434,940174
1249	3448,302017
1250	3456,903840
1251	3473,452432
1252	3494,962245
1253	3521,375209
1254	3556,007666
1255	3585,341931
1256	3613,315328
1257	3636,161866
1258	3663,000458
1259	3691,506478
1260	3721,614791
1261	3753,999543
1262	3784,529954
1263	3813,575575
1264	3842,153893
1265	3864,617859
1266	3881,662567
1267	3893,095938
1268	3896,949993
1269	3900,378077
1270	3901,512422
1271	3902,481391
1272	3899,064318
1273	3892,670779
1274	3883,752368
1275	3870,917066
1276	3861,092127
1277	3852,696136
1278	3848,617895
1279	3842,443965
1280	3835,832928
1281	3829,031007
1282	3819,398915
1283	3816,866598
1284	3818,417323
1285	3828,155160
1286	3834,527324
1287	3839,492073
1288	3842,659830
1289	3841,014780
1290	3844,298652
1291	3849,622487
1292	3859,214536
1293	3867,361609
1294	3875,055777
1295	3882,033637
1296	3887,582255
1297	3893,771867
1298	3900,109716
1299	3907,304103
1300	3914,407937
1301	3922,070124
1302	3930,762517
1303	3938,615319
1304	3953,362488
1305	3972,494662
1306	3998,428265
1307	4022,784923
1308	4046,236022
1309	4067,606975
1310	4085,722830
1311	4100,430397
1312	4110,887539
1313	4119,177375
1314	4118,759445
1315	4111,724239
1316	4099,223803
1317	4078,205317
1318	4066,231826
1319	4059,516799
1320	4060,855004
1321	4065,995451
1322	4075,931035
1323	4089,994153
1324	4109,564491
1325	4126,371164
1326	4142,535185
1327	4154,996717
1328	4171,585572
1329	4190,256750
1330	4213,618425
1331	4235,357048
1332	4256,120493
1333	4275,755819
1334	4293,789864
1335	4312,939108
1336	4333,555129
1337	4349,637457
1338	4378,814997
1339	4418,198433
1340	4466,715138
1341	4534,185572
1342	4581,546539
1343	4617,126763
1344	4632,719298
1345	4645,279576
1346	4652,766297
1347	4657,265386
1348	4659,055618
1349	4665,248857
1350	4675,585892
1351	4691,123869
1352	4711,975628
1353	4738,005092
1354	4768,450629
1355	4804,923874
1356	4837,191217
1357	4867,118735
1358	4892,072328
1359	4916,158708
1360	4937,778825
1361	4958,149526
1362	4973,476027
1363	4984,028111
1364	4989,813012
1365	4990,517660
1366	4988,834788
1367	4985,199880
1368	4977,884168
1369	4974,963000
1370	4976,108464
1371	4981,820644
1372	4996,755285
1373	5006,706234
1374	5016,092522
1375	5020,409372
1376	5033,530685
1377	5053,789846
1378	5082,106353
1379	5119,907833
1380	5163,149541
1381	5212,380695
1382	5268,851167
1383	5325,484315
1384	5382,876397
1385	5435,184311
1386	5493,476188
1387	5555,227945
1388	5619,014590
1389	5690,185635
1390	5743,908298
1391	5784,322401
1392	5804,763521
1393	5817,393778
1394	5819,872106
1395	5812,662346
1396	5800,130592
1397	5770,670323
1398	5729,763017
1399	5671,510266
1400	5620,234426
1401	5573,205330
1402	5537,785895
1403	5502,273075
1404	5468,300033
1405	5435,546220
1406	5402,220681
1407	5373,578090
1408	5348,319492
1409	5328,730142
1410	5309,411969
1411	5291,527422
1412	5275,426522
1413	5258,724354
1414	5251,793556
1415	5251,884123
1416	5257,963998
1417	5271,495329
1418	5290,114858
1419	5315,855580
1420	5334,649010
1421	5344,373367
1422	5341,367250
1423	5328,419700
1424	5287,318330
1425	5223,252185
1426	5127,983527
1427	5032,111996
1428	4934,851318
1429	4841,233675
1430	4756,389452
1431	4680,620450
1432	4617,805137
1433	4566,972248
1434	4538,130432
1435	4529,078909
1436	4544,005644
1437	4567,727119
1438	4599,408181
1439	4635,514658
1440	4674,148225
1441	4708,103589
1442	4736,429000
1443	4754,436314
1444	4768,637999
1445	4775,950782
1446	4780,502085
1447	4769,031607
1448	4742,765508
1449	4702,010953
1450	4641,993960
1451	4584,084488
1452	4524,715256
1453	4468,975002
1454	4409,730147
1455	4349,895918
1456	4288,163461
1457	4230,614009
1458	4177,604731
1459	4129,862416
1460	4089,729489
1461	4051,102197
1462	4015,696008
1463	3981,316885
1464	3953,565293
1465	3931,134929
1466	3916,941637
1467	3902,896909
1468	3888,969789
1469	3874,581770
1470	3856,321269
1471	3844,219553
1472	3835,607974
1473	3832,718405
1474	3828,880192
1475	3824,620442
1476	3819,211458
1477	3812,848828
1478	3803,311729
1479	3791,733781
1480	3775,648627
1481	3765,388194
1482	3759,008157
1483	3759,790272
1484	3760,118491
1485	3761,268520
1486	3760,618192
1487	3763,488386
1488	3769,392404
1489	3778,180543
1490	3789,610402
1491	3801,379338
1492	3812,295971
1493	3825,715156
1494	3826,649408
1495	3816,777798
1496	3790,751070
1497	3761,165607
1498	3728,471424
1499	3694,696839
1500	3661,091272
1501	3629,918816
1502	3601,537779
1503	3578,968208
1504	3554,824380
1505	3530,693070
1506	3504,267107
1507	3481,614528
1508	3462,532548
1509	3447,455882
1510	3437,288136
1511	3429,159008
1512	3423,444335
1513	3420,409948
1514	3417,367758
1515	3414,415663
1516	3410,547421
1517	3407,395395
1518	3404,678576
1519	3402,441724
1520	3400,964068
1521	3399,417649
1522	3398,137916
1523	3397,151344
1524	3396,893851
1525	3397,530674
1526	3399,137033
1527	3402,515488
1528	3407,868952
1529	3414,012392
1530	3424,365807
1531	3438,532990
1532	3456,032121
1533	3477,368757
1534	3496,556541
1535	3513,321642
1536	3529,755671
1537	3534,804842
1538	3530,277718
1539	3510,560264
1540	3491,865518
1541	3473,970885
1542	3458,666569
1543	3448,660104
1544	3438,635700
1545	3430,376851
1546	3424,324147
1547	3418,213157
1548	3412,283743
1549	3405,724180
1550	3399,927251
1551	3394,475609
1552	3390,173121
1553	3384,698636
1554	3378,165999
1555	3370,598037
1556	3360,970920
1557	3353,544918
1558	3347,359179
1559	3343,971403
1560	3339,276547
1561	3334,318599
1562	3326,821033
1563	3323,172177
1564	3322,425209
1565	3328,694206
1566	3331,815831
1567	3332,043432
1568	3329,281603
1569	3319,304556
1570	3318,584652
1571	3323,448530
1572	3338,562874
1573	3351,429154
1574	3364,520139
1575	3376,830870
1576	3390,979994
1577	3407,631351
1578	3423,689721
1579	3450,847626
1580	3489,551246
1581	3540,219123
1582	3606,406940
1583	3672,756763
1584	3741,320530
1585	3806,637482
1586	3876,658762
1587	3946,804122
1588	4021,279681
1589	4079,441198
1590	4121,511422
1591	4141,877388
1592	4148,538194
1593	4141,548717
1594	4122,512543
1595	4093,698627
1596	4056,087039
1597	4012,625672
1598	3961,704734
1599	3918,728426
1600	3882,616435
1601	3859,944287
1602	3837,097222
1603	3816,715956
1604	3794,836496
1605	3781,442932
1606	3775,998771
1607	3778,752335
1608	3791,510229
1609	3805,547874
1610	3822,218486
1611	3837,292378
1612	3858,677452
1613	3881,923724
1614	3911,805934
1615	3925,366463
1616	3924,633857
1617	3902,772495
1618	3873,613425
1619	3835,992991
1620	3793,179672
1621	3742,109659
1622	3684,271539
1623	3620,997668
1624	3552,390691
1625	3485,537051
1626	3420,741873
1627	3358,770250
1628	3303,418730
1629	3254,742543
1630	3215,145773
1631	3178,395087
1632	3145,255955
1633	3114,151856
1634	3087,495171
1635	3064,634354
1636	3045,801306
1637	3029,281174
1638	3014,547380
1639	3000,936601
1640	2988,407161
1641	2974,663379
1642	2959,971834
1643	2943,336377
1644	2927,651413
1645	2912,377358
1646	2898,308556
1647	2883,812925
1648	2869,379153
1649	2854,071771
1650	2840,940049
1651	2829,733789
1652	2822,309019
1653	2814,276364
1654	2805,795781
1655	2796,874005
1656	2785,759800
1657	2779,952788
1658	2777,469639
1659	2779,845299
1660	2781,326079
1661	2782,716465
1662	2782,671232
1663	2782,898218
1664	2782,456131
1665	2782,879866
1666	2778,598521
1667	2770,457743
1668	2755,312289
1669	2742,365726
1670	2731,412894
1671	2725,987691
1672	2719,424082
1673	2711,740513
1674	2702,668599
1675	2690,079816
1676	2681,751927
1677	2675,513333
1678	2673,392091
