User: Administrator
Title:	3 Carmin 5mM en falcon 2000ms 5aq_20200117-162151_OE1_CHANNEL1_Sample 20200117_162151_216
334	29426,594450
335	74003,922665
336	98349,132489
337	115459,901710
338	124225,404962
339	112363,912241
340	107024,128490
341	101178,431699
342	95944,150866
343	92062,800481
344	93073,476203
345	91263,496839
346	89671,791216
347	88269,757127
348	87031,682134
349	85936,471139
350	84965,065111
351	84101,977437
352	83334,971655
353	82607,133203
354	82034,950865
355	81557,299707
356	81161,772621
357	80912,059528
358	80604,579558
359	80295,874254
360	79978,498583
361	79560,477495
362	79245,239108
363	78974,784937
364	78752,641086
365	78578,157087
366	78499,510953
367	78376,562735
368	78256,128407
369	78134,110098
370	77985,522180
371	77864,466815
372	77752,856483
373	77651,716359
374	77561,736991
375	77480,402213
376	77415,304080
377	77362,334727
378	77319,953587
379	77302,082157
380	77266,481349
381	77226,761448
382	77182,286960
383	77114,043383
384	77068,203255
385	77031,001253
386	77003,229462
387	76984,613484
388	76992,256582
389	76975,953544
390	76955,610126
391	76932,149896
392	76876,218355
393	76867,503118
394	76878,371419
395	76908,161598
396	76994,336515
397	77040,507242
398	77072,429999
399	77086,847986
400	77082,889087
401	77030,291486
402	77014,729430
403	77002,924379
404	76994,267647
405	77028,591757
406	77000,416763
407	76946,770917
408	76869,128496
409	76710,749054
410	76617,314304
411	76549,334221
412	76510,517050
413	76500,459925
414	76559,981049
415	76563,471961
416	76554,931212
417	76530,970039
418	76479,365837
419	76427,062442
420	76365,608231
421	76297,371473
422	76201,562184
423	76135,583105
424	76083,704000
425	76046,597501
426	76022,703779
427	76037,567272
428	76008,505184
429	75965,049629
430	75905,857282
431	75806,035323
432	75729,872861
433	75654,433021
434	75579,663491
435	75532,697502
436	75445,488639
437	75339,154570
438	75213,786525
439	75071,646633
440	74895,664801
441	74749,966627
442	74614,096383
443	74491,712197
444	74377,796215
445	74293,114207
446	74229,616695
447	74184,926756
448	74194,590185
449	74158,919219
450	74107,466895
451	74038,474881
452	73912,423530
453	73823,502754
454	73747,284067
455	73686,903192
456	73643,390847
457	73627,202334
458	73605,534304
459	73587,316017
460	73568,624661
461	73567,476580
462	73524,921535
463	73458,948018
464	73369,174094
465	73225,500939
466	73105,708962
467	72988,675437
468	72877,347002
469	72773,011320
470	72690,879973
471	72586,971931
472	72479,039652
473	72367,222083
474	72248,846069
475	72134,355899
476	72021,921731
477	71913,543819
478	71789,467007
479	71704,322282
480	71638,940562
481	71591,063088
482	71607,827279
483	71564,520668
484	71494,446711
485	71394,944146
486	71267,443995
487	71075,945377
488	70940,722546
489	70819,757446
490	70716,543827
491	70637,880686
492	70568,989046
493	70513,054870
494	70466,251928
495	70455,609824
496	70397,814145
497	70316,611929
498	70210,042503
499	70050,623980
500	69906,154724
501	69759,452360
502	69614,339176
503	69473,765472
504	69336,740187
505	69212,718896
506	69097,840758
507	68990,470621
508	68912,189742
509	68796,471499
510	68666,627702
511	68522,885711
512	68340,899317
513	68189,572016
514	68048,269537
515	67919,257219
516	67820,209932
517	67711,719175
518	67606,527303
519	67504,593104
520	67406,661244
521	67300,623602
522	67226,517320
523	67167,573234
524	67122,294465
525	67106,536145
526	67066,818683
527	67021,026405
528	66967,919256
529	66890,674308
530	66832,752135
531	66778,250376
532	66726,710325
533	66691,178964
534	66634,723369
535	66567,872044
536	66489,478779
537	66395,920062
538	66295,763929
539	66187,855051
540	66074,182203
541	65957,227757
542	65832,283490
543	65723,850113
544	65624,973446
545	65537,134982
546	65470,501546
547	65400,437939
548	65337,918746
549	65284,406614
550	65223,142522
551	65203,722037
552	65208,683787
553	65236,822228
554	65306,017221
555	65360,632714
556	65414,024396
557	65461,921436
558	65495,694162
559	65524,921748
560	65543,498862
561	65549,637297
562	65541,723058
563	65527,690480
564	65480,069599
565	65411,714418
566	65325,628024
567	65201,223507
568	65112,583007
569	65034,588855
570	64968,402047
571	64928,405017
572	64871,770731
573	64811,149675
574	64743,391082
575	64685,183556
576	64585,246709
577	64461,687739
578	64317,123044
579	64110,025225
580	63960,044473
581	63833,713232
582	63733,957517
583	63684,459303
584	63624,637453
585	63566,984703
586	63504,686354
587	63430,637952
588	63365,160616
589	63222,663016
590	63036,842410
591	62811,397981
592	62503,756880
593	62263,921933
594	62040,645964
595	61837,217780
596	61690,895768
597	61499,603874
598	61301,603591
599	61097,423983
600	60869,077957
601	60673,018711
602	60493,074376
603	60332,247064
604	60188,264463
605	60072,450695
606	59980,425546
607	59910,027114
608	59887,637670
609	59837,044094
610	59779,392341
611	59713,443354
612	59600,385580
613	59536,616167
614	59494,993282
615	59476,326568
616	59478,305962
617	59525,651998
618	59523,988061
619	59508,166046
620	59477,142396
621	59419,007923
622	59374,571628
623	59331,485865
624	59293,463662
625	59241,711373
626	59240,358004
627	59264,077339
628	59308,963151
629	59413,790941
630	59448,350106
631	59453,796982
632	59427,187614
633	59340,184868
634	59270,805904
635	59194,839835
636	59115,831360
637	59037,336096
638	58959,562433
639	58884,610763
640	58813,259769
641	58748,830087
642	58683,290120
643	58618,630829
644	58553,963728
645	58494,282346
646	58424,369568
647	58348,395462
648	58266,407251
649	58166,938773
650	58079,631152
651	57996,436035
652	57917,604603
653	57842,293751
654	57775,411841
655	57694,083618
656	57605,146152
657	57506,742462
658	57410,179243
659	57277,874327
660	57128,132982
661	56966,020100
662	56758,788935
663	56628,162800
664	56530,083924
665	56463,551817
666	56474,675799
667	56414,174698
668	56336,285907
669	56241,503421
670	56085,076705
671	56007,125856
672	55958,374014
673	55938,971315
674	55992,956562
675	55988,534681
676	55971,734193
677	55943,021745
678	55845,909706
679	55843,492125
680	55877,612588
681	55944,593901
682	56111,538312
683	56170,470002
684	56184,764152
685	56150,590772
686	56016,298759
687	55924,885371
688	55834,087214
689	55749,621143
690	55681,202244
691	55614,453586
692	55554,579186
693	55499,787002
694	55464,472520
695	55402,185639
696	55324,536140
697	55229,446166
698	55113,657447
699	54984,510253
700	54841,883276
701	54689,002710
702	54507,014527
703	54355,775676
704	54220,271383
705	54101,823869
706	54023,859882
707	53924,687532
708	53819,949276
709	53706,852775
710	53577,263708
711	53446,512315
712	53309,976026
713	53168,498605
714	53023,247954
715	52875,438987
716	52726,749351
717	52579,077592
718	52432,397301
719	52294,155233
720	52165,232366
721	52048,062831
722	51938,570897
723	51853,594071
724	51790,069302
725	51748,512110
726	51728,305409
727	51732,279433
728	51743,966999
729	51767,028902
730	51798,826121
731	51840,653415
732	51877,666751
733	51913,571280
734	51947,428909
735	51973,926541
736	52008,751259
737	52044,837599
738	52081,562277
739	52120,208542
740	52152,822820
741	52181,399678
742	52205,098618
743	52220,077070
744	52234,946866
745	52244,183713
746	52245,829573
747	52248,080796
748	52216,600976
749	52165,159448
750	52095,307343
751	51997,690762
752	51914,619820
753	51832,352862
754	51752,805775
755	51685,137617
756	51605,064583
757	51525,005695
758	51447,345368
759	51362,162141
760	51312,235242
761	51280,718666
762	51266,089608
763	51272,688334
764	51271,090951
765	51266,788746
766	51254,270308
767	51244,051301
768	51181,186588
769	51087,042978
770	50928,753165
771	50793,248457
772	50661,194250
773	50536,521484
774	50444,021410
775	50328,755397
776	50206,388696
777	50076,641118
778	49932,789203
779	49795,552114
780	49662,226190
781	49536,127746
782	49408,725892
783	49311,184175
784	49236,610104
785	49185,331641
786	49174,673953
787	49156,478319
788	49142,207367
789	49129,611528
790	49102,568538
791	49097,411197
792	49101,716453
793	49114,055253
794	49149,572345
795	49161,265750
796	49160,898199
797	49147,074371
798	49108,337936
799	49075,699190
800	49041,378999
801	49007,532069
802	48966,689293
803	48943,265731
804	48928,855599
805	48921,359652
806	48944,411668
807	48923,009049
808	48879,001517
809	48811,829954
810	48702,995083
811	48611,258787
812	48521,658335
813	48438,470799
814	48361,750690
815	48302,829971
816	48259,496997
817	48231,426824
818	48225,388191
819	48215,690518
820	48208,188287
821	48200,091261
822	48197,366260
823	48174,779589
824	48141,295373
825	48098,578605
826	48029,079762
827	47996,013673
828	47977,678616
829	47973,743298
830	47995,794499
831	47998,192278
832	47994,231907
833	47980,760381
834	47958,000676
835	47916,228019
836	47858,496009
837	47785,707524
838	47691,936993
839	47604,746370
840	47515,236918
841	47428,515525
842	47336,082864
843	47240,986590
844	47143,430747
845	47045,861069
846	46943,306070
847	46838,024168
848	46730,967741
849	46617,188243
850	46513,733471
851	46416,715830
852	46326,780568
853	46244,574629
854	46167,384880
855	46094,390947
856	46023,494757
857	45961,406422
858	45880,949565
859	45788,843850
860	45684,092706
861	45564,157667
862	45437,745004
863	45304,159270
864	45166,194131
865	45023,720524
866	44890,559078
867	44766,734873
868	44656,097614
869	44551,920122
870	44487,191131
871	44450,240387
872	44439,262919
873	44463,513990
874	44476,930373
875	44492,017912
876	44511,936309
877	44517,596438
878	44512,368035
879	44496,794159
880	44448,989757
881	44431,593161
882	44429,609624
883	44444,566972
884	44493,473492
885	44528,976517
886	44562,870522
887	44592,618925
888	44610,705077
889	44631,413974
890	44648,540397
891	44661,132900
892	44671,790044
893	44669,228979
894	44656,415305
895	44633,056778
896	44593,363575
897	44554,620305
898	44509,985485
899	44458,515726
900	44408,447240
901	44328,863180
902	44231,644907
903	44108,372406
904	43984,159200
905	43856,087035
906	43727,549267
907	43599,756038
908	43479,851942
909	43368,645330
910	43267,686193
911	43181,873165
912	43101,571954
913	43030,312160
914	42968,327499
915	42913,520241
916	42872,603731
917	42843,408512
918	42825,690902
919	42818,617620
920	42821,722747
921	42833,347511
922	42851,618715
923	42878,455572
924	42899,297585
925	42917,128718
926	42930,579412
927	42939,064724
928	42941,686779
929	42939,139174
930	42925,941284
931	42918,954052
932	42914,841143
933	42914,450171
934	42916,778143
935	42924,192046
936	42934,336600
937	42944,936777
938	42967,686787
939	42960,332432
940	42935,008030
941	42891,883090
942	42817,329616
943	42759,380468
944	42703,626383
945	42651,526645
946	42608,926559
947	42557,855445
948	42504,527860
949	42450,823456
950	42389,854300
951	42323,049698
952	42250,569512
953	42168,614998
954	42089,486360
955	42010,811382
956	41933,546409
957	41855,937239
958	41784,252258
959	41715,786221
960	41649,170751
961	41594,554254
962	41515,685905
963	41424,743448
964	41322,846239
965	41197,624456
966	41098,572999
967	41008,966626
968	40945,626419
969	40868,259067
970	40786,404539
971	40699,497465
972	40593,638244
973	40507,305395
974	40430,158751
975	40362,399340
976	40314,222801
977	40252,882020
978	40187,105542
979	40115,593985
980	40035,387636
981	39954,244350
982	39870,149789
983	39784,280335
984	39697,906293
985	39613,556494
986	39533,005887
987	39448,494771
988	39386,395951
989	39340,802672
990	39311,472602
991	39312,781463
992	39299,588478
993	39283,497766
994	39263,319207
995	39228,245210
996	39210,789984
997	39200,481065
998	39197,611851
999	39205,136768
1000	39211,161459
1001	39218,760672
1002	39226,131094
1003	39233,296097
1004	39238,584009
1005	39240,607907
1006	39243,860449
1007	39231,994034
1008	39209,403094
1009	39176,611095
1010	39126,227241
1011	39085,314354
1012	39046,688024
1013	39011,415958
1014	38982,620894
1015	38950,961287
1016	38919,277526
1017	38893,764341
1018	38857,062324
1019	38813,742513
1020	38764,827590
1021	38696,700123
1022	38652,837987
1023	38622,024392
1024	38604,519928
1025	38615,978372
1026	38605,486231
1027	38589,015104
1028	38566,647347
1029	38526,300797
1030	38513,440560
1031	38511,811297
1032	38529,118650
1033	38543,163306
1034	38556,695762
1035	38566,388039
1036	38575,332015
1037	38564,045145
1038	38536,135203
1039	38490,981250
1040	38426,085494
1041	38352,922056
1042	38270,764566
1043	38169,586600
1044	38083,828974
1045	38008,784493
1046	37945,675776
1047	37915,140979
1048	37861,025036
1049	37797,747196
1050	37725,130369
1051	37627,719162
1052	37556,782989
1053	37498,532175
1054	37454,576075
1055	37429,452466
1056	37407,931891
1057	37393,465897
1058	37396,741630
1059	37384,002536
1060	37362,599489
1061	37333,139567
1062	37271,956429
1063	37252,134859
1064	37253,091889
1065	37274,054372
1066	37337,864319
1067	37360,845443
1068	37368,544194
1069	37338,099488
1070	37321,946344
1071	37309,852430
1072	37303,824349
1073	37312,166243
1074	37313,763986
1075	37313,388000
1076	37309,391808
1077	37307,996105
1078	37287,153914
1079	37255,559501
1080	37216,129849
1081	37157,998673
1082	37135,885564
1083	37132,286725
1084	37159,650788
1085	37186,024341
1086	37217,734369
1087	37251,818207
1088	37290,673401
1089	37318,192881
1090	37338,372753
1091	37351,668809
1092	37346,578684
1093	37366,262081
1094	37393,897582
1095	37447,367305
1096	37472,648761
1097	37480,706864
1098	37469,448688
1099	37426,481411
1100	37387,724146
1101	37342,966123
1102	37293,399348
1103	37239,990748
1104	37180,573114
1105	37114,839234
1106	37054,708154
1107	36965,342902
1108	36855,966452
1109	36728,207583
1110	36565,221403
1111	36429,238209
1112	36304,175418
1113	36191,535675
1114	36103,197247
1115	35996,197953
1116	35885,146907
1117	35767,008650
1118	35648,419153
1119	35528,892025
1120	35410,414607
1121	35287,402669
1122	35184,663091
1123	35095,730663
1124	35033,630170
1125	34968,013488
1126	34904,325363
1127	34842,188761
1128	34768,803643
1129	34721,361614
1130	34690,739513
1131	34677,151082
1132	34689,699685
1133	34695,758480
1134	34704,219674
1135	34709,973953
1136	34721,851884
1137	34737,975315
1138	34759,003142
1139	34781,925752
1140	34817,068362
1141	34861,456216
1142	34914,470798
1143	34976,979369
1144	35040,117450
1145	35104,085942
1146	35175,796703
1147	35230,319233
1148	35272,412281
1149	35302,512997
1150	35307,380627
1151	35332,876271
1152	35367,589972
1153	35412,769098
1154	35474,598777
1155	35529,987017
1156	35585,431507
1157	35641,966738
1158	35691,100968
1159	35733,999419
1160	35770,534789
1161	35791,782208
1162	35825,638411
1163	35861,897516
1164	35912,990661
1165	35941,913007
1166	35953,519500
1167	35945,514982
1168	35910,265304
1169	35867,446300
1170	35812,519294
1171	35747,178238
1172	35674,409046
1173	35592,044541
1174	35503,725770
1175	35402,990719
1176	35314,151012
1177	35232,475805
1178	35157,906359
1179	35098,914865
1180	35023,486892
1181	34939,277510
1182	34842,470848
1183	34736,800515
1184	34621,041425
1185	34495,681313
1186	34360,277432
1187	34219,958510
1188	34075,149657
1189	33927,640879
1190	33784,567725
1191	33632,687176
1192	33482,378271
1193	33315,604314
1194	33198,252028
1195	33117,622802
1196	33074,673386
1197	33089,819746
1198	33089,204691
1199	33092,753072
1200	33081,908018
1201	33093,561818
1202	33117,693278
1203	33152,976398
1204	33205,677511
1205	33246,848478
1206	33281,079607
1207	33305,776567
1208	33317,511564
1209	33315,280832
1210	33298,821270
1211	33268,662921
1212	33227,217192
1213	33177,073736
1214	33121,991853
1215	33056,631283
1216	33015,824106
1217	32990,771545
1218	32991,741032
1219	32993,842192
1220	33002,072994
1221	33014,615576
1222	33028,060470
1223	33046,659926
1224	33066,976291
1225	33090,073988
1226	33107,772953
1227	33120,143091
1228	33125,944999
1229	33126,488639
1230	33115,989478
1231	33097,233798
1232	33057,570622
1233	33033,059834
1234	33017,492780
1235	33010,475565
1236	33032,552970
1237	33015,964572
1238	32978,907262
1239	32897,067228
1240	32830,746864
1241	32773,007791
1242	32727,221146
1243	32709,114310
1244	32677,218580
1245	32642,094833
1246	32602,747154
1247	32555,303001
1248	32513,678900
1249	32474,019886
1250	32435,642940
1251	32403,763128
1252	32377,512755
1253	32356,795473
1254	32341,950879
1255	32328,757314
1256	32316,910957
1257	32313,000502
1258	32294,771955
1259	32267,670424
1260	32232,992865
1261	32176,606828
1262	32153,387465
1263	32145,500569
1264	32174,653191
1265	32177,287225
1266	32165,132336
1267	32135,968158
1268	32080,063016
1269	32031,279401
1270	31981,990129
1271	31929,020496
1272	31891,370747
1273	31866,486097
1274	31854,306842
1275	31865,087719
1276	31860,440911
1277	31850,958416
1278	31827,449077
1279	31812,293874
1280	31801,514642
1281	31796,398007
1282	31797,186794
1283	31804,877422
1284	31818,252396
1285	31844,199178
1286	31860,207896
1287	31869,997770
1288	31873,272476
1289	31859,712072
1290	31864,336033
1291	31876,136306
1292	31907,159177
1293	31922,751744
1294	31928,395946
1295	31922,512767
1296	31899,486568
1297	31877,181761
1298	31851,436348
1299	31822,308221
1300	31795,127314
1301	31770,024462
1302	31747,641510
1303	31731,349103
1304	31711,518980
1305	31691,655266
1306	31671,654524
1307	31654,287589
1308	31640,567093
1309	31632,290941
1310	31624,622696
1311	31639,541405
1312	31669,857634
1313	31725,559732
1314	31774,320857
1315	31820,870885
1316	31862,976585
1317	31896,850320
1318	31931,788276
1319	31965,421000
1320	31988,234663
1321	32028,901251
1322	32079,364766
1323	32136,928166
1324	32215,064083
1325	32249,672428
1326	32259,693455
1327	32223,433580
1328	32202,292218
1329	32182,245866
1330	32181,747552
1331	32160,694721
1332	32123,872038
1333	32070,397965
1334	31990,973877
1335	31917,641743
1336	31845,039982
1337	31770,420330
1338	31708,639352
1339	31657,294731
1340	31614,363331
1341	31594,544121
1342	31539,406139
1343	31462,102911
1344	31347,823008
1345	31231,384103
1346	31108,901731
1347	30984,044025
1348	30860,776352
1349	30738,771173
1350	30620,954025
1351	30507,982733
1352	30403,422837
1353	30307,396041
1354	30220,020366
1355	30141,368103
1356	30068,568590
1357	30000,687326
1358	29941,407708
1359	29874,180799
1360	29801,532059
1361	29718,015966
1362	29635,492747
1363	29553,685340
1364	29474,216485
1365	29398,342644
1366	29327,394023
1367	29262,078308
1368	29201,780625
1369	29149,185284
1370	29103,468510
1371	29063,749765
1372	29037,502054
1373	28998,266612
1374	28954,520015
1375	28891,143768
1376	28854,200944
1377	28836,842734
1378	28840,280701
1379	28873,915344
1380	28900,667086
1381	28928,994731
1382	28956,296594
1383	28980,702234
1384	29001,526940
1385	29013,624511
1386	29030,046940
1387	29050,144995
1388	29074,931863
1389	29104,302149
1390	29138,715596
1391	29176,502036
1392	29220,109692
1393	29255,588665
1394	29282,318667
1395	29297,571441
1396	29304,810113
1397	29286,892336
1398	29250,645191
1399	29178,685933
1400	29129,196194
1401	29091,753961
1402	29088,494679
1403	29068,760387
1404	29035,363442
1405	28985,005235
1406	28908,578309
1407	28831,655931
1408	28749,834242
1409	28661,342249
1410	28580,864940
1411	28508,085374
1412	28443,968025
1413	28393,362733
1414	28338,704161
1415	28283,946841
1416	28228,936318
1417	28170,042214
1418	28107,877773
1419	28034,326428
1420	27969,905410
1421	27912,068598
1422	27860,063904
1423	27824,916110
1424	27764,495970
1425	27688,544667
1426	27588,204592
1427	27486,783649
1428	27382,631305
1429	27279,402915
1430	27181,425173
1431	27089,596482
1432	27008,381042
1433	26928,559977
1434	26887,181528
1435	26874,545197
1436	26914,361290
1437	26936,555048
1438	26947,268991
1439	26942,916626
1440	26906,433404
1441	26895,367919
1442	26895,200917
1443	26911,266547
1444	26935,670082
1445	26969,693835
1446	27015,027767
1447	27060,810618
1448	27105,421194
1449	27145,946181
1450	27184,224521
1451	27206,164977
1452	27215,580572
1453	27199,856615
1454	27197,366030
1455	27201,310534
1456	27225,964372
1457	27237,239464
1458	27236,247759
1459	27220,472740
1460	27187,471688
1461	27144,538682
1462	27093,083893
1463	27021,415135
1464	26974,822632
1465	26947,466949
1466	26960,182853
1467	26965,241750
1468	26963,439969
1469	26951,241661
1470	26914,196800
1471	26892,232702
1472	26874,781277
1473	26868,179273
1474	26854,346020
1475	26834,364833
1476	26805,603005
1477	26769,343246
1478	26713,074271
1479	26641,091879
1480	26549,263994
1481	26457,868407
1482	26365,469922
1483	26273,252394
1484	26189,853229
1485	26116,167511
1486	26058,132928
1487	26005,357548
1488	25958,581113
1489	25917,403754
1490	25874,117035
1491	25850,438495
1492	25838,298972
1493	25853,375155
1494	25843,555886
1495	25816,360308
1496	25747,817279
1497	25693,721832
1498	25651,796680
1499	25624,559005
1500	25630,083987
1501	25608,609030
1502	25574,609392
1503	25513,916044
1504	25463,284209
1505	25416,668976
1506	25381,642539
1507	25344,581297
1508	25306,806901
1509	25267,539033
1510	25226,018022
1511	25183,808566
1512	25140,988032
1513	25097,673767
1514	25056,899561
1515	25019,433972
1516	24984,358408
1517	24958,266084
1518	24941,172243
1519	24933,444987
1520	24938,355329
1521	24944,065070
1522	24954,110160
1523	24962,263389
1524	24986,910611
1525	25022,703386
1526	25077,762098
1527	25125,227212
1528	25167,361068
1529	25191,402899
1530	25221,541753
1531	25255,233460
1532	25291,412129
1533	25341,815607
1534	25359,249922
1535	25354,644870
1536	25313,955061
1537	25277,992589
1538	25241,116980
1539	25213,512167
1540	25178,694149
1541	25139,989804
1542	25098,127044
1543	25047,375003
1544	25011,796123
1545	24983,927806
1546	24973,984412
1547	24946,206665
1548	24907,766965
1549	24846,544855
1550	24793,464494
1551	24743,845342
1552	24708,034676
1553	24662,970523
1554	24609,823671
1555	24547,809865
1556	24474,563793
1557	24402,391059
1558	24331,299733
1559	24256,322340
1560	24203,726820
1561	24169,206040
1562	24164,929772
1563	24156,980816
1564	24148,041897
1565	24132,350131
1566	24116,676654
1567	24101,202244
1568	24087,854629
1569	24071,923282
1570	24076,743158
1571	24096,638634
1572	24140,088774
1573	24178,794046
1574	24216,374935
1575	24245,745445
1576	24278,130438
1577	24310,831211
1578	24343,320117
1579	24374,459263
1580	24402,640419
1581	24425,724727
1582	24445,103541
1583	24446,355329
1584	24431,108924
1585	24398,260907
1586	24348,311216
1587	24282,487999
1588	24197,903031
1589	24110,683988
1590	24021,681101
1591	23935,464519
1592	23850,048981
1593	23767,093926
1594	23687,411576
1595	23616,409482
1596	23540,765303
1597	23467,297671
1598	23385,517054
1599	23338,882794
1600	23319,523685
1601	23343,918757
1602	23366,211616
1603	23391,507154
1604	23404,320865
1605	23434,533798
1606	23478,404698
1607	23535,065222
1608	23607,581865
1609	23671,011704
1610	23726,857945
1611	23770,113477
1612	23796,479242
1613	23801,765767
1614	23790,299661
1615	23738,477813
1616	23650,851622
1617	23520,005379
1618	23375,810011
1619	23221,366871
1620	23057,376928
1621	22906,703331
1622	22773,408617
1623	22660,474885
1624	22579,072399
1625	22492,262881
1626	22409,347778
1627	22321,750875
1628	22252,733824
1629	22196,209227
1630	22161,052465
1631	22119,771582
1632	22076,677442
1633	22016,854260
1634	21978,230355
1635	21956,305292
1636	21964,823673
1637	21967,007918
1638	21959,684472
1639	21937,727836
1640	21897,871337
1641	21841,822365
1642	21771,044827
1643	21677,557352
1644	21600,536862
1645	21534,670792
1646	21491,802950
1647	21444,947989
1648	21398,882016
1649	21349,082121
1650	21305,008627
1651	21265,839783
1652	21233,164524
1653	21205,452066
1654	21183,072000
1655	21166,107370
1656	21153,378303
1657	21148,696120
1658	21150,220670
1659	21157,678674
1660	21167,018150
1661	21176,980818
1662	21187,754725
1663	21190,705904
1664	21185,603826
1665	21170,959228
1666	21147,201588
1667	21114,514531
1668	21072,075603
1669	21025,846004
1670	20977,120553
1671	20925,076122
1672	20877,567117
1673	20835,325689
1674	20798,485223
1675	20771,011872
1676	20735,216794
1677	20694,766339
1678	20645,771091
1679	20598,355390
