User: Administrator
Title:	Heliantina 5mM MQ 20000ms 1aq_20200117-120932_OE1_CHANNEL1_Sample 20200117_120932_609
335	47036,370992
336	62486,280141
337	73321,032287
338	78834,384295
339	71207,853207
340	67728,660003
341	63924,201247
342	60508,066014
343	57954,852557
344	58499,375056
345	57285,712082
346	56229,114770
347	55310,089613
348	54553,479488
349	53839,682877
350	53186,723317
351	52582,364060
352	52019,323891
353	51429,034242
354	50983,055244
355	50607,925891
356	50297,982771
357	50109,512310
358	49876,148437
359	49646,005393
360	49413,038176
361	49123,167171
362	48892,476872
363	48687,424004
364	48510,311026
365	48361,553419
366	48254,987635
367	48149,382805
368	48056,820466
369	47973,997375
370	47909,649743
371	47832,944380
372	47751,570359
373	47664,607382
374	47572,564775
375	47456,677880
376	47374,889678
377	47304,645302
378	47245,738240
379	47218,381898
380	47166,688918
381	47109,618916
382	47046,516307
383	46965,947934
384	46897,025606
385	46832,559965
386	46774,812164
387	46725,898358
388	46679,791272
389	46659,044948
390	46655,201825
391	46667,428618
392	46698,548109
393	46733,602078
394	46773,142802
395	46812,569745
396	46866,093151
397	46884,455338
398	46877,407430
399	46841,390685
400	46774,558112
401	46672,850303
402	46547,943320
403	46398,239665
404	46227,593845
405	46037,901790
406	45842,890236
407	45646,750426
408	45457,356508
409	45222,921922
410	45087,862383
411	45012,301262
412	44996,256699
413	45033,198765
414	45191,344409
415	45241,279295
416	45258,572639
417	45234,637638
418	45146,910152
419	45040,352398
420	44900,848068
421	44733,675245
422	44495,982534
423	44310,636600
424	44146,929475
425	44009,496491
426	43898,996312
427	43857,082071
428	43758,947678
429	43651,250157
430	43532,762181
431	43375,317274
432	43253,566646
433	43141,929043
434	43041,330881
435	42973,795318
436	42885,962336
437	42794,436188
438	42698,904702
439	42600,429432
440	42482,162942
441	42399,496220
442	42331,399776
443	42277,894974
444	42254,232918
445	42215,995085
446	42177,766201
447	42138,173587
448	42089,357075
449	42048,400460
450	42009,323918
451	41972,227553
452	41936,830288
453	41903,400996
454	41871,388290
455	41840,214337
456	41809,113743
457	41777,705201
458	41743,379416
459	41705,513034
460	41662,762295
461	41622,833560
462	41562,091839
463	41488,413178
464	41402,261978
465	41291,188988
466	41189,735974
467	41089,409715
468	40992,220045
469	40899,478605
470	40815,176209
471	40730,135917
472	40648,221973
473	40569,142524
474	40498,062144
475	40420,133062
476	40341,092200
477	40261,513099
478	40164,788363
479	40094,896534
480	40036,537394
481	39988,505684
482	39982,788520
483	39936,110723
484	39871,272632
485	39786,990355
486	39684,773754
487	39540,432407
488	39436,998061
489	39346,122519
490	39270,673566
491	39207,828563
492	39167,776844
493	39143,998996
494	39132,039833
495	39174,614735
496	39146,152702
497	39084,535503
498	38988,505127
499	38804,217510
500	38667,981733
501	38544,042504
502	38437,547857
503	38350,590083
504	38305,184911
505	38235,554178
506	38166,030567
507	38094,699904
508	38021,624390
509	37942,303928
510	37858,127867
511	37769,742430
512	37667,010012
513	37579,756307
514	37499,042745
515	37425,593887
516	37371,039719
517	37307,519730
518	37243,620830
519	37179,235958
520	37114,997343
521	37040,016305
522	36990,311972
523	36950,871396
524	36920,443196
525	36911,341141
526	36881,029847
527	36843,165972
528	36796,183680
529	36732,912069
530	36669,928191
531	36601,265343
532	36527,356050
533	36451,366567
534	36367,353933
535	36278,443203
536	36185,795876
537	36083,637555
538	35990,499064
539	35902,542971
540	35820,968186
541	35746,365035
542	35683,059068
543	35618,534696
544	35557,727970
545	35500,476760
546	35445,602189
547	35396,093380
548	35350,712665
549	35309,375184
550	35274,966584
551	35239,770913
552	35206,879408
553	35176,821149
554	35137,115275
555	35120,854550
556	35116,548920
557	35122,923924
558	35157,443717
559	35169,576652
560	35171,057606
561	35159,015727
562	35131,896863
563	35087,409931
564	35032,374905
565	34966,132662
566	34891,537034
567	34796,430243
568	34727,987898
569	34670,840959
570	34625,959318
571	34601,696540
572	34572,903388
573	34546,344753
574	34519,320978
575	34503,016928
576	34459,712153
577	34401,001570
578	34327,100789
579	34218,939768
580	34130,163099
581	34046,300737
582	33969,684116
583	33900,166623
584	33840,556681
585	33788,478030
586	33741,149011
587	33694,398696
588	33669,987745
589	33584,168209
590	33469,679228
591	33328,585201
592	33129,510806
593	32980,870473
594	32845,237777
595	32724,859768
596	32643,793536
597	32535,719917
598	32424,985829
599	32311,332790
600	32187,843056
601	32076,366131
602	31971,470888
603	31875,430976
604	31774,660993
605	31709,817083
606	31666,951781
607	31644,092235
608	31676,856336
609	31664,893354
610	31636,517802
611	31590,231649
612	31482,925763
613	31423,031224
614	31381,266460
615	31359,987749
616	31358,454880
617	31400,237733
618	31400,386392
619	31391,158766
620	31371,923181
621	31327,276851
622	31306,798179
623	31292,249431
624	31284,395050
625	31284,269758
626	31287,661092
627	31294,130507
628	31301,210912
629	31323,566694
630	31311,444541
631	31281,801121
632	31235,290108
633	31145,398952
634	31090,529205
635	31044,887207
636	31008,796115
637	31015,769423
638	30974,286490
639	30914,647429
640	30837,553713
641	30700,911793
642	30620,844903
643	30562,456928
644	30526,489980
645	30562,253307
646	30540,164154
647	30496,936292
648	30430,634636
649	30293,757561
650	30205,673530
651	30134,508091
652	30082,807627
653	30049,615273
654	30057,378905
655	30020,137665
656	29969,516351
657	29903,764751
658	29818,330040
659	29728,390080
660	29630,805725
661	29529,223387
662	29406,568532
663	29327,988328
664	29269,397472
665	29229,284842
666	29240,265709
667	29195,339651
668	29133,693463
669	29056,382910
670	28928,717744
671	28862,264907
672	28818,831960
673	28799,358267
674	28835,340374
675	28834,248232
676	28828,337664
677	28817,489566
678	28762,494809
679	28773,713911
680	28810,330438
681	28868,460621
682	29005,563183
683	29044,736884
684	29041,908349
685	28996,372131
686	28844,529533
687	28769,065627
688	28714,520701
689	28684,699767
690	28722,297540
691	28714,903529
692	28696,613196
693	28664,483720
694	28596,982063
695	28545,483062
696	28493,036353
697	28439,586359
698	28406,356412
699	28337,672189
700	28251,491265
701	28149,310357
702	27998,755775
703	27891,688616
704	27803,288652
705	27735,128060
706	27719,248405
707	27671,493810
708	27613,724729
709	27542,818670
710	27445,666180
711	27351,138057
712	27251,760083
713	27149,569353
714	27040,987358
715	26941,453583
716	26848,472459
717	26763,109617
718	26697,065272
719	26623,676503
720	26551,110185
721	26480,034434
722	26396,545412
723	26338,850562
724	26298,023966
725	26275,099243
726	26269,613625
727	26285,987519
728	26301,842524
729	26322,918498
730	26346,261323
731	26377,886914
732	26387,949981
733	26388,218131
734	26380,272590
735	26350,211423
736	26354,425519
737	26371,700833
738	26401,905592
739	26453,110259
740	26491,837877
741	26528,715571
742	26561,403767
743	26590,254271
744	26606,552206
745	26612,743988
746	26608,970750
747	26586,813312
748	26575,493965
749	26562,394838
750	26545,956450
751	26539,283210
752	26491,833583
753	26424,234434
754	26338,531473
755	26224,126941
756	26131,377589
757	26044,706400
758	25967,147097
759	25899,131299
760	25846,228402
761	25805,771719
762	25775,782061
763	25765,639113
764	25732,759607
765	25692,342592
766	25643,995546
767	25577,580173
768	25529,361548
769	25484,319734
770	25455,977677
771	25409,775972
772	25354,389062
773	25289,402476
774	25204,506953
775	25127,755410
776	25053,442074
777	24983,623509
778	24921,794038
779	24864,233357
780	24812,994459
781	24768,385748
782	24730,797360
783	24699,370225
784	24674,003789
785	24654,186856
786	24644,534390
787	24631,766308
788	24619,625467
789	24608,409613
790	24585,825422
791	24585,249188
792	24596,825609
793	24619,950609
794	24678,395563
795	24706,252985
796	24723,119183
797	24729,888888
798	24698,348982
799	24713,127671
800	24752,110441
801	24818,108445
802	24909,364063
803	25027,726774
804	25165,908139
805	25315,188766
806	25510,476321
807	25620,810523
808	25678,655602
809	25679,009907
810	25596,604790
811	25502,502300
812	25379,175548
813	25234,366757
814	25064,111532
815	24909,361587
816	24765,311525
817	24637,766941
818	24532,722638
819	24447,764646
820	24385,983408
821	24347,237383
822	24337,029830
823	24334,038624
824	24343,260030
825	24362,287588
826	24384,857993
827	24419,524294
828	24458,711428
829	24498,567598
830	24552,534795
831	24564,821290
832	24555,766197
833	24527,504885
834	24453,423320
835	24434,064384
836	24431,200330
837	24442,524191
838	24489,146498
839	24478,552632
840	24442,371850
841	24369,650696
842	24279,997437
843	24169,043694
844	24039,646812
845	23885,025370
846	23735,100978
847	23586,223860
848	23442,126860
849	23308,839986
850	23180,393636
851	23060,820231
852	22951,102267
853	22847,788970
854	22761,272347
855	22687,230495
856	22623,863579
857	22580,447695
858	22522,032853
859	22457,241069
860	22384,366367
861	22301,070232
862	22213,117546
863	22120,270756
864	22025,097000
865	21919,535427
866	21838,928050
867	21773,170674
868	21723,138288
869	21695,661279
870	21667,494534
871	21645,765521
872	21628,911877
873	21616,204705
874	21604,273359
875	21593,067960
876	21582,583872
877	21570,986550
878	21558,735000
879	21546,249658
880	21527,276271
881	21519,771540
882	21519,075292
883	21525,100914
884	21544,575239
885	21556,724634
886	21566,355799
887	21572,276611
888	21571,839114
889	21570,083188
890	21565,297492
891	21557,808833
892	21547,538826
893	21536,634471
894	21525,223069
895	21514,054103
896	21494,741063
897	21493,108404
898	21497,583040
899	21504,744403
900	21530,995647
901	21506,751314
902	21455,849226
903	21361,710083
904	21266,877415
905	21165,250186
906	21062,199394
907	20948,807196
908	20863,409445
909	20798,567769
910	20754,729148
911	20757,978328
912	20733,403132
913	20701,239263
914	20660,304610
915	20588,597709
916	20550,506263
917	20526,564332
918	20517,447752
919	20536,674653
920	20541,054950
921	20544,084763
922	20544,835254
923	20535,032107
924	20539,943751
925	20549,755674
926	20563,737974
927	20585,006601
928	20597,198027
929	20604,941978
930	20614,519649
931	20607,865002
932	20591,010724
933	20566,321330
934	20505,459335
935	20494,123924
936	20507,696756
937	20544,389762
938	20643,794062
939	20676,308258
940	20679,025983
941	20650,014199
942	20559,240921
943	20504,411055
944	20454,670187
945	20412,330981
946	20391,671547
947	20348,440476
948	20299,842783
949	20235,570066
950	20182,590306
951	20135,102256
952	20093,839627
953	20066,578596
954	20032,249950
955	19995,996567
956	19956,965271
957	19914,227110
958	19869,721336
959	19823,593530
960	19777,023663
961	19728,244993
962	19688,380790
963	19655,514355
964	19630,955298
965	19610,506515
966	19609,643375
967	19620,714701
968	19654,011213
969	19674,255105
970	19685,732585
971	19684,581508
972	19670,504945
973	19635,899743
974	19582,598507
975	19512,049110
976	19413,814373
977	19327,250386
978	19243,149026
979	19163,745759
980	19099,088078
981	19023,630090
982	18948,083685
983	18873,961673
984	18795,325218
985	18739,926646
986	18698,115386
987	18683,437808
988	18661,171180
989	18640,220257
990	18620,612931
991	18583,151451
992	18582,817504
993	18602,289847
994	18639,559438
995	18712,763485
996	18752,248728
997	18776,543887
998	18782,764794
999	18761,940116
1000	18740,568119
1001	18709,848615
1002	18671,189483
1003	18627,191453
1004	18579,698254
1005	18530,892752
1006	18477,148394
1007	18435,547786
1008	18402,613612
1009	18378,736238
1010	18371,827636
1011	18356,939157
1012	18341,742574
1013	18326,022557
1014	18302,471132
1015	18295,413665
1016	18295,072359
1017	18317,291783
1018	18319,196479
1019	18310,880435
1020	18292,842719
1021	18249,346020
1022	18232,400308
1023	18230,885622
1024	18248,022468
1025	18282,340967
1026	18341,856903
1027	18420,989535
1028	18514,878410
1029	18632,587290
1030	18717,033693
1031	18781,978920
1032	18818,086236
1033	18835,360266
1034	18829,383843
1035	18800,415938
1036	18750,028327
1037	18679,383825
1038	18591,947988
1039	18491,866835
1040	18372,531970
1041	18272,284923
1042	18182,427891
1043	18112,409715
1044	18045,649738
1045	17985,504542
1046	17930,486818
1047	17887,479585
1048	17833,620938
1049	17774,686998
1050	17711,349650
1051	17632,812936
1052	17577,374106
1053	17535,098390
1054	17507,239041
1055	17495,331666
1056	17492,676076
1057	17498,766707
1058	17527,726944
1059	17533,811152
1060	17525,955295
1061	17503,705453
1062	17444,239421
1063	17417,000543
1064	17403,333913
1065	17403,971759
1066	17437,204910
1067	17441,441368
1068	17436,749048
1069	17403,042019
1070	17388,843289
1071	17384,300550
1072	17390,131385
1073	17424,168544
1074	17434,951159
1075	17435,521221
1076	17425,275293
1077	17391,896886
1078	17376,688750
1079	17367,883962
1080	17366,671915
1081	17379,172517
1082	17385,357825
1083	17393,013663
1084	17396,057960
1085	17411,042370
1086	17433,464241
1087	17462,901833
1088	17505,303233
1089	17539,053975
1090	17569,871810
1091	17597,189035
1092	17619,087181
1093	17643,394595
1094	17668,589206
1095	17689,349788
1096	17723,717081
1097	17767,517024
1098	17820,345106
1099	17890,952650
1100	17948,581762
1101	18001,379802
1102	18048,630371
1103	18088,313061
1104	18129,856557
1105	18172,244745
1106	18219,376201
1107	18271,506886
1108	18333,448795
1109	18409,906739
1110	18488,057052
1111	18622,479588
1112	18798,126043
1113	19013,814714
1114	19250,688071
1115	19540,690338
1116	19848,533940
1117	20244,492250
1118	20461,876934
1119	20547,005648
1120	20487,806050
1121	20238,755231
1122	19947,825754
1123	19587,854663
1124	19140,975849
1125	18725,508778
1126	18342,953361
1127	18010,985802
1128	17767,851799
1129	17547,216350
1130	17371,271725
1131	17239,147998
1132	17153,061640
1133	17100,621550
1134	17083,928519
1135	17101,586655
1136	17152,411922
1137	17235,698727
1138	17351,076662
1139	17496,909879
1140	17677,633934
1141	17892,263027
1142	18141,145566
1143	18410,106151
1144	18740,106056
1145	19110,513608
1146	19521,408477
1147	19939,360720
1148	20354,436137
1149	20748,687254
1150	21137,433433
1151	21407,132835
1152	21574,620862
1153	21631,333997
1154	21570,035080
1155	21413,862228
1156	21166,350076
1157	20806,870565
1158	20446,021465
1159	20076,497905
1160	19715,291292
1161	19375,017824
1162	19066,423364
1163	18794,269469
1164	18576,256445
1165	18372,327723
1166	18187,721853
1167	18017,651578
1168	17864,791222
1169	17705,972019
1170	17544,741375
1171	17380,304263
1172	17204,286929
1173	17047,781780
1174	16901,336599
1175	16770,660195
1176	16644,232658
1177	16525,463873
1178	16414,567793
1179	16306,509712
1180	16217,256479
1181	16140,850747
1182	16086,419149
1183	16026,846557
1184	15965,760744
1185	15901,804614
1186	15831,061607
1187	15765,616775
1188	15704,224583
1189	15649,632614
1190	15603,717349
1191	15573,912794
1192	15562,214422
1193	15552,039774
1194	15595,944177
1195	15678,923750
1196	15796,005228
1197	15965,508788
1198	16093,556261
1199	16198,105276
1200	16273,343306
1201	16306,646232
1202	16297,661824
1203	16247,942609
1204	16142,962742
1205	16044,146671
1206	15941,059924
1207	15840,380092
1208	15746,232199
1209	15661,845456
1210	15588,697103
1211	15537,567737
1212	15479,305116
1213	15421,881306
1214	15365,536746
1215	15302,721720
1216	15262,753948
1217	15235,863563
1218	15228,304436
1219	15220,793413
1220	15215,872289
1221	15211,182436
1222	15207,068335
1223	15195,190748
1224	15177,417905
1225	15145,716445
1226	15121,266581
1227	15099,750857
1228	15081,249330
1229	15074,767087
1230	15050,843074
1231	15018,531446
1232	14966,316456
1233	14925,295443
1234	14891,055328
1235	14864,961470
1236	14857,357847
1237	14838,732542
1238	14817,617071
1239	14782,561256
1240	14761,481037
1241	14750,159339
1242	14748,759231
1243	14767,451261
1244	14772,530100
1245	14771,033493
1246	14761,480838
1247	14740,460833
1248	14719,320762
1249	14695,448359
1250	14666,361779
1251	14644,562886
1252	14628,257346
1253	14618,105335
1254	14614,346121
1255	14614,626002
1256	14617,683786
1257	14633,563677
1258	14628,481698
1259	14610,082255
1260	14579,417250
1261	14520,009477
1262	14495,835026
1263	14486,872081
1264	14517,591392
1265	14519,918925
1266	14507,714405
1267	14479,793438
1268	14421,186666
1269	14386,169332
1270	14360,028058
1271	14350,106626
1272	14342,663290
1273	14340,326856
1274	14341,497018
1275	14350,307402
1276	14347,723627
1277	14339,399808
1278	14315,614809
1279	14304,222195
1280	14300,542554
1281	14305,634370
1282	14324,826533
1283	14340,582903
1284	14357,303151
1285	14375,498004
1286	14390,710395
1287	14403,856434
1288	14415,602923
1289	14418,706661
1290	14439,399185
1291	14469,088544
1292	14521,532785
1293	14556,530025
1294	14581,065878
1295	14594,338082
1296	14585,372286
1297	14593,203552
1298	14607,349520
1299	14636,805715
1300	14661,589415
1301	14686,169390
1302	14710,329658
1303	14731,324413
1304	14759,675349
1305	14792,924701
1306	14836,573769
1307	14879,431319
1308	14925,696284
1309	14977,342633
1310	15021,066504
1311	15107,241058
1312	15217,772140
1313	15370,911090
1314	15501,116319
1315	15615,484222
1316	15706,992272
1317	15772,786911
1318	15805,876024
1319	15809,174817
1320	15770,288795
1321	15736,934039
1322	15703,731422
1323	15675,806168
1324	15657,650451
1325	15647,180225
1326	15645,917917
1327	15652,089388
1328	15664,235108
1329	15677,759756
1330	15712,256093
1331	15704,891057
1332	15660,562690
1333	15578,517102
1334	15431,812023
1335	15315,213279
1336	15211,140860
1337	15133,163548
1338	15066,281835
1339	15013,596580
1340	14972,698648
1341	14955,678657
1342	14914,717683
1343	14861,929812
1344	14780,135272
1345	14716,393277
1346	14665,765069
1347	14632,181510
1348	14625,712273
1349	14624,218359
1350	14636,393624
1351	14653,046762
1352	14701,730169
1353	14776,530893
1354	14876,097560
1355	15004,894660
1356	15132,831602
1357	15263,250103
1358	15393,276419
1359	15512,240238
1360	15617,978574
1361	15709,152657
1362	15780,999310
1363	15833,747848
1364	15868,607287
1365	15871,874631
1366	15890,513765
1367	15912,563456
1368	15957,538346
1369	15971,804034
1370	15960,010639
1371	15918,455139
1372	15845,110995
1373	15745,751542
1374	15623,977254
1375	15468,553821
1376	15333,526692
1377	15216,552514
1378	15123,919574
1379	15069,026759
1380	15022,133590
1381	14994,940571
1382	14982,291038
1383	15001,175200
1384	15047,605642
1385	15118,741132
1386	15216,671098
1387	15336,499581
1388	15472,084330
1389	15627,682614
1390	15759,885063
1391	15870,559264
1392	15951,490511
1393	16000,098159
1394	16012,457357
1395	15986,922854
1396	15928,230922
1397	15824,756345
1398	15686,344012
1399	15506,238010
1400	15333,188057
1401	15168,360912
1402	15015,283668
1403	14897,937913
1404	14820,341011
1405	14785,618867
1406	14803,998994
1407	14842,478455
1408	14905,199176
1409	14984,627752
1410	15080,178568
1411	15184,624709
1412	15291,131987
1413	15406,333321
1414	15481,365197
1415	15527,071219
1416	15523,411585
1417	15526,015043
1418	15524,644705
1419	15518,456966
1420	15514,838241
1421	15509,803174
1422	15497,419711
1423	15500,690913
1424	15420,246588
1425	15279,081623
1426	15055,138732
1427	14813,628331
1428	14552,936285
1429	14286,262126
1430	14015,476427
1431	13787,250805
1432	13597,298465
1433	13458,568149
1434	13347,959699
1435	13270,276952
1436	13234,613435
1437	13206,575223
1438	13188,266422
1439	13177,851751
1440	13161,192965
1441	13185,024380
1442	13235,108026
1443	13313,746398
1444	13407,111234
1445	13511,866962
1446	13638,535622
1447	13737,843963
1448	13809,482431
1449	13849,539672
1450	13841,584754
1451	13838,229369
1452	13827,700059
1453	13814,723539
1454	13796,431209
1455	13774,288727
1456	13748,853377
1457	13715,960450
1458	13673,713764
1459	13619,237407
1460	13563,160678
1461	13464,127031
1462	13334,663491
1463	13155,120124
1464	12992,618226
1465	12841,081239
1466	12716,296487
1467	12598,161975
1468	12489,195185
1469	12388,120486
1470	12298,020208
1471	12205,750043
1472	12115,002507
1473	12013,061372
1474	11936,421169
1475	11878,415262
1476	11837,710624
1477	11824,994076
1478	11786,317643
1479	11735,554386
1480	11663,212118
1481	11594,702584
1482	11525,279715
1483	11454,318573
1484	11392,329204
1485	11339,230543
1486	11300,357968
1487	11265,317246
1488	11234,293813
1489	11206,296278
1490	11178,539688
1491	11156,927224
1492	11139,154682
1493	11126,524690
1494	11113,088973
1495	11099,034589
1496	11082,241411
1497	11065,254834
1498	11047,362646
1499	11028,208694
1500	11009,704152
1501	10984,567414
1502	10954,984506
1503	10918,134865
1504	10884,192002
1505	10852,275093
1506	10824,113495
1507	10798,538286
1508	10775,912089
1509	10756,039587
1510	10739,102427
1511	10722,712917
1512	10706,788920
1513	10694,567076
1514	10675,525772
1515	10652,779465
1516	10617,829562
1517	10597,079424
1518	10588,651609
1519	10593,467784
1520	10618,161345
1521	10636,003994
1522	10653,032836
1523	10664,009485
1524	10678,686738
1525	10693,527010
1526	10715,228640
1527	10724,670475
1528	10725,880071
1529	10701,238715
1530	10697,165481
1531	10712,115567
1532	10746,196880
1533	10820,810074
1534	10853,800516
1535	10863,180967
1536	10828,828290
1537	10803,086237
1538	10777,926025
1539	10760,769076
1540	10743,676921
1541	10728,538858
1542	10714,927676
1543	10704,810355
1544	10688,916850
1545	10669,796518
1546	10643,612840
1547	10622,712568
1548	10604,366222
1549	10592,852555
1550	10576,633704
1551	10557,366380
1552	10530,175450
1553	10505,922883
1554	10483,795710
1555	10463,759803
1556	10451,461981
1557	10426,102559
1558	10393,747474
1559	10346,962439
1560	10311,294505
1561	10282,634937
1562	10268,465329
1563	10252,473080
1564	10237,023110
1565	10217,560569
1566	10203,600759
1567	10194,871821
1568	10191,715374
1569	10197,725255
1570	10200,595712
1571	10203,626855
1572	10201,741437
1573	10210,281200
1574	10226,027592
1575	10256,505967
1576	10281,305896
1577	10302,978285
1578	10312,556998
1579	10331,535689
1580	10360,175317
1581	10399,779674
1582	10457,682178
1583	10509,652923
1584	10561,824319
1585	10604,301270
1586	10664,592350
1587	10735,662921
1588	10823,561832
1589	10904,265113
1590	10976,438390
1591	11036,232562
1592	11076,288090
1593	11093,302409
1594	11084,697400
1595	11056,598983
1596	10987,508005
1597	10888,841756
1598	10743,035782
1599	10630,971703
1600	10541,992572
1601	10503,682576
1602	10455,441033
1603	10407,882081
1604	10341,195105
1605	10302,065944
1606	10286,699583
1607	10294,867850
1608	10338,102344
1609	10359,712292
1610	10371,130547
1611	10360,129871
1612	10352,464862
1613	10339,829245
1614	10327,996603
1615	10297,303434
1616	10251,049197
1617	10187,605609
1618	10113,698409
1619	10031,917405
1620	9934,437873
1621	9853,810756
1622	9791,562443
1623	9749,081920
1624	9741,068467
1625	9710,551327
1626	9671,309157
1627	9608,853277
1628	9565,846217
1629	9533,164555
1630	9522,755080
1631	9503,262077
1632	9480,193676
1633	9440,808586
1634	9417,742950
1635	9407,625922
1636	9422,145303
1637	9432,476129
1638	9436,804655
1639	9431,789326
1640	9411,934249
1641	9389,976814
1642	9362,741592
1643	9332,024378
1644	9297,106299
1645	9260,164070
1646	9217,804540
1647	9186,063561
1648	9162,987549
1649	9158,142827
1650	9146,636175
1651	9131,207444
1652	9100,164764
1653	9081,737594
1654	9075,431334
1655	9081,931586
1656	9107,367785
1657	9122,600790
1658	9132,503502
1659	9137,221467
1660	9127,906240
1661	9107,607956
1662	9064,840317
1663	9042,225876
1664	9032,760973
1665	9052,002426
1666	9056,956861
1667	9052,156247
1668	9026,544597
1669	9002,194790
1670	8977,666123
1671	8957,340877
1672	8935,428660
1673	8912,294307
1674	8887,716339
1675	8861,195454
1676	8834,380885
1677	8806,975955
1678	8778,860975
1679	8751,009397
1680	8723,199477
