User: Administrator
Title:	Heliantina5mM MQ 2000ms 10aq_20200117-115349_OE1_CHANNEL1_Sample 20200117_115349_550
335	12799,244463
336	17002,083679
337	19948,284373
338	21445,805086
339	19363,192896
340	18413,927557
341	17378,358054
342	16450,635970
343	15759,518739
344	15920,962476
345	15591,665494
346	15300,583472
347	15042,561345
348	14813,552198
349	14608,552989
350	14424,688921
351	14259,377653
352	14110,714372
353	13966,354925
354	13854,099414
355	13760,474428
356	13683,230229
357	13637,854302
358	13577,219080
359	13514,998408
360	13449,822074
361	13360,248271
362	13294,592104
363	13239,273000
364	13195,170827
365	13162,092016
366	13152,263762
367	13129,960479
368	13107,042305
369	13082,397400
370	13050,319100
371	13022,812152
372	12995,840146
373	12969,696624
374	12944,666052
375	12919,801113
376	12898,591157
377	12879,678013
378	12862,929845
379	12850,537317
380	12835,959758
381	12821,212144
382	12806,047011
383	12791,028866
384	12774,638325
385	12757,608138
386	12740,341664
387	12723,454289
388	12702,763047
389	12692,291755
390	12686,940778
391	12686,689345
392	12693,586949
393	12700,623194
394	12709,012783
395	12717,467101
396	12730,544159
397	12733,256836
398	12728,870014
399	12716,582553
400	12696,163065
401	12664,203915
402	12631,254203
403	12594,127864
404	12553,779013
405	12513,164070
406	12468,744222
407	12423,652147
408	12379,546330
409	12322,442725
410	12290,215693
411	12272,217153
412	12268,420895
413	12277,170180
414	12316,149328
415	12326,321654
416	12327,385480
417	12317,388144
418	12288,279682
419	12258,158399
420	12221,181766
421	12178,612915
422	12124,240858
423	12077,437314
424	12033,800035
425	11994,355980
426	11959,483188
427	11935,942472
428	11904,439917
429	11872,464486
430	11839,990806
431	11801,932497
432	11772,072219
433	11745,614707
434	11722,560473
435	11707,431250
436	11688,379757
437	11668,660936
438	11647,820178
439	11625,653588
440	11601,069253
441	11577,410839
442	11553,678639
443	11530,285676
444	11505,088290
445	11485,228913
446	11468,372007
447	11454,556534
448	11446,220329
449	11436,633482
450	11427,564888
451	11418,557571
452	11409,421782
453	11399,407432
454	11388,421904
455	11376,324530
456	11363,069784
457	11347,337254
458	11332,791839
459	11317,984482
460	11302,838312
461	11289,063461
462	11271,845012
463	11252,777220
464	11231,853725
465	11207,201054
466	11183,704427
467	11160,044720
468	11136,407524
469	11112,870250
470	11091,207912
471	11066,420215
472	11040,744753
473	11014,462092
474	10985,893739
475	10961,002779
476	10938,090525
477	10917,502445
478	10897,910638
479	10883,072492
480	10871,413337
481	10862,403294
482	10861,689857
483	10853,439726
484	10841,575619
485	10825,526585
486	10805,235562
487	10777,622905
488	10753,083759
489	10728,356744
490	10704,221933
491	10677,215861
492	10658,636136
493	10644,340455
494	10633,822937
495	10636,104335
496	10625,402404
497	10609,386252
498	10587,493523
499	10552,531449
500	10522,040920
501	10491,494751
502	10461,815008
503	10433,693101
504	10406,863424
505	10383,508264
506	10362,634284
507	10343,750559
508	10332,753192
509	10311,424475
510	10286,186956
511	10257,164614
512	10216,687198
513	10186,360967
514	10159,558261
515	10136,793679
516	10124,675466
517	10107,484672
518	10090,000434
519	10072,042433
520	10053,790797
521	10030,874207
522	10017,778588
523	10008,608804
524	10003,047365
525	10005,099602
526	10001,098963
527	9995,405957
528	9987,448897
529	9974,920536
530	9962,746424
531	9948,941204
532	9933,451688
533	9917,073409
534	9897,672996
535	9875,986296
536	9852,099551
537	9826,624050
538	9798,895111
539	9769,662761
540	9739,511885
541	9709,187656
542	9676,311431
543	9650,937303
544	9629,625407
545	9612,490468
546	9603,498701
547	9591,008298
548	9579,276962
549	9568,271058
550	9553,922033
551	9547,377162
552	9544,633208
553	9545,499581
554	9552,980130
555	9557,718311
556	9561,935104
557	9564,879191
558	9566,105760
559	9564,769390
560	9560,686032
561	9553,706301
562	9543,845280
563	9530,896952
564	9516,283176
565	9499,938852
566	9482,375703
567	9462,366653
568	9445,492739
569	9430,131664
570	9416,526481
571	9404,509130
572	9394,462574
573	9385,781415
574	9377,845616
575	9375,178629
576	9363,563146
577	9347,402673
578	9326,634255
579	9295,325949
580	9269,679922
581	9245,166768
582	9222,372319
583	9203,298005
584	9183,739173
585	9164,703704
586	9145,707507
587	9126,154714
588	9108,407284
589	9083,017174
590	9053,668444
591	9020,643037
592	8980,088001
593	8945,456592
594	8912,154971
595	8880,503831
596	8854,121041
597	8823,315505
598	8791,885571
599	8760,056220
600	8725,368926
601	8695,864739
602	8669,227488
603	8645,802711
604	8625,720443
605	8608,965912
606	8595,269773
607	8584,175245
608	8580,285265
609	8570,402391
610	8558,384632
611	8544,271793
612	8519,450857
613	8506,133034
614	8498,235084
615	8495,991860
616	8498,857165
617	8513,112405
618	8514,990162
619	8513,341026
620	8507,963334
621	8494,695480
622	8487,261988
623	8480,897131
624	8476,126556
625	8471,960517
626	8472,169642
627	8475,023997
628	8479,893026
629	8490,802189
630	8493,365562
631	8491,877254
632	8485,829954
633	8472,877322
634	8459,034800
635	8442,529715
636	8423,865512
637	8402,693790
638	8381,903235
639	8361,240243
640	8341,221990
641	8321,024750
642	8304,038540
643	8289,321860
644	8276,759685
645	8269,367333
646	8258,574567
647	8246,558214
648	8232,982842
649	8215,540289
650	8199,466508
651	8183,290579
652	8167,152166
653	8151,102576
654	8135,688998
655	8119,092513
656	8102,034975
657	8084,501295
658	8066,644100
659	8048,113382
660	8029,188394
661	8010,030866
662	7989,965842
663	7971,710661
664	7954,331463
665	7937,836307
666	7923,808417
667	7907,526072
668	7890,925258
669	7874,239874
670	7855,642802
671	7841,661452
672	7830,237544
673	7821,536833
674	7817,558859
675	7812,830713
676	7809,386012
677	7807,303527
678	7802,212380
679	7806,129559
680	7814,242365
681	7825,685180
682	7848,070185
683	7856,578261
684	7858,592314
685	7853,651806
686	7834,883844
687	7821,527543
688	7807,973811
689	7795,051803
690	7783,969741
691	7773,253598
692	7763,506645
693	7754,513046
694	7748,340400
695	7738,409566
696	7726,366076
697	7711,899927
698	7694,461502
699	7675,189828
700	7653,956066
701	7631,132999
702	7603,854253
703	7580,678238
704	7559,243659
705	7539,539320
706	7527,222991
707	7507,280933
708	7483,936146
709	7457,121693
710	7420,707690
711	7391,095454
712	7364,120253
713	7340,283033
714	7324,925806
715	7305,274750
716	7284,878028
717	7263,572694
718	7237,885191
719	7216,755518
720	7198,048430
721	7182,137358
722	7171,487546
723	7160,726325
724	7151,421523
725	7143,579824
726	7137,352655
727	7130,524944
728	7130,986397
729	7135,113968
730	7142,262616
731	7155,513717
732	7161,209071
733	7164,318756
734	7164,794139
735	7159,757401
736	7159,916661
737	7161,262484
738	7163,953848
739	7169,294557
740	7172,965652
741	7176,676824
742	7180,402920
743	7182,600303
744	7188,029237
745	7194,296658
746	7200,815197
747	7209,264152
748	7211,071674
749	7208,949364
750	7202,560044
751	7191,587661
752	7177,011977
753	7158,914132
754	7137,937538
755	7113,233386
756	7090,927743
757	7069,523658
758	7049,627604
759	7031,445943
760	7015,987689
761	7002,986233
762	6992,286053
763	6984,036221
764	6976,126530
765	6968,631034
766	6960,837173
767	6954,465696
768	6941,057403
769	6923,917720
770	6898,459496
771	6876,790878
772	6856,222357
773	6837,311740
774	6822,957886
775	6806,837773
776	6790,687500
777	6774,353362
778	6757,924322
779	6741,148489
780	6724,309031
781	6707,717160
782	6689,457964
783	6675,580090
784	6664,724621
785	6657,076154
786	6654,912971
787	6652,307624
788	6650,748827
789	6649,984292
790	6648,877439
791	6649,860683
792	6652,140067
793	6655,706901
794	6661,242372
795	6666,896950
796	6673,237078
797	6680,302692
798	6688,043334
799	6697,099241
800	6707,593064
801	6719,854380
802	6728,489834
803	6748,106823
804	6773,213943
805	6802,469354
806	6844,883045
807	6868,930482
808	6882,537773
809	6884,285375
810	6870,507836
811	6850,392434
812	6822,033290
813	6787,175245
814	6742,440309
815	6704,864300
816	6671,003558
817	6642,356753
818	6621,194374
819	6604,236406
820	6592,883066
821	6586,790697
822	6588,512838
823	6588,431125
824	6589,418805
825	6591,191092
826	6589,718161
827	6596,451526
828	6606,462875
829	6618,883518
830	6638,008847
831	6645,974881
832	6648,661144
833	6645,901912
834	6633,434332
835	6626,364499
836	6619,141649
837	6611,851655
838	6605,397225
839	6595,495587
840	6583,092512
841	6572,148791
842	6550,970738
843	6522,516656
844	6487,057969
845	6438,979499
846	6395,717186
847	6353,875861
848	6314,802601
849	6280,800646
850	6248,892108
851	6220,416678
852	6195,337418
853	6174,060698
854	6154,583391
855	6136,950438
856	6120,564394
857	6106,502761
858	6089,588499
859	6070,978972
860	6050,437488
861	6027,126157
862	6003,611878
863	5979,397909
864	5954,962504
865	5930,118529
866	5907,569611
867	5887,062363
868	5869,100130
869	5852,855376
870	5842,224446
871	5835,669652
872	5832,783463
873	5835,306547
874	5834,838490
875	5833,922812
876	5831,273011
877	5828,805774
878	5825,915814
879	5822,713877
880	5818,254727
881	5815,484835
882	5813,740850
883	5813,105340
884	5814,661660
885	5815,457608
886	5816,296238
887	5817,100899
888	5816,638617
889	5818,121393
890	5820,361011
891	5823,153302
892	5827,361345
893	5829,243547
894	5829,606675
895	5828,109577
896	5824,493057
897	5818,630971
898	5810,445828
899	5799,962473
900	5786,808324
901	5772,581249
902	5756,834673
903	5741,272821
904	5722,411006
905	5701,526412
906	5679,107183
907	5651,826331
908	5630,348357
909	5612,412701
910	5598,359516
911	5592,506580
912	5583,196063
913	5573,700141
914	5563,854285
915	5550,226340
916	5542,669283
917	5538,036104
918	5536,236475
919	5540,430502
920	5540,135985
921	5538,770167
922	5536,377932
923	5529,471129
924	5529,988733
925	5533,474620
926	5539,558383
927	5551,535090
928	5555,537227
929	5556,674314
930	5549,942892
931	5548,281499
932	5548,563029
933	5551,086285
934	5558,112219
935	5563,102747
936	5567,401275
937	5570,333287
938	5573,051600
939	5570,353480
940	5563,733346
941	5553,388351
942	5536,687603
943	5523,424334
944	5510,731335
945	5498,909657
946	5489,924476
947	5477,720686
948	5464,706238
949	5449,222509
950	5435,763253
951	5423,392769
952	5412,244733
953	5403,858265
954	5394,132873
955	5384,136654
956	5373,783593
957	5361,946340
958	5351,791941
959	5342,332562
960	5333,551114
961	5327,046493
962	5317,921526
963	5308,065104
964	5297,820096
965	5284,474362
966	5278,508073
967	5275,976883
968	5281,000919
969	5282,015623
970	5281,079153
971	5277,447108
972	5268,777370
973	5259,894609
974	5249,292977
975	5237,053333
976	5223,955300
977	5208,137954
978	5190,424964
979	5171,075729
980	5150,133735
981	5129,057663
982	5108,021326
983	5087,621877
984	5067,332255
985	5051,310268
986	5038,360604
987	5030,597680
988	5022,891225
989	5016,542153
990	5011,468971
991	5005,351113
992	5004,455771
993	5006,658739
994	5011,600114
995	5021,131153
996	5027,332555
997	5032,048612
998	5034,721427
999	5034,807619
1000	5032,897045
1001	5028,807705
1002	5021,060818
1003	5014,193443
1004	5007,414683
1005	5000,982764
1006	4996,599178
1007	4990,101137
1008	4982,833814
1009	4974,918994
1010	4964,935846
1011	4957,855872
1012	4952,176139
1013	4947,878849
1014	4946,613783
1015	4942,440651
1016	4937,543752
1017	4930,170086
1018	4925,230978
1019	4921,872195
1020	4920,436716
1021	4922,353406
1022	4924,596418
1023	4928,319474
1024	4933,744959
1025	4938,763743
1026	4950,384854
1027	4966,092515
1028	4985,409508
1029	5008,127907
1030	5030,704477
1031	5052,427664
1032	5078,085156
1033	5089,903862
1034	5091,134932
1035	5081,400147
1036	5054,364197
1037	5030,101612
1038	5004,120236
1039	4977,858053
1040	4953,825967
1041	4928,474830
1042	4903,974727
1043	4879,889338
1044	4858,741688
1045	4840,260775
1046	4824,483264
1047	4813,327673
1048	4801,123348
1049	4789,117674
1050	4777,091674
1051	4764,249257
1052	4752,883554
1053	4742,484896
1054	4733,338075
1055	4724,169905
1056	4719,858910
1057	4718,374500
1058	4723,615846
1059	4724,223547
1060	4722,485263
1061	4718,167959
1062	4706,927966
1063	4701,623686
1064	4698,782386
1065	4698,583858
1066	4703,833118
1067	4705,110768
1068	4705,391379
1069	4702,478659
1070	4701,319445
1071	4700,904964
1072	4701,382702
1073	4703,323411
1074	4705,082737
1075	4706,886513
1076	4708,444605
1077	4711,034291
1078	4710,016895
1079	4707,058268
1080	4702,565964
1081	4694,815750
1082	4692,468883
1083	4692,838263
1084	4697,625618
1085	4702,859388
1086	4709,385813
1087	4716,833049
1088	4725,926252
1089	4733,342316
1090	4740,033718
1091	4746,130976
1092	4750,223901
1093	4758,302052
1094	4768,369579
1095	4781,987732
1096	4795,084400
1097	4808,536536
1098	4822,136876
1099	4835,654507
1100	4849,447796
1101	4863,476772
1102	4877,904769
1103	4892,611429
1104	4908,965536
1105	4926,781497
1106	4950,238529
1107	4970,066770
1108	4989,973978
1109	5011,614601
1110	5025,419225
1111	5066,786829
1112	5125,422624
1113	5200,579401
1114	5292,580851
1115	5386,689865
1116	5480,914443
1117	5586,686944
1118	5650,552689
1119	5679,997186
1120	5671,547596
1121	5618,858776
1122	5541,459047
1123	5438,058126
1124	5299,484303
1125	5168,778067
1126	5045,545157
1127	4936,234775
1128	4849,676395
1129	4777,015461
1130	4722,672797
1131	4686,454393
1132	4672,459681
1133	4663,983771
1134	4664,793186
1135	4673,919628
1136	4689,598771
1137	4711,585978
1138	4739,911873
1139	4771,836245
1140	4816,616206
1141	4872,372681
1142	4939,688523
1143	5015,591743
1144	5109,127052
1145	5215,262728
1146	5334,538094
1147	5455,521987
1148	5575,662611
1149	5689,763032
1150	5800,808509
1151	5880,296503
1152	5931,667944
1153	5952,191434
1154	5940,766998
1155	5898,774118
1156	5828,612686
1157	5724,259900
1158	5617,023606
1159	5505,105600
1160	5393,805874
1161	5285,480913
1162	5189,380301
1163	5105,491227
1164	5040,374916
1165	4979,897124
1166	4926,143461
1167	4877,602314
1168	4834,708818
1169	4791,187043
1170	4747,713199
1171	4703,841698
1172	4657,666235
1173	4615,592862
1174	4575,718595
1175	4538,152593
1176	4503,793589
1177	4472,637853
1178	4444,732887
1179	4419,758947
1180	4398,121459
1181	4379,164636
1182	4365,150494
1183	4348,694186
1184	4330,833834
1185	4311,392574
1186	4288,512031
1187	4268,759855
1188	4251,156705
1189	4236,609978
1190	4226,173756
1191	4220,077023
1192	4219,385888
1193	4219,850717
1194	4234,694048
1195	4260,074987
1196	4294,691779
1197	4342,295921
1198	4381,436599
1199	4415,487934
1200	4444,811902
1201	4459,979992
1202	4461,728341
1203	4450,117070
1204	4419,731370
1205	4391,195249
1206	4360,556630
1207	4331,274750
1208	4301,058616
1209	4271,695395
1210	4243,971416
1211	4218,069906
1212	4195,773601
1213	4177,017540
1214	4161,895727
1215	4150,956543
1216	4141,772171
1217	4134,773425
1218	4129,827606
1219	4125,840345
1220	4122,605245
1221	4119,760170
1222	4117,186607
1223	4114,076400
1224	4110,480081
1225	4105,569189
1226	4101,231425
1227	4097,004629
1228	4092,844946
1229	4089,673911
1230	4084,392724
1231	4077,980975
1232	4068,861950
1233	4061,341723
1234	4054,767052
1235	4049,255516
1236	4046,485693
1237	4041,329588
1238	4035,200336
1239	4026,549244
1240	4019,180629
1241	4012,661880
1242	4007,220849
1243	4003,530046
1244	3999,878126
1245	3996,611817
1246	3993,550028
1247	3991,224868
1248	3987,319870
1249	3982,798937
1250	3975,363306
1251	3972,125230
1252	3971,306426
1253	3972,708183
1254	3978,426631
1255	3979,223324
1256	3977,651195
1257	3972,750317
1258	3966,547789
1259	3958,966605
1260	3950,693241
1261	3939,594362
1262	3935,326959
1263	3934,817057
1264	3942,854790
1265	3945,331552
1266	3944,867723
1267	3941,010223
1268	3930,779878
1269	3924,235079
1270	3918,560348
1271	3915,586177
1272	3911,713181
1273	3907,933007
1274	3904,317145
1275	3899,941357
1276	3898,216612
1277	3898,061991
1278	3901,083050
1279	3902,729061
1280	3903,837030
1281	3904,329973
1282	3902,866823
1283	3904,122899
1284	3906,769800
1285	3912,165458
1286	3916,956042
1287	3921,822719
1288	3926,725957
1289	3930,225827
1290	3936,928100
1291	3945,195779
1292	3957,228032
1293	3966,238346
1294	3973,291712
1295	3978,153329
1296	3979,272730
1297	3981,987353
1298	3984,955660
1299	3989,280317
1300	3993,136971
1301	3997,201695
1302	4001,691296
1303	4006,352263
1304	4013,165711
1305	4021,853163
1306	4033,968136
1307	4046,448089
1308	4060,475170
1309	4076,611185
1310	4091,135797
1311	4118,126457
1312	4152,503892
1313	4197,983404
1314	4239,498259
1315	4277,771353
1316	4310,141691
1317	4338,398538
1318	4348,471820
1319	4344,770408
1320	4320,182615
1321	4299,131910
1322	4278,400562
1323	4260,375202
1324	4247,005432
1325	4237,781471
1326	4233,199136
1327	4235,539040
1328	4235,975237
1329	4235,414896
1330	4234,577048
1331	4228,096527
1332	4216,176372
1333	4198,893191
1334	4173,087279
1335	4150,774783
1336	4130,009484
1337	4112,213396
1338	4097,008599
1339	4084,760855
1340	4075,292750
1341	4070,457839
1342	4063,189690
1343	4055,139334
1344	4045,020924
1345	4036,004696
1346	4027,989219
1347	4021,648040
1348	4017,070959
1349	4016,793721
1350	4020,817338
1351	4029,258404
1352	4043,294053
1353	4062,790367
1354	4087,586893
1355	4117,185031
1356	4151,102746
1357	4188,277213
1358	4229,484470
1359	4268,083065
1360	4304,162749
1361	4335,728334
1362	4363,967928
1363	4388,017955
1364	4407,458954
1365	4422,841718
1366	4431,513089
1367	4434,220996
1368	4428,568823
1369	4421,417136
1370	4412,036383
1371	4400,648580
1372	4391,233266
1373	4371,513045
1374	4345,549723
1375	4310,088960
1376	4276,992295
1377	4245,700234
1378	4217,948147
1379	4195,846463
1380	4178,155596
1381	4166,555955
1382	4160,748198
1383	4163,939543
1384	4175,635324
1385	4195,395091
1386	4223,221983
1387	4257,914045
1388	4297,858283
1389	4342,623173
1390	4385,011632
1391	4423,781435
1392	4459,601733
1393	4481,939039
1394	4490,569108
1395	4484,405839
1396	4463,405400
1397	4428,857677
1398	4382,901470
1399	4321,752310
1400	4267,152311
1401	4218,077891
1402	4180,530340
1403	4149,333615
1404	4126,523634
1405	4112,670748
1406	4106,250498
1407	4112,650618
1408	4129,787750
1409	4158,229278
1410	4191,871927
1411	4229,186828
1412	4267,398807
1413	4308,317508
1414	4335,143201
1415	4351,212659
1416	4350,885018
1417	4349,306572
1418	4344,173109
1419	4332,477605
1420	4325,272498
1421	4321,046086
1422	4318,523874
1423	4326,861404
1424	4308,586232
1425	4271,888160
1426	4210,154658
1427	4140,186365
1428	4061,562779
1429	3978,170350
1430	3889,613836
1431	3814,365694
1432	3750,272520
1433	3702,061077
1434	3662,190225
1435	3632,770303
1436	3615,506148
1437	3603,750777
1438	3597,648845
1439	3596,480725
1440	3597,690615
1441	3607,800513
1442	3624,237313
1443	3646,212575
1444	3672,908640
1445	3702,728056
1446	3737,994940
1447	3766,762792
1448	3788,579930
1449	3802,036516
1450	3804,454265
1451	3802,687563
1452	3795,453893
1453	3781,698315
1454	3767,812923
1455	3753,401406
1456	3739,971558
1457	3725,309847
1458	3709,352345
1459	3691,456712
1460	3674,292571
1461	3647,541175
1462	3614,245678
1463	3569,295777
1464	3529,453002
1465	3492,904414
1466	3464,836929
1467	3436,454751
1468	3408,575444
1469	3380,977972
1470	3351,310209
1471	3327,158606
1472	3306,661617
1473	3291,244980
1474	3276,773834
1475	3263,416909
1476	3250,467880
1477	3238,090658
1478	3223,221144
1479	3206,648826
1480	3187,222107
1481	3169,237775
1482	3152,103956
1483	3136,008766
1484	3122,058990
1485	3110,287728
1486	3101,351038
1487	3093,641302
1488	3087,004018
1489	3081,076919
1490	3075,857612
1491	3070,127677
1492	3063,992867
1493	3056,566251
1494	3049,984641
1495	3043,807426
1496	3038,995454
1497	3033,131631
1498	3026,325352
1499	3018,519546
1500	3008,912012
1501	3000,510342
1502	2992,715169
1503	2986,053060
1504	2979,563462
1505	2973,438816
1506	2967,859723
1507	2962,184696
1508	2956,465400
1509	2950,731930
1510	2944,386729
1511	2939,627195
1512	2935,782701
1513	2934,284340
1514	2930,741114
1515	2926,147515
1516	2918,355204
1517	2913,379180
1518	2910,724620
1519	2910,604673
1520	2914,669218
1521	2916,674604
1522	2918,273995
1523	2918,301257
1524	2919,962707
1525	2922,625636
1526	2925,895175
1527	2931,191295
1528	2938,055890
1529	2947,833798
1530	2955,953360
1531	2962,105730
1532	2965,735453
1533	2965,852908
1534	2964,832240
1535	2962,214021
1536	2958,127398
1537	2953,444894
1538	2948,423420
1539	2942,709395
1540	2938,312229
1541	2935,140734
1542	2933,155253
1543	2933,365634
1544	2931,281056
1545	2927,989284
1546	2922,365359
1547	2917,495652
1548	2912,688939
1549	2908,428364
1550	2903,583900
1551	2898,265871
1552	2892,719192
1553	2886,014121
1554	2878,239030
1555	2869,504187
1556	2859,348694
1557	2850,275528
1558	2841,885505
1559	2834,979371
1560	2827,991187
1561	2821,457322
1562	2814,402166
1563	2809,786115
1564	2807,163602
1565	2808,465721
1566	2808,734383
1567	2807,992411
1568	2806,068755
1569	2801,226428
1570	2799,973322
1571	2800,923052
1572	2805,113950
1573	2810,182515
1574	2816,448327
1575	2824,222935
1576	2831,672780
1577	2838,873316
1578	2845,255622
1579	2852,150125
1580	2859,764513
1581	2868,486029
1582	2878,244664
1583	2890,745908
1584	2905,792818
1585	2923,400766
1586	2943,539626
1587	2965,856072
1588	2988,285890
1589	3013,741820
1590	3040,195141
1591	3071,977212
1592	3092,557960
1593	3101,061659
1594	3096,186154
1595	3074,609647
1596	3049,212305
1597	3018,710433
1598	2983,142923
1599	2951,611197
1600	2924,230667
1601	2903,931907
1602	2886,782286
1603	2873,627236
1604	2864,850245
1605	2858,193642
1606	2853,330247
1607	2849,751101
1608	2846,672464
1609	2845,040363
1610	2844,113428
1611	2843,152395
1612	2842,746890
1613	2841,971295
1614	2842,019019
1615	2836,821529
1616	2827,016539
1617	2811,568377
1618	2793,035039
1619	2771,863979
1620	2746,902937
1621	2724,507056
1622	2705,352034
1623	2690,138648
1624	2680,777858
1625	2671,000524
1626	2662,094681
1627	2653,988763
1628	2645,277931
1629	2636,227252
1630	2625,239998
1631	2617,449006
1632	2612,109804
1633	2610,810533
1634	2609,438558
1635	2608,116851
1636	2605,588285
1637	2603,429106
1638	2601,322760
1639	2599,057411
1640	2597,497616
1641	2592,653941
1642	2585,615432
1643	2575,081844
1644	2566,032101
1645	2557,756190
1646	2551,309505
1647	2544,880186
1648	2538,902127
1649	2533,302371
1650	2528,225451
1651	2523,683768
1652	2519,498782
1653	2516,234999
1654	2513,865327
1655	2512,352489
1656	2511,771319
1657	2511,322954
1658	2511,012390
1659	2510,848252
1660	2510,086946
1661	2508,802215
1662	2506,577957
1663	2504,561707
1664	2502,527850
1665	2500,412308
1666	2498,269405
1667	2495,892401
1668	2494,096247
1669	2490,010217
1670	2483,786068
1671	2474,233859
1672	2464,407724
1673	2454,646302
1674	2445,446240
1675	2437,032665
1676	2429,783004
1677	2423,511796
1678	2419,044222
1679	2412,701191
1680	2405,108527
