User: Administrator
Title:	AuST dried carmin 50mM sinL 20000ms 5av_out glass1_20200117-164255_OE1_CHANNEL1_Sample 20200117_164255_872
335	3257,218424
336	4330,845253
337	5087,563042
338	5478,508461
339	4964,380148
340	4736,958818
341	4487,593964
342	4265,209413
343	4102,221292
344	4155,176712
345	4082,113737
346	4017,708390
347	3960,837395
348	3906,592541
349	3863,587192
350	3828,097527
351	3799,453452
352	3776,810187
353	3762,040718
354	3746,574658
355	3732,582005
356	3719,314109
357	3706,336290
358	3693,008648
359	3679,283501
360	3665,215325
361	3646,434901
362	3633,499363
363	3623,532789
364	3616,674142
365	3612,731106
366	3616,058516
367	3613,732083
368	3610,087520
369	3604,827696
370	3594,888652
371	3587,492913
372	3580,397936
373	3573,817013
374	3567,880123
375	3563,007672
376	3558,177878
377	3553,764559
378	3549,680613
379	3546,894196
380	3542,617148
381	3537,829766
382	3532,571851
383	3527,072118
384	3521,376082
385	3515,903237
386	3511,115329
387	3507,585931
388	3504,296508
389	3506,460001
390	3512,825573
391	3523,909323
392	3531,552770
393	3556,542797
394	3590,188348
395	3630,582506
396	3705,791619
397	3741,976344
398	3759,701300
399	3758,020377
400	3738,553860
401	3679,042996
402	3654,302875
403	3640,727275
404	3642,482349
405	3642,666599
406	3691,409062
407	3769,363383
408	3872,158111
409	4055,813502
410	4166,395603
411	4242,048471
412	4276,117124
413	4266,219246
414	4181,645956
415	4112,685227
416	4028,973708
417	3935,541449
418	3830,826057
419	3734,899082
420	3645,620171
421	3565,813834
422	3502,285615
423	3444,723457
424	3397,199771
425	3359,532407
426	3331,164046
427	3313,682928
428	3299,194607
429	3289,263263
430	3282,616780
431	3281,663180
432	3276,088728
433	3268,524458
434	3258,525605
435	3241,435614
436	3228,374342
437	3216,125740
438	3205,137336
439	3195,730982
440	3188,110304
441	3182,325850
442	3178,332569
443	3175,952121
444	3176,075702
445	3175,306830
446	3174,449480
447	3173,146487
448	3172,410424
449	3168,836476
450	3163,441546
451	3156,298373
452	3144,229074
453	3135,318417
454	3127,556813
455	3121,213194
456	3116,323815
457	3114,929081
458	3110,852603
459	3106,190142
460	3100,719768
461	3094,261742
462	3086,853122
463	3078,476062
464	3069,226067
465	3058,511929
466	3048,319418
467	3038,306537
468	3028,720346
469	3019,786709
470	3011,467200
471	3004,599712
472	2999,012021
473	2994,759598
474	2991,573958
475	2990,062554
476	2989,796161
477	2990,521925
478	2992,915076
479	2994,103643
480	2994,566361
481	2993,910204
482	2994,064538
483	2989,582633
484	2982,101587
485	2971,839032
486	2959,349064
487	2940,316813
488	2929,841366
489	2922,500467
490	2918,400635
491	2921,987925
492	2920,455891
493	2918,058353
494	2914,435872
495	2907,668478
496	2902,043542
497	2896,095581
498	2889,910329
499	2883,614322
500	2877,110557
501	2870,472948
502	2863,714400
503	2856,834682
504	2850,102821
505	2842,733359
506	2835,072630
507	2827,168834
508	2818,688772
509	2810,786433
510	2803,116146
511	2795,728002
512	2790,464675
513	2782,943244
514	2774,994350
515	2767,010545
516	2756,494841
517	2751,409100
518	2750,060328
519	2753,057291
520	2760,811927
521	2769,951805
522	2790,417328
523	2816,802920
524	2847,316702
525	2891,968889
526	2914,591019
527	2926,942794
528	2928,188627
529	2910,692135
530	2895,433805
531	2876,154926
532	2854,280505
533	2828,893753
534	2806,888321
535	2787,386067
536	2771,193757
537	2760,329724
538	2751,426916
539	2745,588592
540	2742,601490
541	2742,127828
542	2745,067279
543	2747,105393
544	2749,465856
545	2751,840155
546	2753,999619
547	2755,894315
548	2757,492922
549	2758,885344
550	2758,209503
551	2760,828638
552	2764,854930
553	2770,189698
554	2779,535869
555	2785,263548
556	2789,623082
557	2792,459259
558	2790,662073
559	2791,780522
560	2793,576682
561	2796,091548
562	2799,145855
563	2805,561793
564	2805,713591
565	2803,553972
566	2799,369941
567	2789,382653
568	2786,271256
569	2785,526980
570	2787,229907
571	2793,683867
572	2797,642846
573	2801,148323
574	2803,613944
575	2806,463006
576	2804,317129
577	2798,779615
578	2789,918131
579	2774,899958
580	2762,014513
581	2749,208399
582	2737,028170
583	2725,995552
584	2716,093542
585	2707,536322
586	2700,317197
587	2694,301662
588	2690,570078
589	2684,958052
590	2678,966409
591	2672,528923
592	2664,490950
593	2658,243133
594	2652,432225
595	2646,994318
596	2643,330626
597	2637,191132
598	2630,158708
599	2622,337056
600	2611,829583
601	2604,444652
602	2598,341004
603	2593,612181
604	2592,097343
605	2588,915254
606	2585,609464
607	2582,107686
608	2576,919652
609	2573,797183
610	2571,579280
611	2570,273461
612	2571,182403
613	2570,887358
614	2570,258262
615	2569,178533
616	2567,627036
617	2564,972875
618	2563,393268
619	2562,065303
620	2561,028125
621	2561,691273
622	2560,164992
623	2558,366078
624	2556,757260
625	2553,750995
626	2556,221717
627	2562,318215
628	2572,518890
629	2582,425340
630	2604,269661
631	2632,331609
632	2664,831948
633	2713,251553
634	2738,452205
635	2751,810020
636	2752,191465
637	2731,793469
638	2711,559731
639	2685,925747
640	2656,711900
641	2621,017091
642	2592,228124
643	2567,698916
644	2548,259600
645	2539,544757
646	2528,319748
647	2518,407510
648	2509,358094
649	2500,433471
650	2492,569620
651	2485,438401
652	2479,162368
653	2473,964495
654	2467,574880
655	2467,934463
656	2471,414483
657	2477,365537
658	2489,162352
659	2492,816715
660	2493,089748
661	2489,666263
662	2480,337192
663	2472,015441
664	2462,388632
665	2451,883507
666	2440,715670
667	2429,891487
668	2419,559988
669	2410,075744
670	2401,920255
671	2394,952459
672	2389,627730
673	2386,220025
674	2387,341186
675	2387,206685
676	2388,913099
677	2393,524904
678	2390,876789
679	2412,267835
680	2446,460546
681	2492,221395
682	2558,955637
683	2611,914518
684	2658,763800
685	2695,947690
686	2730,516969
687	2734,861569
688	2717,637037
689	2680,220022
690	2603,159423
691	2547,813554
692	2498,331033
693	2457,812666
694	2437,364771
695	2413,801808
696	2394,935038
697	2380,177368
698	2369,774536
699	2360,930081
700	2353,746745
701	2347,670512
702	2342,359031
703	2337,151673
704	2331,877041
705	2326,373410
706	2319,335280
707	2313,741807
708	2308,632226
709	2303,954399
710	2300,616271
711	2295,946879
712	2290,537546
713	2284,236634
714	2277,498829
715	2269,113059
716	2259,610861
717	2249,283674
718	2235,654973
719	2226,029414
720	2218,746891
721	2214,023592
722	2214,962131
723	2213,894217
724	2212,706858
725	2211,149221
726	2209,178902
727	2205,513458
728	2204,823772
729	2205,265178
730	2206,835651
731	2210,362659
732	2212,848529
733	2215,514251
734	2218,421382
735	2220,952297
736	2225,630975
737	2231,535076
738	2238,691838
739	2246,826062
740	2256,486426
741	2267,106358
742	2278,296109
743	2291,059575
744	2300,324064
745	2307,791716
746	2313,383789
747	2315,363389
748	2319,517997
749	2323,362620
750	2326,653298
751	2331,038090
752	2329,744361
753	2325,332644
754	2317,877412
755	2306,845285
756	2295,375427
757	2282,899826
758	2270,060337
759	2256,093648
760	2246,118413
761	2238,543698
762	2233,470579
763	2231,419282
764	2229,942068
765	2229,493567
766	2229,505965
767	2231,579985
768	2228,125348
769	2222,124115
770	2208,871403
771	2200,496464
772	2194,060890
773	2189,837848
774	2192,780133
775	2190,571524
776	2186,429414
777	2180,219863
778	2167,358628
779	2159,864134
780	2154,755274
781	2152,343932
782	2156,082676
783	2157,247031
784	2158,042250
785	2158,147526
786	2155,666646
787	2154,887588
788	2154,512953
789	2154,558990
790	2156,429996
791	2156,419394
792	2155,626574
793	2154,102485
794	2149,907334
795	2148,561508
796	2148,529349
797	2149,853964
798	2154,560098
799	2156,922875
800	2158,521283
801	2159,211706
802	2157,115921
803	2157,116410
804	2157,613386
805	2158,532869
806	2161,678271
807	2161,537967
808	2159,734308
809	2156,208762
810	2149,920384
811	2144,216290
812	2138,314289
813	2132,547164
814	2126,389060
815	2122,299172
816	2119,566624
817	2118,136873
818	2119,459580
819	2118,726524
820	2117,432155
821	2115,486540
822	2112,208448
823	2109,792021
824	2107,632888
825	2105,928398
826	2104,131154
827	2104,479511
828	2106,146981
829	2108,995488
830	2113,394270
831	2117,045272
832	2120,316432
833	2122,780639
834	2125,612487
835	2123,719784
836	2119,164752
837	2112,347456
838	2100,696862
839	2095,244331
840	2091,868604
841	2094,723626
842	2093,361456
843	2090,301354
844	2085,257018
845	2075,839140
846	2068,160240
847	2060,753109
848	2053,942698
849	2048,112747
850	2042,944087
851	2038,586835
852	2034,965018
853	2033,165748
854	2029,877888
855	2026,081752
856	2021,804258
857	2015,663276
858	2011,959460
859	2009,417177
860	2008,096546
861	2008,375946
862	2008,790750
863	2009,523096
864	2010,223014
865	2012,245567
866	2010,383352
867	2006,461687
868	2000,704715
869	1991,096878
870	1985,645118
871	1981,806907
872	1979,784149
873	1980,723998
874	1980,812769
875	1981,409157
876	1982,473423
877	1983,680494
878	1985,037537
879	1986,534679
880	1987,468704
881	1989,686047
882	1992,665879
883	1996,375093
884	2001,599465
885	2005,915512
886	2009,921692
887	2013,531299
888	2015,847971
889	2019,208880
890	2022,799997
891	2026,542623
892	2031,225087
893	2034,078325
894	2035,915764
895	2036,689901
896	2035,865216
897	2035,226403
898	2034,239224
899	2033,001457
900	2031,553949
901	2030,039842
902	2028,434591
903	2027,445258
904	2025,387978
905	2022,734150
906	2019,574404
907	2014,478113
908	2011,576776
909	2009,856751
910	2009,335325
911	2012,284530
912	2012,293004
913	2011,208099
914	2009,067456
915	2003,570953
916	2001,973672
917	2002,200344
918	2004,381875
919	2009,732328
920	2014,293179
921	2019,132612
922	2023,949403
923	2028,984535
924	2032,576783
925	2035,265352
926	2037,149413
927	2037,498184
928	2039,649342
929	2042,509585
930	2046,573541
931	2050,894006
932	2055,702358
933	2060,906663
934	2066,129341
935	2071,870193
936	2077,703640
937	2083,348606
938	2090,465875
939	2093,444869
940	2094,099856
941	2092,668935
942	2086,493829
943	2085,295700
944	2086,051698
945	2088,848198
946	2095,668128
947	2099,258531
948	2102,078522
949	2102,697661
950	2104,103510
951	2105,499343
952	2106,906640
953	2109,048788
954	2109,922952
955	2110,059357
956	2109,444653
957	2107,670501
958	2106,105099
959	2104,454512
960	2102,848686
961	2101,283238
962	2100,162246
963	2099,409518
964	2099,026107
965	2099,174826
966	2099,173269
967	2099,205452
968	2100,082248
969	2099,754570
970	2098,871119
971	2097,663557
972	2094,082333
973	2094,714921
974	2097,971768
975	2103,949055
976	2114,887034
977	2123,867107
978	2132,836415
979	2141,611059
980	2147,435926
981	2158,177327
982	2170,484563
983	2183,606074
984	2200,690689
985	2207,187964
986	2208,172013
987	2199,771294
988	2192,565450
989	2184,671523
990	2177,120925
991	2169,920999
992	2166,042081
993	2165,164796
994	2167,419973
995	2173,991383
996	2180,658592
997	2188,324238
998	2196,457692
999	2205,914860
1000	2212,129838
1001	2216,709014
1002	2216,556446
1003	2220,112784
1004	2225,613215
1005	2233,310080
1006	2245,195617
1007	2255,610031
1008	2265,857527
1009	2275,554928
1010	2284,818671
1011	2292,403522
1012	2298,720709
1013	2303,970864
1014	2306,798434
1015	2312,805466
1016	2320,099651
1017	2330,776202
1018	2339,488821
1019	2347,387205
1020	2354,309768
1021	2358,916249
1022	2364,865468
1023	2371,188134
1024	2377,985483
1025	2386,426558
1026	2393,275251
1027	2399,801660
1028	2406,254785
1029	2411,368881
1030	2420,664522
1031	2432,246574
1032	2447,691332
1033	2462,657865
1034	2477,896460
1035	2493,021755
1036	2507,610538
1037	2521,757785
1038	2535,200919
1039	2547,843728
1040	2559,753735
1041	2570,657282
1042	2580,773343
1043	2589,325525
1044	2598,746188
1045	2608,715403
1046	2619,374616
1047	2631,742993
1048	2643,263258
1049	2654,624350
1050	2665,818286
1051	2676,240755
1052	2687,878694
1053	2700,187660
1054	2713,219355
1055	2727,274292
1056	2741,351621
1057	2755,775252
1058	2770,278962
1059	2785,381322
1060	2800,890708
1061	2816,741491
1062	2833,233167
1063	2849,219115
1064	2864,956386
1065	2880,407412
1066	2895,761246
1067	2910,633227
1068	2925,391814
1069	2938,759939
1070	2954,671479
1071	2972,477177
1072	2992,262264
1073	3015,809201
1074	3037,892608
1075	3059,758304
1076	3081,250424
1077	3101,890856
1078	3123,318507
1079	3145,305936
1080	3168,224513
1081	3190,736097
1082	3218,668785
1083	3249,605875
1084	3286,887102
1085	3319,923621
1086	3350,856518
1087	3379,219251
1088	3402,970928
1089	3427,925726
1090	3452,498261
1091	3477,045556
1092	3501,489106
1093	3527,211111
1094	3553,791346
1095	3582,235050
1096	3609,596785
1097	3636,441567
1098	3662,591103
1099	3687,403084
1100	3712,369411
1101	3736,929647
1102	3761,021403
1103	3784,774553
1104	3807,347563
1105	3828,925221
1106	3850,038355
1107	3869,176181
1108	3886,857719
1109	3903,316060
1110	3916,999465
1111	3933,627043
1112	3951,578068
1113	3970,794417
1114	3992,681919
1115	4011,227119
1116	4028,309161
1117	4043,887965
1118	4057,812648
1119	4070,456026
1120	4082,352052
1121	4091,227752
1122	4106,175215
1123	4124,631870
1124	4151,045612
1125	4174,611090
1126	4197,084070
1127	4218,160408
1128	4233,894263
1129	4255,345632
1130	4279,807018
1131	4307,430403
1132	4340,512649
1133	4371,114175
1134	4401,421248
1135	4430,954549
1136	4460,035384
1137	4488,694952
1138	4517,260484
1139	4543,810385
1140	4575,164490
1141	4609,668426
1142	4647,313141
1143	4689,016815
1144	4730,122380
1145	4771,293686
1146	4814,918238
1147	4852,444196
1148	4885,564781
1149	4914,508853
1150	4934,326644
1151	4962,212618
1152	4993,816945
1153	5029,497898
1154	5072,067896
1155	5110,760084
1156	5148,813886
1157	5186,141007
1158	5221,440784
1159	5255,030127
1160	5287,228228
1161	5315,179205
1162	5349,346400
1163	5386,422394
1164	5431,274506
1165	5470,953505
1166	5507,603383
1167	5540,794556
1168	5566,989374
1169	5596,705342
1170	5627,429245
1171	5659,622879
1172	5694,051332
1173	5728,759040
1174	5764,212703
1175	5801,419281
1176	5836,532185
1177	5870,151983
1178	5902,084177
1179	5929,814656
1180	5960,475145
1181	5991,276659
1182	6026,486658
1183	6053,571892
1184	6074,408127
1185	6088,633737
1186	6092,468281
1187	6097,879429
1188	6102,293329
1189	6106,483781
1190	6113,498990
1191	6115,861795
1192	6117,463437
1193	6114,090139
1194	6120,889259
1195	6135,045364
1196	6156,965457
1197	6191,237578
1198	6222,288527
1199	6254,633546
1200	6283,069600
1201	6319,255924
1202	6360,185058
1203	6405,311012
1204	6458,673688
1205	6504,327426
1206	6545,805744
1207	6579,466505
1208	6611,999027
1209	6642,322253
1210	6670,939187
1211	6698,684450
1212	6725,014709
1213	6750,684249
1214	6776,187485
1215	6801,652550
1216	6828,902695
1217	6857,950190
1218	6888,039936
1219	6922,370051
1220	6960,131495
1221	7000,999941
1222	7046,375884
1223	7089,287110
1224	7131,140890
1225	7170,902457
1226	7209,301554
1227	7245,876974
1228	7280,591472
1229	7313,113490
1230	7344,756682
1231	7375,329384
1232	7404,800936
1233	7433,933324
1234	7462,768582
1235	7491,428214
1236	7519,739930
1237	7548,292109
1238	7576,751751
1239	7606,393389
1240	7633,433136
1241	7658,300491
1242	7680,903419
1243	7700,614393
1244	7720,013884
1245	7739,011551
1246	7758,268625
1247	7776,797356
1248	7800,432990
1249	7827,255585
1250	7860,754172
1251	7890,430372
1252	7918,674098
1253	7945,388267
1254	7967,502065
1255	7996,232822
1256	8027,796607
1257	8066,271422
1258	8099,914579
1259	8131,285221
1260	8160,277767
1261	8183,631526
1262	8213,254935
1263	8245,470619
1264	8283,998957
1265	8318,941331
1266	8352,407732
1267	8384,272542
1268	8412,386371
1269	8444,642684
1270	8478,888469
1271	8517,721183
1272	8555,354854
1273	8593,416712
1274	8632,259544
1275	8669,614487
1276	8714,847210
1277	8765,352198
1278	8825,686506
1279	8884,196910
1280	8943,478719
1281	9003,748710
1282	9059,512696
1283	9130,223086
1284	9209,662998
1285	9307,525291
1286	9396,497598
1287	9481,708951
1288	9562,970963
1289	9631,129964
1290	9718,877834
1291	9816,897658
1292	9934,055914
1293	10047,401480
1294	10160,842548
1295	10273,254704
1296	10379,898573
1297	10493,994865
1298	10611,044037
1299	10735,820467
1300	10855,108101
1301	10971,732309
1302	11086,001672
1303	11193,324713
1304	11312,241964
1305	11437,851203
1306	11576,013473
1307	11712,580220
1308	11850,711080
1309	11990,384398
1310	12127,756263
1311	12276,902192
1312	12433,428728
1313	12600,612139
1314	12768,373297
1315	12937,979539
1316	13108,344963
1317	13279,810121
1318	13448,485785
1319	13615,816177
1320	13777,051297
1321	13947,405748
1322	14123,765874
1323	14306,202876
1324	14497,739439
1325	14684,882466
1326	14870,977220
1327	15053,609994
1328	15236,373252
1329	15417,662629
1330	15599,320687
1331	15775,938263
1332	15948,194125
1333	16116,335761
1334	16281,993196
1335	16444,676654
1336	16607,319185
1337	16750,854711
1338	16929,174948
1339	17133,200157
1340	17359,647736
1341	17635,873882
1342	17850,251285
1343	18025,360412
1344	18141,225341
1345	18233,636385
1346	18298,280114
1347	18340,941760
1348	18356,881288
1349	18386,276221
1350	18423,076146
1351	18478,827182
1352	18532,708944
1353	18589,364385
1354	18647,577745
1355	18707,811076
1356	18763,854865
1357	18816,888941
1358	18861,910286
1359	18911,450535
1360	18961,878468
1361	19020,131286
1362	19067,268434
1363	19104,403330
1364	19130,805222
1365	19141,533144
1366	19153,760321
1367	19165,119836
1368	19172,925607
1369	19190,050445
1370	19214,964722
1371	19246,926960
1372	19297,110989
1373	19324,169191
1374	19339,176119
1375	19327,409889
1376	19329,576176
1377	19339,685666
1378	19359,628986
1379	19395,063014
1380	19427,004586
1381	19459,643746
1382	19494,564772
1383	19520,577786
1384	19539,146733
1385	19545,358869
1386	19550,788351
1387	19555,117795
1388	19559,806122
1389	19563,486115
1390	19573,310928
1391	19586,792301
1392	19607,875473
1393	19621,153255
1394	19626,661243
1395	19621,808700
1396	19610,320747
1397	19574,577796
1398	19521,627185
1399	19434,737565
1400	19370,652054
1401	19319,565364
1402	19300,961868
1403	19271,367166
1404	19232,888664
1405	19181,997484
1406	19111,490105
1407	19037,432474
1408	18956,132918
1409	18867,012498
1410	18776,747031
1411	18685,774749
1412	18595,280249
1413	18506,001982
1414	18418,084051
1415	18331,323785
1416	18249,466979
1417	18160,300416
1418	18066,404351
1419	17960,838705
1420	17860,880933
1421	17764,915736
1422	17673,163654
1423	17591,250033
1424	17498,294195
1425	17398,524590
1426	17291,027904
1427	17175,512015
1428	17052,929056
1429	16925,145315
1430	16790,118821
1431	16665,946034
1432	16549,837473
1433	16444,424668
1434	16348,220772
1435	16262,077151
1436	16187,759005
1437	16119,001815
1438	16055,584569
1439	15996,214911
1440	15941,835621
1441	15885,528516
1442	15829,325508
1443	15766,014598
1444	15717,329664
1445	15678,289908
1446	15657,495941
1447	15631,094404
1448	15599,921110
1449	15561,882572
1450	15512,352586
1451	15462,998618
1452	15410,983686
1453	15355,804301
1454	15301,855603
1455	15248,838718
1456	15199,407822
1457	15147,905312
1458	15094,756713
1459	15039,781875
1460	14984,142527
1461	14925,880817
1462	14867,131484
1463	14800,794995
1464	14751,483989
1465	14715,262441
1466	14702,943932
1467	14687,293024
1468	14667,894697
1469	14641,870376
1470	14603,615775
1471	14565,232074
1472	14523,708889
1473	14476,596262
1474	14432,831427
1475	14390,855778
1476	14350,103345
1477	14314,235779
1478	14264,736119
1479	14206,537596
1480	14138,080137
1481	14064,556334
1482	13986,453430
1483	13900,249289
1484	13823,079034
1485	13753,858545
1486	13700,326100
1487	13647,841251
1488	13597,326381
1489	13548,312233
1490	13493,823535
1491	13455,218822
1492	13426,031867
1493	13415,502457
1494	13393,693218
1495	13364,273129
1496	13318,284707
1497	13273,429450
1498	13229,078186
1499	13186,790415
1500	13148,384115
1501	13111,105159
1502	13075,492920
1503	13045,717098
1504	13008,501483
1505	12966,651491
1506	12910,848149
1507	12865,963672
1508	12830,233473
1509	12803,947855
1510	12797,778778
1511	12771,963338
1512	12736,929582
1513	12681,129805
1514	12638,939080
1515	12604,502761
1516	12586,076509
1517	12567,206696
1518	12549,938843
1519	12533,563183
1520	12516,188086
1521	12504,017207
1522	12495,649029
1523	12490,843107
1524	12492,067983
1525	12498,872335
1526	12512,948896
1527	12529,289704
1528	12548,413364
1529	12566,554030
1530	12591,349619
1531	12621,738266
1532	12656,864164
1533	12695,933111
1534	12733,144939
1535	12765,962601
1536	12800,377713
1537	12806,631522
1538	12788,651356
1539	12736,824192
1540	12676,507775
1541	12608,341843
1542	12537,027177
1543	12463,850275
1544	12400,945120
1545	12347,170200
1546	12307,879689
1547	12267,966176
1548	12229,885339
1549	12192,424528
1550	12153,680473
1551	12112,886072
1552	12069,571815
1553	12023,275656
1554	11974,181180
1555	11922,827670
1556	11868,824972
1557	11817,225757
1558	11767,951419
1559	11720,785843
1560	11679,893135
1561	11644,736413
1562	11616,829218
1563	11591,246613
1564	11567,736707
1565	11547,739925
1566	11524,450611
1567	11497,776543
1568	11467,817299
1569	11429,713190
1570	11402,315406
1571	11381,022532
1572	11371,956112
1573	11356,690266
1574	11338,411856
1575	11313,946763
1576	11290,357856
1577	11267,541711
1578	11243,281585
1579	11226,822495
1580	11218,299788
1581	11217,603861
1582	11228,125445
1583	11233,391989
1584	11235,553779
1585	11234,325879
1586	11224,811061
1587	11208,014671
1588	11178,135469
1589	11153,946383
1590	11134,056724
1591	11123,268683
1592	11112,602759
1593	11101,698120
1594	11088,947962
1595	11077,197669
1596	11052,704812
1597	11020,201769
1598	10970,635685
1599	10938,443978
1600	10917,662201
1601	10919,722551
1602	10915,457283
1603	10908,744008
1604	10890,558704
1605	10879,462389
1606	10873,636680
1607	10873,045078
1608	10882,340730
1609	10880,300071
1610	10871,929458
1611	10851,518938
1612	10834,989874
1613	10818,129968
1614	10806,231029
1615	10783,378858
1616	10752,538951
1617	10708,673426
1618	10666,161185
1619	10624,411076
1620	10587,307652
1621	10549,856978
1622	10512,782683
1623	10476,211831
1624	10439,456763
1625	10406,099252
1626	10375,469915
1627	10347,539736
1628	10322,609466
1629	10300,157176
1630	10283,249607
1631	10261,568505
1632	10237,108198
1633	10202,070383
1634	10178,411877
1635	10163,967587
1636	10167,652249
1637	10166,872947
1638	10160,164047
1639	10144,941025
1640	10117,870309
1641	10086,595871
1642	10050,099002
1643	10005,754889
1644	9968,118341
1645	9935,057882
1646	9912,621456
1647	9884,971296
1648	9854,841672
1649	9818,191267
1650	9785,428787
1651	9755,970523
1652	9732,078295
1653	9710,840220
1654	9692,516453
1655	9676,903496
1656	9663,781597
1657	9653,102584
1658	9644,670228
1659	9635,957420
1660	9633,308249
1661	9633,613891
1662	9642,014822
1663	9636,764680
1664	9620,983101
1665	9586,663842
1666	9555,044572
1667	9523,830301
1668	9498,849973
1669	9468,722880
1670	9434,612060
1671	9394,965075
1672	9353,290636
1673	9310,433624
1674	9267,764618
1675	9223,093796
1676	9188,798608
1677	9161,233624
1678	9145,975812
1679	9120,387598
