User: Administrator
Title:	AuST dried Heliantina 50mM sinL 20000ms 5av_out glass2_20200117-163857_OE1_CHANNEL1_Sample 20200117_163857_788
334	1210,770075
335	3045,358095
336	4047,105004
337	4751,209174
338	5112,098410
339	4622,743607
340	4404,458139
341	4166,990864
342	3956,364850
343	3802,975809
344	3854,866983
345	3787,690351
346	3728,795241
347	3676,858095
348	3628,637111
349	3588,360790
350	3553,699904
351	3524,116865
352	3499,114347
353	3477,069492
354	3460,538483
355	3447,718467
356	3437,952806
357	3434,008077
358	3426,716735
359	3418,565102
360	3409,197391
361	3394,506065
362	3383,586253
363	3373,887369
364	3365,624724
365	3358,847628
366	3355,565744
367	3350,235713
368	3344,815653
369	3339,222767
370	3331,842060
371	3326,523222
372	3321,993330
373	3318,246733
374	3315,184010
375	3314,013259
376	3310,753753
377	3306,876109
378	3302,341330
379	3296,373214
380	3291,151323
381	3286,035588
382	3281,180517
383	3278,251091
384	3273,975034
385	3269,797114
386	3266,131285
387	3263,566189
388	3260,561439
389	3264,025108
390	3272,149731
391	3285,540238
392	3294,489990
393	3323,719182
394	3362,896660
395	3409,763514
396	3498,657305
397	3539,667881
398	3558,063479
399	3552,917121
400	3526,471919
401	3449,588656
402	3419,777407
403	3405,772311
404	3412,410604
405	3422,557738
406	3487,036460
407	3585,283960
408	3711,557252
409	3933,754828
410	4064,713213
411	4151,022842
412	4185,018152
413	4164,442023
414	4049,012468
415	3959,372450
416	3855,131931
417	3742,772775
418	3622,113609
419	3513,338767
420	3415,012510
421	3330,102879
422	3267,430240
423	3211,308402
424	3166,873037
425	3133,261924
426	3109,197013
427	3099,197312
428	3084,918598
429	3071,838298
430	3058,952048
431	3041,885529
432	3029,853758
433	3019,122317
434	3009,572365
435	3001,519878
436	2993,696867
437	2986,292684
438	2979,136095
439	2972,077991
440	2966,197697
441	2958,163447
442	2949,532316
443	2940,652528
444	2926,736650
445	2921,797941
446	2920,724859
447	2923,236996
448	2936,671757
449	2940,739230
450	2941,354673
451	2937,958889
452	2925,418544
453	2915,431813
454	2905,028903
455	2894,820823
456	2885,295620
457	2876,520298
458	2869,502842
459	2863,994940
460	2859,903154
461	2858,904492
462	2855,910054
463	2852,348281
464	2847,939019
465	2843,116398
466	2836,357366
467	2828,196422
468	2818,838072
469	2808,656356
470	2795,023801
471	2787,190266
472	2781,675100
473	2778,413845
474	2781,265136
475	2778,878650
476	2775,191446
477	2770,086115
478	2759,837420
479	2754,092308
480	2749,698052
481	2746,723036
482	2748,847057
483	2747,006190
484	2743,777405
485	2739,038965
486	2732,931556
487	2722,146942
488	2717,241091
489	2714,161288
490	2712,819232
491	2716,709936
492	2715,414830
493	2712,406784
494	2707,487170
495	2698,243721
496	2690,785854
497	2683,215490
498	2675,721397
499	2669,038702
500	2661,757045
501	2654,337374
502	2646,750249
503	2638,963326
504	2631,270543
505	2622,749019
506	2613,807622
507	2604,520093
508	2594,912807
509	2585,399210
510	2576,085401
511	2567,210796
512	2558,714131
513	2551,710291
514	2546,199197
515	2542,475126
516	2541,542695
517	2542,020481
518	2544,806724
519	2550,305791
520	2559,007771
521	2564,532320
522	2586,779743
523	2616,362208
524	2651,366136
525	2704,406873
526	2730,821251
527	2745,216092
528	2746,511717
529	2726,807101
530	2707,688177
531	2682,967158
532	2654,483661
533	2618,334858
534	2590,518066
535	2567,573030
536	2550,467715
537	2545,355105
538	2538,589612
539	2534,051963
540	2531,233679
541	2529,751336
542	2528,534479
543	2529,672442
544	2532,003195
545	2535,329113
546	2539,591308
547	2544,188025
548	2549,078252
549	2554,074502
550	2559,082410
551	2563,742621
552	2567,995686
553	2571,729296
554	2575,295516
555	2577,587500
556	2578,999309
557	2579,626883
558	2577,502951
559	2577,806254
560	2579,030637
561	2581,147144
562	2583,913412
563	2590,158110
564	2590,030757
565	2587,534852
566	2582,947950
567	2572,292885
568	2568,823855
569	2567,803038
570	2569,298356
571	2575,938289
572	2579,538174
573	2582,497655
574	2584,265991
575	2585,547719
576	2583,013210
577	2577,572826
578	2569,263973
579	2556,448630
580	2544,157917
581	2531,318664
582	2518,455430
583	2504,914202
584	2493,750316
585	2484,405489
586	2477,007542
587	2471,485256
588	2469,264357
589	2465,108165
590	2460,898312
591	2456,499451
592	2450,842012
593	2446,797479
594	2443,139758
595	2439,766188
596	2437,773607
597	2433,648563
598	2428,642944
599	2422,804420
600	2414,785998
601	2408,713248
602	2403,319740
603	2398,728765
604	2396,020238
605	2392,561729
606	2389,257965
607	2386,116467
608	2382,068590
609	2379,894129
610	2378,712549
611	2378,479661
612	2380,316250
613	2381,053878
614	2381,402787
615	2381,169790
616	2380,239099
617	2378,445769
618	2376,189069
619	2373,390132
620	2370,185067
621	2367,394695
622	2363,534152
623	2359,792269
624	2356,776223
625	2353,245358
626	2355,466396
627	2361,917582
628	2373,127138
629	2383,697539
630	2408,584623
631	2440,841885
632	2478,371289
633	2535,109425
634	2563,878058
635	2578,526991
636	2577,817493
637	2551,592622
638	2527,470302
639	2497,994836
640	2465,321751
641	2427,166353
642	2396,133345
643	2369,980173
644	2349,566330
645	2341,001701
646	2329,853932
647	2320,290937
648	2311,841207
649	2302,848561
650	2296,407190
651	2291,474237
652	2288,056858
653	2286,152702
654	2284,617940
655	2286,712423
656	2290,592498
657	2295,661657
658	2304,057287
659	2306,352999
660	2305,700383
661	2301,901106
662	2293,378440
663	2285,281328
664	2275,986814
665	2265,901913
666	2255,022475
667	2244,937347
668	2235,531549
669	2227,112447
670	2220,565425
671	2214,407017
672	2209,577802
673	2206,384010
674	2207,497454
675	2207,361373
676	2209,242405
677	2214,459815
678	2210,698145
679	2235,847750
680	2276,235170
681	2330,277535
682	2411,036951
683	2471,810677
684	2523,693094
685	2562,736742
686	2593,668032
687	2594,856638
688	2573,202596
689	2530,438980
690	2447,379352
691	2385,905347
692	2330,402751
693	2284,254925
694	2258,199923
695	2230,785446
696	2209,409108
697	2193,486763
698	2184,472500
699	2176,155911
700	2169,538843
701	2163,931581
702	2157,898916
703	2153,279527
704	2149,061364
705	2145,018897
706	2141,127310
707	2136,820175
708	2132,114146
709	2126,945932
710	2120,595670
711	2114,764051
712	2108,934466
713	2103,088281
714	2098,963655
715	2092,258204
716	2084,325837
717	2075,372499
718	2062,159234
719	2053,759789
720	2048,021865
721	2045,179920
722	2048,695380
723	2049,935487
724	2050,975762
725	2051,482335
726	2051,344056
727	2049,271356
728	2049,754554
729	2051,002431
730	2053,027297
731	2056,534604
732	2059,065458
733	2061,662852
734	2064,414616
735	2066,699633
736	2071,103492
737	2076,666994
738	2083,391195
739	2091,543766
740	2099,908641
741	2108,799511
742	2118,051887
743	2127,510251
744	2136,928274
745	2146,140471
746	2154,947920
747	2162,639221
748	2170,479873
749	2177,429753
750	2182,993323
751	2188,896322
752	2187,561037
753	2181,946702
754	2172,341207
755	2157,176952
756	2144,148402
757	2131,044606
758	2118,520319
759	2106,676563
760	2097,294299
761	2089,974834
762	2084,715102
763	2082,095782
764	2079,370520
765	2077,243845
766	2075,339563
767	2074,192386
768	2070,578890
769	2065,640721
770	2057,978289
771	2051,169577
772	2044,469012
773	2038,136865
774	2032,374046
775	2027,328353
776	2023,085136
777	2019,672668
778	2017,347038
779	2015,360858
780	2013,811531
781	2012,571402
782	2012,207658
783	2010,939149
784	2009,227013
785	2007,101418
786	2003,025428
787	2001,192951
788	2000,459403
789	2000,830275
790	2004,453632
791	2005,478838
792	2005,531343
793	2004,577143
794	1999,980879
795	1998,931877
796	1999,358270
797	2001,280010
798	2007,349999
799	2010,008934
800	2011,355734
801	2011,232711
802	2007,270831
803	2005,831358
804	2004,949397
805	2004,648005
806	2006,835928
807	2005,958631
808	2003,693381
809	1999,984262
810	1994,037216
811	1988,493825
812	1982,811843
813	1977,340912
814	1971,027137
815	1967,879003
816	1966,613133
817	1967,091126
818	1971,661905
819	1972,491688
820	1972,066539
821	1970,318358
822	1965,245644
823	1963,242320
824	1962,192603
825	1962,197752
826	1963,562023
827	1965,043936
828	1966,754205
829	1968,296672
830	1971,608543
831	1969,330131
832	1964,343468
833	1957,092687
834	1944,270774
835	1939,266440
836	1937,288134
837	1938,274547
838	1944,797006
839	1946,365565
840	1946,657931
841	1943,924552
842	1941,521206
843	1938,440331
844	1934,728222
845	1931,155713
846	1925,958842
847	1919,781428
848	1912,794673
849	1904,063791
850	1896,920461
851	1890,695039
852	1885,621228
853	1881,934804
854	1879,354258
855	1877,892307
856	1877,366086
857	1878,649958
858	1878,464229
859	1877,648636
860	1876,083181
861	1872,967000
862	1870,567546
863	1868,166818
864	1865,841095
865	1863,937878
866	1861,651519
867	1859,365470
868	1857,164796
869	1854,695756
870	1853,424216
871	1852,846773
872	1852,939184
873	1853,843729
874	1854,689340
875	1855,615937
876	1857,667229
877	1857,850882
878	1856,933580
879	1855,032335
880	1849,961239
881	1848,197298
882	1848,254384
883	1850,337099
884	1855,838840
885	1860,906014
886	1866,393671
887	1871,942634
888	1877,961368
889	1882,240175
890	1885,297817
891	1887,126912
892	1886,149628
893	1887,228399
894	1888,738674
895	1890,614041
896	1894,774353
897	1894,833045
898	1893,100485
899	1889,768171
900	1882,802474
901	1880,133649
902	1878,988553
903	1882,162931
904	1882,914699
905	1882,746587
906	1881,486328
907	1877,027643
908	1874,774913
909	1873,366576
910	1872,910040
911	1875,282094
912	1875,453812
913	1874,927437
914	1873,751057
915	1870,176144
916	1869,743235
917	1870,854240
918	1873,585816
919	1878,895593
920	1883,544110
921	1888,374035
922	1893,118152
923	1897,770059
924	1901,469361
925	1904,372727
926	1906,449675
927	1907,939595
928	1908,421952
929	1908,429610
930	1905,650545
931	1907,023684
932	1910,879145
933	1917,174596
934	1929,379088
935	1937,033330
936	1942,782378
937	1946,332509
938	1944,984381
939	1946,374041
940	1948,149465
941	1950,418109
942	1954,822360
943	1956,348917
944	1956,799537
945	1956,290813
946	1953,459411
947	1953,601522
948	1954,819110
949	1959,115523
950	1961,382882
951	1962,738443
952	1963,041256
953	1960,981051
954	1960,093705
955	1959,532583
956	1959,467224
957	1959,863776
958	1961,021670
959	1962,723783
960	1964,751981
961	1968,525996
962	1968,915871
963	1967,647718
964	1964,894075
965	1958,577368
966	1956,741925
967	1956,524307
968	1961,898694
969	1962,926820
970	1962,038935
971	1959,304691
972	1950,630545
973	1948,371278
974	1949,588326
975	1954,668762
976	1966,122172
977	1976,686583
978	1988,295754
979	2000,507249
980	2011,489188
981	2025,033522
982	2038,946600
983	2052,393908
984	2068,034800
985	2073,377944
986	2072,998777
987	2061,631870
988	2054,144543
989	2047,536265
990	2042,649977
991	2042,691546
992	2040,509204
993	2038,542546
994	2036,890484
995	2034,339137
996	2035,192569
997	2038,136427
998	2043,173619
999	2050,898674
1000	2058,674906
1001	2067,144419
1002	2076,139637
1003	2085,090772
1004	2093,835640
1005	2102,164409
1006	2110,095951
1007	2117,039068
1008	2123,097811
1009	2128,298854
1010	2132,688437
1011	2136,622865
1012	2140,297463
1013	2144,037966
1014	2146,573304
1015	2153,137666
1016	2161,717415
1017	2175,617212
1018	2185,509563
1019	2193,256791
1020	2198,566839
1021	2199,073916
1022	2201,550953
1023	2204,436504
1024	2208,177632
1025	2213,357460
1026	2219,471064
1027	2226,918630
1028	2235,769194
1029	2246,013589
1030	2257,636506
1031	2270,493210
1032	2284,723426
1033	2299,281921
1034	2314,122850
1035	2328,964190
1036	2343,689202
1037	2357,626807
1038	2370,684960
1039	2382,672607
1040	2394,436513
1041	2403,152059
1042	2410,099947
1043	2412,254140
1044	2418,317376
1045	2426,905018
1046	2438,306358
1047	2455,762493
1048	2470,249815
1049	2483,787864
1050	2495,968620
1051	2506,120329
1052	2515,811102
1053	2524,825483
1054	2533,620881
1055	2540,536109
1056	2552,816295
1057	2567,935817
1058	2589,786488
1059	2607,777364
1060	2624,107079
1061	2638,509639
1062	2647,273198
1063	2661,003922
1064	2676,676493
1065	2694,290237
1066	2716,918727
1067	2734,027682
1068	2749,131301
1069	2758,735529
1070	2771,820168
1071	2786,834323
1072	2804,186562
1073	2825,971880
1074	2846,818349
1075	2868,060281
1076	2889,459923
1077	2910,566208
1078	2932,232122
1079	2954,136814
1080	2976,319076
1081	2998,791235
1082	3021,815141
1083	3045,422971
1084	3068,661371
1085	3094,239148
1086	3121,301305
1087	3149,586382
1088	3181,216589
1089	3208,535205
1090	3233,782863
1091	3257,047751
1092	3276,067311
1093	3299,937656
1094	3325,521766
1095	3355,346753
1096	3382,641662
1097	3408,888206
1098	3433,814697
1099	3456,440369
1100	3479,396096
1101	3501,962381
1102	3524,310512
1103	3546,046870
1104	3568,952186
1105	3592,278916
1106	3617,240245
1107	3639,944416
1108	3661,107403
1109	3680,528553
1110	3697,559381
1111	3713,977350
1112	3729,349231
1113	3743,856255
1114	3757,475003
1115	3771,064073
1116	3784,491014
1117	3798,361179
1118	3811,464742
1119	3824,261935
1120	3836,891562
1121	3849,433697
1122	3862,525352
1123	3876,360443
1124	3889,874238
1125	3906,644861
1126	3926,178005
1127	3948,488247
1128	3975,521816
1129	4001,188482
1130	4026,742446
1131	4051,894334
1132	4075,970837
1133	4100,862503
1134	4126,175808
1135	4150,651925
1136	4178,289118
1137	4208,416057
1138	4241,026263
1139	4278,095370
1140	4313,218535
1141	4347,842869
1142	4381,725847
1143	4412,863215
1144	4447,225085
1145	4482,441224
1146	4522,116600
1147	4556,052417
1148	4586,458991
1149	4613,466906
1150	4632,671369
1151	4659,104259
1152	4688,903464
1153	4722,345739
1154	4761,818480
1155	4798,003556
1156	4833,648064
1157	4868,923187
1158	4901,937727
1159	4933,183131
1160	4962,996330
1161	4988,487706
1162	5020,399114
1163	5055,416515
1164	5098,307828
1165	5136,606893
1166	5172,415040
1167	5205,329200
1168	5230,811980
1169	5261,835267
1170	5294,723704
1171	5329,338650
1172	5369,916015
1173	5400,680768
1174	5427,320140
1175	5442,049634
1176	5467,069014
1177	5497,342828
1178	5532,851420
1179	5580,295689
1180	5615,540843
1181	5645,030377
1182	5662,696832
1183	5681,238963
1184	5698,060049
1185	5713,435463
1186	5731,387895
1187	5740,653660
1188	5744,761775
1189	5744,269142
1190	5738,098628
1191	5734,909806
1192	5733,649508
1193	5732,037684
1194	5741,201934
1195	5759,061374
1196	5785,434067
1197	5825,801337
1198	5859,310094
1199	5891,680617
1200	5916,731436
1201	5948,269342
1202	5983,175179
1203	6021,457551
1204	6065,581441
1205	6106,295704
1206	6145,395839
1207	6182,938558
1208	6216,397599
1209	6245,988186
1210	6271,915522
1211	6292,047228
1212	6314,587289
1213	6338,240685
1214	6363,759810
1215	6391,865395
1216	6421,998867
1217	6454,444376
1218	6489,846939
1219	6525,692588
1220	6562,139228
1221	6598,726403
1222	6635,827795
1223	6670,786074
1224	6704,325326
1225	6734,457910
1226	6766,576305
1227	6799,643456
1228	6833,738609
1229	6870,038118
1230	6904,283601
1231	6937,392146
1232	6968,966207
1233	6998,925488
1234	7027,098247
1235	7053,437290
1236	7078,636578
1237	7101,119221
1238	7121,842132
1239	7137,957589
1240	7158,118608
1241	7181,355899
1242	7207,864972
1243	7241,118235
1244	7269,908564
1245	7296,548256
1246	7320,452838
1247	7341,369079
1248	7359,817250
1249	7376,330098
1250	7387,957826
1251	7405,994770
1252	7428,345140
1253	7455,332273
1254	7489,054208
1255	7521,226458
1256	7553,810016
1257	7588,058284
1258	7618,336397
1259	7645,934529
1260	7671,287526
1261	7690,175595
1262	7719,391350
1263	7753,660890
1264	7799,231987
1265	7838,287646
1266	7874,179070
1267	7906,284479
1268	7931,794382
1269	7960,247268
1270	7989,329605
1271	8019,328946
1272	8052,097055
1273	8087,778992
1274	8126,612016
1275	8170,269834
1276	8213,833710
1277	8259,086893
1278	8304,224833
1279	8354,893892
1280	8410,227775
1281	8470,470058
1282	8536,695270
1283	8605,340724
1284	8677,234512
1285	8752,615509
1286	8829,938015
1287	8909,421256
1288	8991,119486
1289	9074,030383
1290	9162,042591
1291	9254,120352
1292	9350,735298
1293	9450,694681
1294	9553,989806
1295	9660,247855
1296	9770,016468
1297	9880,021718
1298	9991,010363
1299	10102,107466
1300	10215,535937
1301	10331,050912
1302	10448,974794
1303	10567,708612
1304	10692,919478
1305	10822,275798
1306	10962,350788
1307	11093,498632
1308	11219,943486
1309	11342,277913
1310	11452,226628
1311	11582,922330
1312	11724,760573
1313	11888,615498
1314	12044,948056
1315	12199,630032
1316	12351,891882
1317	12495,984978
1318	12652,237309
1319	12814,546315
1320	12985,084242
1321	13158,327522
1322	13334,771529
1323	13513,225561
1324	13695,171459
1325	13870,618175
1326	14042,337781
1327	14204,663505
1328	14373,624584
1329	14545,152632
1330	14726,847162
1331	14900,077172
1332	15066,899208
1333	15227,128084
1334	15377,952753
1335	15532,554705
1336	15690,643369
1337	15835,269513
1338	16015,567157
1339	16222,536588
1340	16451,887550
1341	16732,690947
1342	16944,714350
1343	17112,618837
1344	17211,553331
1345	17290,507487
1346	17343,357262
1347	17376,392025
1348	17389,534340
1349	17408,445995
1350	17431,747146
1351	17465,707047
1352	17505,269449
1353	17552,552403
1354	17606,828318
1355	17671,064417
1356	17729,204648
1357	17784,428472
1358	17832,854794
1359	17880,487112
1360	17924,892203
1361	17969,643274
1362	18004,881911
1363	18031,762256
1364	18050,797142
1365	18055,920925
1366	18069,911064
1367	18088,338904
1368	18116,372082
1369	18143,480447
1370	18170,667074
1371	18196,661966
1372	18224,187587
1373	18241,546842
1374	18252,609441
1375	18248,057528
1376	18256,587247
1377	18273,859297
1378	18300,468201
1379	18342,609649
1380	18375,185733
1381	18403,905929
1382	18428,519440
1383	18444,356035
1384	18452,553259
1385	18445,777224
1386	18445,195439
1387	18449,874538
1388	18461,151736
1389	18483,005112
1390	18502,597876
1391	18521,420186
1392	18540,660389
1393	18549,534308
1394	18547,874389
1395	18534,399180
1396	18509,164216
1397	18471,701874
1398	18424,115602
1399	18357,238707
1400	18304,367371
1401	18259,520689
1402	18237,934401
1403	18203,238376
1404	18157,359751
1405	18098,099467
1406	18017,428957
1407	17939,181998
1408	17858,864547
1409	17775,444371
1410	17698,024878
1411	17625,676372
1412	17557,875863
1413	17500,713621
1414	17428,160202
1415	17346,769859
1416	17252,087781
1417	17155,814047
1418	17056,714954
1419	16950,265795
1420	16852,909654
1421	16763,373120
1422	16681,266737
1423	16616,189501
1424	16531,500054
1425	16435,265678
1426	16319,742566
1427	16203,124857
1428	16083,384817
1429	15962,728353
1430	15843,846167
1431	15726,619882
1432	15613,741487
1433	15503,168791
1434	15407,440573
1435	15324,411854
1436	15258,769214
1437	15197,916427
1438	15142,307330
1439	15090,110753
1440	15041,295629
1441	14990,492993
1442	14938,881496
1443	14881,111037
1444	14833,260262
1445	14792,006979
1446	14761,222004
1447	14730,730834
1448	14700,406121
1449	14668,523276
1450	14635,351079
1451	14594,903895
1452	14548,434243
1453	14491,878664
1454	14437,699165
1455	14384,197395
1456	14334,471770
1457	14283,374135
1458	14231,446111
1459	14178,443361
1460	14127,465157
1461	14070,139338
1462	14010,571532
1463	13937,192253
1464	13887,878896
1465	13856,332794
1466	13860,321838
1467	13855,616592
1468	13842,339506
1469	13816,955758
1470	13766,195387
1471	13726,819430
1472	13689,622177
1473	13661,182385
1474	13625,797682
1475	13585,737105
1476	13540,108733
1477	13487,637931
1478	13431,640328
1479	13371,428739
1480	13307,979989
1481	13241,311624
1482	13172,846322
1483	13100,874606
1484	13034,740594
1485	12974,030253
1486	12922,561473
1487	12873,695112
1488	12827,874172
1489	12784,786291
1490	12740,873570
1491	12706,025922
1492	12676,672943
1493	12658,686162
1494	12632,065538
1495	12599,385670
1496	12553,199850
1497	12509,791881
1498	12468,657356
1499	12430,983851
1500	12400,180344
1501	12366,839076
1502	12333,222043
1503	12298,677873
1504	12263,626925
1505	12227,916106
1506	12190,908346
1507	12154,673081
1508	12119,243169
1509	12084,852133
1510	12051,856055
1511	12019,472032
1512	11987,865497
1513	11959,203091
1514	11927,544821
1515	11894,907267
1516	11856,240683
1517	11827,636790
1518	11807,930627
1519	11797,588785
1520	11801,692728
1521	11800,256713
1522	11798,461156
1523	11791,966930
1524	11792,533724
1525	11797,553118
1526	11809,631931
1527	11822,948587
1528	11838,538259
1529	11853,554760
1530	11874,542680
1531	11901,040810
1532	11932,845808
1533	11966,131656
1534	12007,097855
1535	12049,698782
1536	12105,384824
1537	12125,465360
1538	12116,202025
1539	12064,945004
1540	12001,696356
1541	11927,228631
1542	11847,742613
1543	11761,316898
1544	11697,331921
1545	11649,786449
1546	11631,382726
1547	11601,635410
1548	11567,804711
1549	11523,180948
1550	11478,569557
1551	11431,829383
1552	11381,870424
1553	11333,431171
1554	11286,521704
1555	11241,219882
1556	11202,562412
1557	11153,747870
1558	11100,603474
1559	11033,774007
1560	10986,381402
1561	10952,208366
1562	10943,111014
1563	10927,400510
1564	10908,031843
1565	10877,882188
1566	10848,419095
1567	10819,483961
1568	10792,464978
1569	10765,868080
1570	10748,090807
1571	10736,408815
1572	10737,881301
1573	10727,867988
1574	10710,679153
1575	10677,243281
1576	10651,124826
1577	10630,123387
1578	10621,183982
1579	10611,515417
1580	10601,495300
1581	10590,490486
1582	10574,535547
1583	10566,192528
1584	10561,836622
1585	10563,373881
1586	10562,712152
1587	10559,950142
1588	10558,529846
1589	10544,773385
1590	10520,874117
1591	10475,562280
1592	10440,168669
1593	10414,892850
1594	10401,273078
1595	10410,634176
1596	10402,049069
1597	10385,724264
1598	10351,664455
1599	10329,017071
1600	10311,970476
1601	10308,372451
1602	10299,258319
1603	10287,750763
1604	10265,990540
1605	10252,879774
1606	10246,848448
1607	10247,677974
1608	10261,100218
1609	10260,131035
1610	10250,985201
1611	10227,703262
1612	10206,659332
1613	10184,110346
1614	10163,555909
1615	10136,994813
1616	10106,442655
1617	10069,133882
1618	10033,835037
1619	10000,051737
1620	9971,119666
1621	9940,572284
1622	9908,627587
1623	9875,056071
1624	9838,721113
1625	9804,356853
1626	9771,209070
1627	9739,707927
1628	9710,348772
1629	9683,282536
1630	9659,556922
1631	9636,545655
1632	9614,852036
1633	9591,857520
1634	9574,559393
1635	9561,885440
1636	9556,380682
1637	9549,681046
1638	9540,539120
1639	9527,205562
1640	9510,495017
1641	9483,535723
1642	9448,937327
1643	9400,990821
1644	9363,448632
1645	9332,331985
1646	9315,696825
1647	9292,871048
1648	9267,434856
1649	9232,852976
1650	9205,371682
1651	9183,235018
1652	9173,118141
1653	9159,442036
1654	9142,500497
1655	9121,850721
1656	9092,587558
1657	9074,650130
1658	9062,950533
1659	9061,450491
1660	9056,920488
1661	9051,680296
1662	9042,295206
1663	9035,143149
1664	9027,822543
1665	9023,898965
1666	9010,360025
1667	8988,648765
1668	8952,864517
1669	8918,317327
1670	8884,431779
1671	8857,872133
1672	8825,837864
1673	8788,852376
1674	8747,225041
1675	8695,212126
1676	8657,485258
1677	8627,591477
1678	8613,007339
