User: Administrator
Title:	MQ 2000ms 5aq_20200117-134357_OE1_CHANNEL1_Sample 20200117_134357_873
337	10698,151107
338	11501,486493
339	10384,748942
340	9876,134188
341	9321,418910
342	8824,692557
343	8454,949077
344	8543,548801
345	8367,285772
346	8210,900418
347	8071,726535
348	7945,389776
349	7834,926524
350	7737,158793
351	7650,803775
352	7574,772769
353	7504,267410
354	7448,542481
355	7402,315445
356	7364,201234
357	7341,094711
358	7310,843810
359	7279,581447
360	7246,492250
361	7202,181442
362	7167,461470
363	7136,506356
364	7109,821143
365	7087,534595
366	7072,940858
367	7056,653942
368	7041,682563
369	7027,536291
370	7015,056047
371	7000,973294
372	6986,142762
373	6970,573655
374	6954,487991
375	6935,060513
376	6921,532451
377	6910,457126
378	6901,894653
379	6898,424286
380	6892,971889
381	6887,846439
382	6882,827097
383	6877,163246
384	6872,279854
385	6867,726685
386	6863,590006
387	6859,986783
388	6856,667370
389	6854,839733
390	6854,209307
391	6854,898140
392	6854,008906
393	6858,798880
394	6866,220914
395	6875,621907
396	6893,125895
397	6901,277945
398	6904,231015
399	6901,064532
400	6891,326504
401	6874,136590
402	6852,288350
403	6825,618818
404	6795,288494
405	6757,727096
406	6726,919554
407	6699,874424
408	6677,987079
409	6657,182795
410	6649,871043
411	6652,297186
412	6663,778837
413	6682,720830
414	6717,930326
415	6736,787054
416	6749,118751
417	6753,038453
418	6749,056365
419	6732,312111
420	6704,640879
421	6667,094519
422	6607,390712
423	6560,184502
424	6517,077733
425	6479,864343
426	6449,448276
427	6433,256928
428	6411,042654
429	6390,588856
430	6371,550818
431	6351,723365
432	6335,956950
433	6322,205303
434	6310,234227
435	6302,180032
436	6291,936954
437	6281,145055
438	6269,633540
439	6257,432633
440	6242,875753
441	6231,471893
442	6221,274502
443	6212,474686
444	6204,692013
445	6199,186906
446	6195,355266
447	6192,942667
448	6194,316266
449	6192,474806
450	6189,361819
451	6184,748386
452	6175,705669
453	6168,817810
454	6162,210038
455	6155,960426
456	6149,986728
457	6146,481213
458	6138,784918
459	6129,336275
460	6118,143800
461	6102,475184
462	6089,749273
463	6077,475101
464	6065,675075
465	6058,489854
466	6045,704841
467	6030,512562
468	6013,002510
469	5993,615407
470	5968,221093
471	5951,213547
472	5937,314461
473	5926,636244
474	5923,391669
475	5915,576914
476	5907,356644
477	5898,524253
478	5885,864703
479	5877,299886
480	5870,085908
481	5864,159356
482	5862,062561
483	5857,017899
484	5850,708357
485	5842,821512
486	5833,208692
487	5821,458657
488	5808,886363
489	5795,262273
490	5780,945853
491	5763,201014
492	5750,582985
493	5740,075556
494	5731,532252
495	5729,632850
496	5721,263914
497	5710,345996
498	5696,564721
499	5676,703240
500	5658,453096
501	5639,805528
502	5621,168461
503	5602,865419
504	5585,375775
505	5568,208533
506	5551,762380
507	5536,109130
508	5521,321151
509	5507,256433
510	5493,902146
511	5481,156622
512	5470,137776
513	5457,636605
514	5444,721860
515	5431,447091
516	5416,466111
517	5403,608462
518	5391,971331
519	5381,809426
520	5373,304156
521	5365,258593
522	5361,316935
523	5359,539261
524	5359,298517
525	5365,012317
526	5361,584127
527	5354,263949
528	5343,012497
529	5322,166745
530	5307,918151
531	5294,977626
532	5283,669919
533	5277,619907
534	5267,790112
535	5256,980845
536	5244,961321
537	5231,062085
538	5216,670426
539	5201,502287
540	5185,791240
541	5169,837582
542	5152,982275
543	5138,467360
544	5125,335536
545	5113,756734
546	5104,379456
547	5095,656999
548	5088,176653
549	5081,885440
550	5076,741095
551	5072,600674
552	5069,396267
553	5067,025267
554	5065,301417
555	5064,274658
556	5063,738899
557	5063,531200
558	5063,481516
559	5063,353722
560	5062,934187
561	5061,979500
562	5060,227302
563	5059,122336
564	5053,539318
565	5045,726795
566	5036,068432
567	5021,423522
568	5012,850472
569	5006,551668
570	5002,678941
571	5002,791218
572	5001,957724
573	5001,392581
574	5000,462944
575	5002,175053
576	4996,708289
577	4987,172463
578	4973,691307
579	4950,704015
580	4933,814772
581	4918,692885
582	4905,854855
583	4898,165859
584	4889,046694
585	4880,141844
586	4870,945571
587	4860,937500
588	4851,664111
589	4836,724684
590	4818,684529
591	4797,863136
592	4770,813880
593	4749,658967
594	4730,208874
595	4712,668466
596	4700,327389
597	4683,902879
598	4666,806791
599	4649,057823
600	4628,727236
601	4611,642041
602	4596,033690
603	4582,120450
604	4570,343697
605	4559,856690
606	4550,871047
607	4543,221453
608	4538,466551
609	4532,103523
610	4525,438867
611	4518,479499
612	4507,664596
613	4501,969993
614	4498,791112
615	4498,062919
616	4499,363878
617	4505,992268
618	4505,209711
619	4501,814807
620	4495,818371
621	4484,550515
622	4477,307578
623	4470,963197
624	4465,912949
625	4461,901459
626	4460,414021
627	4460,766278
628	4462,619377
629	4467,960087
630	4469,455724
631	4469,178943
632	4466,753636
633	4461,796752
634	4454,809278
635	4445,765639
636	4434,992750
637	4420,717235
638	4409,096991
639	4398,570380
640	4389,456346
641	4382,377566
642	4376,093625
643	4370,834453
644	4366,288237
645	4364,691788
646	4359,294937
647	4351,866795
648	4342,301936
649	4327,404359
650	4315,366424
651	4304,087386
652	4293,827588
653	4284,623684
654	4277,777843
655	4268,562633
656	4258,728509
657	4248,149007
658	4237,343616
659	4224,724765
660	4211,246306
661	4197,336607
662	4180,305461
663	4170,002674
664	4162,738205
665	4158,289052
666	4160,484959
667	4156,263555
668	4150,124308
669	4141,908694
670	4129,370940
671	4119,556918
672	4110,297099
673	4102,016089
674	4094,618040
675	4089,625458
676	4086,736657
677	4086,000223
678	4086,921441
679	4090,325341
680	4095,386780
681	4101,488054
682	4111,429026
683	4115,157879
684	4115,475319
685	4112,108777
686	4102,579350
687	4093,807936
688	4083,930364
689	4073,461791
690	4061,663109
691	4051,966621
692	4043,540532
693	4036,422349
694	4032,431550
695	4026,322635
696	4019,440955
697	4011,482788
698	4002,624007
699	3991,843794
700	3979,494817
701	3965,764959
702	3948,997384
703	3934,407941
704	3920,801830
705	3908,462227
706	3898,193038
707	3888,351999
708	3879,345803
709	3870,980141
710	3863,933970
711	3855,760967
712	3846,916165
713	3837,227596
714	3826,717059
715	3815,178932
716	3802,811996
717	3789,851898
718	3775,078545
719	3762,526694
720	3751,461662
721	3742,176519
722	3735,174776
723	3729,662372
724	3725,792050
725	3723,372224
726	3722,126051
727	3722,859565
728	3721,660523
729	3719,954035
730	3717,762036
731	3714,565609
732	3712,834738
733	3711,928447
734	3712,173178
735	3712,434114
736	3717,407900
737	3725,048300
738	3734,956631
739	3749,408829
740	3758,668738
741	3766,273488
742	3772,185494
743	3773,418538
744	3780,242867
745	3788,306762
746	3797,196335
747	3808,970704
748	3814,143928
749	3815,800500
750	3813,545415
751	3807,623023
752	3796,988441
753	3782,627715
754	3765,347496
755	3742,749853
756	3726,700843
757	3713,213420
758	3702,514178
759	3697,102832
760	3688,273240
761	3679,403952
762	3670,417810
763	3659,820755
764	3652,534599
765	3646,321784
766	3640,861560
767	3637,673210
768	3629,945261
769	3620,230634
770	3606,816964
771	3594,056391
772	3581,109953
773	3568,396873
774	3555,357316
775	3544,527454
776	3535,449213
777	3528,176517
778	3524,591938
779	3519,707356
780	3514,722366
781	3509,465594
782	3502,632961
783	3497,359010
784	3492,812576
785	3489,090881
786	3486,727732
787	3484,505685
788	3482,774496
789	3481,505927
790	3480,807940
791	3480,419808
792	3480,482534
793	3481,084035
794	3482,222537
795	3484,380013
796	3487,641407
797	3492,218555
798	3498,236039
799	3506,195545
800	3516,257543
801	3528,672007
802	3538,530390
803	3558,728367
804	3584,170196
805	3613,414492
806	3655,908983
807	3678,946387
808	3691,041250
809	3691,064508
810	3672,911424
811	3653,606934
812	3628,731607
813	3599,866615
814	3566,316238
815	3535,854454
816	3507,515811
817	3482,293690
818	3461,787076
819	3443,685248
820	3429,074423
821	3417,849750
822	3411,221555
823	3404,727408
824	3399,669234
825	3395,856169
826	3391,700816
827	3391,392147
828	3393,008867
829	3396,144885
830	3403,641981
831	3405,057026
832	3404,436739
833	3402,293214
834	3392,713070
835	3397,422084
836	3407,681560
837	3422,457393
838	3447,968522
839	3456,392523
840	3457,511416
841	3444,511053
842	3433,049446
843	3419,370048
844	3404,265887
845	3389,657878
846	3372,724475
847	3354,803686
848	3336,205217
849	3316,604279
850	3297,955995
851	3280,010344
852	3262,972817
853	3247,475829
854	3232,240579
855	3217,730439
856	3203,945875
857	3190,463448
858	3178,371939
859	3167,198538
860	3156,795881
861	3148,067667
862	3137,753427
863	3126,849505
864	3115,351332
865	3102,949794
866	3091,159175
867	3079,817945
868	3069,311007
869	3058,387200
870	3052,258365
871	3049,011766
872	3048,390574
873	3052,197551
874	3052,566941
875	3052,086662
876	3049,230171
877	3047,076148
878	3044,861154
879	3042,757235
880	3040,208767
881	3039,090372
882	3038,918986
883	3039,633959
884	3043,005838
885	3043,900952
886	3043,794383
887	3042,730748
888	3038,291239
889	3037,806339
890	3039,070334
891	3042,080814
892	3048,335568
893	3052,543361
894	3056,000626
895	3058,266630
896	3059,242995
897	3057,916695
898	3054,436605
899	3048,792610
900	3040,651440
901	3031,579130
902	3021,272687
903	3010,014948
904	2998,101579
905	2985,866360
906	2973,667080
907	2960,484716
908	2950,023290
909	2941,489300
910	2934,910247
911	2932,593251
912	2927,909257
913	2922,665202
914	2916,780016
915	2908,014074
916	2902,933783
917	2899,500256
918	2897,705291
919	2899,453665
920	2898,519807
921	2896,922339
922	2894,655379
923	2890,098292
924	2888,861717
925	2888,940629
926	2890,269844
927	2894,066983
928	2895,412197
929	2896,123391
930	2894,771370
931	2895,031356
932	2896,044066
933	2897,940281
934	2900,627592
935	2904,288390
936	2908,607952
937	2913,232550
938	2919,537757
939	2922,126389
940	2922,390326
941	2920,204274
942	2913,792335
943	2908,722610
944	2903,114172
945	2896,971674
946	2892,545703
947	2882,537290
948	2870,174427
949	2850,327841
950	2837,506393
951	2828,643149
952	2823,976963
953	2830,172481
954	2828,693620
955	2824,323506
956	2816,780733
957	2800,433981
958	2791,844343
959	2786,151276
960	2783,530397
961	2788,372162
962	2786,853999
963	2783,662188
964	2778,955656
965	2769,031359
966	2767,677316
967	2769,877208
968	2779,013603
969	2785,763860
970	2791,585389
971	2795,553380
972	2797,920353
973	2795,665587
974	2789,348979
975	2779,090718
976	2763,105422
977	2748,149252
978	2732,860058
979	2717,921539
980	2703,412159
981	2691,098892
982	2680,640273
983	2671,988544
984	2666,879048
985	2658,805307
986	2650,341902
987	2638,576456
988	2631,662014
989	2627,726108
990	2626,920885
991	2631,214352
992	2634,573580
993	2638,359878
994	2642,120511
995	2645,155321
996	2648,179231
997	2650,611807
998	2652,265308
999	2652,995580
1000	2652,614124
1001	2651,037837
1002	2648,810922
1003	2644,454957
1004	2638,461814
1005	2631,048977
1006	2621,166291
1007	2612,886190
1008	2605,459010
1009	2599,199352
1010	2594,555931
1011	2590,787712
1012	2588,110592
1013	2586,369432
1014	2585,516419
1015	2584,678653
1016	2583,740901
1017	2584,612915
1018	2581,587062
1019	2576,071841
1020	2568,338699
1021	2554,002775
1022	2546,930230
1023	2543,540260
1024	2543,935869
1025	2553,197157
1026	2555,008998
1027	2554,601852
1028	2552,117564
1029	2543,470526
1030	2544,435529
1031	2549,436615
1032	2561,647902
1033	2572,230305
1034	2582,522555
1035	2591,488973
1036	2600,236391
1037	2602,721698
1038	2600,387050
1039	2593,404329
1040	2579,062558
1041	2568,043261
1042	2557,543598
1043	2548,970524
1044	2540,763712
1045	2533,473555
1046	2527,023564
1047	2522,758787
1048	2516,638282
1049	2509,662535
1050	2501,846960
1051	2491,840551
1052	2484,262899
1053	2477,913162
1054	2472,968853
1055	2469,694186
1056	2467,264322
1057	2465,757193
1058	2466,356170
1059	2465,229051
1060	2463,112504
1061	2459,951210
1062	2453,916578
1063	2450,525428
1064	2448,292740
1065	2447,281708
1066	2449,072739
1067	2448,468416
1068	2447,245376
1069	2442,918670
1070	2441,693414
1071	2442,235457
1072	2444,482981
1073	2451,533764
1074	2453,919417
1075	2453,955355
1076	2451,518388
1077	2444,143129
1078	2440,107159
1079	2437,062701
1080	2435,260717
1081	2435,681850
1082	2435,118927
1083	2434,715243
1084	2434,438830
1085	2434,135674
1086	2433,848937
1087	2433,635296
1088	2433,178193
1089	2433,752873
1090	2435,047403
1091	2437,109485
1092	2439,479835
1093	2443,423147
1094	2448,088948
1095	2455,460522
1096	2458,970340
1097	2459,980058
1098	2458,384892
1099	2451,749441
1100	2447,894786
1101	2444,616769
1102	2442,041341
1103	2441,168230
1104	2438,109899
1105	2433,981821
1106	2429,516503
1107	2422,108685
1108	2412,486193
1109	2400,915700
1110	2385,324346
1111	2373,462827
1112	2363,281121
1113	2354,885754
1114	2350,054031
1115	2342,053998
1116	2333,191590
1117	2322,268655
1118	2312,380286
1119	2302,894471
1120	2294,034972
1121	2285,988737
1122	2278,832011
1123	2272,650350
1124	2267,385947
1125	2263,187515
1126	2259,927476
1127	2257,455759
1128	2257,049904
1129	2254,761509
1130	2251,682726
1131	2248,013662
1132	2241,383682
1133	2240,396477
1134	2242,353881
1135	2251,212252
1136	2256,865570
1137	2261,153329
1138	2263,884307
1139	2261,670877
1140	2264,772222
1141	2270,710364
1142	2279,778932
1143	2293,465038
1144	2306,782101
1145	2321,117682
1146	2335,114298
1147	2350,899160
1148	2367,418210
1149	2384,120649
1150	2402,301244
1151	2415,705160
1152	2425,550581
1153	2431,501632
1154	2433,118680
1155	2432,028809
1156	2428,191508
1157	2420,672869
1158	2414,320267
1159	2408,711686
1160	2404,463285
1161	2401,648636
1162	2401,367146
1163	2403,168106
1164	2408,138518
1165	2412,145687
1166	2415,262640
1167	2416,708325
1168	2417,603081
1169	2412,670653
1170	2403,333538
1171	2389,974611
1172	2370,056665
1173	2355,096278
1174	2341,795804
1175	2333,227203
1176	2322,369981
1177	2310,976202
1178	2298,937467
1179	2285,192910
1180	2273,204616
1181	2262,003927
1182	2252,152653
1183	2242,555153
1184	2233,413662
1185	2224,652006
1186	2216,181016
1187	2207,996544
1188	2200,024572
1189	2192,212692
1190	2184,820855
1191	2176,898013
1192	2168,887796
1193	2160,301751
1194	2153,028703
1195	2146,830659
1196	2141,899358
1197	2138,382626
1198	2136,247171
1199	2135,505458
1200	2136,220455
1201	2137,908629
1202	2140,471583
1203	2143,689944
1204	2147,645534
1205	2151,206540
1206	2154,460515
1207	2157,241621
1208	2159,489217
1209	2161,170306
1210	2162,319612
1211	2162,603520
1212	2163,257155
1213	2164,052754
1214	2165,064416
1215	2166,194257
1216	2167,745495
1217	2169,447731
1218	2172,049036
1219	2172,867124
1220	2172,381272
1221	2170,512633
1222	2166,642327
1223	2162,988372
1224	2159,003218
1225	2154,916490
1226	2150,659978
1227	2146,360081
1228	2142,068721
1229	2138,084869
1230	2133,688146
1231	2129,195935
1232	2123,722450
1233	2119,700511
1234	2116,646268
1235	2114,454597
1236	2115,019076
1237	2112,063758
1238	2107,363225
1239	2098,037095
1240	2091,538819
1241	2086,991456
1242	2084,719113
1243	2086,928651
1244	2087,211790
1245	2087,031114
1246	2086,122639
1247	2083,705248
1248	2082,099145
1249	2080,499380
1250	2079,234870
1251	2077,593502
1252	2075,834087
1253	2074,035342
1254	2071,569773
1255	2070,787617
1256	2070,766042
1257	2073,314588
1258	2072,921521
1259	2070,842995
1260	2067,167311
1261	2059,548258
1262	2056,785875
1263	2056,032840
1264	2060,958893
1265	2061,191581
1266	2058,876710
1267	2053,915634
1268	2043,551021
1269	2037,909225
1270	2034,124296
1271	2034,762474
1272	2033,688111
1273	2032,212802
1274	2030,213871
1275	2026,166662
1276	2025,001228
1277	2025,093042
1278	2028,844388
1279	2029,643293
1280	2028,890047
1281	2026,702653
1282	2020,118793
1283	2019,925450
1284	2022,873066
1285	2032,768807
1286	2038,987421
1287	2043,266027
1288	2045,135522
1289	2042,609548
1290	2041,827811
1291	2041,141475
1292	2041,055136
1293	2041,208955
1294	2041,811115
1295	2042,859260
1296	2044,307343
1297	2045,962581
1298	2047,655876
1299	2050,012786
1300	2050,643465
1301	2049,905689
1302	2047,762169
1303	2043,731826
1304	2039,938944
1305	2036,047057
1306	2032,154910
1307	2029,076797
1308	2026,916708
1309	2025,851202
1310	2025,890821
1311	2027,317490
1312	2029,952453
1313	2034,955001
1314	2038,764281
1315	2042,183877
1316	2045,343480
1317	2046,962561
1318	2052,628070
1319	2060,798981
1320	2072,531800
1321	2085,102571
1322	2098,928067
1323	2113,677435
1324	2128,177361
1325	2144,607461
1326	2161,312130
1327	2179,257975
1328	2192,332620
1329	2200,930595
1330	2205,706020
1331	2202,804667
1332	2192,766803
1333	2176,176287
1334	2149,905975
1335	2127,490661
1336	2106,885824
1337	2090,587462
1338	2075,905604
1339	2063,555494
1340	2053,311184
1341	2046,313808
1342	2037,765953
1343	2028,698003
1344	2017,345977
1345	2007,738270
1346	1999,161206
1347	1991,675413
1348	1986,646056
1349	1979,581461
1350	1971,906094
1351	1961,670329
1352	1954,595731
1353	1949,694161
1354	1947,056815
1355	1947,789250
1356	1947,304863
1357	1946,619127
1358	1944,794931
1359	1943,013487
1360	1940,601719
1361	1938,957055
1362	1934,027238
1363	1926,238877
1364	1915,763971
1365	1900,304539
1366	1888,582091
1367	1878,992609
1368	1873,246651
1369	1868,337165
1370	1864,592860
1371	1861,595095
1372	1860,239285
1373	1856,310141
1374	1850,945226
1375	1841,843848
1376	1835,702463
1377	1831,545719
1378	1829,634454
1379	1831,075974
1380	1831,819858
1381	1832,764174
1382	1834,160841
1383	1834,120730
1384	1832,976708
1385	1829,306134
1386	1826,839787
1387	1825,380013
1388	1825,174801
1389	1826,989179
1390	1828,590519
1391	1830,374335
1392	1832,379575
1393	1833,657979
1394	1834,179981
1395	1833,844976
1396	1832,351057
1397	1830,655511
1398	1828,545372
1399	1825,973703
1400	1823,372261
1401	1820,696140
1402	1818,166462
1403	1815,270480
1404	1812,020473
1405	1808,359696
1406	1804,666654
1407	1799,843228
1408	1794,367743
1409	1787,126307
1410	1781,801343
1411	1777,994854
1412	1775,823228
1413	1775,794898
1414	1775,520611
1415	1775,208923
1416	1776,018051
1417	1773,149652
1418	1767,588059
1419	1756,816675
1420	1747,706184
1421	1740,044701
1422	1734,456920
1423	1732,214338
1424	1730,306239
1425	1729,412282
1426	1730,212069
1427	1729,974841
1428	1729,088186
1429	1727,599130
1430	1724,097454
1431	1724,293450
1432	1726,384017
1433	1731,651652
1434	1735,509892
1435	1738,555682
1436	1741,418628
1437	1741,096561
1438	1738,092935
1439	1732,808452
1440	1723,375834
1441	1719,011182
1442	1717,782581
1443	1721,582740
1444	1726,440497
1445	1733,131592
1446	1741,365418
1447	1750,664550
1448	1760,703711
1449	1771,145943
1450	1782,116777
1451	1792,085241
1452	1801,330318
1453	1808,370534
1454	1817,105900
1455	1826,609088
1456	1837,571546
1457	1847,382359
1458	1855,577246
1459	1861,306601
1460	1866,041971
1461	1862,676751
1462	1853,145433
1463	1833,484163
1464	1816,340970
1465	1800,273358
1466	1789,646319
1467	1776,694978
1468	1762,208860
1469	1746,194401
1470	1726,149535
1471	1711,214904
1472	1699,443856
1473	1692,755385
1474	1686,466853
1475	1680,999141
1476	1675,731508
1477	1670,893443
1478	1663,596474
1479	1654,691034
1480	1642,438072
1481	1632,999734
1482	1625,077668
1483	1620,647238
1484	1615,028653
1485	1609,086722
1486	1601,213220
1487	1595,178161
1488	1590,893579
1489	1588,540804
1490	1588,740503
1491	1589,089875
1492	1589,744376
1493	1591,553948
1494	1590,657443
1495	1587,596658
1496	1579,951329
1497	1573,831728
1498	1569,103865
1499	1566,128126
1500	1566,857353
1501	1565,088119
1502	1562,334502
1503	1557,387929
1504	1553,292412
1505	1549,587837
1506	1546,186002
1507	1543,836362
1508	1542,382779
1509	1541,585785
1510	1542,808409
1511	1540,348301
1512	1535,779431
1513	1526,786633
1514	1520,816824
1515	1516,640438
1516	1516,438919
1517	1515,534971
1518	1514,478265
1519	1513,100426
1520	1510,406633
1521	1509,854110
1522	1510,418919
1523	1512,977239
1524	1514,768724
1525	1516,369857
1526	1516,838516
1527	1518,468886
1528	1520,866137
1529	1524,686449
1530	1528,247181
1531	1531,464789
1532	1534,110331
1533	1535,709688
1534	1537,141461
1535	1538,029578
1536	1538,939198
1537	1538,052412
1538	1535,797095
1539	1531,024156
1540	1527,120055
1541	1523,895190
1542	1521,494930
1543	1521,121544
1544	1518,471070
1545	1514,834481
1546	1508,911774
1547	1505,000797
1548	1502,205674
1549	1501,541708
1550	1500,340564
1551	1498,844186
1552	1496,841516
1553	1494,031878
1554	1490,357836
1555	1485,853969
1556	1480,365158
1557	1475,003873
1558	1469,731953
1559	1464,203064
1560	1460,161968
1561	1457,229130
1562	1456,894684
1563	1454,833714
1564	1451,586531
1565	1445,022213
1566	1440,182466
1567	1437,009026
1568	1435,693923
1569	1438,190613
1570	1437,629463
1571	1435,729682
1572	1430,571271
1573	1427,851174
1574	1426,587352
1575	1428,187801
1576	1429,550103
1577	1431,034597
1578	1431,591326
1579	1433,146420
1580	1435,502632
1581	1438,536819
1582	1442,484124
1583	1445,220998
1584	1446,740786
1585	1448,435409
1586	1444,964193
1587	1437,773024
1588	1422,608146
1589	1413,052286
1590	1407,829172
1591	1412,348197
1592	1414,574290
1593	1414,592879
1594	1411,590105
1595	1403,236030
1596	1397,188940
1597	1391,923722
1598	1387,346980
1599	1385,826197
1600	1386,896312
1601	1392,948670
1602	1396,550716
1603	1398,637820
1604	1395,760169
1605	1396,035033
1606	1398,867744
1607	1404,321330
1608	1414,735235
1609	1419,880484
1610	1422,265760
1611	1419,280985
1612	1418,498853
1613	1418,052534
1614	1420,006866
1615	1418,426397
1616	1414,359917
1617	1406,057928
1618	1398,065225
1619	1390,061380
1620	1383,596126
1621	1375,984434
1622	1367,484858
1623	1358,194239
1624	1347,432049
1625	1338,709009
1626	1331,400128
1627	1325,950706
1628	1321,593949
1629	1318,386829
1630	1317,009565
1631	1314,772664
1632	1312,043626
1633	1307,353678
1634	1304,548159
1635	1303,288241
1636	1304,496554
1637	1306,007447
1638	1307,525385
1639	1308,529282
1640	1309,389272
1641	1307,219981
1642	1302,825658
1643	1294,775214
1644	1288,740368
1645	1283,879706
1646	1281,397242
1647	1278,921932
1648	1276,861088
1649	1274,986739
1650	1273,306399
1651	1271,671508
1652	1270,474727
1653	1268,495210
1654	1265,846506
1655	1262,692355
1656	1258,107957
1657	1256,540271
1658	1256,814475
1659	1260,159662
1660	1261,990932
1661	1263,093221
1662	1262,514632
1663	1262,104509
1664	1261,382287
1665	1260,830836
1666	1259,112026
1667	1256,470687
1668	1252,098817
1669	1248,317123
1670	1244,999908
1671	1243,346556
1672	1240,640032
1673	1236,846750
1674	1231,891588
1675	1224,895148
1676	1219,495930
1677	1214,869249
1678	1211,872322
1679	1208,030183
1680	1203,913751
1681	1198,976679
1682	1194,778166
