User: Administrator
Title:	AuST dried Heliantina 50mM sinL 20000ms 5av_out glass_20200117-163424_OE1_CHANNEL1_Sample 20200117_163424_724
334	10364,148527
335	26061,036738
336	34639,204796
337	40673,023653
338	43771,199379
339	39614,712195
340	37749,385302
341	35704,092263
342	33871,869977
343	32513,825926
344	32870,174540
345	32241,421741
346	31691,962455
347	31211,866326
348	30796,003459
349	30427,074766
350	30100,967414
351	29811,663477
352	29554,405514
353	29310,363335
354	29116,402749
355	28952,787970
356	28815,589743
357	28720,480303
358	28614,468970
359	28511,471189
360	28408,994707
361	28283,958705
362	28185,762909
363	28099,885577
364	28026,994195
365	27966,851210
366	27929,543183
367	27885,241145
368	27843,702644
369	27803,878858
370	27759,732555
371	27723,748808
372	27691,359876
373	27662,416302
374	27636,613586
375	27614,268936
376	27592,720267
377	27572,224174
378	27552,097388
379	27535,848271
380	27512,415258
381	27485,507868
382	27455,245278
383	27415,077954
384	27382,167793
385	27351,899403
386	27324,962599
387	27301,672389
388	27287,260456
389	27267,579376
390	27248,527165
391	27230,487159
392	27200,110163
393	27192,164941
394	27193,485174
395	27202,587498
396	27250,226826
397	27256,974151
398	27245,220442
399	27213,994986
400	27164,967405
401	27070,691978
402	27019,847826
403	26982,488388
404	26961,574766
405	26958,938181
406	26973,078417
407	27002,575075
408	27043,977178
409	27122,681563
410	27164,197465
411	27185,589341
412	27182,678918
413	27153,412538
414	27087,560052
415	27013,899869
416	26923,859994
417	26820,826961
418	26695,294144
419	26584,748334
420	26480,644108
421	26386,063473
422	26305,813647
423	26234,860218
424	26175,597433
425	26127,629773
426	26089,898744
427	26069,870428
428	26041,152926
429	26012,533514
430	25983,166202
431	25944,214420
432	25917,043463
433	25893,454994
434	25872,991556
435	25864,700803
436	25844,364322
437	25818,932605
438	25788,009374
439	25751,959914
440	25704,829410
441	25667,449979
442	25632,845040
443	25602,026082
444	25572,431874
445	25552,695972
446	25539,248615
447	25531,096322
448	25542,220769
449	25533,537017
450	25516,818735
451	25491,609207
452	25440,999623
453	25406,095420
454	25376,435338
455	25353,475580
456	25337,705068
457	25335,249060
458	25327,694635
459	25320,769746
460	25313,079640
461	25309,273826
462	25293,214043
463	25269,727058
464	25238,748358
465	25191,499560
466	25150,999706
467	25111,184033
468	25073,109756
469	25037,381082
470	25007,794108
471	24974,234586
472	24940,962999
473	24908,055000
474	24877,324820
475	24844,936615
476	24813,181929
477	24783,010012
478	24739,850718
479	24722,934261
480	24718,446345
481	24724,931951
482	24773,790093
483	24782,193113
484	24772,375980
485	24742,681192
486	24694,187999
487	24600,955914
488	24548,836402
489	24507,185425
490	24477,777194
491	24473,527266
492	24460,269851
493	24449,281813
494	24438,840242
495	24430,731780
496	24415,014961
497	24393,481647
498	24365,329163
499	24330,396661
500	24288,520289
501	24240,495411
502	24187,510863
503	24131,265730
504	24061,467540
505	24014,435785
506	23976,313004
507	23946,369086
508	23945,813002
509	23911,844064
510	23867,005690
511	23811,715264
512	23719,364841
513	23663,787570
514	23621,510128
515	23593,392451
516	23608,822699
517	23594,522152
518	23572,233486
519	23541,204728
520	23502,746758
521	23433,157232
522	23412,757610
523	23409,597625
524	23422,548934
525	23476,211182
526	23491,276309
527	23494,936353
528	23485,562713
529	23446,007532
530	23421,244799
531	23395,925049
532	23370,931887
533	23355,528390
534	23327,995969
535	23296,048101
536	23260,165860
537	23211,326315
538	23174,082623
539	23142,203398
540	23116,462433
541	23096,854584
542	23091,612488
543	23074,494983
544	23055,970652
545	23036,409829
546	23009,160444
547	22996,100419
548	22990,073606
549	22991,778343
550	23001,210180
551	23018,701348
552	23043,281090
553	23073,699600
554	23115,526647
555	23149,108317
556	23178,879584
557	23203,391401
558	23218,451055
559	23231,145041
560	23238,778767
561	23241,304956
562	23238,749368
563	23232,164182
564	23219,056161
565	23201,088471
566	23178,977723
567	23151,212889
568	23125,541591
569	23100,139956
570	23075,800124
571	23048,622778
572	23030,601555
573	23016,688705
574	23005,627306
575	23014,305686
576	22993,350397
577	22959,162158
578	22912,325314
579	22827,030228
580	22774,526301
581	22734,146485
582	22707,254229
583	22713,227617
584	22703,276740
585	22689,560390
586	22669,374450
587	22640,758532
588	22603,125912
589	22554,232895
590	22495,297404
591	22427,605850
592	22342,852639
593	22272,105392
594	22205,068314
595	22142,519855
596	22093,325452
597	22033,277125
598	21971,516693
599	21908,243446
600	21840,026315
601	21778,518774
602	21720,850204
603	21668,107774
604	21617,034907
605	21578,753002
606	21549,692226
607	21529,372521
608	21529,360200
609	21517,725139
610	21503,729430
611	21487,111000
612	21450,709225
613	21437,674631
614	21435,843854
615	21445,435281
616	21465,164458
617	21503,943511
618	21524,178222
619	21538,127491
620	21543,829186
621	21543,189377
622	21526,964768
623	21499,768787
624	21463,723464
625	21407,278508
626	21374,602661
627	21352,128216
628	21341,526745
629	21344,301271
630	21356,808580
631	21378,263142
632	21405,670067
633	21454,342306
634	21470,645922
635	21470,141605
636	21451,498111
637	21401,264966
638	21356,472535
639	21306,966131
640	21255,313724
641	21199,182584
642	21151,928950
643	21110,922927
644	21076,667851
645	21057,900405
646	21031,939491
647	21004,860176
648	20975,767210
649	20941,803436
650	20908,569632
651	20874,521333
652	20840,075480
653	20805,750280
654	20767,948072
655	20739,613678
656	20714,815631
657	20692,405352
658	20681,381263
659	20648,464463
660	20606,617687
661	20556,643536
662	20486,539591
663	20438,554613
664	20397,504361
665	20363,601751
666	20350,092003
667	20316,366166
668	20277,988281
669	20235,737347
670	20177,713528
671	20143,909266
672	20121,188500
673	20110,301494
674	20122,786857
675	20126,384077
676	20132,895535
677	20142,689027
678	20137,600266
679	20168,985137
680	20217,353633
681	20280,165380
682	20378,154276
683	20440,102875
684	20484,890261
685	20508,698948
686	20505,339271
687	20485,168505
688	20445,447783
689	20388,541134
690	20303,313879
691	20230,140464
692	20159,834345
693	20095,153792
694	20042,640258
695	19990,670535
696	19943,334635
697	19899,993884
698	19867,338344
699	19825,576915
700	19780,276472
701	19731,335861
702	19668,441285
703	19619,199732
704	19575,794654
705	19538,543225
706	19516,570421
707	19485,614267
708	19451,954780
709	19414,726628
710	19367,335142
711	19324,905778
712	19282,912135
713	19241,397607
714	19207,046071
715	19162,971502
716	19114,036797
717	19060,491005
718	18996,350030
719	18939,278694
720	18885,952829
721	18837,874039
722	18796,560208
723	18761,825251
724	18734,339359
725	18714,156157
726	18701,008235
727	18695,704762
728	18693,190691
729	18694,577830
730	18699,080125
731	18707,401671
732	18714,299351
733	18721,435542
734	18728,784781
735	18734,656997
736	18745,475512
737	18758,917487
738	18775,163739
739	18792,150888
740	18816,060637
741	18843,260901
742	18872,338682
743	18907,088465
744	18928,023583
745	18941,386612
746	18946,521178
747	18940,457729
748	18932,657837
749	18919,649347
750	18901,907810
751	18880,303067
752	18854,289746
753	18825,022409
754	18793,281713
755	18759,702272
756	18726,025742
757	18692,940409
758	18661,520650
759	18629,718923
760	18608,073285
761	18592,566110
762	18582,733859
763	18579,618059
764	18575,013772
765	18570,103449
766	18562,998646
767	18557,565859
768	18533,871177
769	18499,600732
770	18444,246460
771	18395,666552
772	18347,860136
773	18302,351268
774	18264,976813
775	18224,231473
776	18183,631523
777	18143,082541
778	18103,673335
779	18063,137457
780	18022,665837
781	17982,963381
782	17938,855270
783	17906,052983
784	17880,777798
785	17863,273267
786	17860,032191
787	17853,345892
788	17847,491107
789	17841,656387
790	17831,749593
791	17826,732341
792	17823,694923
793	17822,570828
794	17822,819342
795	17824,648188
796	17827,135609
797	17829,347423
798	17835,334325
799	17831,010143
800	17819,919327
801	17801,789819
802	17771,704095
803	17743,848019
804	17714,489774
805	17684,366652
806	17656,996390
807	17624,966050
808	17591,483699
809	17557,230442
810	17519,667626
811	17488,896609
812	17462,505750
813	17441,057526
814	17425,752815
815	17413,828421
816	17405,927272
817	17401,516651
818	17401,404715
819	17400,734399
820	17400,320634
821	17399,531456
822	17398,445476
823	17395,092704
824	17389,970482
825	17383,178006
826	17372,217067
827	17365,406606
828	17359,652662
829	17354,709304
830	17351,305419
831	17344,771128
832	17335,745273
833	17323,226778
834	17310,748936
835	17283,931566
836	17248,770032
837	17206,482670
838	17150,000178
839	17110,134438
840	17075,475601
841	17059,556699
842	17028,951198
843	16992,289984
844	16949,333161
845	16886,252940
846	16840,265270
847	16801,620042
848	16770,718511
849	16762,473855
850	16735,905023
851	16702,486336
852	16661,871657
853	16600,743069
854	16557,523817
855	16521,263054
856	16492,666023
857	16479,338479
858	16458,869251
859	16437,440771
860	16413,847572
861	16387,892549
862	16357,350167
863	16322,869945
864	16284,914914
865	16242,709536
866	16202,322753
867	16163,376116
868	16127,485050
869	16091,805524
870	16070,988901
871	16060,348864
872	16059,663472
873	16071,461721
874	16083,035379
875	16097,301707
876	16117,945938
877	16130,735248
878	16138,207756
879	16140,053302
880	16128,205513
881	16124,977638
882	16125,242202
883	16130,004214
884	16142,147470
885	16155,165110
886	16170,592519
887	16187,636037
888	16207,329291
889	16223,507458
890	16237,060094
891	16247,255122
892	16254,613282
893	16256,178889
894	16253,151620
895	16246,136963
896	16228,291986
897	16222,563911
898	16220,172564
899	16219,741592
900	16231,952422
901	16214,720836
902	16183,109425
903	16123,514517
904	16070,914133
905	16018,857028
906	15969,674106
907	15929,897490
908	15888,060965
909	15848,256908
910	15810,780264
911	15776,117066
912	15744,497569
913	15716,588400
914	15693,081223
915	15669,688680
916	15660,256905
917	15660,063781
918	15668,238765
919	15691,276186
920	15704,338045
921	15714,345532
922	15720,413489
923	15718,003165
924	15720,645270
925	15723,480590
926	15726,725284
927	15731,304016
928	15734,349677
929	15737,012009
930	15739,400612
931	15741,317850
932	15742,941784
933	15744,434749
934	15743,813078
935	15746,761050
936	15751,418644
937	15757,409571
938	15768,039910
939	15771,726915
940	15771,622326
941	15767,468924
942	15755,932000
943	15747,316791
944	15738,074067
945	15728,149476
946	15720,436561
947	15704,788506
948	15685,230937
949	15657,122676
950	15633,268946
951	15611,065232
952	15590,933608
953	15577,980824
954	15558,907208
955	15537,431952
956	15513,569631
957	15482,452434
958	15458,834366
959	15438,288159
960	15420,744572
961	15410,564461
962	15392,825053
963	15372,147204
964	15348,338457
965	15318,400235
966	15292,753888
967	15267,660021
968	15249,665678
969	15223,347316
970	15193,278158
971	15160,507672
972	15114,126289
973	15088,757886
974	15076,021555
975	15076,466233
976	15098,457234
977	15114,761178
978	15131,779342
979	15147,308464
980	15161,581741
981	15167,623527
982	15167,215690
983	15160,796446
984	15144,902012
985	15135,934526
986	15129,091499
987	15130,442954
988	15128,404605
989	15127,554437
990	15129,311883
991	15127,045647
992	15145,320318
993	15178,347929
994	15226,801777
995	15287,845999
996	15365,789102
997	15454,715202
998	15549,301211
999	15658,935146
1000	15727,270063
1001	15769,217673
1002	15777,609174
1003	15763,300861
1004	15725,092828
1005	15666,639605
1006	15577,177320
1007	15502,927244
1008	15435,975253
1009	15380,045250
1010	15344,381145
1011	15309,102806
1012	15281,382474
1013	15260,693216
1014	15246,872934
1015	15237,408307
1016	15232,045241
1017	15233,697136
1018	15232,366998
1019	15230,140115
1020	15227,184068
1021	15216,610642
1022	15219,611931
1023	15230,705451
1024	15250,145302
1025	15282,896167
1026	15312,218278
1027	15342,677777
1028	15373,469371
1029	15401,189025
1030	15434,579543
1031	15469,302811
1032	15507,792938
1033	15540,346002
1034	15568,035076
1035	15589,748474
1036	15604,928649
1037	15612,678838
1038	15613,170055
1039	15606,799355
1040	15593,745238
1041	15576,902366
1042	15557,035217
1043	15530,147122
1044	15510,868234
1045	15497,393778
1046	15490,386196
1047	15497,334560
1048	15497,927294
1049	15497,092426
1050	15494,343124
1051	15487,158601
1052	15483,791159
1053	15482,684503
1054	15485,039496
1055	15486,859681
1056	15504,604271
1057	15531,729954
1058	15580,263985
1059	15615,265811
1060	15643,581228
1061	15664,199605
1062	15665,181240
1063	15680,922494
1064	15702,055364
1065	15729,141623
1066	15768,886398
1067	15799,115492
1068	15826,837537
1069	15848,546749
1070	15871,890133
1071	15895,597583
1072	15920,378693
1073	15946,986885
1074	15975,798753
1075	16007,465414
1076	16042,532065
1077	16080,803878
1078	16124,676996
1079	16173,698954
1080	16227,935040
1081	16287,327345
1082	16351,268150
1083	16419,340652
1084	16491,248824
1085	16565,101824
1086	16640,208886
1087	16715,471323
1088	16793,326447
1089	16862,937272
1090	16927,387699
1091	16987,028129
1092	17035,510271
1093	17096,996252
1094	17162,127443
1095	17241,754096
1096	17303,674805
1097	17354,752719
1098	17394,099227
1099	17414,278855
1100	17438,546560
1101	17460,846916
1102	17482,365783
1103	17503,925151
1104	17525,209535
1105	17546,094061
1106	17572,686966
1107	17587,209004
1108	17594,101646
1109	17593,801739
1110	17578,398310
1111	17575,692874
1112	17578,111295
1113	17586,018498
1114	17604,913103
1115	17613,734888
1116	17619,492644
1117	17619,925500
1118	17620,247378
1119	17619,683938
1120	17619,165464
1121	17616,070747
1122	17621,621662
1123	17632,628969
1124	17656,383723
1125	17674,960533
1126	17691,449973
1127	17705,655840
1128	17710,451984
1129	17727,289271
1130	17751,407991
1131	17783,497447
1132	17827,969901
1133	17871,109816
1134	17917,009566
1135	17964,591587
1136	18015,448179
1137	18069,390991
1138	18126,842659
1139	18185,086798
1140	18253,196137
1141	18328,648413
1142	18411,071788
1143	18501,123352
1144	18592,359864
1145	18684,859892
1146	18784,816546
1147	18870,962770
1148	18947,590249
1149	19015,243853
1150	19060,565869
1151	19128,630051
1152	19207,281387
1153	19296,636232
1154	19405,480239
1155	19497,114316
1156	19582,526812
1157	19657,649449
1158	19729,084078
1159	19795,184647
1160	19856,855341
1161	19911,910395
1162	19971,597998
1163	20033,461680
1164	20099,504402
1165	20166,509026
1166	20234,976483
1167	20304,327536
1168	20378,273547
1169	20444,419063
1170	20506,451683
1171	20565,120248
1172	20615,088369
1173	20679,440952
1174	20750,997817
1175	20832,537643
1176	20915,835739
1177	21001,001521
1178	21085,579192
1179	21171,728839
1180	21242,472943
1181	21300,539352
1182	21340,794932
1183	21371,367616
1184	21390,139608
1185	21397,285255
1186	21398,776637
1187	21380,043742
1188	21347,599470
1189	21304,455740
1190	21247,206300
1191	21205,231760
1192	21173,640091
1193	21153,057213
1194	21153,438305
1195	21173,728691
1196	21213,408413
1197	21281,016132
1198	21342,862600
1199	21407,832355
1200	21464,452018
1201	21537,464045
1202	21620,549828
1203	21712,877983
1204	21818,576448
1205	21917,688053
1206	22012,819398
1207	22105,695372
1208	22183,778724
1209	22247,967654
1210	22298,282599
1211	22329,642141
1212	22362,200399
1213	22393,867464
1214	22427,947852
1215	22462,885781
1216	22515,107076
1217	22580,168942
1218	22666,002103
1219	22749,292167
1220	22833,879240
1221	22917,804248
1222	22999,088008
1223	23078,846039
1224	23156,120969
1225	23227,313003
1226	23301,871438
1227	23377,811071
1228	23455,090459
1229	23536,266355
1230	23611,695878
1231	23683,573833
1232	23748,705380
1233	23813,005365
1234	23874,759503
1235	23933,470969
1236	23994,803703
1237	24040,553969
1238	24076,550815
1239	24092,798185
1240	24117,598925
1241	24148,285422
1242	24186,594065
1243	24240,700549
1244	24288,500768
1245	24335,274868
1246	24380,117771
1247	24422,137344
1248	24463,355538
1249	24503,716232
1250	24540,061304
1251	24584,275057
1252	24634,079729
1253	24689,743060
1254	24754,075757
1255	24816,269523
1256	24879,320180
1257	24942,872588
1258	25006,520081
1259	25070,522020
1260	25135,399627
1261	25196,308929
1262	25270,598869
1263	25351,558454
1264	25448,366366
1265	25530,750231
1266	25603,568600
1267	25665,357131
1268	25715,211163
1269	25757,880934
1270	25795,288720
1271	25815,555404
1272	25862,971417
1273	25930,762826
1274	26020,066605
1275	26146,996058
1276	26255,776586
1277	26362,577504
1278	26454,700479
1279	26564,057194
1280	26685,099939
1281	26819,622233
1282	26968,124096
1283	27130,920906
1284	27306,312664
1285	27505,712629
1286	27692,263718
1287	27872,476956
1288	28046,406743
1289	28198,988952
1290	28385,373891
1291	28590,099260
1292	28827,668905
1293	29060,805045
1294	29295,655372
1295	29530,046349
1296	29759,091054
1297	29994,445350
1298	30232,462455
1299	30472,709841
1300	30718,049932
1301	30968,298307
1302	31223,682005
1303	31484,964722
1304	31749,748949
1305	32018,619906
1306	32295,578311
1307	32570,349422
1308	32846,347309
1309	33125,320965
1310	33397,608303
1311	33703,092278
1312	34029,180488
1313	34393,823167
1314	34743,471083
1315	35088,004446
1316	35425,901061
1317	35746,067153
1318	36088,591404
1319	36442,025584
1320	36807,325549
1321	37184,258968
1322	37571,060651
1323	37964,626189
1324	38374,564233
1325	38753,595774
1326	39116,804188
1327	39440,520828
1328	39796,123466
1329	40166,964971
1330	40577,616407
1331	40969,339737
1332	41346,968934
1333	41707,127867
1334	42038,986990
1335	42373,588303
1336	42705,786013
1337	43017,205310
1338	43362,076849
1339	43730,381666
1340	44117,088161
1341	44559,356137
1342	44909,086078
1343	45199,248050
1344	45387,605968
1345	45571,587583
1346	45737,529923
1347	45891,987152
1348	46054,461415
1349	46181,208181
1350	46290,496806
1351	46365,814087
1352	46464,391851
1353	46577,731047
1354	46707,145283
1355	46867,656432
1356	47000,979344
1357	47122,061439
1358	47220,394426
1359	47315,826000
1360	47402,402246
1361	47487,813514
1362	47553,921867
1363	47603,530616
1364	47638,086750
1365	47647,577526
1366	47672,552969
1367	47705,984782
1368	47753,251363
1369	47806,851848
1370	47866,576663
1371	47929,280922
1372	48008,576025
1373	48050,456583
1374	48070,712916
1375	48039,119988
1376	48044,327214
1377	48072,587402
1378	48126,005392
1379	48223,998359
1380	48291,393451
1381	48346,780974
1382	48385,387728
1383	48408,932883
1384	48417,716542
1385	48395,279209
1386	48390,431564
1387	48400,318671
1388	48426,739494
1389	48488,659908
1390	48523,311403
1391	48544,497442
1392	48529,342189
1393	48526,979985
1394	48526,099274
1395	48523,726898
1396	48548,078891
1397	48490,846541
1398	48386,178121
1399	48180,500401
1400	48038,761691
1401	47929,793837
1402	47911,532987
1403	47851,912885
1404	47758,585942
1405	47623,334582
1406	47417,658224
1407	47222,536875
1408	47021,211511
1409	46817,368330
1410	46620,331357
1411	46431,230353
1412	46250,160619
1413	46086,207865
1414	45903,078578
1415	45709,924449
1416	45501,748649
1417	45290,371022
1418	45074,646780
1419	44846,725748
1420	44632,085057
1421	44428,426504
1422	44235,056351
1423	44064,784525
1424	43866,712339
1425	43651,121851
1426	43412,258276
1427	43159,883295
1428	42894,443563
1429	42620,226455
1430	42336,863163
1431	42069,475381
1432	41817,244159
1433	41578,601935
1434	41374,861310
1435	41202,224769
1436	41073,547853
1437	40950,971422
1438	40836,169184
1439	40724,722203
1440	40613,207322
1441	40502,314319
1442	40391,655514
1443	40269,542359
1444	40172,339361
1445	40091,839143
1446	40041,483528
1447	39983,287870
1448	39917,909030
1449	39841,113635
1450	39747,256299
1451	39645,464336
1452	39533,161152
1453	39406,453821
1454	39280,469744
1455	39153,565057
1456	39030,958962
1457	38903,159478
1458	38771,102285
1459	38634,469581
1460	38499,385359
1461	38350,539898
1462	38196,251853
1463	38015,363373
1464	37880,358029
1465	37780,321423
1466	37745,530498
1467	37703,182094
1468	37653,009537
1469	37588,004146
1470	37489,595329
1471	37402,079939
1472	37313,072135
1473	37224,522606
1474	37131,101865
1475	37031,771811
1476	36923,710716
1477	36814,066971
1478	36666,669027
1479	36494,108251
1480	36285,911640
1481	36088,258791
1482	35895,834986
1483	35711,370284
1484	35546,067118
1485	35400,286796
1486	35287,581053
1487	35175,287673
1488	35063,810698
1489	34951,193474
1490	34823,318841
1491	34722,567942
1492	34637,148588
1493	34580,677410
1494	34511,379206
1495	34434,340567
1496	34337,545303
1497	34242,945176
1498	34148,985407
1499	34056,818234
1500	33971,409158
1501	33878,531460
1502	33782,225856
1503	33680,595162
1504	33580,342144
1505	33481,393674
1506	33381,799572
1507	33290,406435
1508	33206,780320
1509	33130,676928
1510	33067,132043
1511	32995,181060
1512	32919,615041
1513	32839,931342
1514	32757,846460
1515	32675,470141
1516	32583,070037
1517	32515,643121
1518	32470,786117
1519	32449,095435
1520	32464,164431
1521	32461,403349
1522	32455,426855
1523	32430,881233
1524	32432,349301
1525	32449,564937
1526	32493,459960
1527	32534,850806
1528	32576,761746
1529	32607,215831
1530	32647,085312
1531	32693,105141
1532	32743,117907
1533	32803,793287
1534	32837,848691
1535	32850,172780
1536	32837,778687
1537	32798,813471
1538	32734,319135
1539	32638,023672
1540	32536,029839
1541	32430,089995
1542	32324,956242
1543	32223,251535
1544	32129,360396
1545	32042,847992
1546	31969,065481
1547	31887,715632
1548	31801,528318
1549	31707,941514
1550	31607,932486
1551	31500,840046
1552	31384,183735
1553	31265,211806
1554	31144,108520
1555	31021,623377
1556	30906,008867
1557	30774,440876
1558	30637,037483
1559	30477,053586
1560	30358,374874
1561	30269,401876
1562	30233,935621
1563	30187,789430
1564	30136,556003
1565	30065,439426
1566	29996,810141
1567	29929,634580
1568	29865,880928
1569	29805,095390
1570	29753,546777
1571	29709,183318
1572	29679,690052
1573	29638,763038
1574	29591,349891
1575	29527,512958
1576	29474,536163
1577	29430,278769
1578	29401,472519
1579	29377,155355
1580	29357,467148
1581	29341,240926
1582	29323,522615
1583	29315,091859
1584	29310,306009
1585	29318,510719
1586	29302,963392
1587	29270,218307
1588	29205,289439
1589	29149,983835
1590	29100,850696
1591	29067,893272
1592	29034,891590
1593	29002,351740
1594	28968,591915
1595	28936,478501
1596	28893,303741
1597	28844,319076
1598	28775,476557
1599	28737,704369
1600	28720,014806
1601	28746,521206
1602	28746,335092
1603	28728,592745
1604	28665,144114
1605	28621,179396
1606	28592,495675
1607	28580,685555
1608	28602,741772
1609	28588,639106
1610	28555,927060
1611	28488,082610
1612	28432,799374
1613	28378,395761
1614	28339,009515
1615	28275,043135
1616	28194,329037
1617	28084,747238
1618	27981,416535
1619	27882,854306
1620	27797,365104
1621	27714,747656
1622	27636,000768
1623	27560,472794
1624	27488,651697
1625	27416,810379
1626	27345,980628
1627	27273,619873
1628	27208,729462
1629	27149,432647
1630	27100,635812
1631	27048,849712
1632	26996,884138
1633	26935,777419
1634	26890,535361
1635	26858,498363
1636	26847,756030
1637	26836,133034
1638	26820,860952
1639	26797,584456
1640	26765,205202
1641	26715,131348
1642	26649,282946
1643	26563,493501
1644	26477,487408
1645	26390,343526
1646	26305,167710
1647	26225,639502
1648	26153,908434
1649	26090,102051
1650	26039,084229
1651	26000,271896
1652	25982,287807
1653	25961,525238
1654	25938,545597
1655	25913,509717
1656	25874,720330
1657	25871,292407
1658	25889,489492
1659	25938,264632
1660	25979,255353
1661	26016,015932
1662	26043,019421
1663	26055,785090
1664	26050,748934
1665	26027,748588
1666	25979,320134
1667	25906,746595
1668	25802,873896
1669	25692,227721
1670	25575,448955
1671	25464,796133
1672	25340,560190
1673	25205,059331
1674	25060,345382
1675	24897,956269
1676	24762,062357
1677	24642,908038
1678	24550,561659
