User: Administrator
Title:	Carmin 10mM MQ 20000ms 1aq_20200117-121509_OE1_CHANNEL1_Sample 20200117_121509_106
335	18248,164387
336	24243,528911
337	28449,576554
338	30592,482194
339	27637,444838
340	26294,881295
341	24828,409371
342	23514,612435
343	22537,119994
344	22771,480842
345	22310,347773
346	21905,555779
347	21550,246129
348	21235,963814
349	20962,873782
350	20724,496210
351	20516,791937
352	20336,256696
353	20173,366831
354	20042,402367
355	19933,444726
356	19843,328018
357	19781,274761
358	19713,714533
359	19649,039340
360	19585,517288
361	19506,417730
362	19447,641252
363	19398,601223
364	19359,710697
365	19330,687290
366	19316,738158
367	19300,888170
368	19287,769365
369	19275,864726
370	19269,926534
371	19254,382330
372	19233,575547
373	19207,478574
374	19176,865858
375	19130,728981
376	19104,620160
377	19085,093138
378	19072,219400
379	19082,360306
380	19072,045178
381	19057,017612
382	19037,737022
383	18991,690141
384	18976,226886
385	18974,582425
386	18987,550598
387	19014,257248
388	19071,425989
389	19104,919615
390	19133,281066
391	19154,671503
392	19157,802378
393	19167,530904
394	19174,050854
395	19176,842293
396	19184,681775
397	19174,772941
398	19153,583052
399	19120,920923
400	19077,398449
401	19017,911400
402	18961,456143
403	18902,937120
404	18844,275509
405	18789,064306
406	18734,907824
407	18685,291449
408	18642,238334
409	18589,010706
410	18570,117230
411	18572,333814
412	18594,806054
413	18634,526735
414	18710,843145
415	18753,199322
416	18782,801347
417	18795,306666
418	18794,333944
419	18761,681924
420	18703,590373
421	18622,066371
422	18488,447194
423	18382,373901
424	18284,291853
425	18198,223250
426	18126,214169
427	18086,240659
428	18029,607193
429	17975,496739
430	17923,633480
431	17861,832121
432	17821,165741
433	17789,636312
434	17766,059958
435	17770,409290
436	17748,659613
437	17716,138560
438	17671,839580
439	17616,460687
440	17536,564196
441	17478,630554
442	17426,938796
443	17383,636786
444	17346,223900
445	17325,590201
446	17317,434612
447	17320,318848
448	17353,759707
449	17362,339604
450	17362,165631
451	17351,959918
452	17310,800431
453	17287,563689
454	17269,305335
455	17257,511982
456	17252,625134
457	17261,983309
458	17263,531389
459	17264,366526
460	17263,137691
461	17263,549728
462	17252,377636
463	17233,678125
464	17207,603373
465	17164,505939
466	17129,946879
467	17097,056590
468	17066,759501
469	17039,358248
470	17020,388040
471	16993,147393
472	16964,129045
473	16933,209962
474	16899,449009
475	16866,001718
476	16832,286190
477	16798,951752
478	16762,797450
479	16734,133773
480	16710,022441
481	16690,657346
482	16678,420268
483	16666,866004
484	16657,144945
485	16648,345624
486	16639,488985
487	16636,381398
488	16619,645858
489	16597,297360
490	16570,447559
491	16519,171409
492	16501,635938
493	16496,570757
494	16502,770962
495	16552,307355
496	16555,856232
497	16540,845182
498	16506,017836
499	16421,179054
500	16361,473689
501	16307,014659
502	16260,692682
503	16223,858940
504	16206,808327
505	16179,638122
506	16153,409258
507	16127,063201
508	16103,548389
509	16072,106771
510	16036,587888
511	15997,481052
512	15946,505401
513	15908,135531
514	15875,179886
515	15848,408185
516	15835,595474
517	15818,747557
518	15803,486593
519	15789,693762
520	15777,644115
521	15761,682835
522	15760,362397
523	15765,925805
524	15777,726739
525	15806,222506
526	15818,837549
527	15827,830760
528	15833,784890
529	15820,272914
530	15834,992909
531	15861,812828
532	15900,772007
533	15970,403852
534	16020,666951
535	16066,583416
536	16107,135151
537	16123,398523
538	16160,373627
539	16204,733313
540	16256,603562
541	16314,777808
542	16392,139827
543	16442,606538
544	16482,885867
545	16512,412713
546	16516,576371
547	16536,875071
548	16557,326438
549	16577,258635
550	16614,819357
551	16617,727118
552	16604,053161
553	16574,306039
554	16509,213319
555	16464,080345
556	16423,577988
557	16390,004800
558	16374,624019
559	16353,866436
560	16335,107247
561	16317,848883
562	16301,761150
563	16290,347135
564	16273,363712
565	16256,436379
566	16241,437510
567	16215,419758
568	16223,369983
569	16248,939553
570	16291,639726
571	16358,143211
572	16421,976744
573	16488,011566
574	16551,670759
575	16622,793865
576	16659,976083
577	16673,279935
578	16660,765425
579	16610,997220
580	16552,306958
581	16477,385061
582	16388,749768
583	16280,062547
584	16174,798070
585	16068,309809
586	15961,846550
587	15855,549733
588	15765,381770
589	15641,684159
590	15506,728622
591	15363,533913
592	15189,639435
593	15065,589281
594	14963,080450
595	14882,558538
596	14847,424235
597	14786,657199
598	14724,233558
599	14658,521874
600	14580,941841
601	14513,558372
602	14449,604412
603	14390,606942
604	14326,927892
605	14287,661701
606	14263,159405
607	14252,418972
608	14275,504201
609	14275,268191
610	14267,200041
611	14249,688137
612	14202,629672
613	14174,165512
614	14150,790800
615	14133,402029
616	14121,699538
617	14124,675248
618	14109,782386
619	14089,315111
620	14062,970452
621	14028,983446
622	13994,737705
623	13959,097530
624	13923,958563
625	13879,746732
626	13860,492301
627	13853,783312
628	13858,684452
629	13890,969478
630	13899,390003
631	13900,311799
632	13892,480619
633	13865,021172
634	13846,858620
635	13828,474557
636	13810,666853
637	13798,843955
638	13780,894668
639	13761,714756
640	13742,028515
641	13712,245725
642	13699,409909
643	13694,973225
644	13698,392159
645	13729,005911
646	13734,545342
647	13729,978398
648	13715,074793
649	13664,890427
650	13644,049978
651	13635,614564
652	13640,961575
653	13659,382992
654	13705,923219
655	13723,997384
656	13735,207383
657	13739,267140
658	13733,079993
659	13731,403888
660	13731,957998
661	13738,444180
662	13734,943882
663	13782,114323
664	13856,970769
665	13957,365810
666	14098,709753
667	14217,489413
668	14329,978137
669	14429,881514
670	14513,015769
671	14570,344566
672	14599,304196
673	14596,576863
674	14573,679274
675	14493,019583
676	14370,817828
677	14212,096899
678	13988,491701
679	13804,319241
680	13631,842589
681	13476,856777
682	13359,018899
683	13236,596065
684	13125,358027
685	13024,913762
686	12936,609606
687	12855,253502
688	12782,081720
689	12716,798079
690	12654,129933
691	12606,693163
692	12569,443112
693	12541,307822
694	12529,997140
695	12510,481718
696	12489,083292
697	12464,802631
698	12431,037066
699	12403,911814
700	12378,840879
701	12356,525586
702	12335,454310
703	12320,786617
704	12310,815864
705	12305,008702
706	12308,622368
707	12305,456360
708	12299,136157
709	12288,775682
710	12270,119653
711	12252,286750
712	12232,534229
713	12211,032238
714	12191,068703
715	12165,168019
716	12135,914505
717	12103,839028
718	12062,233179
719	12029,897429
720	12002,221845
721	11979,476835
722	11975,965437
723	11956,564869
724	11931,171729
725	11900,370089
726	11866,333413
727	11814,156297
728	11804,564282
729	11813,212051
730	11838,405725
731	11898,884223
732	11920,190079
733	11931,035180
734	11932,010395
735	11905,014724
736	11917,855483
737	11943,893240
738	11982,386692
739	12047,565347
740	12084,411310
741	12113,653595
742	12135,156403
743	12134,833840
744	12161,206415
745	12193,697127
746	12230,312065
747	12286,604021
748	12300,478476
749	12295,957328
750	12274,186859
751	12223,669534
752	12194,582508
753	12170,834552
754	12155,241215
755	12152,044888
756	12155,541400
757	12169,688593
758	12195,041309
759	12237,758870
760	12280,050637
761	12331,243625
762	12393,708107
763	12450,895978
764	12566,139020
765	12711,418186
766	12881,845638
767	13088,101888
768	13261,053809
769	13417,700373
770	13556,769266
771	13655,465950
772	13712,983871
773	13725,573786
774	13695,944903
775	13614,283064
776	13486,619394
777	13318,498058
778	13086,977594
779	12875,299908
780	12670,741300
781	12481,623757
782	12315,956565
783	12171,593328
784	12051,080085
785	11953,008799
786	11905,423120
787	11828,329301
788	11742,236167
789	11645,914222
790	11504,331857
791	11410,736612
792	11339,331978
793	11291,284612
794	11293,884654
795	11271,765877
796	11244,706146
797	11209,968108
798	11154,761637
799	11109,476641
800	11065,336155
801	11023,773718
802	10981,732952
803	10950,938137
804	10927,854141
805	10911,851770
806	10911,477303
807	10899,048723
808	10882,023141
809	10859,457906
810	10826,072462
811	10796,005512
812	10765,137045
813	10734,287281
814	10704,464004
815	10675,695597
816	10648,899774
817	10624,721858
818	10600,975859
819	10585,623439
820	10575,771439
821	10570,859802
822	10576,004690
823	10572,839519
824	10567,239284
825	10559,038225
826	10542,615610
827	10535,955672
828	10532,490668
829	10531,994331
830	10537,020758
831	10536,712473
832	10534,002565
833	10527,961813
834	10519,010282
835	10503,018375
836	10481,368596
837	10454,345843
838	10421,114303
839	10387,372625
840	10352,072192
841	10313,986719
842	10279,419429
843	10247,621790
844	10219,135714
845	10195,657773
846	10173,404492
847	10153,173467
848	10134,480021
849	10120,994150
850	10101,838264
851	10080,368512
852	10057,100942
853	10025,490125
854	10006,610819
855	9994,967177
856	9991,200707
857	10002,269075
858	10009,293708
859	10018,605287
860	10030,406486
861	10035,232708
862	10061,328854
863	10098,150515
864	10144,126810
865	10208,145532
866	10253,545110
867	10290,214986
868	10316,105419
869	10325,586023
870	10331,683709
871	10328,774684
872	10316,693414
873	10298,789416
874	10264,728169
875	10220,000004
876	10158,096661
877	10100,960199
878	10045,486386
879	9993,781031
880	9951,014812
881	9908,904457
882	9870,758055
883	9836,932568
884	9805,077041
885	9782,099837
886	9765,656299
887	9755,162228
888	9754,598277
889	9749,506664
890	9743,316401
891	9735,231328
892	9722,673086
893	9711,737562
894	9700,320858
895	9688,620649
896	9673,971596
897	9664,427525
898	9656,323873
899	9648,550183
900	9648,553641
901	9627,794354
902	9597,273907
903	9541,175395
904	9501,432172
905	9469,441003
906	9446,468436
907	9448,284514
908	9434,366357
909	9414,914275
910	9389,123641
911	9347,417361
912	9316,569420
913	9289,812897
914	9268,375650
915	9254,697868
916	9244,062869
917	9237,887058
918	9235,601554
919	9238,523678
920	9239,902015
921	9241,146841
922	9241,651805
923	9240,406217
924	9238,971013
925	9236,483977
926	9232,874382
927	9228,710268
928	9222,361692
929	9214,922884
930	9203,831243
931	9197,181836
932	9193,281425
933	9192,367117
934	9194,892620
935	9198,763545
936	9203,622867
937	9208,307627
938	9219,006774
939	9214,442465
940	9201,410137
941	9180,761776
942	9141,948321
943	9122,952310
944	9111,719350
945	9108,356205
946	9120,697099
947	9119,046287
948	9113,208460
949	9099,702257
950	9084,765964
951	9067,014064
952	9047,169036
953	9022,132667
954	9002,778220
955	8986,654511
956	8973,953784
957	8968,458323
958	8958,482123
959	8947,050281
960	8933,591128
961	8918,913325
962	8900,077003
963	8878,791411
964	8856,146944
965	8826,908446
966	8812,941696
967	8806,395827
968	8815,690204
969	8817,860866
970	8817,061493
971	8811,776657
972	8799,756360
973	8784,322439
974	8764,656723
975	8741,497792
976	8710,616716
977	8687,285260
978	8667,256813
979	8650,571882
980	8643,134419
981	8625,199043
982	8603,535729
983	8578,427662
984	8545,948939
985	8522,826336
986	8503,478614
987	8490,957258
988	8478,479805
989	8467,624182
990	8457,933519
991	8450,919802
992	8441,336930
993	8430,866723
994	8419,932945
995	8403,372078
996	8398,612886
997	8399,734435
998	8406,078554
999	8423,058127
1000	8427,817497
1001	8427,710226
1002	8417,011723
1003	8408,908698
1004	8400,435851
1005	8392,187225
1006	8386,279301
1007	8378,307851
1008	8369,864954
1009	8361,130042
1010	8351,775414
1011	8343,864071
1012	8337,150788
1013	8331,988942
1014	8327,112778
1015	8327,377244
1016	8330,619796
1017	8341,623360
1018	8346,517142
1019	8348,147505
1020	8346,264502
1021	8335,741343
1022	8331,726738
1023	8330,448372
1024	8332,414575
1025	8340,186292
1026	8346,433050
1027	8353,380868
1028	8360,749616
1029	8367,853002
1030	8376,109764
1031	8384,747344
1032	8391,326505
1033	8400,933942
1034	8411,403388
1035	8421,675209
1036	8436,579883
1037	8437,810227
1038	8429,638891
1039	8411,567765
1040	8382,592993
1041	8348,033107
1042	8308,253150
1043	8257,702460
1044	8217,456940
1045	8185,525870
1046	8163,642003
1047	8155,066422
1048	8152,454144
1049	8156,440948
1050	8164,901171
1051	8186,204140
1052	8188,085520
1053	8179,814103
1054	8162,026461
1055	8122,481319
1056	8108,640862
1057	8104,712245
1058	8124,435860
1059	8133,159040
1060	8138,107185
1061	8137,892506
1062	8126,621557
1063	8119,457608
1064	8112,401051
1065	8106,257724
1066	8099,289615
1067	8098,476405
1068	8100,845576
1069	8116,313170
1070	8117,741144
1071	8110,458729
1072	8094,516301
1073	8056,568167
1074	8037,382856
1075	8027,309315
1076	8027,333362
1077	8047,394664
1078	8056,154558
1079	8063,026186
1080	8067,408954
1081	8064,389519
1082	8070,984486
1083	8080,575012
1084	8097,864438
1085	8109,109354
1086	8117,397105
1087	8122,349434
1088	8121,720198
1089	8122,804380
1090	8123,980939
1091	8126,016005
1092	8125,772495
1093	8135,390611
1094	8149,281136
1095	8178,689334
1096	8188,904987
1097	8187,534440
1098	8174,174701
1099	8137,788591
1100	8114,859202
1101	8095,685056
1102	8081,463798
1103	8075,602359
1104	8066,779342
1105	8058,022673
1106	8054,010605
1107	8038,607634
1108	8015,432774
1109	7984,785207
1110	7939,050803
1111	7905,044053
1112	7875,692406
1113	7851,661676
1114	7837,658285
1115	7816,939476
1116	7795,249590
1117	7770,526872
1118	7747,527886
1119	7725,231362
1120	7704,035723
1121	7683,715084
1122	7666,296930
1123	7651,387870
1124	7639,531544
1125	7629,512832
1126	7621,369065
1127	7614,807138
1128	7611,269944
1129	7605,998940
1130	7600,281690
1131	7594,374488
1132	7586,780187
1133	7584,362992
1134	7585,713689
1135	7589,628367
1136	7600,695567
1137	7617,843963
1138	7640,496659
1139	7672,751753
1140	7699,427889
1141	7723,587583
1142	7744,480631
1143	7758,199673
1144	7776,229917
1145	7794,365494
1146	7816,863043
1147	7832,298482
1148	7843,259868
1149	7849,935031
1150	7846,324903
1151	7852,016993
1152	7861,380444
1153	7874,094681
1154	7897,329380
1155	7903,332733
1156	7902,400970
1157	7883,710117
1158	7879,864807
1159	7884,040016
1160	7897,275359
1161	7924,629467
1162	7949,173779
1163	7974,704740
1164	8003,546458
1165	8024,425568
1166	8038,594940
1167	8045,809805
1168	8038,799279
1169	8040,078921
1170	8043,855541
1171	8050,357130
1172	8064,041429
1173	8067,848279
1174	8066,989489
1175	8058,179260
1176	8048,601724
1177	8036,424054
1178	8021,779990
1179	8005,977409
1180	7985,158860
1181	7960,668187
1182	7930,549516
1183	7900,075987
1184	7868,308037
1185	7835,262839
1186	7806,066435
1187	7766,119113
1188	7720,341728
1189	7669,996673
1190	7611,793949
1191	7565,718950
1192	7527,433548
1193	7496,443510
1194	7479,140322
1195	7473,849100
1196	7479,315466
1197	7502,858938
1198	7513,702892
1199	7520,142947
1200	7511,977783
1201	7513,296847
1202	7519,318792
1203	7530,704105
1204	7552,036105
1205	7569,282122
1206	7585,993586
1207	7600,549015
1208	7615,057586
1209	7629,064116
1210	7642,802121
1211	7656,363584
1212	7670,886295
1213	7686,695605
1214	7704,386132
1215	7723,408280
1216	7747,915129
1217	7776,817860
1218	7811,655641
1219	7848,258822
1220	7887,374977
1221	7928,672852
1222	7973,014257
1223	8017,199570
1224	8062,685155
1225	8104,034618
1226	8156,834877
1227	8217,701452
1228	8286,132278
1229	8369,235531
1230	8440,458753
1231	8506,628506
1232	8554,135648
1233	8614,059259
1234	8679,346538
1235	8748,583847
1236	8835,317091
1237	8889,041289
1238	8921,235615
1239	8916,331193
1240	8907,273815
1241	8889,204990
1242	8863,543288
1243	8840,949435
1244	8793,625863
1245	8730,225976
1246	8652,245273
1247	8554,763700
1248	8466,449537
1249	8380,722586
1250	8302,720315
1251	8225,788388
1252	8152,894724
1253	8084,378752
1254	8021,637802
1255	7960,981901
1256	7904,060762
1257	7849,910297
1258	7802,558805
1259	7761,567220
1260	7727,357333
1261	7698,440477
1262	7679,791845
1263	7668,795252
1264	7669,590582
1265	7666,525894
1266	7661,598363
1267	7653,644021
1268	7640,239450
1269	7627,702288
1270	7614,441708
1271	7599,308852
1272	7587,869913
1273	7579,617905
1274	7575,005789
1275	7577,008703
1276	7577,335264
1277	7579,259224
1278	7581,037069
1279	7590,105523
1280	7606,249053
1281	7630,788510
1282	7666,924130
1283	7709,915694
1284	7763,295163
1285	7819,572590
1286	7903,269487
1287	8009,582273
1288	8137,731561
1289	8291,503411
1290	8447,109171
1291	8606,227150
1292	8758,876318
1293	8910,903930
1294	9053,077648
1295	9177,884506
1296	9297,379479
1297	9343,271170
1298	9332,157889
1299	9246,529057
1300	9134,703872
1301	8992,814927
1302	8829,164778
1303	8648,276754
1304	8469,537619
1305	8296,223128
1306	8130,474356
1307	7987,017930
1308	7866,294647
1309	7769,213312
1310	7703,454675
1311	7639,653492
1312	7584,735283
1313	7536,262249
1314	7493,703726
1315	7456,051469
1316	7423,142217
1317	7390,464038
1318	7373,223903
1319	7365,655638
1320	7371,818865
1321	7375,793834
1322	7379,141996
1323	7379,860466
1324	7378,795912
1325	7368,133315
1326	7351,118686
1327	7318,880229
1328	7301,696839
1329	7293,290413
1330	7303,347190
1331	7309,900407
1332	7314,587253
1333	7315,644307
1334	7312,502574
1335	7304,628090
1336	7293,356731
1337	7270,947362
1338	7262,767140
1339	7266,798315
1340	7284,242622
1341	7325,887793
1342	7358,413421
1343	7390,869976
1344	7413,045856
1345	7451,083518
1346	7501,084019
1347	7563,875057
1348	7639,712701
1349	7724,094990
1350	7814,644181
1351	7913,356238
1352	7999,349681
1353	8071,194271
1354	8123,984769
1355	8157,810360
1356	8157,307448
1357	8126,094122
1358	8056,452356
1359	7974,343123
1360	7877,029605
1361	7774,258512
1362	7655,390052
1363	7525,981117
1364	7390,344099
1365	7238,267629
1366	7118,139316
1367	7021,240238
1368	6964,983170
1369	6909,708678
1370	6859,759346
1371	6812,234495
1372	6760,622682
1373	6718,687873
1374	6681,567714
1375	6651,366262
1376	6621,915844
1377	6594,390426
1378	6568,961727
1379	6542,160772
1380	6527,081032
1381	6519,372651
1382	6524,095357
1383	6524,711470
1384	6524,116290
1385	6517,172777
1386	6514,010589
1387	6513,412797
1388	6515,633585
1389	6523,264780
1390	6527,894936
1391	6531,463475
1392	6530,423443
1393	6532,825049
1394	6536,883404
1395	6542,108267
1396	6552,810571
1397	6551,881229
1398	6544,408463
1399	6522,904780
1400	6509,772240
1401	6500,773343
1402	6503,722871
1403	6501,242919
1404	6494,586430
1405	6482,957768
1406	6461,610504
1407	6445,172168
1408	6430,396932
1409	6420,078724
1410	6408,848904
1411	6397,673699
1412	6386,349994
1413	6373,630305
1414	6362,956278
1415	6352,880876
1416	6346,605040
1417	6334,126530
1418	6317,876222
1419	6292,484680
1420	6272,758386
1421	6257,952045
1422	6248,947426
1423	6248,814754
1424	6247,570767
1425	6246,832266
1426	6246,751728
1427	6242,707078
1428	6234,667882
1429	6222,233130
1430	6206,089281
1431	6185,243663
1432	6161,744379
1433	6131,479734
1434	6113,487125
1435	6104,750676
1436	6110,919568
1437	6119,855066
1438	6132,768495
1439	6148,479141
1440	6165,970713
1441	6184,934392
1442	6204,864595
1443	6223,094973
1444	6245,960316
1445	6271,391851
1446	6301,065083
1447	6327,917002
1448	6351,294366
1449	6369,632215
1450	6385,592385
1451	6387,257279
1452	6378,895013
1453	6350,212371
1454	6335,567595
1455	6329,705076
1456	6345,302426
1457	6354,225495
1458	6357,819811
1459	6354,248614
1460	6340,432007
1461	6325,671610
1462	6309,625654
1463	6288,928904
1464	6282,098047
1465	6288,186072
1466	6311,789408
1467	6346,307466
1468	6391,566946
1469	6445,865711
1470	6511,459364
1471	6574,261457
1472	6636,449486
1473	6684,242518
1474	6750,143671
1475	6825,537896
1476	6906,577689
1477	7003,682477
1478	7053,159791
1479	7069,919978
1480	7042,733440
1481	6999,597710
1482	6935,635920
1483	6853,860337
1484	6760,768274
1485	6660,480163
1486	6552,086510
1487	6452,826665
1488	6365,429950
1489	6292,709517
1490	6239,449853
1491	6194,157801
1492	6158,478223
1493	6136,851216
1494	6110,321073
1495	6081,110561
1496	6038,560142
1497	6007,160922
1498	5985,662691
1499	5974,846151
1500	5981,700637
1501	5980,885547
1502	5977,482413
1503	5967,207413
1504	5957,376493
1505	5946,309768
1506	5934,302135
1507	5921,994694
1508	5909,799042
1509	5898,168823
1510	5887,062444
1511	5878,315559
1512	5871,715600
1513	5868,488535
1514	5865,617332
1515	5863,903637
1516	5861,981952
1517	5863,814931
1518	5869,061012
1519	5877,812625
1520	5891,141493
1521	5904,646341
1522	5919,372626
1523	5934,494148
1524	5951,861491
1525	5970,997296
1526	5991,232916
1527	6014,192204
1528	6039,276728
1529	6067,325039
1530	6094,667734
1531	6120,760225
1532	6144,801429
1533	6166,589988
1534	6184,661288
1535	6199,327399
1536	6209,859704
1537	6219,517545
1538	6228,382558
1539	6237,464742
1540	6246,972137
1541	6257,767636
1542	6270,666579
1543	6283,745702
1544	6306,052024
1545	6334,415037
1546	6375,956821
1547	6405,983178
1548	6430,296623
1549	6439,042597
1550	6461,583894
1551	6494,630858
1552	6548,080836
1553	6602,553619
1554	6659,553946
1555	6718,681776
1556	6776,644989
1557	6847,707619
1558	6929,758161
1559	7026,068441
1560	7133,643183
1561	7255,012058
1562	7391,804918
1563	7545,578483
1564	7718,426390
1565	7911,081846
1566	8129,570594
1567	8376,141094
1568	8653,218526
1569	8957,757654
1570	9305,651513
1571	9691,578190
1572	10115,893073
1573	10564,600134
1574	11033,096984
1575	11509,634924
1576	11993,189643
1577	12470,810589
1578	12942,001920
1579	13362,574036
1580	13718,958644
1581	13996,184625
1582	14185,793566
1583	14267,892600
1584	14240,718176
1585	14103,207206
1586	13859,027626
1587	13515,754173
1588	13075,280906
1589	12577,523874
1590	12035,758780
1591	11454,080056
1592	10884,702363
1593	10341,060406
1594	9836,077943
1595	9391,797967
1596	8967,839891
1597	8580,623784
1598	8221,767810
1599	7923,478228
1600	7677,913462
1601	7497,101059
1602	7337,922885
1603	7201,835164
1604	7076,753280
1605	6974,486630
1606	6890,422531
1607	6822,153700
1608	6768,990489
1609	6720,738714
1610	6676,830151
1611	6636,131640
1612	6592,960811
1613	6547,432936
1614	6494,274826
1615	6447,771546
1616	6405,104789
1617	6375,439369
1618	6335,317042
1619	6288,699643
1620	6222,343007
1621	6173,620519
1622	6143,684861
1623	6135,033525
1624	6158,801023
1625	6175,407526
1626	6194,026444
1627	6206,931375
1628	6232,874296
1629	6267,016127
1630	6307,362073
1631	6356,728227
1632	6411,462282
1633	6476,998692
1634	6525,246139
1635	6554,878463
1636	6560,045829
1637	6544,369564
1638	6508,096179
1639	6453,526723
1640	6378,114856
1641	6304,666871
1642	6230,761351
1643	6162,874956
1644	6090,427137
1645	6017,600930
1646	5942,889445
1647	5874,262523
1648	5811,204955
1649	5757,202763
1650	5704,964692
1651	5655,555059
1652	5604,893954
1653	5562,762531
1654	5528,517941
1655	5501,672730
1656	5487,757004
1657	5462,448066
1658	5432,611286
1659	5386,976131
1660	5364,313709
1661	5354,584977
1662	5373,164246
1663	5368,562154
1664	5349,407253
1665	5299,695348
1666	5262,082950
1667	5232,051181
1668	5218,274313
1669	5205,173479
1670	5193,414500
1671	5183,975315
1672	5168,665386
1673	5146,930283
1674	5118,913332
1675	5080,237759
1676	5051,583392
1677	5028,776466
1678	5014,639508
1679	5001,978896
1680	4991,419355
