User: Administrator
Title:	AuST dried hel 50mM conL 20000ms 5av_in glass2_20200117-165931_OE1_CHANNEL1_Sample 20200117_165931_044
335	3100,988286
336	4117,763797
337	4829,074547
338	5188,440205
339	4677,640555
340	4443,141440
341	4188,362889
342	3960,514739
343	3790,843627
344	3830,393635
345	3748,962418
346	3676,425424
347	3611,540898
348	3551,511470
349	3499,669021
350	3453,992230
351	3413,940836
352	3379,022073
353	3347,623870
354	3322,323987
355	3301,344596
356	3284,062263
357	3273,555763
358	3260,066479
359	3246,402275
360	3232,325573
361	3212,389503
362	3199,144063
363	3189,125192
364	3182,580493
365	3179,456232
366	3182,895482
367	3183,587317
368	3184,533523
369	3185,350064
370	3184,309136
371	3184,677760
372	3185,126581
373	3185,518564
374	3185,676007
375	3186,600674
376	3184,817272
377	3181,638107
378	3177,102006
379	3170,192116
380	3164,063414
381	3157,867456
382	3151,868399
383	3146,833859
384	3141,810493
385	3137,454656
386	3134,049436
387	3131,920544
388	3131,460486
389	3133,017570
390	3137,076013
391	3144,139172
392	3145,513841
393	3163,941957
394	3190,500071
395	3223,764472
396	3288,592734
397	3320,211886
398	3336,760046
399	3337,405999
400	3323,511206
401	3274,860827
402	3258,375350
403	3252,400870
404	3260,131124
405	3271,369400
406	3316,878190
407	3384,165765
408	3469,585375
409	3615,354213
410	3704,678608
411	3766,423972
412	3795,603520
413	3790,566016
414	3726,243041
415	3676,692089
416	3616,786627
417	3550,275087
418	3478,921605
419	3409,846218
420	3344,122871
421	3283,846662
422	3231,077804
423	3185,754161
424	3148,808014
425	3120,321940
426	3099,912639
427	3091,716831
428	3081,391095
429	3073,576944
430	3067,582019
431	3060,617481
432	3058,128153
433	3057,627389
434	3058,787048
435	3063,239718
436	3065,900163
437	3068,039603
438	3069,470632
439	3070,192448
440	3068,188756
441	3069,722667
442	3072,359744
443	3076,099297
444	3080,823498
445	3086,205558
446	3091,855210
447	3097,226816
448	3106,060469
449	3107,218214
450	3103,954304
451	3096,146361
452	3079,208798
453	3064,635690
454	3049,770918
455	3035,321405
456	3021,802631
457	3010,119429
458	2998,912095
459	2988,837779
460	2979,820809
461	2974,077688
462	2965,522384
463	2956,252555
464	2946,340103
465	2932,540750
466	2923,353907
467	2916,390388
468	2911,831722
469	2909,614191
470	2911,530033
471	2911,368399
472	2911,221040
473	2910,783151
474	2909,392387
475	2907,981756
476	2905,966722
477	2903,219514
478	2900,168664
479	2895,431021
480	2889,461604
481	2882,319392
482	2873,697509
483	2864,844517
484	2855,699877
485	2846,578466
486	2837,822727
487	2828,102952
488	2822,346309
489	2818,696898
490	2817,021814
491	2819,529313
492	2819,185577
493	2818,122102
494	2816,008740
495	2812,395283
496	2807,801616
497	2802,039205
498	2795,236166
499	2786,030152
500	2778,316624
501	2771,179027
502	2764,809397
503	2759,286275
504	2756,044038
505	2750,985261
506	2745,856265
507	2740,806994
508	2734,944653
509	2731,584324
510	2729,856115
511	2730,031175
512	2731,833880
513	2736,625849
514	2744,017724
515	2753,953354
516	2769,512637
517	2782,945475
518	2796,716181
519	2810,993606
520	2826,265346
521	2835,212220
522	2861,432235
523	2894,530377
524	2933,060965
525	2986,712409
526	3020,307925
527	3044,696294
528	3058,296783
529	3057,692570
530	3049,482987
531	3031,591723
532	3004,953504
533	2966,525055
534	2928,536391
535	2888,942827
536	2849,357345
537	2809,973056
538	2774,868809
539	2744,082733
540	2718,266306
541	2697,725682
542	2683,983179
543	2672,380638
544	2664,406735
545	2659,590939
546	2659,122700
547	2657,828906
548	2657,163446
549	2656,883157
550	2653,900943
551	2655,829657
552	2659,617830
553	2664,891219
554	2676,427408
555	2680,482616
556	2681,223257
557	2678,582303
558	2666,003481
559	2660,400383
560	2657,162290
561	2656,706777
562	2658,979910
563	2667,956383
564	2670,059564
565	2670,515602
566	2669,266471
567	2663,603448
568	2661,973142
569	2661,344469
570	2661,857512
571	2663,695966
572	2666,145164
573	2669,099202
574	2672,107628
575	2677,878996
576	2677,656421
577	2674,094261
578	2667,121658
579	2654,003429
580	2642,479733
581	2630,652550
582	2619,113575
583	2607,199274
584	2598,007054
585	2590,880163
586	2585,820223
587	2582,578866
588	2583,274303
589	2579,803024
590	2575,100795
591	2569,048658
592	2560,270160
593	2553,059042
594	2545,956470
595	2539,170013
596	2532,288347
597	2526,993821
598	2522,685011
599	2519,263884
600	2518,777771
601	2515,233509
602	2510,712367
603	2505,311018
604	2496,438764
605	2491,682812
606	2488,832363
607	2488,097446
608	2491,079248
609	2493,816493
610	2497,387946
611	2501,563028
612	2506,222932
613	2510,996261
614	2515,804669
615	2520,543405
616	2525,146830
617	2528,703341
618	2533,745041
619	2538,957981
620	2544,029479
621	2552,413726
622	2552,879913
623	2550,236849
624	2545,246264
625	2532,354498
626	2531,651083
627	2536,616173
628	2547,729928
629	2564,984237
630	2587,381827
631	2613,741667
632	2642,189092
633	2681,714895
634	2700,667372
635	2708,299615
636	2703,951149
637	2679,059891
638	2657,691158
639	2633,306083
640	2607,547511
641	2580,578072
642	2556,750054
643	2535,882880
644	2518,528099
645	2507,657812
646	2496,515856
647	2487,054666
648	2478,988937
649	2472,377086
650	2466,330432
651	2460,946131
652	2456,179038
653	2452,072141
654	2447,343567
655	2446,308387
656	2447,011169
657	2449,153246
658	2454,032083
659	2455,920769
660	2456,623829
661	2455,873798
662	2453,176444
663	2449,583355
664	2444,739642
665	2438,809155
666	2431,765028
667	2424,649496
668	2417,501511
669	2410,693253
670	2403,886351
671	2399,460519
672	2396,937101
673	2396,537461
674	2401,577668
675	2403,854979
676	2407,169226
677	2412,465684
678	2409,476943
679	2429,580227
680	2461,536360
681	2504,192979
682	2569,051179
683	2616,626287
684	2656,993098
685	2687,490122
686	2708,028341
687	2713,322351
688	2705,062862
689	2684,443524
690	2640,702994
691	2609,024113
692	2580,515881
693	2556,993559
694	2545,214766
695	2530,706518
696	2518,164842
697	2507,077664
698	2498,787325
699	2488,183971
700	2476,441692
701	2463,395876
702	2446,876456
703	2432,575952
704	2419,012839
705	2406,461402
706	2395,555635
707	2385,284352
708	2376,028772
709	2367,771805
710	2360,712302
711	2354,210431
712	2348,377212
713	2343,143908
714	2338,244277
715	2334,109733
716	2330,526509
717	2327,416809
718	2325,568995
719	2322,831257
720	2319,797517
721	2316,519188
722	2312,026543
723	2309,206486
724	2307,542969
725	2307,293242
726	2308,649874
727	2311,284745
728	2316,613651
729	2323,870873
730	2332,740489
731	2344,093836
732	2353,296227
733	2361,773799
734	2369,279908
735	2376,125715
736	2381,073089
737	2384,967741
738	2388,314956
739	2388,849185
740	2396,291267
741	2406,941658
742	2420,609311
743	2438,536003
744	2454,235757
745	2469,254229
746	2482,677053
747	2495,483619
748	2501,111881
749	2501,689868
750	2497,232894
751	2486,684773
752	2475,150438
753	2461,444625
754	2446,381047
755	2429,283839
756	2415,704507
757	2404,117340
758	2394,784138
759	2388,670542
760	2382,612236
761	2377,667347
762	2373,543381
763	2370,547519
764	2366,339667
765	2361,559857
766	2356,065860
767	2349,843427
768	2342,839037
769	2335,250881
770	2325,492073
771	2318,111171
772	2312,067830
773	2307,450672
774	2306,539208
775	2303,496505
776	2299,773672
777	2295,241278
778	2288,190998
779	2282,993094
780	2278,601926
781	2275,209388
782	2273,041774
783	2271,751072
784	2271,333196
785	2271,593273
786	2274,311959
787	2274,306481
788	2272,989028
789	2270,419163
790	2263,092559
791	2260,710724
792	2260,591729
793	2262,776832
794	2271,366613
795	2274,945727
796	2276,649667
797	2276,279896
798	2270,161639
799	2268,239330
800	2267,631315
801	2268,487150
802	2273,296337
803	2275,135710
804	2275,990075
805	2275,673649
806	2273,501359
807	2271,324745
808	2268,760016
809	2266,099250
810	2262,319863
811	2261,274494
812	2261,874070
813	2264,132254
814	2269,648185
815	2273,441197
816	2277,026351
817	2280,285873
818	2281,743240
819	2285,474380
820	2289,924021
821	2294,928150
822	2302,333394
823	2305,889992
824	2307,793909
825	2308,190433
826	2304,616510
827	2305,671604
828	2308,362911
829	2312,638766
830	2319,240932
831	2324,355032
832	2328,597717
833	2331,184428
834	2334,646412
835	2328,260743
836	2316,313535
837	2299,533457
838	2274,269967
839	2257,764091
840	2244,303616
841	2236,785772
842	2229,712732
843	2224,505028
844	2220,740473
845	2220,217467
846	2216,866262
847	2212,047894
848	2205,638385
849	2194,669986
850	2187,309227
851	2181,345783
852	2176,953446
853	2176,254317
854	2173,439007
855	2170,204023
856	2166,434221
857	2160,796994
858	2156,976336
859	2153,775581
860	2151,193410
861	2150,115546
862	2147,713193
863	2144,873125
864	2141,558632
865	2137,437413
866	2133,695919
867	2130,055820
868	2126,668759
869	2123,583830
870	2121,282517
871	2119,781247
872	2119,211329
873	2118,934117
874	2121,247807
875	2125,027589
876	2132,899589
877	2137,481420
878	2140,404656
879	2141,556206
880	2137,480206
881	2137,530728
882	2139,381560
883	2143,246375
884	2151,664089
885	2157,694215
886	2163,177679
887	2167,872980
888	2170,608891
889	2174,281916
890	2177,964640
891	2181,709555
892	2185,406725
893	2189,331472
894	2193,260555
895	2197,022206
896	2201,071796
897	2203,208884
898	2204,000601
899	2203,331847
900	2201,236222
901	2197,586021
902	2192,617877
903	2185,457069
904	2179,024726
905	2172,915331
906	2167,369910
907	2163,374192
908	2158,900001
909	2154,586779
910	2150,464417
911	2146,273806
912	2142,965753
913	2140,379300
914	2138,621468
915	2137,446936
916	2137,773882
917	2139,276896
918	2141,857382
919	2146,104920
920	2149,683233
921	2153,222463
922	2156,624049
923	2158,944989
924	2162,844874
925	2167,122111
926	2171,517619
927	2177,349080
928	2178,973770
929	2178,601761
930	2173,626029
931	2171,359004
932	2170,214686
933	2170,494157
934	2173,218363
935	2175,761178
936	2178,618439
937	2181,390714
938	2185,564304
939	2185,621122
940	2183,219513
941	2178,508904
942	2169,511911
943	2163,779204
944	2159,221275
945	2156,203857
946	2154,998892
947	2155,211242
948	2156,754461
949	2161,798735
950	2163,833478
951	2164,134988
952	2162,526068
953	2156,438366
954	2152,955572
955	2150,337302
956	2148,827461
957	2149,486441
958	2149,490427
959	2149,575072
960	2149,519903
961	2149,858032
962	2148,353165
963	2145,767908
964	2142,245217
965	2136,770904
966	2133,655587
967	2131,516818
968	2131,753166
969	2131,208853
970	2130,684456
971	2130,167100
972	2128,653481
973	2129,025406
974	2130,541478
975	2133,241312
976	2137,552303
977	2141,972173
978	2146,764574
979	2151,704410
980	2156,171407
981	2160,984108
982	2165,363976
983	2168,856061
984	2172,886612
985	2170,927192
986	2165,490913
987	2153,978476
988	2144,311788
989	2135,157044
990	2127,224108
991	2121,365897
992	2117,040386
993	2114,722567
994	2114,461789
995	2116,702234
996	2119,859962
997	2124,273121
998	2129,741775
999	2136,231980
1000	2143,050121
1001	2150,248953
1002	2156,751786
1003	2164,726714
1004	2173,355821
1005	2182,337917
1006	2193,508729
1007	2200,555284
1008	2205,022730
1009	2206,839727
1010	2204,076636
1011	2203,150727
1012	2202,278114
1013	2201,710632
1014	2202,792990
1015	2201,788664
1016	2200,360314
1017	2197,369340
1018	2196,620003
1019	2197,564177
1020	2200,508206
1021	2205,517514
1022	2212,802811
1023	2222,118239
1024	2233,117631
1025	2246,552321
1026	2258,342156
1027	2269,229393
1028	2278,790828
1029	2286,607810
1030	2292,886198
1031	2297,395689
1032	2299,762095
1033	2301,029510
1034	2301,076172
1035	2300,076161
1036	2298,358995
1037	2295,748997
1038	2292,605756
1039	2289,201671
1040	2285,164921
1041	2282,729613
1042	2281,368538
1043	2281,790146
1044	2282,540178
1045	2283,880150
1046	2285,696427
1047	2287,884320
1048	2290,356456
1049	2293,029960
1050	2295,833865
1051	2299,343067
1052	2301,850691
1053	2304,072978
1054	2306,276804
1055	2306,720175
1056	2312,206905
1057	2320,206151
1058	2334,295045
1059	2344,388453
1060	2352,491231
1061	2358,294235
1062	2358,844311
1063	2362,622661
1064	2367,394064
1065	2373,407338
1066	2382,010721
1067	2389,198150
1068	2396,308526
1069	2402,656056
1070	2409,755551
1071	2417,282710
1072	2425,267457
1073	2434,113924
1074	2442,690370
1075	2451,286774
1076	2459,887353
1077	2468,941622
1078	2477,398450
1079	2485,916482
1080	2494,877320
1081	2503,076096
1082	2516,405737
1083	2532,778404
1084	2554,063436
1085	2574,603712
1086	2595,389694
1087	2615,904617
1088	2636,317592
1089	2654,869495
1090	2672,101999
1091	2688,267706
1092	2701,557639
1093	2719,606028
1094	2739,692335
1095	2766,130929
1096	2787,297275
1097	2806,214877
1098	2823,116968
1099	2834,993061
1100	2853,631073
1101	2876,545876
1102	2904,689223
1103	2939,044753
1104	2978,872172
1105	3024,721556
1106	3074,459938
1107	3132,615494
1108	3196,827541
1109	3265,553488
1110	3339,500744
1111	3407,958173
1112	3470,849314
1113	3525,295133
1114	3573,231467
1115	3597,790201
1116	3604,010598
1117	3586,633033
1118	3561,897506
1119	3527,990443
1120	3487,645661
1121	3442,176374
1122	3398,411779
1123	3357,429875
1124	3321,356210
1125	3292,336592
1126	3271,891473
1127	3261,255324
1128	3261,594621
1129	3272,768478
1130	3295,241001
1131	3328,976217
1132	3373,239181
1133	3428,581859
1134	3493,577150
1135	3565,985950
1136	3645,979420
1137	3730,774435
1138	3817,516407
1139	3906,821856
1140	3984,413134
1141	4049,886619
1142	4099,802473
1143	4136,624379
1144	4142,342041
1145	4122,671785
1146	4070,981429
1147	4010,122722
1148	3938,991084
1149	3862,064058
1150	3779,166892
1151	3706,644750
1152	3643,508904
1153	3591,779462
1154	3555,557608
1155	3524,548118
1156	3502,408924
1157	3490,184491
1158	3482,957048
1159	3481,218280
1160	3484,378528
1161	3491,566604
1162	3503,915883
1163	3520,809657
1164	3540,182553
1165	3566,650101
1166	3598,835665
1167	3636,173667
1168	3678,861160
1169	3722,403593
1170	3766,222327
1171	3808,568234
1172	3850,315569
1173	3881,522746
1174	3904,288865
1175	3916,471571
1176	3922,562933
1177	3922,034573
1178	3915,906780
1179	3903,873685
1180	3891,791755
1181	3879,434203
1182	3866,949667
1183	3857,746713
1184	3851,919652
1185	3849,755024
1186	3852,089582
1187	3855,776314
1188	3860,849512
1189	3866,293056
1190	3873,184915
1191	3873,499098
1192	3869,259712
1193	3859,291522
1194	3846,476071
1195	3830,782822
1196	3813,224711
1197	3792,576729
1198	3777,274012
1199	3765,738483
1200	3760,481059
1201	3757,127533
1202	3756,831820
1203	3759,532436
1204	3764,156485
1205	3773,486160
1206	3786,342544
1207	3803,175598
1208	3821,282855
1209	3840,287698
1210	3859,308370
1211	3880,412486
1212	3895,249885
1213	3905,972904
1214	3913,058425
1215	3912,417139
1216	3921,585748
1217	3935,178455
1218	3957,501177
1219	3976,888972
1220	3995,450889
1221	4012,285571
1222	4026,842387
1223	4038,515638
1224	4047,317785
1225	4052,305819
1226	4056,701141
1227	4060,370305
1228	4063,933669
1229	4067,365433
1230	4072,930537
1231	4080,414008
1232	4089,169745
1233	4101,107383
1234	4115,429661
1235	4131,413761
1236	4153,160842
1237	4165,471494
1238	4172,328481
1239	4167,470500
1240	4166,923647
1241	4169,068609
1242	4175,033544
1243	4187,728748
1244	4200,371058
1245	4214,505245
1246	4229,512755
1247	4246,411633
1248	4259,528486
1249	4270,828981
1250	4277,294390
1251	4288,567849
1252	4302,736524
1253	4320,186364
1254	4341,851375
1255	4364,351878
1256	4388,243765
1257	4415,319711
1258	4438,672678
1259	4459,658192
1260	4478,340312
1261	4491,100530
1262	4511,171340
1263	4534,173208
1264	4564,805463
1265	4589,168789
1266	4609,749468
1267	4625,974598
1268	4636,126155
1269	4646,028184
1270	4654,583781
1271	4660,051806
1272	4669,780750
1273	4682,637336
1274	4698,670237
1275	4720,843989
1276	4738,059476
1277	4753,269008
1278	4765,340431
1279	4776,558226
1280	4786,885380
1281	4797,095760
1282	4805,745760
1283	4820,775472
1284	4840,355056
1285	4866,886405
1286	4894,540789
1287	4924,206248
1288	4955,360548
1289	4987,633996
1290	5020,589399
1291	5054,085205
1292	5087,507620
1293	5122,202370
1294	5157,899077
1295	5194,654675
1296	5232,428004
1297	5271,379450
1298	5311,375412
1299	5352,763725
1300	5394,241283
1301	5435,964009
1302	5477,850934
1303	5520,568040
1304	5562,340623
1305	5604,249502
1306	5642,567531
1307	5688,857467
1308	5740,631010
1309	5797,458570
1310	5863,297650
1311	5920,604181
1312	5973,661594
1313	6020,434967
1314	6064,420080
1315	6105,324986
1316	6144,238035
1317	6179,859713
1318	6222,046112
1319	6268,910427
1320	6321,453081
1321	6378,851761
1322	6440,970954
1323	6506,952076
1324	6579,136447
1325	6645,038021
1326	6708,230318
1327	6763,257190
1328	6825,320915
1329	6890,608659
1330	6965,556642
1331	7034,602659
1332	7099,453698
1333	7159,895506
1334	7212,895522
1335	7270,817999
1336	7332,597619
1337	7388,394232
1338	7467,530887
1339	7564,547469
1340	7676,611241
1341	7822,756195
1342	7924,996492
1343	7999,803466
1344	8029,887397
1345	8051,770917
1346	8061,130507
1347	8062,364509
1348	8056,469312
1349	8056,731007
1350	8062,929012
1351	8079,307063
1352	8100,840081
1353	8128,987900
1354	8163,162660
1355	8203,124515
1356	8245,043764
1357	8288,132482
1358	8334,253879
1359	8372,207894
1360	8403,310661
1361	8422,856598
1362	8440,475841
1363	8455,501397
1364	8468,712958
1365	8482,585176
1366	8491,841643
1367	8498,401768
1368	8500,861265
1369	8504,245646
1370	8508,393563
1371	8513,846529
1372	8522,721156
1373	8529,902391
1374	8537,386472
1375	8543,535025
1376	8554,418924
1377	8569,497836
1378	8589,273162
1379	8613,097153
1380	8643,024169
1381	8677,328269
1382	8720,934099
1383	8755,660532
1384	8784,906121
1385	8799,299232
1386	8820,679371
1387	8846,862336
1388	8878,242855
1389	8920,840631
1390	8952,838861
1391	8978,144362
1392	8993,221673
1393	9001,612384
1394	9001,874056
1395	8993,843527
1396	8980,040941
1397	8953,645527
1398	8918,497149
1399	8867,645635
1400	8827,371126
1401	8793,642872
1402	8776,280966
1403	8754,294334
1404	8729,053405
1405	8699,199007
1406	8660,694886
1407	8624,223967
1408	8587,408240
1409	8552,070807
1410	8516,120511
1411	8480,719113
1412	8446,571395
1413	8411,871973
1414	8385,334935
1415	8364,427838
1416	8350,562603
1417	8337,596667
1418	8325,259682
1419	8312,922305
1420	8295,886576
1421	8272,649334
1422	8241,409769
1423	8202,933841
1424	8149,726941
1425	8083,546896
1426	8004,381031
1427	7915,724018
1428	7819,819634
1429	7720,181683
1430	7615,188543
1431	7527,390515
1432	7453,510611
1433	7397,702585
1434	7354,459812
1435	7325,096624
1436	7310,120532
1437	7303,540083
1438	7303,839708
1439	7308,431284
1440	7318,507434
1441	7320,231844
1442	7316,059342
1443	7298,115639
1444	7286,667471
1445	7276,863811
1446	7275,743798
1447	7264,735351
1448	7245,018850
1449	7215,601916
1450	7172,871875
1451	7129,145669
1452	7082,324015
1453	7032,882692
1454	6984,623060
1455	6937,919785
1456	6895,101416
1457	6852,530263
1458	6810,722134
1459	6769,644044
1460	6730,317468
1461	6690,586996
1462	6651,960500
1463	6609,743662
1464	6579,668439
1465	6559,085939
1466	6555,295853
1467	6549,696145
1468	6542,108710
1469	6530,769475
1470	6510,729634
1471	6494,419397
1472	6478,618031
1473	6463,711735
1474	6449,315739
1475	6435,087390
1476	6420,299288
1477	6407,095714
1478	6384,607790
1479	6356,401783
1480	6319,797502
1481	6286,242498
1482	6254,512012
1483	6223,897249
1484	6201,182522
1485	6185,580769
1486	6183,015394
1487	6178,273372
1488	6171,395461
1489	6161,414957
1490	6140,908707
1491	6131,950758
1492	6128,158404
1493	6137,965868
1494	6135,257139
1495	6123,532056
1496	6095,581186
1497	6066,310201
1498	6035,593660
1499	6005,217037
1500	5976,225869
1501	5949,919520
1502	5926,233041
1503	5909,548367
1504	5886,848225
1505	5860,702421
1506	5825,113334
1507	5795,907909
1508	5772,358587
1509	5755,286163
1510	5748,925731
1511	5738,765714
1512	5728,214969
1513	5715,033648
1514	5703,755128
1515	5693,388376
1516	5683,931107
1517	5676,159734
1518	5670,083243
1519	5665,703739
1520	5663,654980
1521	5661,470792
1522	5659,900334
1523	5657,705409
1524	5658,759033
1525	5662,066041
1526	5671,672129
1527	5676,909876
1528	5680,132825
1529	5672,458504
1530	5677,672877
1531	5695,167540
1532	5725,218463
1533	5774,161217
1534	5813,612928
1535	5847,012476
1536	5873,291008
1537	5883,355214
1538	5877,524270
1539	5851,653814
1540	5817,924142
1541	5777,496179
1542	5733,695456
1543	5685,633344
1544	5649,192447
1545	5621,530997
1546	5608,582649
1547	5592,747971
1548	5577,142595
1549	5559,867893
1550	5541,977781
1551	5522,863476
1552	5501,418263
1553	5480,770470
1554	5461,083140
1555	5442,825268
1556	5426,318384
1557	5411,659819
1558	5398,850033
1559	5388,010483
1560	5378,061560
1561	5368,816419
1562	5361,332795
1563	5351,561515
1564	5340,039157
1565	5324,332777
1566	5310,945282
1567	5300,094360
1568	5292,348132
1569	5289,262035
1570	5286,147298
1571	5283,967069
1572	5282,545351
1573	5281,163299
1574	5279,827061
1575	5279,351534
1576	5278,117750
1577	5277,023476
1578	5273,541963
1579	5276,533215
1580	5286,524005
1581	5304,205683
1582	5332,001674
1583	5361,324602
1584	5393,567208
1585	5425,954478
1586	5462,476749
1587	5500,706371
1588	5542,236054
1589	5577,306630
1590	5605,497930
1591	5624,343177
1592	5635,209378
1593	5637,584951
1594	5631,595338
1595	5618,663723
1596	5596,674562
1597	5568,033438
1598	5529,186010
1599	5497,900427
1600	5471,654164
1601	5458,424816
1602	5438,552482
1603	5415,338601
1604	5382,422473
1605	5356,072567
1606	5335,893233
1607	5322,979607
1608	5320,659242
1609	5317,548044
1610	5316,434919
1611	5314,803530
1612	5318,051014
1613	5323,966823
1614	5332,758542
1615	5340,098129
1616	5345,144487
1617	5349,359424
1618	5343,784448
1619	5328,823560
1620	5299,068419
1621	5267,611375
1622	5234,723074
1623	5201,402273
1624	5173,083565
1625	5132,998249
1626	5086,819141
1627	5029,337530
1628	4981,857729
1629	4941,080797
1630	4913,217705
1631	4884,110288
1632	4856,349674
1633	4825,236439
1634	4801,860991
1635	4784,678314
1636	4778,637342
1637	4770,397773
1638	4759,266195
1639	4744,120924
1640	4720,989954
1641	4702,754276
1642	4686,147890
1643	4673,970960
1644	4658,395533
1645	4641,342524
1646	4620,523064
1647	4603,020395
1648	4587,856512
1649	4577,177374
1650	4565,964980
1651	4554,671571
1652	4542,321270
1653	4530,604318
1654	4519,577227
1655	4509,535938
1656	4500,397875
1657	4493,515540
1658	4488,590297
1659	4485,219017
1660	4483,932058
1661	4483,880430
1662	4486,739130
1663	4484,641097
1664	4478,650591
1665	4465,499258
1666	4453,840120
1667	4442,640731
1668	4434,715900
1669	4423,901006
1670	4410,756412
1671	4393,205890
1672	4376,065056
1673	4359,579495
1674	4344,157197
1675	4331,193223
1676	4316,272669
1677	4300,640558
1678	4282,914904
1679	4267,561409
