User: Administrator
Title:	Heliantina 5mM MQ 2000ms  5aq_20200117-113555_OE1_CHANNEL1_Sample 20200117_113555_065
335	6593,296937
336	8755,090749
337	10267,401545
338	11031,447686
339	9945,647056
340	9447,270020
341	8905,966734
342	8422,254674
343	8062,749157
344	8145,765880
345	7976,892322
346	7829,271217
347	7699,891270
348	7589,654166
349	7487,694167
350	7394,807210
351	7309,506108
352	7230,945626
353	7148,764150
354	7089,305761
355	7041,222635
356	7003,445718
357	6987,712078
358	6960,032047
359	6930,592331
360	6898,506140
361	6849,598179
362	6815,794775
363	6788,081758
364	6766,987313
365	6752,311758
366	6753,336039
367	6743,148546
368	6730,920936
369	6716,095635
370	6692,681517
371	6674,891370
372	6658,348693
373	6643,501048
374	6630,633030
375	6620,254850
376	6611,300886
377	6604,080224
378	6598,346369
379	6596,155071
380	6591,192355
381	6585,464313
382	6578,852730
383	6569,136152
384	6561,731839
385	6555,108963
386	6549,473112
387	6544,944891
388	6542,985154
389	6539,851055
390	6537,214857
391	6535,279441
392	6528,687869
393	6531,434175
394	6538,177228
395	6548,252370
396	6572,524743
397	6582,063866
398	6584,544568
399	6579,134635
400	6565,865287
401	6536,385203
402	6516,248613
403	6496,565405
404	6478,121523
405	6467,921238
406	6450,231203
407	6431,446954
408	6412,335952
409	6380,512239
410	6367,964763
411	6365,506832
412	6373,182424
413	6389,823963
414	6427,803039
415	6445,463525
416	6456,464204
417	6459,170580
418	6449,731810
419	6435,359239
420	6413,700009
421	6385,621816
422	6345,697987
423	6310,734863
424	6277,177966
425	6246,313766
426	6219,024371
427	6196,494338
428	6176,950121
429	6160,971204
430	6148,042611
431	6143,675921
432	6131,350493
433	6116,421277
434	6098,712371
435	6071,161722
436	6051,497151
437	6034,516270
438	6020,610921
439	6009,762199
440	6006,144495
441	5996,601436
442	5986,140446
443	5974,659992
444	5958,761809
445	5947,739477
446	5938,245619
447	5930,293564
448	5926,947020
449	5920,192304
450	5912,516723
451	5903,809173
452	5891,019299
453	5881,368970
454	5872,910933
455	5865,791878
456	5859,966489
457	5856,514226
458	5851,622430
459	5846,293079
460	5840,108734
461	5835,260188
462	5825,011563
463	5811,649551
464	5795,367961
465	5771,425541
466	5752,687705
467	5735,750345
468	5721,085843
469	5708,828115
470	5701,719187
471	5691,283564
472	5680,694189
473	5669,768690
474	5658,097966
475	5646,569109
476	5634,937874
477	5623,368304
478	5609,924251
479	5600,033834
480	5591,901550
481	5585,438074
482	5583,770175
483	5578,633286
484	5572,150387
485	5564,024728
486	5554,184536
487	5541,308559
488	5529,704272
489	5517,996093
490	5506,504150
491	5493,166244
492	5484,270757
493	5477,400558
494	5472,206423
495	5474,357463
496	5467,778530
497	5457,396303
498	5443,034321
499	5418,355428
500	5399,268272
501	5381,538878
502	5365,713150
503	5351,972565
504	5342,924520
505	5330,522317
506	5317,667960
507	5304,082956
508	5290,572304
509	5274,438397
510	5256,811667
511	5237,998636
512	5215,038587
513	5197,045875
514	5181,408334
515	5168,428258
516	5160,384147
517	5151,932068
518	5144,569131
519	5138,035659
520	5132,111887
521	5126,545274
522	5121,396932
523	5116,460926
524	5111,648446
525	5106,181972
526	5101,894108
527	5097,873344
528	5093,907556
529	5091,257695
530	5085,706520
531	5078,521215
532	5069,599230
533	5057,672283
534	5046,007901
535	5033,658367
536	5020,771644
537	5008,257208
538	4994,372437
539	4979,822464
540	4964,765770
541	4949,430985
542	4933,360693
543	4918,993484
544	4905,694070
545	4893,678885
546	4883,053118
547	4874,067873
548	4866,703787
549	4860,937864
550	4856,915299
551	4853,910676
552	4851,966597
553	4850,870389
554	4850,856136
555	4850,518534
556	4850,023338
557	4849,156005
558	4847,175509
559	4845,229116
560	4842,725744
561	4839,476171
562	4835,249735
563	4832,452477
564	4823,284364
565	4811,374545
566	4797,446587
567	4775,559392
568	4766,120001
569	4761,763801
570	4762,382682
571	4774,312287
572	4777,808974
573	4779,085535
574	4777,396643
575	4770,647155
576	4763,054947
577	4753,164120
578	4741,252142
579	4725,875400
580	4711,895641
581	4698,193516
582	4685,076966
583	4673,006390
584	4661,327144
585	4650,168475
586	4639,328551
587	4628,503993
588	4619,561236
589	4605,609018
590	4589,454391
591	4571,368155
592	4547,727607
593	4530,701287
594	4515,791644
595	4502,915763
596	4496,726778
597	4483,090332
598	4467,046043
599	4448,637057
600	4424,280284
601	4404,948038
602	4387,403069
603	4372,153820
604	4359,837618
605	4349,766731
606	4342,185902
607	4336,891465
608	4335,718493
609	4333,026302
610	4330,205634
611	4326,990935
612	4321,737991
613	4318,057146
614	4314,879757
615	4312,274046
616	4310,252243
617	4309,138578
618	4307,785792
619	4306,605943
620	4305,555075
621	4304,392325
622	4303,675719
623	4303,104050
624	4302,600905
625	4302,563396
626	4301,550395
627	4300,062299
628	4298,109842
629	4294,173472
630	4292,469154
631	4291,265260
632	4290,278794
633	4292,363978
634	4288,500904
635	4281,561475
636	4271,499027
637	4256,107379
638	4242,065983
639	4227,707771
640	4213,589256
641	4199,097096
642	4187,325501
643	4177,572837
644	4169,870741
645	4166,275571
646	4161,114821
647	4155,789016
648	4149,983529
649	4142,632571
650	4135,630030
651	4128,272681
652	4120,503356
653	4112,248484
654	4103,956807
655	4093,960411
656	4082,999232
657	4071,198764
658	4058,170384
659	4045,926208
660	4033,957332
661	4022,481040
662	4011,138256
663	4001,612570
664	3993,268166
665	3985,994367
666	3981,142904
667	3974,096472
668	3966,493337
669	3958,343517
670	3948,925639
671	3940,894919
672	3933,601794
673	3927,355367
674	3920,967089
675	3918,619877
676	3918,811824
677	3921,339831
678	3928,281262
679	3932,512298
680	3936,011078
681	3938,409538
682	3938,477274
683	3938,767003
684	3938,275090
685	3936,988930
686	3935,243545
687	3932,173671
688	3928,139079
689	3923,235573
690	3916,867317
691	3911,064499
692	3905,325229
693	3899,754481
694	3894,157852
695	3889,076853
696	3884,190873
697	3879,281437
698	3875,993770
699	3869,235097
700	3860,363238
701	3849,293158
702	3834,421863
703	3820,168906
704	3805,486381
705	3790,682534
706	3776,131964
707	3761,709451
708	3747,647761
709	3734,031954
710	3721,413180
711	3708,611840
712	3696,028679
713	3683,706268
714	3671,111881
715	3659,776146
716	3649,334781
717	3639,831185
718	3631,731367
719	3623,855620
720	3616,468187
721	3609,490464
722	3603,656525
723	3597,120315
724	3590,505164
725	3583,998929
726	3577,936867
727	3570,428277
728	3569,143010
729	3570,880906
730	3575,266892
731	3585,001200
732	3588,779213
733	3590,808148
734	3591,072167
735	3587,295797
736	3587,971483
737	3589,897053
738	3593,164210
739	3598,863215
740	3603,197998
741	3607,617871
742	3612,066631
743	3615,393964
744	3621,058314
745	3627,315957
746	3633,752533
747	3641,469248
748	3644,694721
749	3645,215258
750	3642,770862
751	3636,875705
752	3628,838581
753	3618,284595
754	3605,470765
755	3590,957732
756	3574,575267
757	3557,205805
758	3539,596096
759	3519,879936
760	3507,206777
761	3498,192629
762	3492,632975
763	3493,020533
764	3488,781039
765	3483,594756
766	3477,129765
767	3468,255691
768	3460,247629
769	3451,732347
770	3442,980952
771	3433,535537
772	3423,632847
773	3413,388546
774	3402,345122
775	3392,109670
776	3382,411683
777	3373,372641
778	3365,677508
779	3357,874839
780	3350,429536
781	3343,376964
782	3336,192306
783	3330,404298
784	3325,652416
785	3321,982899
786	3319,869158
787	3318,094317
788	3316,962923
789	3316,418326
790	3316,029129
791	3316,733123
792	3318,176182
793	3320,283248
794	3324,775049
795	3327,080098
796	3328,757530
797	3330,107519
798	3327,550696
799	3332,017496
800	3340,501304
801	3353,115939
802	3371,383699
803	3389,904665
804	3409,343063
805	3428,574360
806	3449,319080
807	3462,819179
808	3470,780646
809	3472,597118
810	3467,921046
811	3457,394043
812	3441,488584
813	3421,221192
814	3393,735296
815	3371,774249
816	3352,498074
817	3336,868910
818	3326,976622
819	3318,883053
820	3314,201404
821	3312,825283
822	3314,799961
823	3319,055793
824	3325,481220
825	3333,607395
826	3342,864049
827	3352,751866
828	3362,556831
829	3371,533482
830	3381,025150
831	3384,089261
832	3382,926636
833	3377,570716
834	3366,615673
835	3356,183039
836	3344,627432
837	3332,583575
838	3318,397897
839	3309,408259
840	3302,373632
841	3303,672303
842	3295,449622
843	3281,709034
844	3261,942576
845	3232,106761
846	3203,216501
847	3173,148590
848	3143,073860
849	3111,525857
850	3085,809176
851	3064,442914
852	3047,575677
853	3039,470498
854	3027,751649
855	3015,831912
856	3003,340435
857	2987,105592
858	2975,452933
859	2965,505605
860	2957,119815
861	2952,796533
862	2944,275247
863	2934,180894
864	2922,508371
865	2907,537152
866	2895,412109
867	2884,388681
868	2874,838297
869	2866,958302
870	2861,093558
871	2857,196904
872	2855,177814
873	2854,989488
874	2855,813774
875	2857,459617
876	2861,454568
877	2862,640936
878	2861,978500
879	2859,303618
880	2852,669125
881	2847,406725
882	2842,386879
883	2837,996955
884	2834,462363
885	2832,128331
886	2831,024014
887	2831,121814
888	2832,923063
889	2834,570317
890	2836,407417
891	2838,203684
892	2839,885554
893	2840,890211
894	2841,208664
895	2840,736597
896	2838,780036
897	2837,056286
898	2834,736425
899	2831,598765
900	2828,990733
901	2821,756527
902	2811,924309
903	2796,969693
904	2783,909474
905	2771,494480
906	2760,143050
907	2752,378224
908	2742,597264
909	2732,536083
910	2722,349182
911	2709,519674
912	2701,649757
913	2696,649511
914	2694,510379
915	2698,021302
916	2698,413691
917	2698,156638
918	2697,032112
919	2693,242509
920	2692,116837
921	2691,916246
922	2692,735571
923	2694,742729
924	2697,259537
925	2700,304441
926	2703,599617
927	2707,672462
928	2709,477545
929	2709,993145
930	2708,684217
931	2706,893599
932	2704,470200
933	2701,701560
934	2697,002501
935	2695,475128
936	2695,640279
937	2697,312034
938	2703,343137
939	2704,212797
940	2702,611034
941	2698,381453
942	2689,466798
943	2682,629567
944	2675,820299
945	2669,303422
946	2663,570186
947	2657,554721
948	2651,670386
949	2646,740588
950	2640,564759
951	2633,685730
952	2626,153530
953	2616,790148
954	2609,200068
955	2602,549189
956	2596,959077
957	2593,267391
958	2589,125606
959	2585,178377
960	2581,314923
961	2577,961321
962	2573,750772
963	2569,338153
964	2565,007091
965	2558,936165
966	2558,200507
967	2560,071528
968	2568,005463
969	2572,294889
970	2574,772311
971	2574,965086
972	2569,376071
973	2566,545229
974	2563,854802
975	2561,134900
976	2562,326971
977	2555,183313
978	2543,639958
979	2528,066004
980	2504,607925
981	2488,245115
982	2474,624882
983	2464,207656
984	2459,323846
985	2452,321177
986	2446,045886
987	2439,597796
988	2434,932208
989	2431,511864
990	2429,362504
991	2428,208915
992	2428,633024
993	2430,257720
994	2432,833163
995	2437,030375
996	2439,679309
997	2441,532371
998	2442,429335
999	2441,756591
1000	2441,339855
1001	2440,518098
1002	2439,399267
1003	2437,852518
1004	2435,940735
1005	2433,677380
1006	2431,250403
1007	2428,233306
1008	2424,812906
1009	2421,062607
1010	2416,820963
1011	2412,952196
1012	2409,302218
1013	2405,963072
1014	2403,027665
1015	2400,454193
1016	2398,296283
1017	2397,830624
1018	2396,084488
1019	2394,053376
1020	2392,097797
1021	2388,290517
1022	2389,805275
1023	2395,169009
1024	2404,767333
1025	2418,041758
1026	2436,447684
1027	2458,638049
1028	2483,450688
1029	2512,243506
1030	2534,249516
1031	2551,632443
1032	2564,188301
1033	2568,921963
1034	2566,191031
1035	2556,230593
1036	2536,494066
1037	2516,751422
1038	2495,310127
1039	2473,241021
1040	2452,067744
1041	2430,651485
1042	2410,335459
1043	2389,710189
1044	2373,821993
1045	2361,780868
1046	2353,441205
1047	2353,075016
1048	2347,725528
1049	2340,364017
1050	2330,726908
1051	2315,310232
1052	2305,138466
1053	2297,208946
1054	2291,925929
1055	2289,908727
1056	2289,454075
1057	2290,835074
1058	2295,773535
1059	2298,406351
1060	2299,721560
1061	2299,483836
1062	2295,372341
1063	2293,932458
1064	2293,344433
1065	2293,692171
1066	2296,547096
1067	2296,806430
1068	2296,224051
1069	2292,935459
1070	2291,727400
1071	2291,699844
1072	2292,964826
1073	2296,892667
1074	2299,453037
1075	2301,525735
1076	2302,878337
1077	2303,429106
1078	2303,065922
1079	2301,941976
1080	2300,292776
1081	2297,729781
1082	2296,966945
1083	2297,350288
1084	2299,168518
1085	2302,311143
1086	2306,859257
1087	2312,745642
1088	2320,749002
1089	2328,195484
1090	2335,912629
1091	2343,970756
1092	2351,322960
1093	2362,084581
1094	2374,727197
1095	2390,830576
1096	2405,793492
1097	2420,580753
1098	2435,025956
1099	2448,837802
1100	2463,070990
1101	2477,756156
1102	2493,343680
1103	2509,572772
1104	2529,539462
1105	2552,712878
1106	2582,798140
1107	2611,987164
1108	2643,377753
1109	2678,222105
1110	2709,433579
1111	2763,299461
1112	2832,180417
1113	2915,517379
1114	3009,991237
1115	3115,137359
1116	3223,667943
1117	3352,735899
1118	3432,235593
1119	3473,327980
1120	3472,144189
1121	3417,852315
1122	3344,039375
1123	3245,251020
1124	3115,759334
1125	2990,913605
1126	2871,622103
1127	2764,049335
1128	2675,204502
1129	2601,049041
1130	2544,846799
1131	2506,560196
1132	2491,686465
1133	2479,595931
1134	2475,602815
1135	2476,829904
1136	2487,158070
1137	2505,514465
1138	2532,166256
1139	2565,611498
1140	2611,382319
1141	2668,255207
1142	2736,356743
1143	2813,582600
1144	2904,852929
1145	3006,603164
1146	3116,356410
1147	3231,432241
1148	3347,678397
1149	3460,171828
1150	3574,314981
1151	3654,225112
1152	3705,258418
1153	3724,421355
1154	3709,113736
1155	3665,209859
1156	3593,154900
1157	3489,711043
1158	3377,839531
1159	3257,847142
1160	3135,271076
1161	3009,852898
1162	2901,516968
1163	2807,703869
1164	2736,707423
1165	2671,991933
1166	2616,307629
1167	2568,008378
1168	2528,044510
1169	2487,946662
1170	2448,788899
1171	2409,982917
1172	2368,891443
1173	2333,982563
1174	2302,457717
1175	2274,684244
1176	2250,171158
1177	2228,908769
1178	2210,613624
1179	2195,834038
1180	2181,447721
1181	2168,024303
1182	2155,123400
1183	2143,061203
1184	2131,732973
1185	2121,241086
1186	2112,050035
1187	2103,760780
1188	2097,047646
1189	2092,514382
1190	2090,235916
1191	2093,169822
1192	2101,321061
1193	2110,448861
1194	2133,460352
1195	2166,388556
1196	2207,703430
1197	2261,764895
1198	2304,378075
1199	2339,747322
1200	2366,982436
1201	2380,173374
1202	2379,534624
1203	2365,351009
1204	2333,659884
1205	2301,418497
1206	2266,082151
1207	2229,021387
1208	2194,007452
1209	2162,099246
1210	2134,285577
1211	2113,200175
1212	2093,299154
1213	2076,233781
1214	2061,901791
1215	2049,352974
1216	2041,209668
1217	2036,148239
1218	2035,069039
1219	2033,819978
1220	2032,718005
1221	2031,176337
1222	2029,338895
1223	2025,286214
1224	2019,670952
1225	2010,021847
1226	2003,653328
1227	1999,290404
1228	1997,109147
1229	1999,372619
1230	1998,648451
1231	1996,947992
1232	1992,117191
1233	1988,920260
1234	1986,386745
1235	1984,498694
1236	1985,454461
1237	1982,333631
1238	1977,178391
1239	1966,678504
1240	1959,519545
1241	1954,659174
1242	1952,421004
1243	1955,887688
1244	1955,964617
1245	1954,836039
1246	1952,309935
1247	1947,162319
1248	1944,151799
1249	1941,949245
1250	1940,012324
1251	1940,560662
1252	1942,882431
1253	1946,591487
1254	1953,350677
1255	1955,301727
1256	1954,697042
1257	1949,238695
1258	1945,006508
1259	1940,781451
1260	1936,875511
1261	1934,255741
1262	1930,471195
1263	1926,489054
1264	1921,526377
1265	1917,984026
1266	1915,351797
1267	1913,596040
1268	1913,902205
1269	1912,006130
1270	1909,296564
1271	1903,856385
1272	1901,146447
1273	1900,108976
1274	1900,810266
1275	1904,615707
1276	1906,462392
1277	1907,654315
1278	1907,603110
1279	1907,266298
1280	1906,499081
1281	1905,499959
1282	1903,944326
1283	1903,813854
1284	1904,725147
1285	1907,204736
1286	1910,260064
1287	1914,110173
1288	1918,701000
1289	1923,815166
1290	1929,866696
1291	1936,589476
1292	1944,143475
1293	1951,613059
1294	1959,003759
1295	1966,156996
1296	1973,207167
1297	1979,368934
1298	1984,942781
1299	1989,337625
1300	1994,617788
1301	2000,560643
1302	2007,351777
1303	2016,106438
1304	2023,959612
1305	2032,223774
1306	2039,948494
1307	2051,285633
1308	2065,966428
1309	2084,530083
1310	2105,486805
1311	2134,233312
1312	2168,131209
1313	2208,956895
1314	2246,614988
1315	2280,948429
1316	2309,642553
1317	2334,290391
1318	2342,109746
1319	2336,854896
1320	2313,827952
1321	2289,630302
1322	2262,759465
1323	2235,745969
1324	2208,596194
1325	2189,965313
1326	2178,014191
1327	2177,007361
1328	2174,181630
1329	2171,711198
1330	2168,812242
1331	2163,916896
1332	2156,689381
1333	2147,040705
1334	2133,786195
1335	2121,510464
1336	2109,703241
1337	2097,738260
1338	2089,244331
1339	2083,976328
1340	2081,927777
1341	2085,768783
1342	2086,275751
1343	2085,798073
1344	2082,219879
1345	2081,091620
1346	2081,970125
1347	2085,571645
1348	2092,231854
1349	2103,177061
1350	2118,434401
1351	2138,764979
1352	2162,456595
1353	2189,752858
1354	2220,454269
1355	2253,055069
1356	2291,096159
1357	2332,466352
1358	2379,224528
1359	2421,812298
1360	2461,211301
1361	2494,478414
1362	2525,740231
1363	2554,152366
1364	2579,639901
1365	2602,062741
1366	2620,974178
1367	2636,002923
1368	2647,972036
1369	2653,228719
1370	2651,916771
1371	2643,782405
1372	2629,439601
1373	2607,775400
1374	2580,175727
1375	2546,056864
1376	2511,900711
1377	2478,520429
1378	2447,865759
1379	2420,426483
1380	2401,804079
1381	2391,650364
1382	2392,015112
1383	2398,997667
1384	2413,407133
1385	2432,905000
1386	2461,083786
1387	2496,284467
1388	2536,982317
1389	2584,087327
1390	2626,378688
1391	2663,819090
1392	2695,204580
1393	2715,468907
1394	2723,702844
1395	2718,989768
1396	2702,568663
1397	2670,969252
1398	2627,431284
1399	2568,317719
1400	2514,222998
1401	2464,537550
1402	2423,363535
1403	2391,203196
1404	2369,929698
1405	2360,441486
1406	2362,610185
1407	2377,170270
1408	2402,701441
1409	2440,304217
1410	2480,612399
1411	2522,387211
1412	2562,892541
1413	2602,495815
1414	2630,615981
1415	2649,197388
1416	2653,259838
1417	2657,055055
1418	2658,371434
1419	2654,839321
1420	2654,889070
1421	2656,890706
1422	2659,184133
1423	2671,039579
1424	2654,045950
1425	2616,914014
1426	2550,643394
1427	2479,697038
1428	2402,433371
1429	2322,665398
1430	2242,795740
1431	2169,550979
1432	2104,198699
1433	2048,727053
1434	2003,998408
1435	1970,613783
1436	1951,156947
1437	1938,544097
1438	1933,125544
1439	1934,039796
1440	1938,857258
1441	1952,341707
1442	1971,861531
1443	1997,262280
1444	2024,297061
1445	2051,916467
1446	2080,453448
1447	2103,020258
1448	2118,838508
1449	2126,796472
1450	2125,934959
1451	2117,979309
1452	2103,197294
1453	2079,367725
1454	2056,744998
1455	2034,559215
1456	2015,558256
1457	1995,917449
1458	1976,054032
1459	1955,602050
1460	1935,622270
1461	1911,757681
1462	1885,297952
1463	1853,795449
1464	1825,211561
1465	1798,620635
1466	1776,710201
1467	1754,530022
1468	1732,460923
1469	1710,360284
1470	1687,150992
1471	1666,574166
1472	1647,949001
1473	1630,956409
1474	1617,061244
1475	1605,782207
1476	1596,650130
1477	1591,327326
1478	1581,274803
1479	1569,062775
1480	1551,536571
1481	1539,247425
1482	1529,848388
1483	1525,861553
1484	1521,092447
1485	1516,358547
1486	1510,656447
1487	1505,053700
1488	1499,356815
1489	1493,600187
1490	1488,065711
1491	1482,228375
1492	1476,455867
1493	1469,358960
1494	1465,327085
1495	1463,482719
1496	1466,621034
1497	1467,224267
1498	1465,447576
1499	1460,915864
1500	1451,005954
1501	1444,510083
1502	1439,387733
1503	1437,699801
1504	1434,489592
1505	1430,699802
1506	1425,317007
1507	1420,507800
1508	1416,159382
1509	1412,454688
1510	1409,566564
1511	1407,238880
1512	1405,479612
1513	1404,924234
1514	1403,417176
1515	1401,442071
1516	1397,910562
1517	1395,979409
1518	1395,450465
1519	1396,509167
1520	1399,715067
1521	1403,062299
1522	1406,954390
1523	1410,796310
1524	1415,406699
1525	1420,198596
1526	1426,811969
1527	1429,888943
1528	1430,327364
1529	1424,071359
1530	1421,503969
1531	1422,366524
1532	1426,869320
1533	1439,610516
1534	1443,882970
1535	1443,599443
1536	1434,237559
1537	1428,258928
1538	1423,693717
1539	1423,152509
1540	1421,928962
1541	1420,576094
1542	1418,842606
1543	1416,271608
1544	1413,971717
1545	1411,621348
1546	1409,418658
1547	1407,068764
1548	1404,791928
1549	1401,538829
1550	1400,446228
1551	1400,834157
1552	1405,108857
1553	1406,491538
1554	1405,141373
1555	1400,830538
1556	1391,270907
1557	1385,199056
1558	1380,663077
1559	1379,507010
1560	1377,358663
1561	1375,178292
1562	1372,345479
1563	1370,172144
1564	1368,512770
1565	1367,404965
1566	1367,065123
1567	1367,496639
1568	1368,660706
1569	1371,037808
1570	1372,844124
1571	1374,610645
1572	1375,718794
1573	1378,488547
1574	1382,664314
1575	1388,447625
1576	1395,855395
1577	1404,830562
1578	1416,268303
1579	1427,541889
1580	1438,642450
1581	1449,533203
1582	1459,626754
1583	1471,917998
1584	1486,176126
1585	1501,640946
1586	1522,091153
1587	1546,674598
1588	1574,563259
1589	1605,625175
1590	1638,034368
1591	1675,409693
1592	1701,816649
1593	1716,088800
1594	1716,713343
1595	1700,571195
1596	1678,917109
1597	1650,749223
1598	1615,622298
1599	1583,973087
1600	1555,696469
1601	1533,994740
1602	1514,591046
1603	1498,493989
1604	1485,997573
1605	1475,370610
1606	1466,341079
1607	1458,486228
1608	1451,429589
1609	1445,046553
1610	1439,113930
1611	1433,087774
1612	1428,098522
1613	1423,649199
1614	1420,223344
1615	1415,662358
1616	1410,176584
1617	1403,152083
1618	1395,851893
1619	1388,181129
1620	1380,661923
1621	1372,569920
1622	1364,144454
1623	1355,632443
1624	1346,404377
1625	1339,855844
1626	1335,193011
1627	1333,555537
1628	1331,175287
1629	1328,718933
1630	1325,269412
1631	1322,818629
1632	1320,960170
1633	1320,198816
1634	1319,201746
1635	1318,062938
1636	1315,869669
1637	1314,531722
1638	1313,883661
1639	1313,754856
1640	1315,503318
1641	1313,312681
1642	1308,768400
1643	1299,569216
1644	1293,783084
1645	1289,826008
1646	1290,374045
1647	1288,132646
1648	1284,323504
1649	1276,778267
1650	1271,044294
1651	1266,699929
1652	1265,419113
1653	1264,051047
1654	1262,727682
1655	1261,331822
1656	1258,729888
1657	1258,880420
1658	1260,439192
1659	1264,855298
1660	1266,197987
1661	1265,648066
1662	1261,473313
1663	1258,640382
1664	1256,326810
1665	1255,328694
1666	1253,973621
1667	1252,367381
1668	1250,937178
1669	1247,793336
1670	1243,046907
1671	1235,544388
1672	1228,355977
1673	1221,718754
1674	1215,950333
1675	1211,811419
1676	1207,031241
1677	1202,170824
1678	1196,816800
1679	1191,884677
1680	1187,029248
