User: Administrator
Title:	3 heliantina 5mM en falcon 2000ms 5aq_20200117-161930_OE1_CHANNEL1_Sample 20200117_161930_291
334	15247,333379
335	38357,141839
336	50956,263972
337	59791,920495
338	64288,246006
339	58067,339053
340	55231,311234
341	52131,352086
342	49349,161084
343	47271,310311
344	47729,845355
345	46738,964953
346	45870,462313
347	45109,423690
348	44453,513252
349	43863,285828
350	43336,427815
351	42863,569623
352	42437,554503
353	42025,910440
354	41696,107588
355	41413,947826
356	41173,560727
357	41002,472098
358	40810,727099
359	40622,628451
360	40434,321939
361	40207,893030
362	40025,263374
363	39862,640216
364	39721,331654
365	39601,133593
366	39516,173709
367	39424,025031
368	39337,880591
369	39255,450803
370	39175,958221
371	39095,603656
372	39014,426601
373	38932,164675
374	38849,135552
375	38758,953676
376	38682,295490
377	38611,596353
378	38547,230648
379	38492,277884
380	38438,722397
381	38389,035495
382	38342,669480
383	38297,383715
384	38256,316798
385	38217,397268
386	38179,648124
387	38141,864579
388	38113,119544
389	38064,527796
390	38007,517833
391	37943,085878
392	37848,567416
393	37786,861811
394	37736,807846
395	37698,465934
396	37699,328662
397	37670,222551
398	37630,035651
399	37576,641686
400	37509,556660
401	37411,421614
402	37332,694524
403	37254,763472
404	37178,308191
405	37123,295557
406	37040,620751
407	36949,017055
408	36850,355698
409	36708,209088
410	36616,936282
411	36550,235475
412	36509,296666
413	36492,110193
414	36534,359244
415	36522,108367
416	36494,927268
417	36450,148096
418	36363,997940
419	36294,931720
420	36223,118628
421	36149,932498
422	36082,394878
423	36006,721112
424	35927,818312
425	35845,915340
426	35761,426873
427	35675,095229
428	35587,336095
429	35499,304282
430	35412,201935
431	35317,094172
432	35240,743383
433	35173,885373
434	35115,998059
435	35086,629443
436	35034,629981
437	34974,894440
438	34906,625150
439	34830,539253
440	34730,902589
441	34659,521922
442	34597,236345
443	34544,733354
444	34512,203831
445	34471,635617
446	34432,401063
447	34393,511557
448	34354,449551
449	34314,378942
450	34273,351108
451	34231,572774
452	34183,939159
453	34143,655004
454	34107,475054
455	34075,841491
456	34048,796837
457	34026,732051
458	34006,968198
459	33989,271072
460	33972,309490
461	33961,848607
462	33938,150156
463	33906,700303
464	33866,795337
465	33813,926409
466	33758,944113
467	33699,257548
468	33635,962102
469	33570,255967
470	33499,957969
471	33435,846284
472	33374,636130
473	33316,710751
474	33268,471667
475	33213,229914
476	33157,605189
477	33102,097878
478	33034,068871
479	32987,251163
480	32950,022624
481	32921,555707
482	32923,099830
483	32898,533335
484	32862,635091
485	32813,892005
486	32752,504268
487	32666,098901
488	32596,374956
489	32529,499894
490	32467,604912
491	32404,581874
492	32361,125639
493	32329,046898
494	32306,446756
495	32317,139305
496	32291,487664
497	32249,880780
498	32190,684451
499	32094,913546
500	32008,975820
501	31921,200883
502	31834,435645
503	31751,059750
504	31667,343167
505	31599,895567
506	31541,982831
507	31492,098016
508	31471,785941
509	31415,077834
510	31345,224522
511	31262,543384
512	31138,508311
513	31052,280909
514	30978,900111
515	30919,572315
516	30901,606732
517	30857,447772
518	30806,952258
519	30749,034511
520	30684,309432
521	30596,717593
522	30541,094945
523	30496,385983
524	30462,752845
525	30451,452375
526	30427,548450
527	30402,893883
528	30376,330455
529	30340,966848
530	30312,226557
531	30283,614423
532	30254,372739
533	30232,053495
534	30194,700436
535	30148,894208
536	30094,525358
537	30024,288815
538	29957,927481
539	29891,073122
540	29825,284737
541	29761,861109
542	29702,681246
543	29646,223252
544	29594,199321
545	29547,192780
546	29506,285283
547	29470,212440
548	29439,969235
549	29415,858751
550	29394,142228
551	29385,017147
552	29384,258397
553	29390,927783
554	29411,014967
555	29424,455513
556	29435,888054
557	29443,803333
558	29442,978004
559	29442,328642
560	29438,097642
561	29429,677138
562	29416,331422
563	29402,631235
564	29372,394137
565	29332,585189
566	29284,229904
567	29220,077605
568	29166,956499
569	29116,338568
570	29069,280316
571	29027,701036
572	28987,527674
573	28949,662806
574	28913,046980
575	28887,632160
576	28843,601688
577	28790,804319
578	28729,668598
579	28643,037209
580	28578,288682
581	28521,629737
582	28473,893489
583	28447,110615
584	28410,419799
585	28371,103368
586	28327,006753
587	28276,333455
588	28220,558189
589	28150,411781
590	28069,551956
591	27978,871877
592	27870,955818
593	27773,149738
594	27676,544068
595	27582,098703
596	27497,349485
597	27403,254405
598	27307,696037
599	27211,416002
600	27110,790216
601	27019,660597
602	26934,795370
603	26857,448946
604	26783,716484
605	26726,202895
606	26680,377393
607	26645,153687
608	26637,468439
609	26609,695314
610	26575,567537
611	26534,768313
612	26462,518959
613	26422,014898
614	26396,047648
615	26385,586047
616	26389,556917
617	26422,361447
618	26428,979586
619	26429,239398
620	26421,885269
621	26401,171901
622	26384,079573
623	26364,997411
624	26345,349900
625	26318,199322
626	26308,212933
627	26306,316269
628	26311,724809
629	26333,908645
630	26340,201532
631	26340,043354
632	26331,648759
633	26315,358572
634	26287,001952
635	26248,405408
636	26200,843828
637	26135,379089
638	26082,117696
639	26033,361172
640	25990,745174
641	25956,331611
642	25927,075298
643	25903,336442
644	25883,742437
645	25880,531147
646	25857,821425
647	25825,292845
648	25782,566155
649	25710,260013
650	25657,902935
651	25612,289643
652	25574,313682
653	25543,273421
654	25529,377278
655	25492,484683
656	25447,134791
657	25392,388971
658	25328,970217
659	25255,623372
660	25175,260926
661	25090,908231
662	24987,158956
663	24922,566536
664	24875,763348
665	24845,807639
666	24856,713682
667	24828,841377
668	24790,458263
669	24741,300255
670	24662,484282
671	24613,546327
672	24574,615259
673	24547,123320
674	24541,397582
675	24530,115218
676	24523,220222
677	24520,602746
678	24509,618820
679	24523,973829
680	24549,855046
681	24584,643428
682	24649,416036
683	24674,695335
684	24680,956773
685	24666,790015
686	24612,757760
687	24572,844955
688	24531,173217
689	24489,969415
690	24454,495840
691	24415,729852
692	24377,292483
693	24339,061148
694	24301,537362
695	24262,041468
696	24220,586318
697	24176,333099
698	24136,500304
699	24080,666981
700	24015,504910
701	23942,021093
702	23843,102435
703	23767,661413
704	23702,417339
705	23648,042094
706	23625,535287
707	23579,951336
708	23526,261821
709	23463,366838
710	23373,793164
711	23301,558866
712	23234,815350
713	23174,555778
714	23133,926021
715	23080,722799
716	23023,652659
717	22962,153580
718	22891,047711
719	22824,301037
720	22759,531123
721	22698,532807
722	22637,201238
723	22590,858052
724	22556,558424
725	22534,774855
726	22525,046234
727	22530,612381
728	22535,398101
729	22543,908679
730	22554,486965
731	22568,796083
732	22575,827327
733	22579,536554
734	22580,366464
735	22572,176806
736	22578,668231
737	22590,579101
738	22607,591948
739	22632,974170
740	22651,910017
741	22668,805334
742	22682,430896
743	22692,869137
744	22695,767758
745	22692,225535
746	22682,210942
747	22663,471601
748	22644,432088
749	22622,005651
750	22596,361495
751	22570,202698
752	22535,423570
753	22496,079689
754	22453,096124
755	22404,247466
756	22361,790502
757	22322,064193
758	22285,744936
759	22254,180538
760	22224,235004
761	22197,196315
762	22172,832796
763	22148,618342
764	22130,450162
765	22114,073484
766	22097,500693
767	22087,938362
768	22052,779319
769	22004,866730
770	21928,268689
771	21864,614251
772	21804,424478
773	21749,378060
774	21711,144822
775	21663,076312
776	21612,405045
777	21558,678357
778	21498,634881
779	21441,131012
780	21384,735089
781	21330,696711
782	21275,966618
783	21232,051071
784	21196,570059
785	21169,819824
786	21157,772758
787	21144,409803
788	21133,685961
789	21124,931168
790	21112,000195
791	21108,999295
792	21111,029371
793	21117,361245
794	21133,797109
795	21141,270776
796	21144,076382
797	21141,180103
798	21129,853033
799	21116,023585
800	21098,263157
801	21077,388745
802	21048,296673
803	21027,340226
804	21009,651835
805	20994,950523
806	20993,852137
807	20975,016046
808	20948,222027
809	20913,687820
810	20860,438828
811	20822,736536
812	20790,585132
813	20764,834047
814	20753,924413
815	20734,415265
816	20714,195202
817	20693,186093
818	20665,662416
819	20649,073286
820	20637,402854
821	20630,456356
822	20632,312480
823	20628,459836
824	20623,217575
825	20615,991030
826	20604,588868
827	20594,491277
828	20583,491112
829	20571,546844
830	20557,053847
831	20544,126556
832	20530,364578
833	20514,791894
834	20502,133969
835	20473,150349
836	20435,237987
837	20389,189237
838	20330,233876
839	20280,773507
840	20233,587368
841	20190,917853
842	20150,176538
843	20112,221739
844	20076,622771
845	20047,218262
846	20012,037112
847	19973,747090
848	19931,910225
849	19884,610152
850	19837,185102
851	19788,788509
852	19740,361609
853	19686,884965
854	19644,603949
855	19608,488379
856	19577,908625
857	19561,718229
858	19530,604105
859	19492,735882
860	19447,324126
861	19388,554125
862	19333,487550
863	19277,009910
864	19219,959588
865	19168,132454
866	19108,077611
867	19046,899206
868	18986,979487
869	18917,789203
870	18882,098049
871	18864,895155
872	18865,170253
873	18893,934583
874	18904,298027
875	18911,437441
876	18908,105731
877	18906,494324
878	18902,916087
879	18897,779777
880	18889,890016
881	18884,193076
882	18880,032969
883	18877,970510
884	18876,795338
885	18880,647421
886	18888,000678
887	18898,216907
888	18914,631359
889	18924,467715
890	18930,554991
891	18932,020758
892	18928,022057
893	18919,509417
894	18906,380185
895	18889,250120
896	18863,017804
897	18845,422196
898	18829,865994
899	18815,424624
900	18809,542293
901	18782,557492
902	18744,808052
903	18689,335807
904	18633,708480
905	18575,116224
906	18515,420416
907	18455,052484
908	18398,523335
909	18346,095286
910	18298,585790
911	18258,800171
912	18220,889637
913	18186,834687
914	18156,649283
915	18129,785754
916	18107,992687
917	18090,776708
918	18078,174722
919	18069,249123
920	18066,338794
921	18068,128318
922	18073,994370
923	18084,246783
924	18094,393802
925	18104,767127
926	18114,327222
927	18124,320241
928	18126,986886
929	18125,154120
930	18113,836638
931	18106,848050
932	18101,181152
933	18097,423442
934	18096,737622
935	18096,195871
936	18096,012014
937	18095,249436
938	18098,319065
939	18089,388646
940	18073,203064
941	18050,083045
942	18013,097055
943	17986,546110
944	17962,669538
945	17941,584508
946	17928,474376
947	17904,354777
948	17875,831202
949	17840,133799
950	17803,702368
951	17765,448325
952	17726,146795
953	17685,016778
954	17646,749053
955	17610,724295
956	17577,320384
957	17546,170329
958	17518,227614
959	17492,495667
960	17468,011875
961	17448,631563
962	17418,652299
963	17382,725018
964	17340,817153
965	17289,308972
966	17242,383098
967	17195,667086
968	17153,485938
969	17107,709882
970	17061,297708
971	17015,101948
972	16961,525479
973	16923,901280
974	16895,847734
975	16876,841511
976	16877,003620
977	16862,027972
978	16841,002962
979	16812,831614
980	16771,834789
981	16735,323002
982	16697,955413
983	16660,614749
984	16624,845213
985	16588,815428
986	16554,294398
987	16518,319054
988	16490,594033
989	16468,784818
990	16452,633804
991	16450,467687
992	16437,332438
993	16420,648069
994	16400,938707
995	16366,606330
996	16356,586835
997	16358,199974
998	16370,767964
999	16404,082458
1000	16418,317300
1001	16426,352603
1002	16417,140697
1003	16415,523748
1004	16415,137389
1005	16416,129917
1006	16425,430080
1007	16422,744078
1008	16413,472142
1009	16397,386650
1010	16370,696215
1011	16346,487243
1012	16321,577300
1013	16297,020099
1014	16272,039029
1015	16251,999037
1016	16234,874528
1017	16228,190424
1018	16211,611807
1019	16189,858497
1020	16163,064240
1021	16121,172371
1022	16094,723658
1023	16075,710299
1024	16064,424966
1025	16070,890098
1026	16063,094198
1027	16051,276249
1028	16035,647980
1029	16008,155284
1030	15999,408681
1031	15998,391455
1032	16012,205423
1033	16020,836633
1034	16027,585683
1035	16030,542104
1036	16029,197723
1037	16019,833243
1038	16002,784187
1039	15978,094031
1040	15945,315758
1041	15908,743094
1042	15868,771730
1043	15819,438374
1044	15780,660774
1045	15749,513310
1046	15726,494815
1047	15721,907883
1048	15706,321431
1049	15686,449554
1050	15661,297553
1051	15627,042232
1052	15595,152625
1053	15563,268903
1054	15532,981700
1055	15500,414772
1056	15483,590065
1057	15476,069125
1058	15489,919606
1059	15491,781216
1060	15488,598696
1061	15479,668876
1062	15452,896372
1063	15443,616971
1064	15442,045468
1065	15448,430888
1066	15469,101388
1067	15480,800526
1068	15489,812186
1069	15495,326556
1070	15495,339866
1071	15489,938376
1072	15479,515351
1073	15458,846273
1074	15444,970847
1075	15434,020136
1076	15426,433115
1077	15428,364382
1078	15421,092638
1079	15410,977242
1080	15398,541872
1081	15379,877837
1082	15372,961458
1083	15371,958997
1084	15378,853194
1085	15388,737293
1086	15401,995591
1087	15417,295551
1088	15438,944728
1089	15449,250494
1090	15453,235640
1091	15451,254448
1092	15435,882914
1093	15436,229646
1094	15441,683605
1095	15462,537462
1096	15469,424644
1097	15468,622024
1098	15459,118150
1099	15435,710856
1100	15413,941005
1101	15389,916512
1102	15364,786991
1103	15337,020040
1104	15314,869081
1105	15294,969192
1106	15286,279807
1107	15262,500937
1108	15229,742143
1109	15188,033893
1110	15126,257001
1111	15080,769609
1112	15040,816764
1113	15006,165298
1114	14985,584330
1115	14943,701807
1116	14892,606922
1117	14825,335090
1118	14761,166635
1119	14696,738512
1120	14633,979400
1121	14571,873272
1122	14519,041938
1123	14473,307078
1124	14444,821747
1125	14408,600326
1126	14369,238018
1127	14326,890100
1128	14269,852732
1129	14234,587200
1130	14213,101925
1131	14206,472742
1132	14220,916747
1133	14235,613071
1134	14255,624758
1135	14281,052508
1136	14305,797622
1137	14329,749160
1138	14352,234754
1139	14367,167502
1140	14390,360649
1141	14416,740636
1142	14445,497709
1143	14481,624972
1144	14503,763630
1145	14518,084510
1146	14521,651074
1147	14521,572988
1148	14517,477716
1149	14511,199137
1150	14497,667330
1151	14498,294438
1152	14507,591558
1153	14525,246610
1154	14558,436754
1155	14577,156374
1156	14591,075422
1157	14592,479393
1158	14600,964520
1159	14611,860494
1160	14625,670029
1161	14643,657929
1162	14661,176971
1163	14678,629375
1164	14697,740179
1165	14710,011113
1166	14715,815071
1167	14714,145711
1168	14704,315341
1169	14686,790811
1170	14661,874356
1171	14630,483120
1172	14590,484926
1173	14553,832751
1174	14517,423559
1175	14485,251016
1176	14448,405752
1177	14409,261475
1178	14367,842781
1179	14322,199603
1180	14279,137090
1181	14236,669531
1182	14196,481714
1183	14154,348642
1184	14110,811233
1185	14065,482197
1186	14018,946939
1187	13968,830347
1188	13916,012472
1189	13860,957522
1190	13804,612018
1191	13747,695140
1192	13691,912573
1193	13632,560293
1194	13588,022985
1195	13554,865691
1196	13533,323996
1197	13529,765569
1198	13521,185340
1199	13513,912332
1200	13502,375974
1201	13498,186173
1202	13498,539055
1203	13503,380601
1204	13512,404795
1205	13524,139564
1206	13537,414874
1207	13556,427782
1208	13565,793717
1209	13566,757622
1210	13558,481218
1211	13537,120923
1212	13514,721330
1213	13489,645957
1214	13463,789881
1215	13436,448915
1216	13417,294277
1217	13404,304866
1218	13400,327281
1219	13398,575307
1220	13400,097388
1221	13403,920098
1222	13411,149912
1223	13414,584347
1224	13415,947485
1225	13409,911026
1226	13409,487373
1227	13411,500752
1228	13415,454400
1229	13427,569765
1230	13425,354483
1231	13415,157510
1232	13388,908709
1233	13367,443434
1234	13347,823245
1235	13331,177306
1236	13321,756166
1237	13308,266640
1238	13293,645845
1239	13278,677130
1240	13260,224626
1241	13238,995174
1242	13215,574470
1243	13184,652377
1244	13164,274910
1245	13149,906635
1246	13141,173513
1247	13144,915897
1248	13133,265062
1249	13115,783144
1250	13082,200888
1251	13063,090816
1252	13051,586883
1253	13048,167788
1254	13058,029068
1255	13060,564210
1256	13061,148134
1257	13060,098561
1258	13052,888221
1259	13040,721399
1260	13024,576681
1261	12997,825939
1262	12987,486072
1263	12984,983121
1264	13001,619242
1265	13004,835228
1266	13000,844847
1267	12988,705396
1268	12962,302193
1269	12943,021256
1270	12925,353628
1271	12910,658679
1272	12899,237001
1273	12891,419520
1274	12886,968513
1275	12888,386720
1276	12885,687154
1277	12881,611597
1278	12873,308715
1279	12868,041780
1280	12864,557449
1281	12863,256303
1282	12863,774134
1283	12867,412715
1284	12873,126573
1285	12885,091118
1286	12889,863121
1287	12889,828572
1288	12885,016747
1289	12869,900426
1290	12864,723793
1291	12863,801246
1292	12872,689970
1293	12877,097075
1294	12879,453661
1295	12879,036181
1296	12873,340129
1297	12869,194436
1298	12864,380724
1299	12861,310790
1300	12853,982223
1301	12844,004785
1302	12831,860923
1303	12815,448575
1304	12804,884271
1305	12797,908049
1306	12797,179163
1307	12797,402358
1308	12799,928863
1309	12804,739656
1310	12809,567849
1311	12821,426901
1312	12837,316200
1313	12862,018305
1314	12879,518318
1315	12892,667290
1316	12901,184816
1317	12900,841711
1318	12907,921988
1319	12917,863974
1320	12931,631248
1321	12947,445595
1322	12964,950163
1323	12982,870582
1324	13003,784966
1325	13012,802972
1326	13014,095919
1327	13002,173333
1328	12992,708382
1329	12982,299066
1330	12974,882788
1331	12962,714482
1332	12946,848900
1333	12927,130735
1334	12903,323518
1335	12877,306990
1336	12849,599644
1337	12814,222701
1338	12788,682480
1339	12770,171106
1340	12757,725209
1341	12762,656816
1342	12742,619795
1343	12707,801500
1344	12645,583146
1345	12587,356687
1346	12529,168265
1347	12473,273336
1348	12426,375357
1349	12372,957084
1350	12319,122704
1351	12259,464112
1352	12211,773364
1353	12173,151433
1354	12143,780772
1355	12127,936637
1356	12107,646181
1357	12087,048310
1358	12063,741717
1359	12040,208389
1360	12015,249353
1361	11988,152593
1362	11960,374372
1363	11931,888656
1364	11902,927539
1365	11874,203685
1366	11844,660699
1367	11815,032816
1368	11784,080058
1369	11756,283591
1370	11731,301631
1371	11709,315370
1372	11693,318793
1373	11674,084187
1374	11654,647762
1375	11631,443929
1376	11615,947448
1377	11606,821322
1378	11604,801134
1379	11610,462527
1380	11621,864764
1381	11638,517068
1382	11663,043131
1383	11683,265934
1384	11700,708958
1385	11711,574059
1386	11722,689802
1387	11733,357903
1388	11744,096482
1389	11753,625341
1390	11766,450806
1391	11780,725045
1392	11800,785619
1393	11812,167605
1394	11816,270674
1395	11812,356513
1396	11798,521009
1397	11782,224027
1398	11762,773775
1399	11735,779620
1400	11718,511103
1401	11707,601736
1402	11713,842980
1403	11709,934878
1404	11697,386410
1405	11674,946576
1406	11633,784816
1407	11601,947837
1408	11573,366454
1409	11553,646141
1410	11532,079750
1411	11510,630110
1412	11488,927959
1413	11465,547410
1414	11444,524092
1415	11424,466599
1416	11405,418891
1417	11386,412881
1418	11367,087966
1419	11348,219837
1420	11325,887795
1421	11299,969017
1422	11270,054287
1423	11235,103043
1424	11198,055903
1425	11158,373999
1426	11117,296909
1427	11073,133187
1428	11026,968589
1429	10979,641850
1430	10931,573489
1431	10886,299796
1432	10844,443743
1433	10804,655598
1434	10775,579111
1435	10755,732983
1436	10748,392235
1437	10744,622696
1438	10744,698247
1439	10747,273129
1440	10752,673547
1441	10755,899969
1442	10758,279024
1443	10753,747369
1444	10760,287369
1445	10773,683407
1446	10801,065780
1447	10822,388004
1448	10838,294517
1449	10846,985215
1450	10845,422613
1451	10840,965750
1452	10832,338260
1453	10816,923258
1454	10806,144288
1455	10798,579161
1456	10799,288160
1457	10797,032211
1458	10792,340622
1459	10784,468988
1460	10771,694498
1461	10758,996723
1462	10745,641249
1463	10730,623043
1464	10719,176095
1465	10710,783546
1466	10707,530973
1467	10704,685751
1468	10702,107621
1469	10699,097620
1470	10695,086915
1471	10689,812247
1472	10683,034130
1473	10672,429805
1474	10663,513600
1475	10654,755714
1476	10645,394776
1477	10638,569265
1478	10618,707520
1479	10590,596796
1480	10550,622220
1481	10512,622178
1482	10474,787983
1483	10437,892759
1484	10405,396610
1485	10377,573818
1486	10357,777697
1487	10338,696419
1488	10320,514992
1489	10302,799444
1490	10282,351292
1491	10268,471958
1492	10258,357944
1493	10255,215941
1494	10248,437290
1495	10239,133689
1496	10224,555004
1497	10209,209369
1498	10192,782129
1499	10175,645889
1500	10157,708413
1501	10140,102390
1502	10122,433990
1503	10107,524065
1504	10087,146727
1505	10063,256877
1506	10031,242439
1507	10004,562106
1508	9982,861943
1509	9967,014332
1510	9959,844705
1511	9951,661367
1512	9944,197568
1513	9938,522102
1514	9928,244886
1515	9914,590588
1516	9893,181227
1517	9876,733359
1518	9864,484515
1519	9857,232487
1520	9858,535793
1521	9856,828604
1522	9855,689095
1523	9851,700553
1524	9855,593129
1525	9864,838950
1526	9883,092213
1527	9899,934555
1528	9916,492838
1529	9927,417103
1530	9943,228613
1531	9962,695975
1532	9985,072483
1533	10014,746098
1534	10031,363929
1535	10038,582074
1536	10033,714868
1537	10021,898613
1538	10003,180979
1539	9974,197605
1540	9949,472695
1541	9928,988816
1542	9913,823184
1543	9907,808329
1544	9897,288328
1545	9885,359997
1546	9871,249955
1547	9854,197289
1548	9834,167234
1549	9808,752638
1550	9785,111775
1551	9762,210312
1552	9743,657294
1553	9720,881740
1554	9694,371600
1555	9664,024513
1556	9627,714628
1557	9594,826197
1558	9563,795989
1559	9536,126895
1560	9510,443848
1561	9487,532599
1562	9467,068443
1563	9450,259270
1564	9436,728995
1565	9427,910638
1566	9419,216567
1567	9410,431160
1568	9401,180107
1569	9390,562903
1570	9381,769485
1571	9374,485691
1572	9367,472965
1573	9366,154853
1574	9369,414431
1575	9379,890472
1576	9389,267662
1577	9397,877043
1578	9402,764316
1579	9408,275036
1580	9413,789539
1581	9419,008257
1582	9425,216663
1583	9425,975540
1584	9422,456594
1585	9413,203949
1586	9401,676965
1587	9387,312862
1588	9370,905164
1589	9351,588573
1590	9329,929081
1591	9306,273666
1592	9281,419302
1593	9256,049415
1594	9230,982052
1595	9206,336257
1596	9185,392861
1597	9168,160569
1598	9155,317655
1599	9146,810622
1600	9142,840640
1601	9144,555671
1602	9148,672481
1603	9155,709792
1604	9162,356885
1605	9176,579854
1606	9197,271183
1607	9223,652367
1608	9257,271893
1609	9285,264454
1610	9308,889059
1611	9324,723168
1612	9335,660382
1613	9338,914905
1614	9337,448077
1615	9318,002442
1616	9282,881339
1617	9228,366519
1618	9167,627167
1619	9101,744360
1620	9032,381117
1621	8966,025470
1622	8904,928380
1623	8851,023921
1624	8805,314192
1625	8768,356737
1626	8739,447679
1627	8722,151626
1628	8700,742598
1629	8677,692597
1630	8648,668547
1631	8624,376341
1632	8603,443774
1633	8585,397104
1634	8573,587540
1635	8567,245603
1636	8569,923543
1637	8569,710054
1638	8565,468864
1639	8555,748988
1640	8538,476179
1641	8519,191119
1642	8497,251732
1643	8470,751025
1644	8449,898790
1645	8432,934907
1646	8425,462906
1647	8411,658235
1648	8394,398368
1649	8367,502881
1650	8348,157086
1651	8335,035476
1652	8333,861764
1653	8332,534666
1654	8331,069485
1655	8328,554539
1656	8322,434121
1657	8320,632230
1658	8320,921519
1659	8323,418176
1660	8327,312928
1661	8332,049089
1662	8338,909644
1663	8340,815779
1664	8338,497502
1665	8329,352192
1666	8319,595764
1667	8308,466836
1668	8297,840431
1669	8284,049590
1670	8267,645986
1671	8247,602995
1672	8227,148709
1673	8206,763462
1674	8187,071039
1675	8168,255892
1676	8151,226407
1677	8135,651904
1678	8121,665853
1679	8107,070919
