User: Administrator
Title:	AuST dried Heliantina 50mM sinL 20000ms 5av_in_20200117-163238_OE1_CHANNEL1_Sample 20200117_163238_784
334	6056,496467
335	15238,745730
336	20237,997935
337	23737,229009
338	25507,152754
339	23010,984681
340	21857,040857
341	20593,963469
342	19452,926957
343	18587,523665
344	18730,831137
345	18286,422937
346	17884,278911
347	17519,463566
348	17181,622186
349	16881,856951
350	16612,569602
351	16371,362749
352	16156,026303
353	15961,610920
354	15793,744318
355	15647,197752
356	15519,706087
357	15415,709007
358	15316,386146
359	15225,681395
360	15142,018710
361	15057,670616
362	14987,063149
363	14925,292156
364	14872,183093
365	14827,396298
366	14790,261294
367	14760,518136
368	14737,144262
369	14719,098097
370	14709,923571
371	14697,273249
372	14683,892796
373	14668,920537
374	14651,870633
375	14629,023512
376	14610,159785
377	14591,152254
378	14571,896633
379	14555,271986
380	14533,424612
381	14509,218536
382	14482,811925
383	14450,736205
384	14422,449661
385	14395,551444
386	14370,538339
387	14347,709829
388	14331,293064
389	14310,503096
390	14290,276269
391	14271,344842
392	14243,491957
393	14235,256606
394	14236,742447
395	14247,528691
396	14283,692558
397	14303,566941
398	14318,254530
399	14326,372682
400	14327,607844
401	14311,247125
402	14308,631174
403	14308,375017
404	14311,093690
405	14322,354790
406	14328,867353
407	14335,376593
408	14341,838725
409	14341,500212
410	14350,143081
411	14362,594123
412	14378,349637
413	14396,266979
414	14424,989870
415	14435,194436
416	14436,868828
417	14429,409773
418	14410,964135
419	14387,377153
420	14358,292572
421	14325,768134
422	14278,709289
423	14250,980362
424	14234,639604
425	14231,275960
426	14241,324215
427	14274,186984
428	14301,541575
429	14333,398663
430	14368,732139
431	14403,138047
432	14444,990620
433	14490,160484
434	14537,795083
435	14588,760889
436	14637,416121
437	14684,005176
438	14727,249921
439	14765,909377
440	14801,197709
441	14825,480035
442	14840,913766
443	14847,226019
444	14840,304654
445	14831,186303
446	14815,971144
447	14794,826472
448	14773,404355
449	14738,320121
450	14694,605877
451	14642,973921
452	14578,568896
453	14516,655389
454	14454,817347
455	14394,857304
456	14338,351716
457	14283,502863
458	14239,523751
459	14203,431659
460	14174,952225
461	14162,689884
462	14142,015647
463	14120,597119
464	14097,817633
465	14065,698328
466	14042,884322
467	14023,569574
468	14007,871030
469	13995,473731
470	13986,585028
471	13977,457327
472	13967,792934
473	13955,885286
474	13950,910578
475	13922,490243
476	13881,087986
477	13827,019149
478	13745,754417
479	13678,374671
480	13612,976557
481	13551,147245
482	13505,645955
483	13449,274272
484	13391,107716
485	13331,667059
486	13272,175450
487	13203,730422
488	13157,815626
489	13123,230049
490	13100,275759
491	13094,149284
492	13088,649083
493	13087,958055
494	13090,251778
495	13102,900874
496	13101,726003
497	13093,732965
498	13078,800481
499	13044,064587
500	13022,893951
501	13006,886401
502	12997,611031
503	12995,928012
504	13007,268127
505	13016,884402
506	13030,726237
507	13048,705881
508	13072,912003
509	13098,271894
510	13127,477464
511	13161,513360
512	13193,620791
513	13245,209320
514	13310,144394
515	13389,017547
516	13485,400067
517	13590,026850
518	13704,628591
519	13827,764707
520	13957,783855
521	14084,542051
522	14228,871783
523	14376,422771
524	14521,430631
525	14681,598828
526	14782,761108
527	14846,082442
528	14867,663446
529	14841,489036
530	14778,783532
531	14677,486343
532	14541,336695
533	14359,880977
534	14177,338624
535	13986,902794
536	13794,888199
537	13602,539335
538	13425,130540
539	13263,430961
540	13120,459069
541	12998,031474
542	12901,464408
543	12817,303155
544	12750,438395
545	12699,699699
546	12667,066370
547	12641,258594
548	12624,305548
549	12614,519865
550	12610,161006
551	12610,236474
552	12613,237973
553	12617,930653
554	12624,414577
555	12628,720705
556	12631,127340
557	12631,105268
558	12625,144072
559	12620,695750
560	12615,233450
561	12608,609626
562	12600,496314
563	12594,048123
564	12578,336723
565	12557,942123
566	12533,346531
567	12500,466713
568	12474,048135
569	12449,313598
570	12426,785537
571	12407,973928
572	12389,295685
573	12371,803416
574	12355,031614
575	12342,116756
576	12323,137917
577	12301,176652
578	12276,213506
579	12243,488271
580	12215,914195
581	12189,767479
582	12165,375550
583	12144,768140
584	12122,957791
585	12101,003184
586	12078,338934
587	12054,354580
588	12031,126214
589	12000,274671
590	11965,161365
591	11926,174580
592	11879,728510
593	11838,978404
594	11799,664254
595	11762,294993
596	11729,608943
597	11695,007025
598	11661,218842
599	11628,417793
600	11597,178059
601	11567,153694
602	11539,168414
603	11513,911142
604	11487,496863
605	11472,334859
606	11464,726615
607	11464,685480
608	11478,936680
609	11489,347513
610	11501,063271
611	11513,680717
612	11518,222529
613	11536,033602
614	11560,532072
615	11591,312673
616	11627,152024
617	11673,822187
618	11706,221165
619	11732,727335
620	11752,407019
621	11765,262271
622	11770,887515
623	11770,706412
624	11766,509472
625	11749,851325
626	11752,883330
627	11765,241810
628	11787,506390
629	11821,623180
630	11859,444526
631	11901,156615
632	11943,613515
633	11999,222476
634	12022,646382
635	12026,848289
636	12010,775187
637	11963,530091
638	11916,235913
639	11861,119728
640	11801,146023
641	11731,850244
642	11674,023859
643	11623,431723
644	11581,163108
645	11558,500430
646	11527,952674
647	11497,566330
648	11466,805490
649	11429,222065
650	11400,375810
651	11376,025511
652	11356,530316
653	11341,865464
654	11332,456307
655	11325,092730
656	11319,933876
657	11315,829103
658	11317,118443
659	11306,153002
660	11289,694529
661	11268,302569
662	11234,381798
663	11214,988776
664	11200,535968
665	11191,284432
666	11194,342620
667	11187,948885
668	11180,226181
669	11171,290345
670	11157,126585
671	11151,341300
672	11149,784141
673	11153,123029
674	11163,776195
675	11176,790303
676	11194,522688
677	11217,367418
678	11241,831681
679	11278,594458
680	11323,718794
681	11376,657813
682	11441,743281
683	11503,693228
684	11566,308073
685	11628,495308
686	11684,699062
687	11746,278510
688	11808,011495
689	11868,659255
690	11930,761949
691	11981,889468
692	12023,791497
693	12054,658370
694	12074,457481
695	12078,136386
696	12066,114250
697	12037,951308
698	11998,765245
699	11937,023804
700	11858,594345
701	11766,364997
702	11643,633827
703	11545,028043
704	11457,963948
705	11384,922219
706	11344,935932
707	11292,958733
708	11242,029491
709	11191,253899
710	11128,769479
711	11083,082569
712	11045,692944
713	11016,394022
714	11006,199209
715	10984,906864
716	10959,758483
717	10929,681826
718	10888,228025
719	10850,827840
720	10814,076188
721	10779,278504
722	10745,391954
723	10718,862942
724	10698,985956
725	10686,326249
726	10681,029791
727	10682,923130
728	10691,017479
729	10704,368320
730	10721,499196
731	10745,965268
732	10759,487383
733	10768,379841
734	10772,508737
735	10769,003616
736	10769,672215
737	10770,973402
738	10774,053223
739	10775,457285
740	10789,910260
741	10811,097549
742	10837,797003
743	10874,850630
744	10898,464761
745	10915,905886
746	10925,758728
747	10928,297358
748	10919,881852
749	10902,597805
750	10877,840808
751	10839,726430
752	10814,908205
753	10794,028955
754	10777,355492
755	10772,140743
756	10753,319583
757	10731,272073
758	10706,673432
759	10674,506938
760	10656,140025
761	10643,899458
762	10638,053035
763	10639,149880
764	10643,328662
765	10650,449088
766	10658,655316
767	10673,537081
768	10668,736309
769	10654,483789
770	10616,074756
771	10591,223766
772	10570,869003
773	10556,009875
774	10560,188768
775	10550,179332
776	10534,628860
777	10513,025589
778	10476,503268
779	10448,481447
780	10423,661142
781	10403,336396
782	10389,393786
783	10379,417785
784	10374,074312
785	10372,811063
786	10380,042879
787	10382,079043
788	10382,119366
789	10379,740363
790	10370,646478
791	10366,114566
792	10363,323149
793	10362,868538
794	10363,363395
795	10369,272372
796	10378,876902
797	10391,434202
798	10412,960937
799	10424,072071
800	10429,731594
801	10429,420677
802	10417,777911
803	10409,648586
804	10401,036449
805	10392,716332
806	10386,616680
807	10379,596959
808	10373,228570
809	10367,827838
810	10363,942302
811	10361,400053
812	10360,817448
813	10362,670783
814	10365,012695
815	10374,818427
816	10389,816395
817	10409,783440
818	10435,882544
819	10462,358036
820	10489,974357
821	10517,577555
822	10545,854070
823	10568,450773
824	10586,508742
825	10599,441201
826	10605,085565
827	10608,677865
828	10607,980696
829	10602,823879
830	10593,393806
831	10578,165280
832	10557,375986
833	10530,771731
834	10501,202385
835	10459,564197
836	10410,483509
837	10355,444780
838	10290,895803
839	10236,926804
840	10187,512208
841	10145,711062
842	10107,030422
843	10072,826083
844	10042,635781
845	10019,916077
846	9993,725131
847	9966,499618
848	9937,867106
849	9903,152503
850	9874,467483
851	9848,255495
852	9824,544917
853	9807,653887
854	9785,198164
855	9760,891763
856	9734,749460
857	9702,615459
858	9677,271071
859	9654,923930
860	9635,780551
861	9623,431251
862	9607,293213
863	9590,959498
864	9574,499041
865	9555,025368
866	9542,197510
867	9532,730092
868	9526,581211
869	9526,930807
870	9523,035307
871	9518,991935
872	9515,150801
873	9507,462701
874	9511,312052
875	9520,626151
876	9543,004129
877	9558,338837
878	9571,142647
879	9580,953305
880	9579,841127
881	9588,554814
882	9601,718319
883	9619,652111
884	9648,391184
885	9671,061327
886	9692,157669
887	9711,202216
888	9723,609419
889	9741,515034
890	9760,884601
891	9781,535238
892	9806,216888
893	9825,182407
894	9841,087505
895	9853,494556
896	9860,086390
897	9866,869269
898	9871,317734
899	9873,096143
900	9873,013884
901	9866,525156
902	9854,750535
903	9841,311775
904	9816,906457
905	9784,453911
906	9745,067899
907	9689,901824
908	9647,353355
909	9611,709754
910	9584,306070
911	9575,532034
912	9559,230498
913	9543,329814
914	9527,868147
915	9505,949114
916	9498,986829
917	9500,738187
918	9511,491598
919	9533,057191
920	9558,063810
921	9587,409077
922	9619,316228
923	9655,569075
924	9683,094204
925	9704,872925
926	9720,046309
927	9725,761676
928	9730,237248
929	9730,093134
930	9729,019652
931	9718,352111
932	9701,156495
933	9678,424703
934	9642,165451
935	9618,337935
936	9600,301904
937	9588,313141
938	9593,227762
939	9582,244115
940	9565,451069
941	9542,819613
942	9505,965045
943	9483,256120
944	9465,626058
945	9453,386805
946	9450,817921
947	9442,219369
948	9432,670855
949	9421,456757
950	9408,420069
951	9393,433319
952	9376,695454
953	9356,466844
954	9338,795613
955	9322,595959
956	9308,377209
957	9296,297355
958	9286,915478
959	9280,000269
960	9275,252820
961	9274,237735
962	9270,621121
963	9266,154247
964	9260,646748
965	9253,713070
966	9246,969195
967	9240,298700
968	9229,936823
969	9226,553038
970	9227,547797
971	9232,578763
972	9247,317655
973	9253,510802
974	9255,085787
975	9251,106277
976	9237,250262
977	9224,316788
978	9208,713552
979	9190,462388
980	9173,360761
981	9146,030311
982	9113,288148
983	9076,299709
984	9031,573032
985	8997,700975
986	8969,151129
987	8951,016568
988	8932,754471
989	8917,420502
990	8904,965996
991	8894,693745
992	8889,122176
993	8887,925367
994	8891,557690
995	8898,898205
996	8914,711116
997	8937,482769
998	8966,996713
999	9002,323527
1000	9043,592738
1001	9088,975371
1002	9140,408075
1003	9186,872614
1004	9228,726811
1005	9264,026554
1006	9292,422167
1007	9309,645830
1008	9316,090433
1009	9311,731662
1010	9295,936224
1011	9273,220023
1012	9243,911095
1013	9209,925652
1014	9170,871217
1015	9136,943851
1016	9107,035397
1017	9081,199017
1018	9064,599019
1019	9056,887816
1020	9058,156564
1021	9070,607852
1022	9085,909140
1023	9104,900712
1024	9125,929916
1025	9150,064089
1026	9168,009628
1027	9181,411056
1028	9189,640197
1029	9190,579041
1030	9190,820489
1031	9188,216219
1032	9182,550344
1033	9175,757204
1034	9167,758033
1035	9158,815922
1036	9149,787185
1037	9138,898468
1038	9126,822659
1039	9113,642213
1040	9100,273679
1041	9084,726340
1042	9068,280634
1043	9047,495942
1044	9032,500430
1045	9021,568778
1046	9014,827585
1047	9017,610405
1048	9014,493955
1049	9009,068091
1050	9000,950864
1051	8986,583151
1052	8976,849824
1053	8968,761483
1054	8962,743627
1055	8960,361306
1056	8957,476574
1057	8955,840309
1058	8952,817370
1059	8955,343905
1060	8961,526130
1061	8970,932665
1062	8987,225201
1063	8997,277495
1064	9004,029347
1065	9006,907716
1066	9004,847397
1067	9001,267358
1068	8995,820746
1069	8985,563535
1070	8980,948918
1071	8980,688737
1072	8985,402295
1073	8998,734823
1074	9011,041424
1075	9024,651068
1076	9039,110313
1077	9054,764519
1078	9070,035156
1079	9085,866012
1080	9102,971592
1081	9119,340690
1082	9145,675805
1083	9178,585566
1084	9220,370951
1085	9264,957423
1086	9313,372335
1087	9364,840248
1088	9419,958462
1089	9474,219450
1090	9528,490066
1091	9582,594052
1092	9635,213259
1093	9691,155239
1094	9748,846828
1095	9810,982978
1096	9871,491940
1097	9932,607501
1098	9995,135715
1099	10058,631404
1100	10129,482082
1101	10207,882250
1102	10295,768477
1103	10389,126868
1104	10507,639929
1105	10643,790315
1106	10801,813399
1107	10963,540574
1108	11129,154796
1109	11294,009718
1110	11457,063501
1111	11602,991873
1112	11731,047421
1113	11837,475334
1114	11925,533214
1115	11974,327846
1116	11992,530682
1117	11971,559018
1118	11946,610783
1119	11915,324942
1120	11884,259496
1121	11853,249432
1122	11845,378061
1123	11858,294237
1124	11903,586340
1125	11960,118813
1126	12032,247299
1127	12119,216999
1128	12216,604028
1129	12334,201078
1130	12468,419665
1131	12618,237780
1132	12781,377551
1133	12957,236818
1134	13142,067871
1135	13333,215393
1136	13523,130865
1137	13707,203386
1138	13879,551510
1139	14039,226287
1140	14165,727002
1141	14257,354422
1142	14308,666363
1143	14322,540532
1144	14274,312963
1145	14171,871004
1146	14009,519700
1147	13812,220153
1148	13581,829615
1149	13326,816619
1150	13046,642221
1151	12777,523123
1152	12519,257647
1153	12279,195943
1154	12065,482273
1155	11874,965091
1156	11713,997784
1157	11587,878578
1158	11491,331123
1159	11427,670990
1160	11397,865713
1161	11401,470578
1162	11442,426224
1163	11519,536754
1164	11629,098897
1165	11777,535026
1166	11960,982176
1167	12176,249184
1168	12410,687521
1169	12679,069270
1170	12965,388703
1171	13257,253216
1172	13565,302802
1173	13793,680041
1174	13960,326045
1175	14057,504656
1176	14079,807054
1177	14028,632757
1178	13909,663963
1179	13709,989900
1180	13507,897307
1181	13293,335175
1182	13070,232907
1183	12866,181495
1184	12683,833423
1185	12526,824619
1186	12412,401398
1187	12292,484002
1188	12178,410429
1189	12067,262253
1190	11957,324948
1191	11846,468538
1192	11734,917468
1193	11619,314909
1194	11511,575019
1195	11410,613550
1196	11318,393681
1197	11236,081280
1198	11167,327342
1199	11112,840514
1200	11070,950673
1201	11048,963506
1202	11045,221652
1203	11058,850014
1204	11090,202239
1205	11130,402683
1206	11178,143282
1207	11236,212788
1208	11285,666480
1209	11326,073959
1210	11354,720397
1211	11367,363499
1212	11371,188947
1213	11364,534466
1214	11348,692702
1215	11321,353042
1216	11297,018866
1217	11272,281242
1218	11250,392881
1219	11225,022216
1220	11197,695819
1221	11167,956016
1222	11139,050602
1223	11099,956181
1224	11055,202152
1225	10997,389447
1226	10950,398177
1227	10910,733794
1228	10879,576581
1229	10864,282568
1230	10843,245721
1231	10822,975166
1232	10797,791602
1233	10781,675027
1234	10772,296617
1235	10770,028146
1236	10779,648173
1237	10786,788713
1238	10795,506789
1239	10801,764381
1240	10815,866182
1241	10836,853576
1242	10865,581111
1243	10902,900182
1244	10947,726878
1245	11000,076250
1246	11059,295897
1247	11127,814404
1248	11194,328668
1249	11262,734363
1250	11327,090694
1251	11405,232771
1252	11492,998167
1253	11590,413395
1254	11699,362827
1255	11809,623361
1256	11922,560355
1257	12039,929564
1258	12150,632740
1259	12256,000483
1260	12355,551643
1261	12440,622744
1262	12538,529252
1263	12638,446420
1264	12754,921402
1265	12841,422382
1266	12906,466036
1267	12949,072091
1268	12957,538466
1269	12974,586741
1270	12988,903586
1271	13008,038979
1272	13018,140140
1273	13023,017315
1274	13022,658829
1275	13016,996959
1276	13007,338737
1277	12993,996797
1278	12977,819039
1279	12959,550330
1280	12940,325359
1281	12921,399596
1282	12899,484339
1283	12889,157857
1284	12885,864403
1285	12898,715509
1286	12901,304886
1287	12898,216370
1288	12888,862899
1289	12865,813719
1290	12854,804010
1291	12848,706043
1292	12853,754564
1293	12855,290566
1294	12856,294349
1295	12856,442135
1296	12852,262997
1297	12854,993071
1298	12861,048656
1299	12876,923229
1300	12885,423593
1301	12890,677937
1302	12893,592087
1303	12883,729399
1304	12900,154445
1305	12930,342337
1306	12989,534120
1307	13031,463477
1308	13063,346440
1309	13082,745836
1310	13080,209796
1311	13084,026757
1312	13085,320377
1313	13094,094780
1314	13086,041926
1315	13068,496254
1316	13043,856099
1317	13003,300983
1318	12991,452000
1319	12997,047810
1320	13029,044704
1321	13066,213783
1322	13112,100817
1323	13164,149528
1324	13223,847048
1325	13276,202623
1326	13324,907667
1327	13361,490536
1328	13409,425937
1329	13462,892740
1330	13529,591910
1331	13590,837071
1332	13648,218869
1333	13700,799678
1334	13745,952791
1335	13792,294194
1336	13839,217356
1337	13880,473035
1338	13937,033942
1339	14006,281337
1340	14087,712269
1341	14192,333816
1342	14278,753111
1343	14356,109835
1344	14413,775140
1345	14474,358155
1346	14534,093066
1347	14594,055475
1348	14659,274800
1349	14716,636591
1350	14771,210121
1351	14815,769849
1352	14872,829754
1353	14938,299357
1354	15012,000988
1355	15098,499063
1356	15175,562477
1357	15247,276051
1358	15312,380314
1359	15366,113560
1360	15408,204243
1361	15437,591452
1362	15456,648760
1363	15466,479734
1364	15469,160817
1365	15463,326938
1366	15462,790065
1367	15467,078200
1368	15477,760149
1369	15498,029952
1370	15528,374939
1371	15568,772056
1372	15626,190153
1373	15677,575211
1374	15730,133702
1375	15772,533303
1376	15838,466306
1377	15922,701096
1378	16025,944767
1379	16156,347278
1380	16282,434583
1381	16412,331214
1382	16538,579140
1383	16677,256318
1384	16823,587307
1385	16976,335615
1386	17134,908543
1387	17296,671999
1388	17458,243754
1389	17618,079567
1390	17763,565063
1391	17891,677111
1392	18002,802318
1393	18077,767778
1394	18115,237926
1395	18112,294393
1396	18072,630838
1397	17983,619132
1398	17854,458341
1399	17669,260695
1400	17497,771806
1401	17333,168220
1402	17195,617364
1403	17056,536372
1404	16920,788964
1405	16787,898416
1406	16656,652401
1407	16531,097843
1408	16410,967725
1409	16297,185761
1410	16190,988839
1411	16093,572729
1412	16006,275474
1413	15927,500907
1414	15867,393897
1415	15823,325356
1416	15791,887560
1417	15778,879021
1418	15779,052551
1419	15796,587558
1420	15804,111852
1421	15797,630744
1422	15770,115650
1423	15724,457349
1424	15632,301950
1425	15500,632909
1426	15320,794315
1427	15128,264979
1428	14925,173839
1429	14721,351370
1430	14518,423274
1431	14351,632687
1432	14218,490245
1433	14126,751781
1434	14067,662951
1435	14043,207103
1436	14053,508445
1437	14087,362086
1438	14140,464719
1439	14206,197929
1440	14284,905898
1441	14346,805216
1442	14393,743898
1443	14414,622159
1444	14425,713955
1445	14420,497155
1446	14404,757840
1447	14360,237937
1448	14288,827339
1449	14191,204926
1450	14063,139974
1451	13928,988085
1452	13786,895130
1453	13639,015962
1454	13494,922292
1455	13356,291649
1456	13228,671296
1457	13105,343079
1458	12987,722787
1459	12875,881282
1460	12771,150086
1461	12670,520856
1462	12575,698896
1463	12482,165672
1464	12405,094272
1465	12342,007150
1466	12298,592934
1467	12260,192483
1468	12226,196622
1469	12194,517998
1470	12162,791285
1471	12132,977987
1472	12103,970101
1473	12073,305026
1474	12047,572691
1475	12025,571792
1476	12007,152682
1477	11995,717891
1478	11977,844345
1479	11958,495275
1480	11933,223611
1481	11920,190597
1482	11916,347387
1483	11924,256491
1484	11940,429692
1485	11965,206809
1486	11995,682792
1487	12034,470702
1488	12078,911780
1489	12125,897011
1490	12176,174871
1491	12211,123117
1492	12230,190510
1493	12235,816500
1494	12208,540853
1495	12151,025082
1496	12053,244199
1497	11944,804445
1498	11828,019402
1499	11708,433318
1500	11592,092207
1501	11477,687395
1502	11369,348120
1503	11268,523499
1504	11178,287541
1505	11099,093201
1506	11032,520102
1507	10974,667671
1508	10924,907215
1509	10881,753695
1510	10846,785822
1511	10808,905507
1512	10770,381871
1513	10727,781321
1514	10691,310207
1515	10659,774637
1516	10631,955633
1517	10614,270741
1518	10605,921164
1519	10606,197959
1520	10619,314869
1521	10624,927463
1522	10628,025964
1523	10622,628977
1524	10625,774221
1525	10633,706657
1526	10650,586629
1527	10666,477536
1528	10682,883648
1529	10694,948167
1530	10713,051066
1531	10736,208957
1532	10763,858916
1533	10799,485050
1534	10825,872114
1535	10845,485802
1536	10857,223166
1537	10859,670384
1538	10853,411322
1539	10834,728310
1540	10817,397969
1541	10801,731848
1542	10789,503532
1543	10782,789520
1544	10778,069405
1545	10776,205075
1546	10777,794458
1547	10778,000461
1548	10776,783922
1549	10775,611375
1550	10767,600566
1551	10753,968394
1552	10727,537905
1553	10707,627724
1554	10693,407602
1555	10685,089833
1556	10692,683413
1557	10679,343511
1558	10655,377085
1559	10608,794311
1560	10579,386585
1561	10560,619020
1562	10562,919451
1563	10563,977388
1564	10566,828608
1565	10567,683941
1566	10572,860458
1567	10582,332990
1568	10596,904874
1569	10617,073136
1570	10643,900931
1571	10677,582348
1572	10722,564258
1573	10767,950378
1574	10817,718452
1575	10866,100039
1576	10935,826650
1577	11026,548034
1578	11143,069694
1579	11280,608558
1580	11439,113667
1581	11617,095047
1582	11810,319886
1583	12021,856324
1584	12245,528645
1585	12477,590003
1586	12705,730890
1587	12923,175835
1588	13133,466899
1589	13297,354194
1590	13413,372694
1591	13471,147501
1592	13484,130598
1593	13453,739454
1594	13385,149630
1595	13280,707634
1596	13161,378770
1597	13031,004863
1598	12892,332747
1599	12766,255418
1600	12654,543405
1601	12570,739380
1602	12491,342297
1603	12423,135699
1604	12354,169001
1605	12320,512234
1606	12320,273395
1607	12353,325502
1608	12425,837520
1609	12498,844226
1610	12575,919440
1611	12647,316911
1612	12714,752629
1613	12769,131964
1614	12814,338810
1615	12814,844290
1616	12772,606458
1617	12676,939279
1618	12550,861332
1619	12394,285413
1620	12213,443167
1621	12010,089727
1622	11790,085956
1623	11559,685836
1624	11317,956657
1625	11095,947113
1626	10891,045065
1627	10712,981564
1628	10542,757184
1629	10385,574294
1630	10240,315547
1631	10108,987133
1632	9991,069231
1633	9884,505802
1634	9793,709016
1635	9717,174313
1636	9656,127620
1637	9602,429064
1638	9553,828027
1639	9507,515599
1640	9464,250186
1641	9412,251846
1642	9354,176779
1643	9283,456933
1644	9223,589229
1645	9170,415264
1646	9130,898316
1647	9088,078694
1648	9045,202019
1649	8996,642052
1650	8957,262962
1651	8925,578721
1652	8907,979707
1653	8889,550642
1654	8870,542721
1655	8850,485119
1656	8823,445930
1657	8811,860445
1658	8808,965319
1659	8820,583912
1660	8823,230469
1661	8820,820834
1662	8807,951368
1663	8796,041347
1664	8782,414990
1665	8769,117845
1666	8750,689146
1667	8727,841741
1668	8699,997392
1669	8668,676125
1670	8634,343721
1671	8596,216307
1672	8558,953968
1673	8523,244049
1674	8489,689165
1675	8459,702988
1676	8428,858259
1677	8398,111908
1678	8366,770220
1679	8335,709153
