User: Administrator
Title:	AuST dried carmin 10mM conL 20000ms 5av_in glass2_20200117-165739_OE1_CHANNEL1_Sample 20200117_165739_541
335	3345,076521
336	4449,594862
337	5229,888179
338	5635,626551
339	5116,637508
340	4887,803704
341	4634,450849
342	4406,632821
343	4237,745279
344	4283,389247
345	4206,589847
346	4140,635320
347	4084,369740
348	4039,407117
349	3998,086249
350	3961,468142
351	3928,624101
352	3898,882671
353	3869,150337
354	3846,102778
355	3826,562210
356	3810,149835
357	3798,707008
358	3786,272534
359	3774,476961
360	3763,082034
361	3748,666060
362	3738,700540
363	3730,919473
364	3725,284786
365	3721,552091
366	3723,215493
367	3719,858359
368	3715,082462
369	3708,804911
370	3696,336924
371	3689,368601
372	3684,215925
373	3680,985043
374	3679,490294
375	3683,472183
376	3681,042908
377	3676,714059
378	3670,443612
379	3659,228285
380	3651,461111
381	3644,477768
382	3638,607950
383	3636,899522
384	3633,065095
385	3629,529831
386	3626,686374
387	3625,148407
388	3622,708150
389	3628,306008
390	3639,362141
391	3656,473094
392	3669,824104
393	3704,133151
394	3748,853416
395	3801,495098
396	3898,789523
397	3944,482257
398	3965,673270
399	3961,456111
400	3934,357699
401	3852,512957
402	3822,665832
403	3810,549153
404	3821,381674
405	3835,914691
406	3910,535703
407	4022,160305
408	4164,190847
409	4413,650324
410	4558,275781
411	4651,068830
412	4683,554950
413	4653,471434
414	4514,301798
415	4406,437558
416	4283,092071
417	4151,867321
418	4012,029381
419	3888,208110
420	3778,049271
421	3684,661075
422	3621,808397
423	3561,668583
424	3512,836513
425	3474,170848
426	3444,400129
427	3424,645532
428	3406,783298
429	3392,401231
430	3380,493914
431	3368,893845
432	3360,415233
433	3353,239867
434	3346,918081
435	3341,620014
436	3335,676363
437	3329,283253
438	3322,287671
439	3314,653676
440	3306,001678
441	3297,762328
442	3289,624614
443	3281,864741
444	3272,078560
445	3267,427458
446	3265,235590
447	3265,245788
448	3272,537423
449	3273,026131
450	3270,884884
451	3265,827105
452	3252,701601
453	3243,622470
454	3235,403838
455	3228,426079
456	3222,806732
457	3221,302127
458	3216,048689
459	3209,952544
460	3202,952283
461	3193,468362
462	3185,739247
463	3178,405786
464	3171,580576
465	3166,059883
466	3160,085988
467	3154,212797
468	3148,412288
469	3142,679897
470	3136,688395
471	3131,411952
472	3126,440122
473	3121,740304
474	3117,937260
475	3113,212411
476	3108,246334
477	3103,084061
478	3096,018542
479	3091,542655
480	3088,092513
481	3085,550248
482	3087,462658
483	3084,731461
484	3079,930237
485	3073,004623
486	3064,225226
487	3049,747882
488	3042,324683
489	3037,242961
490	3034,543564
491	3037,634243
492	3036,550416
493	3034,556157
494	3031,341787
495	3025,428340
496	3020,024196
497	3014,007629
498	3007,433747
499	3000,523539
500	2992,920812
501	2984,800994
502	2976,219210
503	2967,244845
504	2958,040947
505	2948,492022
506	2938,818763
507	2929,175988
508	2919,469373
509	2910,605209
510	2902,492727
511	2895,311801
512	2889,690910
513	2884,674422
514	2880,876088
515	2878,539246
516	2878,530382
517	2879,881037
518	2883,491731
519	2889,930160
520	2899,891311
521	2905,466685
522	2931,752744
523	2967,105648
524	3009,282315
525	3073,488074
526	3105,964176
527	3124,241315
528	3126,937604
529	3105,614296
530	3083,156451
531	3053,244014
532	3018,196336
533	2970,899616
534	2937,255287
535	2911,027786
536	2893,384775
537	2894,505049
538	2890,707508
539	2888,499460
540	2886,970280
541	2885,537757
542	2881,824582
543	2881,717248
544	2882,601792
545	2884,387432
546	2887,377711
547	2890,349706
548	2893,664053
549	2897,271959
550	2900,443577
551	2904,997477
552	2910,206440
553	2915,978685
554	2922,734578
555	2928,882853
556	2934,704550
557	2939,992303
558	2945,182874
559	2948,670161
560	2950,840671
561	2951,692045
562	2951,326332
563	2949,000997
564	2947,679718
565	2946,366001
566	2945,182661
567	2944,561353
568	2943,518819
569	2942,482743
570	2941,462759
571	2939,129263
572	2938,887597
573	2939,159568
574	2939,530749
575	2944,000202
576	2940,454782
577	2932,776996
578	2921,004214
579	2900,956404
580	2884,672134
581	2869,126196
582	2855,092009
583	2842,403516
584	2833,110378
585	2826,750943
586	2823,127750
587	2821,736158
588	2826,031464
589	2822,899888
590	2817,331014
591	2809,433290
592	2794,446127
593	2787,715415
594	2783,512469
595	2781,780726
596	2786,474063
597	2785,194585
598	2782,052447
599	2776,743678
600	2768,399695
601	2759,355791
602	2749,189058
603	2738,439949
604	2723,972245
605	2715,850791
606	2711,135444
607	2709,910750
608	2716,586725
609	2719,256155
610	2721,169466
611	2721,885778
612	2718,715145
613	2717,516555
614	2716,527428
615	2715,831052
616	2715,414780
617	2716,117908
618	2715,037659
619	2713,336129
620	2711,049065
621	2709,365000
622	2705,553752
623	2701,411089
624	2697,737900
625	2691,884392
626	2695,049291
627	2703,995496
628	2719,242860
629	2736,337906
630	2766,951401
631	2804,954341
632	2847,894220
633	2910,260338
634	2942,263609
635	2958,424216
636	2957,438788
637	2928,411514
638	2901,186286
639	2867,820685
640	2830,753395
641	2787,042925
642	2751,897743
643	2722,477567
644	2699,743217
645	2691,062945
646	2678,853255
647	2668,169120
648	2658,448713
649	2647,527259
650	2639,651677
651	2633,479066
652	2629,081278
653	2626,514149
654	2624,484012
655	2626,880021
656	2631,574468
657	2637,903992
658	2648,089057
659	2651,989121
660	2652,843670
661	2650,289169
662	2643,238981
663	2634,835602
664	2624,202564
665	2611,823086
666	2597,290523
667	2584,079904
668	2571,698832
669	2560,749477
670	2550,744452
671	2544,908828
672	2542,369967
673	2543,141267
674	2554,197410
675	2556,549895
676	2558,241071
677	2560,870795
678	2545,664925
679	2570,346295
680	2614,710528
681	2677,214574
682	2775,562046
683	2848,589518
684	2911,278856
685	2958,714780
686	2997,003236
687	2998,652704
688	2972,484209
689	2920,710850
690	2818,371485
691	2745,457556
692	2681,490564
693	2630,531103
694	2607,305847
695	2580,648100
696	2560,800875
697	2546,738242
698	2539,366225
699	2532,590928
700	2527,013362
701	2521,733012
702	2516,128351
703	2509,598021
704	2501,955208
705	2493,193431
706	2480,386597
707	2471,327220
708	2463,863256
709	2458,079435
710	2456,556498
711	2452,407137
712	2447,308288
713	2440,943941
714	2433,454635
715	2424,204385
716	2413,630420
717	2402,167160
718	2386,255675
719	2376,366079
720	2370,075632
721	2367,638070
722	2373,159052
723	2376,157323
724	2379,007232
725	2381,151751
726	2382,270201
727	2381,428613
728	2381,299175
729	2380,846302
730	2380,229343
731	2379,412486
732	2379,372682
733	2380,012201
734	2381,554298
735	2383,663682
736	2388,181128
737	2394,408371
738	2402,254337
739	2412,361894
740	2421,873819
741	2431,722324
742	2441,771943
743	2450,747597
744	2462,149186
745	2474,076433
746	2486,002889
747	2499,186422
748	2506,899434
749	2511,235963
750	2511,925812
751	2508,746381
752	2502,439352
753	2493,132570
754	2481,390640
755	2466,510819
756	2453,730853
757	2441,802142
758	2431,269625
759	2422,059711
760	2415,894374
761	2412,119795
762	2410,489662
763	2411,845864
764	2411,520520
765	2410,771155
766	2409,135331
767	2407,442428
768	2401,674624
769	2393,647577
770	2379,203326
771	2369,754157
772	2362,696777
773	2358,364537
774	2360,592864
775	2359,778813
776	2358,198862
777	2355,433089
778	2350,597204
779	2345,329102
780	2339,305804
781	2332,838421
782	2324,149412
783	2318,879112
784	2315,745155
785	2314,893433
786	2318,141143
787	2320,541919
788	2323,179624
789	2325,668955
790	2327,934942
791	2329,152505
792	2329,364609
793	2328,526986
794	2325,990041
795	2323,641446
796	2321,079247
797	2318,483085
798	2315,586724
799	2313,576995
800	2312,156282
801	2311,303930
802	2311,607477
803	2311,140604
804	2310,329963
805	2309,012186
806	2307,834085
807	2304,768749
808	2300,591680
809	2295,539986
810	2287,871035
811	2283,617970
812	2281,117823
813	2280,537810
814	2282,735861
815	2285,071789
816	2288,115106
817	2291,475026
818	2296,243716
819	2297,914202
820	2297,840556
821	2296,041793
822	2290,883891
823	2287,957969
824	2285,549428
825	2283,858157
826	2283,804673
827	2282,985482
828	2282,375687
829	2282,029157
830	2280,370990
831	2282,226480
832	2285,332603
833	2289,091411
834	2297,208231
835	2295,123336
836	2288,506465
837	2277,969257
838	2258,480374
839	2251,124269
840	2247,999719
841	2256,288510
842	2257,961846
843	2257,311292
844	2253,755474
845	2243,360983
846	2235,778752
847	2228,561110
848	2222,129095
849	2217,403703
850	2212,829008
851	2208,953345
852	2205,711632
853	2203,630002
854	2200,963115
855	2198,167163
856	2195,200099
857	2191,564066
858	2188,699997
859	2186,185923
860	2184,070862
861	2182,223344
862	2181,020981
863	2180,237027
864	2179,735563
865	2180,501636
866	2179,090618
867	2176,755747
868	2173,651500
869	2168,205275
870	2166,307370
871	2165,893197
872	2166,906474
873	2170,753113
874	2171,930394
875	2172,388984
876	2171,012424
877	2170,365924
878	2169,886642
879	2169,735085
880	2169,878179
881	2170,789848
882	2172,388814
883	2174,655362
884	2178,131076
885	2181,151502
886	2184,126993
887	2186,995922
888	2189,449060
889	2192,308108
890	2195,348810
891	2198,626075
892	2201,241784
893	2205,723466
894	2210,958233
895	2216,590265
896	2224,638363
897	2227,338968
898	2227,229311
899	2224,372549
900	2217,007810
901	2212,182559
902	2207,724709
903	2204,090992
904	2201,181744
905	2199,116601
906	2197,801789
907	2199,186198
908	2197,819280
909	2195,123764
910	2191,162993
911	2183,338258
912	2179,510439
913	2177,675868
914	2178,044632
915	2182,470546
916	2185,649460
917	2189,095985
918	2192,605600
919	2195,448289
920	2199,309066
921	2203,493778
922	2207,935611
923	2212,711415
924	2217,198336
925	2221,489304
926	2225,482023
927	2229,533513
928	2232,217798
929	2234,216637
930	2234,258399
931	2236,169852
932	2239,139368
933	2243,297590
934	2249,077590
935	2255,114838
936	2261,502393
937	2267,859035
938	2275,844433
939	2279,509655
940	2280,689277
941	2279,574152
942	2273,540699
943	2272,152952
944	2272,489370
945	2274,711954
946	2280,511585
947	2283,949199
948	2287,044563
949	2288,522594
950	2290,920243
951	2293,433927
952	2295,933000
953	2300,384917
954	2301,139079
955	2299,832907
956	2296,671920
957	2287,870808
958	2285,318944
959	2285,439495
960	2288,080567
961	2297,830447
962	2299,097502
963	2296,912678
964	2291,333461
965	2279,157458
966	2272,901787
967	2268,542339
968	2268,617116
969	2268,090321
970	2268,353241
971	2269,377480
972	2270,425570
973	2273,640747
974	2278,518707
975	2285,150354
976	2293,447877
977	2303,650067
978	2315,516494
979	2328,819140
980	2342,264174
981	2358,103668
982	2374,501593
983	2390,363495
984	2408,927133
985	2414,647896
986	2413,140399
987	2398,520437
988	2387,514609
989	2376,956240
990	2368,069729
991	2363,213561
992	2358,852241
993	2356,578044
994	2356,518605
995	2358,404694
996	2363,011491
997	2369,808831
998	2378,424621
999	2389,641436
1000	2398,974564
1001	2407,608110
1002	2414,493403
1003	2421,495121
1004	2428,083864
1005	2434,319798
1006	2440,273699
1007	2446,018717
1008	2451,643188
1009	2457,243055
1010	2462,699217
1011	2468,718573
1012	2475,145943
1013	2482,008341
1014	2489,327050
1015	2496,934408
1016	2504,784814
1017	2513,167526
1018	2520,968279
1019	2528,331068
1020	2535,167109
1021	2541,318105
1022	2547,118800
1023	2552,520307
1024	2557,609039
1025	2563,043352
1026	2567,517704
1027	2571,891647
1028	2576,628806
1029	2580,298965
1030	2589,657667
1031	2602,401353
1032	2620,444827
1033	2638,270213
1034	2656,671494
1035	2674,979995
1036	2693,370777
1037	2709,327513
1038	2723,210160
1039	2734,924089
1040	2743,786981
1041	2752,447658
1042	2760,414585
1043	2766,877634
1044	2775,079761
1045	2784,648448
1046	2795,729907
1047	2810,135501
1048	2822,916932
1049	2835,270937
1050	2847,081054
1051	2857,388895
1052	2869,128616
1053	2881,518341
1054	2894,705435
1055	2908,670415
1056	2923,744680
1057	2939,733440
1058	2957,623369
1059	2974,500069
1060	2990,964677
1061	3006,985538
1062	3020,932534
1063	3037,565635
1064	3055,465788
1065	3074,525310
1066	3096,527294
1067	3114,995892
1068	3132,022968
1069	3145,849605
1070	3161,043928
1071	3176,963488
1072	3194,019532
1073	3212,012299
1074	3232,348196
1075	3254,606694
1076	3278,545546
1077	3306,454306
1078	3330,226550
1079	3352,471187
1080	3373,447416
1081	3390,630842
1082	3414,965904
1083	3442,646652
1084	3476,261925
1085	3508,586795
1086	3541,018812
1087	3572,970998
1088	3604,407183
1089	3633,913996
1090	3661,819938
1091	3688,285260
1092	3711,727022
1093	3738,628399
1094	3766,658379
1095	3798,496401
1096	3826,649020
1097	3852,823918
1098	3876,884346
1099	3896,794573
1100	3918,972072
1101	3941,606949
1102	3964,823519
1103	3989,330575
1104	4012,433273
1105	4034,879733
1106	4057,379577
1107	4077,473268
1108	4095,800697
1109	4112,535747
1110	4125,586227
1111	4142,185361
1112	4160,189753
1113	4179,474725
1114	4202,480241
1115	4219,507577
1116	4234,063193
1117	4242,768129
1118	4255,335836
1119	4269,670540
1120	4286,096207
1121	4306,926032
1122	4325,320279
1123	4343,384613
1124	4359,662019
1125	4377,486607
1126	4396,335450
1127	4416,374619
1128	4438,764005
1129	4460,691339
1130	4483,034750
1131	4505,934875
1132	4528,439867
1133	4554,376557
1134	4582,694752
1135	4614,134545
1136	4647,012859
1137	4681,508402
1138	4717,358997
1139	4754,243075
1140	4791,968282
1141	4830,176027
1142	4868,515158
1143	4907,335675
1144	4944,179677
1145	4979,661470
1146	5013,162563
1147	5046,252896
1148	5078,787545
1149	5111,064217
1150	5142,646825
1151	5175,883085
1152	5210,279970
1153	5245,883495
1154	5283,356976
1155	5320,092986
1156	5356,902746
1157	5393,115006
1158	5430,177820
1159	5467,611287
1160	5505,317669
1161	5544,148695
1162	5581,073484
1163	5617,114677
1164	5649,859128
1165	5685,611641
1166	5723,085372
1167	5762,157236
1168	5806,364134
1169	5844,260106
1170	5878,837265
1171	5910,140214
1172	5935,335985
1173	5965,847672
1174	5998,214699
1175	6034,097918
1176	6069,727790
1177	6105,724108
1178	6141,561238
1179	6176,966983
1180	6210,420978
1181	6241,610195
1182	6271,047902
1183	6295,586723
1184	6315,464468
1185	6330,546079
1186	6340,445870
1187	6347,084583
1188	6350,648454
1189	6351,975808
1190	6351,434205
1191	6352,034142
1192	6354,103127
1193	6357,467332
1194	6366,088223
1195	6379,810668
1196	6399,046752
1197	6424,562169
1198	6454,116500
1199	6488,018478
1200	6526,529254
1201	6566,972311
1202	6609,124288
1203	6652,286402
1204	6695,263328
1205	6738,983577
1206	6782,290846
1207	6827,034486
1208	6866,701076
1209	6902,034521
1210	6932,964091
1211	6956,621819
1212	6982,647388
1213	7009,235201
1214	7037,077685
1215	7067,758958
1216	7097,822822
1217	7128,862107
1218	7159,390842
1219	7193,936852
1220	7231,291422
1221	7271,139764
1222	7315,715231
1223	7355,735333
1224	7393,734434
1225	7426,496923
1226	7461,761136
1227	7497,891904
1228	7534,987826
1229	7574,878620
1230	7611,390773
1231	7646,159835
1232	7677,333334
1233	7708,957089
1234	7740,186062
1235	7770,986501
1236	7803,513902
1237	7831,067573
1238	7855,709973
1239	7873,905444
1240	7895,163869
1241	7918,376585
1242	7943,901153
1243	7975,646873
1244	8002,230196
1245	8026,568450
1246	8048,651676
1247	8066,246670
1248	8088,664671
1249	8113,070564
1250	8141,960925
1251	8169,184378
1252	8196,436156
1253	8223,821749
1254	8248,875752
1255	8280,489147
1256	8315,277937
1257	8358,492363
1258	8393,975909
1259	8425,221859
1260	8452,248127
1261	8470,228559
1262	8497,851025
1263	8529,721908
1264	8569,657450
1265	8608,197356
1266	8647,021330
1267	8685,377987
1268	8723,996780
1269	8758,808984
1270	8791,401428
1271	8818,108578
1272	8850,914694
1273	8888,015041
1274	8930,006294
1275	8980,552623
1276	9028,608550
1277	9077,854751
1278	9124,842150
1279	9179,380847
1280	9239,708139
1281	9306,043977
1282	9380,576428
1283	9455,449061
1284	9532,593878
1285	9612,180046
1286	9692,655186
1287	9774,545579
1288	9858,389963
1289	9941,424754
1290	10035,166103
1291	10136,393812
1292	10248,377928
1293	10361,837298
1294	10477,851910
1295	10595,409637
1296	10713,874639
1297	10832,293724
1298	10950,543471
1299	11068,341699
1300	11186,652376
1301	11305,796919
1302	11426,484142
1303	11546,591718
1304	11675,642542
1305	11810,752522
1306	11958,504249
1307	12100,542629
1308	12240,838069
1309	12379,736438
1310	12508,830951
1311	12659,304351
1312	12821,020068
1313	13007,727915
1314	13178,940428
1315	13342,669669
1316	13498,449180
1317	13636,816437
1318	13794,883348
1319	13962,380896
1320	14143,258528
1321	14329,347076
1322	14521,450360
1323	14717,495827
1324	14921,285724
1325	15110,625719
1326	15291,931573
1327	15455,190702
1328	15629,527035
1329	15808,261838
1330	16001,466730
1331	16186,463382
1332	16365,864529
1333	16539,208813
1334	16704,630935
1335	16872,081129
1336	17042,404659
1337	17193,487906
1338	17388,239312
1339	17615,433507
1340	17870,230591
1341	18189,034514
1342	18424,059246
1343	18606,409307
1344	18703,611017
1345	18782,823648
1346	18835,536416
1347	18869,366065
1348	18886,603957
1349	18908,537681
1350	18935,467433
1351	18972,981338
1352	19017,600312
1353	19070,763976
1354	19131,255547
1355	19203,940599
1356	19264,173039
1357	19317,737842
1358	19358,477548
1359	19400,093941
1360	19439,344947
1361	19478,088179
1362	19513,281323
1363	19545,412890
1364	19574,482817
1365	19601,750065
1366	19624,577544
1367	19644,589227
1368	19654,573428
1369	19675,180987
1370	19703,165075
1371	19737,623940
1372	19793,731975
1373	19817,231581
1374	19823,694254
1375	19789,190819
1376	19782,260567
1377	19792,221158
1378	19820,920884
1379	19883,345388
1380	19923,344690
1381	19955,480795
1382	19973,920724
1383	19987,937153
1384	19995,827779
1385	19990,461701
1386	19994,411979
1387	20006,412419
1388	20027,145465
1389	20064,164222
1390	20090,343519
1391	20110,385211
1392	20119,795492
1393	20122,225565
1394	20115,507905
1395	20098,907613
1396	20077,231490
1397	20034,988881
1398	19979,373508
1399	19894,591924
1400	19834,567742
1401	19789,296171
1402	19780,686857
1403	19756,285653
1404	19718,377521
1405	19663,065501
1406	19580,098003
1407	19496,493659
1408	19406,876745
1409	19310,112277
1410	19217,715407
1411	19129,499816
1412	19046,182673
1413	18971,835881
1414	18891,427356
1415	18808,338311
1416	18723,305867
1417	18631,251289
1418	18533,597504
1419	18421,782149
1420	18319,153370
1421	18223,551511
1422	18134,917385
1423	18063,758521
1424	17971,288598
1425	17866,250730
1426	17741,842009
1427	17614,234269
1428	17482,294934
1429	17348,926956
1430	17213,955048
1431	17090,177867
1432	16975,982518
1433	16875,062073
1434	16780,193527
1435	16693,077356
1436	16613,487302
1437	16539,580235
1438	16470,680936
1439	16405,874226
1440	16346,672424
1441	16285,338871
1442	16224,330474
1443	16157,403117
1444	16104,135010
1445	16060,439253
1446	16031,554372
1447	16003,101258
1448	15974,838009
1449	15944,345507
1450	15912,414312
1451	15869,804758
1452	15818,906142
1453	15751,219661
1454	15692,906948
1455	15639,599199
1456	15601,220952
1457	15555,276566
1458	15502,998758
1459	15443,258340
1460	15374,392519
1461	15303,781874
1462	15232,368707
1463	15151,087306
1464	15094,552673
1465	15057,616280
1466	15056,677962
1467	15050,953302
1468	15040,055229
1469	15019,942813
1470	14980,515473
1471	14945,702792
1472	14909,071331
1473	14871,830457
1474	14832,272680
1475	14790,386113
1476	14745,432952
1477	14699,541568
1478	14641,924304
1479	14576,148428
1480	14500,169998
1481	14423,871807
1482	14346,776480
1483	14269,084051
1484	14197,166092
1485	14131,498915
1486	14074,311978
1487	14022,989833
1488	13977,600478
1489	13937,531258
1490	13901,912237
1491	13869,815189
1492	13839,932839
1493	13814,658063
1494	13782,878626
1495	13745,819756
1496	13698,342564
1497	13652,429736
1498	13607,948756
1499	13565,986516
1500	13528,981724
1501	13491,050262
1502	13453,738334
1503	13417,087310
1504	13380,208388
1505	13343,254255
1506	13304,523227
1507	13268,403686
1508	13234,411991
1509	13202,363139
1510	13174,889566
1511	13141,608945
1512	13105,319836
1513	13064,426589
1514	13025,141855
1515	12987,542423
1516	12949,622576
1517	12921,340568
1518	12902,196593
1519	12892,262288
1520	12895,990123
1521	12894,766224
1522	12893,361430
1523	12886,317512
1524	12888,727491
1525	12896,818669
1526	12917,887467
1527	12932,533539
1528	12944,343211
1529	12940,687105
1530	12953,712929
1531	12982,452081
1532	13027,326316
1533	13093,903618
1534	13152,869371
1535	13205,344009
1536	13256,977688
1537	13270,762014
1538	13251,253738
1539	13183,659417
1540	13108,176302
1541	13025,341944
1542	12941,670059
1543	12860,361511
1544	12791,372561
1545	12734,384993
1546	12695,898367
1547	12655,715979
1548	12616,825900
1549	12577,482426
1550	12535,407229
1551	12489,744048
1552	12439,869373
1553	12386,306624
1554	12329,698192
1555	12271,272459
1556	12209,187900
1557	12155,770299
1558	12108,909397
1559	12070,816668
1560	12036,308642
1561	12005,714932
1562	11981,568709
1563	11953,301923
1564	11921,820845
1565	11881,441988
1566	11845,543107
1567	11814,201490
1568	11788,302109
1569	11771,514129
1570	11751,949895
1571	11732,336601
1572	11709,916427
1573	11691,009320
1574	11673,928286
1575	11662,027227
1576	11645,863214
1577	11626,802817
1578	11600,178285
1579	11578,291387
1580	11561,597436
1581	11551,122780
1582	11548,306153
1583	11548,066711
1584	11550,222831
1585	11557,516429
1586	11555,518453
1587	11546,104937
1588	11524,352307
1589	11502,737284
1590	11480,503377
1591	11457,869240
1592	11438,381992
1593	11422,066413
1594	11408,441896
1595	11403,009145
1596	11383,967517
1597	11357,679702
1598	11314,591143
1599	11287,824048
1600	11271,100487
1601	11275,715264
1602	11271,916772
1603	11263,777832
1604	11241,028499
1605	11226,389512
1606	11218,064637
1607	11216,311258
1608	11226,055238
1609	11224,543937
1610	11216,488281
1611	11199,189066
1612	11176,906680
1613	11148,823275
1614	11113,296462
1615	11078,354207
1616	11043,422407
1617	11012,278776
1618	10977,517352
1619	10940,669214
1620	10897,035837
1621	10859,302234
1622	10827,216851
1623	10800,707796
1624	10786,834208
1625	10757,675007
1626	10720,903595
1627	10666,903727
1628	10628,844992
1629	10600,340715
1630	10590,668497
1631	10575,437594
1632	10558,214126
1633	10532,484977
1634	10511,883304
1635	10494,739165
1636	10483,520751
1637	10472,267851
1638	10460,079852
1639	10445,415034
1640	10429,649017
1641	10403,268020
1642	10368,993006
1643	10322,386114
1644	10281,386751
1645	10243,467910
1646	10212,961935
1647	10181,597250
1648	10151,215051
1649	10119,921100
1650	10092,334571
1651	10067,745180
1652	10049,932677
1653	10029,265413
1654	10006,251226
1655	9981,277877
1656	9949,267492
1657	9932,789101
1658	9925,710776
1659	9933,709247
1660	9935,114990
1661	9933,400184
1662	9923,609322
1663	9914,646542
1664	9903,646197
1665	9893,739266
1666	9874,316817
1667	9846,782559
1668	9807,559007
1669	9767,083206
1670	9725,767712
1671	9685,326304
1672	9646,651090
1673	9610,389768
1674	9576,707284
1675	9546,080992
1676	9515,549786
1677	9485,043629
1678	9455,603028
1679	9420,879351
