User: Administrator
Title:	MQ 2000ms  10aq_20200117-115127_OE1_CHANNEL1_Sample 20200117_115127_873
337	6999,186375
338	7523,728774
339	6790,059578
340	6456,371808
341	6093,601340
342	5769,942899
343	5530,495855
344	5593,737637
345	5481,690420
346	5382,209622
347	5293,403944
348	5211,151170
349	5140,161573
350	5077,447367
351	5022,161551
352	4973,534101
353	4929,500847
354	4892,942312
355	4861,641870
356	4834,760606
357	4815,360450
358	4793,015608
359	4770,520406
360	4747,476007
361	4718,976153
362	4695,991657
363	4675,494903
364	4657,787094
365	4642,973199
366	4632,388087
367	4622,215962
368	4613,587326
369	4606,178949
370	4600,915349
371	4594,531798
372	4587,801270
373	4580,569131
374	4572,810745
375	4563,169816
376	4555,734615
377	4548,939395
378	4542,825254
379	4538,256155
380	4532,970797
381	4527,757056
382	4522,588059
383	4517,197539
384	4512,269358
385	4507,656415
386	4503,441050
387	4499,712645
388	4496,876598
389	4494,235676
390	4492,292040
391	4491,254771
392	4487,085312
393	4490,384546
394	4497,061399
395	4506,538197
396	4527,555698
397	4536,680285
398	4540,068469
399	4536,996884
400	4527,437628
401	4505,451485
402	4489,405189
403	4473,131504
404	4457,455789
405	4445,814717
406	4431,949211
407	4418,973937
408	4407,579832
409	4390,169306
410	4386,592147
411	4391,002543
412	4403,170880
413	4421,997159
414	4455,452181
415	4475,041127
416	4489,494567
417	4497,182366
418	4498,810931
419	4489,283656
420	4470,344617
421	4442,741688
422	4397,270540
423	4360,108524
424	4325,127297
425	4293,941839
426	4267,574953
427	4249,553281
428	4231,625236
429	4217,025136
430	4205,372312
431	4198,656781
432	4190,036707
433	4181,368711
434	4172,265775
435	4161,585097
436	4151,387243
437	4140,971666
438	4130,441946
439	4119,955230
440	4109,414389
441	4099,907221
442	4091,333106
443	4083,959139
444	4075,204278
445	4072,454053
446	4072,756541
447	4075,647562
448	4087,815422
449	4090,477240
450	4089,207491
451	4083,689024
452	4066,143577
453	4055,125987
454	4045,794322
455	4038,720170
456	4034,041309
457	4036,057238
458	4032,230359
459	4027,062339
460	4020,337397
461	4010,320042
462	4001,394370
463	3992,176706
464	3982,877102
465	3972,765543
466	3964,125632
467	3956,312905
468	3949,288321
469	3942,878990
470	3939,132688
471	3931,270207
472	3921,956869
473	3911,313466
474	3897,090588
475	3886,387511
476	3876,972376
477	3869,129588
478	3862,955667
479	3858,589356
480	3855,856946
481	3854,489383
482	3856,500566
483	3855,882808
484	3853,970334
485	3850,404635
486	3845,000125
487	3837,304066
488	3828,649457
489	3818,778894
490	3808,046855
491	3793,809273
492	3784,405366
493	3776,938560
494	3771,311082
495	3771,893836
496	3766,555968
497	3758,953054
498	3748,808754
499	3733,272409
500	3719,202889
501	3704,838526
502	3690,574371
503	3676,737645
504	3663,109697
505	3651,166855
506	3640,379463
507	3630,632480
508	3623,838272
509	3614,104095
510	3603,448887
511	3591,829553
512	3577,733904
513	3565,397198
514	3553,606615
515	3542,587915
516	3532,677575
517	3523,611891
518	3515,598172
519	3508,677970
520	3502,860146
521	3497,850754
522	3494,340333
523	3491,846115
524	3490,139544
525	3489,829843
526	3488,150232
527	3485,797191
528	3482,531883
529	3478,227787
530	3472,641858
531	3465,775419
532	3457,648519
533	3447,787043
534	3437,677235
535	3426,998352
536	3415,909027
537	3404,910877
538	3393,347116
539	3381,645591
540	3370,001767
541	3358,650016
542	3346,797080
543	3337,674174
544	3330,117104
545	3324,102905
546	3321,247133
547	3316,642664
548	3312,073760
549	3307,548156
550	3300,965271
551	3298,156536
552	3297,047675
553	3297,549040
554	3301,798474
555	3303,575365
556	3304,591761
557	3304,590391
558	3302,168777
559	3300,325689
560	3298,131191
561	3295,642429
562	3292,885432
563	3290,430160
564	3286,632926
565	3282,281874
566	3277,519050
567	3271,733156
568	3267,389645
569	3263,751828
570	3260,944789
571	3258,062623
572	3257,562284
573	3258,233592
574	3259,645966
575	3265,437216
576	3264,297688
577	3259,716320
578	3251,599311
579	3235,632813
580	3223,489714
581	3211,898146
582	3201,292312
583	3193,880314
584	3184,990329
585	3176,035558
586	3166,901780
587	3157,514456
588	3147,490512
589	3137,813609
590	3128,004699
591	3117,997670
592	3108,486412
593	3097,255714
594	3085,231084
595	3072,549452
596	3057,985698
597	3045,690771
598	3034,317954
599	3023,946278
600	3016,161749
601	3006,720438
602	2997,156123
603	2987,534733
604	2975,747222
605	2967,663667
606	2961,367007
607	2956,796919
608	2956,939515
609	2953,639394
610	2949,232646
611	2943,591782
612	2933,586160
613	2927,053427
614	2921,876651
615	2918,234147
616	2916,087003
617	2916,961467
618	2915,310338
619	2913,193191
620	2910,514775
621	2906,544353
622	2903,486661
623	2900,535830
624	2897,762723
625	2895,118963
626	2892,920635
627	2891,057427
628	2889,501318
629	2888,052487
630	2886,974842
631	2885,974114
632	2884,844795
633	2884,691402
634	2881,784132
635	2877,286576
636	2871,193634
637	2862,513785
638	2854,360035
639	2846,007243
640	2837,764113
641	2829,109635
642	2822,253547
643	2816,658933
644	2812,348426
645	2810,415346
646	2807,772935
647	2805,122831
648	2802,224030
649	2799,002210
650	2795,019181
651	2790,267361
652	2784,706089
653	2778,356336
654	2770,820836
655	2763,634818
656	2756,235671
657	2748,655144
658	2741,568541
659	2733,031109
660	2723,988677
661	2714,641929
662	2703,728516
663	2695,911750
664	2689,474508
665	2684,344135
666	2682,656892
667	2677,526592
668	2671,520006
669	2664,741821
670	2654,374659
671	2649,285464
672	2646,269146
673	2645,207754
674	2649,957443
675	2648,732306
676	2645,677851
677	2640,927815
678	2629,195878
679	2626,237951
680	2626,668051
681	2630,343436
682	2642,665716
683	2647,144182
684	2648,743699
685	2647,027243
686	2638,822625
687	2632,420713
688	2625,329191
689	2617,930391
690	2610,630262
691	2603,434297
692	2596,606857
693	2590,269938
694	2584,125358
695	2579,055041
696	2574,650872
697	2570,705188
698	2569,253267
699	2564,254628
700	2557,414222
701	2548,713359
702	2535,669214
703	2525,211246
704	2515,584248
705	2507,095651
706	2500,556454
707	2494,343418
708	2488,850112
709	2483,862936
710	2480,736290
711	2475,348169
712	2468,717532
713	2460,788251
714	2449,780888
715	2440,447515
716	2431,688596
717	2423,756466
718	2417,439794
719	2411,284687
720	2405,745809
721	2400,785730
722	2396,758647
723	2392,707062
724	2388,896842
725	2385,358857
726	2382,181616
727	2378,857149
728	2377,529423
729	2377,363598
730	2378,320445
731	2380,810065
732	2383,039471
733	2385,596298
734	2388,384131
735	2391,598121
736	2394,437457
737	2397,325370
738	2400,427798
739	2402,752499
740	2408,287681
741	2415,433425
742	2424,043679
743	2434,403829
744	2444,202940
745	2453,742561
746	2462,469018
747	2470,975381
748	2475,111133
749	2476,115406
750	2473,872859
751	2467,877993
752	2460,201645
753	2450,384010
754	2438,834498
755	2425,612615
756	2412,547849
757	2399,584840
758	2387,218555
759	2374,653175
760	2366,113654
761	2359,939867
762	2355,863440
763	2355,697005
764	2351,500454
765	2346,090418
766	2339,327965
767	2330,171367
768	2322,377431
769	2314,582316
770	2306,892961
771	2299,581193
772	2292,716497
773	2286,376431
774	2280,434078
775	2275,289660
776	2270,777124
777	2266,793638
778	2264,489589
779	2260,600770
780	2255,956218
781	2250,553566
782	2243,023942
783	2237,246771
784	2232,371360
785	2228,627637
786	2226,327796
787	2225,069167
788	2224,943285
789	2225,827166
790	2228,357909
791	2230,310497
792	2232,124987
793	2233,643540
794	2235,351153
795	2235,885716
796	2235,862472
797	2235,599076
798	2233,038862
799	2235,026729
800	2239,866244
801	2247,778864
802	2258,288532
803	2272,084287
804	2288,116721
805	2305,353768
806	2327,814211
807	2340,313712
808	2346,588156
809	2346,035871
810	2336,155072
811	2324,023332
812	2308,091575
813	2289,393812
814	2265,961084
815	2247,283418
816	2231,151071
817	2218,051451
818	2211,055081
819	2201,860593
820	2193,376617
821	2185,542110
822	2176,820102
823	2171,791989
824	2168,727996
825	2167,474044
826	2169,768551
827	2169,453819
828	2168,697324
829	2167,585498
830	2163,717394
831	2165,367041
832	2169,370943
833	2175,478027
834	2185,519840
835	2191,575983
836	2196,160193
837	2198,959829
838	2198,481683
839	2198,986501
840	2198,457584
841	2199,002381
842	2194,705237
843	2187,011958
844	2175,928030
845	2159,760321
846	2143,864243
847	2127,379233
848	2110,958952
849	2094,189375
850	2080,037457
851	2068,004983
852	2058,189884
853	2052,410013
854	2045,419000
855	2038,631657
856	2031,839726
857	2023,819109
858	2017,514703
859	2011,808892
860	2006,574941
861	2003,093329
862	1997,123569
863	1990,091076
864	1982,102526
865	1971,724198
866	1964,193381
867	1957,915424
868	1953,039060
869	1950,385898
870	1947,446950
871	1945,099158
872	1943,265077
873	1941,549696
874	1940,925805
875	1940,842369
876	1942,251460
877	1942,357904
878	1941,773700
879	1940,471664
880	1936,819279
881	1935,243343
882	1934,609076
883	1934,967756
884	1938,069620
885	1939,038756
886	1939,251361
887	1938,674127
888	1935,521907
889	1934,997849
890	1935,491575
891	1936,980647
892	1940,954112
893	1942,513142
894	1943,118574
895	1942,657631
896	1939,917309
897	1938,506476
898	1937,072663
899	1935,525146
900	1934,918708
901	1931,301421
902	1926,146143
903	1918,050878
904	1910,731905
905	1903,505198
906	1896,596241
907	1891,102514
908	1884,703591
909	1878,145771
910	1871,501671
911	1863,976924
912	1858,102838
913	1853,242380
914	1849,449465
915	1847,590253
916	1845,152839
917	1842,901297
918	1840,810956
919	1838,194502
920	1837,162221
921	1836,980454
922	1837,609486
923	1839,313819
924	1840,808066
925	1842,368828
926	1843,831893
927	1845,651062
928	1845,863002
929	1845,353664
930	1841,834855
931	1841,672738
932	1843,267201
933	1846,578004
934	1854,598695
935	1858,367743
936	1860,202240
937	1859,909365
938	1854,977540
939	1852,745578
940	1850,991410
941	1849,820942
942	1850,745756
943	1849,044727
944	1846,326521
945	1842,602492
946	1836,911269
947	1832,796472
948	1828,983368
949	1826,827031
950	1822,982574
951	1818,259129
952	1812,651674
953	1805,025442
954	1798,760228
955	1793,091153
956	1788,174241
957	1784,736567
958	1780,977906
959	1777,477061
960	1774,215513
961	1771,090860
962	1768,467888
963	1766,276283
964	1764,576655
965	1763,035561
966	1762,878772
967	1763,571157
968	1765,352020
969	1767,103013
970	1768,796236
971	1770,122201
972	1771,617166
973	1770,854038
974	1768,308367
975	1763,917477
976	1756,943942
977	1749,812175
978	1741,990272
979	1733,722694
980	1725,315477
981	1716,752498
982	1708,330691
983	1700,258179
984	1692,709646
985	1685,991890
986	1680,257754
987	1674,900317
988	1671,963902
989	1670,927280
990	1671,684241
991	1675,226883
992	1677,912326
993	1680,453922
994	1682,543368
995	1683,693611
996	1684,545968
997	1684,739092
998	1684,236169
999	1683,011594
1000	1681,171578
1001	1678,748759
1002	1675,619690
1003	1672,405129
1004	1669,079802
1005	1665,753951
1006	1662,546254
1007	1659,471844
1008	1656,616582
1009	1654,033900
1010	1651,554392
1011	1649,768820
1012	1648,434131
1013	1647,459520
1014	1647,242490
1015	1645,996003
1016	1644,285580
1017	1641,657212
1018	1639,221919
1019	1636,777951
1020	1634,422826
1021	1632,214218
1022	1630,289437
1023	1628,679232
1024	1627,418011
1025	1626,847963
1026	1626,094659
1027	1625,549163
1028	1625,328489
1029	1624,722353
1030	1626,547213
1031	1629,697073
1032	1635,014541
1033	1639,668527
1034	1643,978517
1035	1647,554459
1036	1650,604880
1037	1651,445094
1038	1650,421665
1039	1647,564588
1040	1642,165202
1041	1637,091590
1042	1631,662197
1043	1626,179730
1044	1620,696758
1045	1615,387573
1046	1610,347710
1047	1605,723371
1048	1601,303749
1049	1597,145476
1050	1593,211726
1051	1589,919576
1052	1585,952358
1053	1581,775343
1054	1577,489309
1055	1572,254321
1056	1569,313117
1057	1567,481098
1058	1568,645921
1059	1567,709479
1060	1565,814804
1061	1562,947881
1062	1556,891265
1063	1554,417249
1064	1553,676643
1065	1554,693946
1066	1559,099446
1067	1561,039432
1068	1562,245652
1069	1561,443924
1070	1561,207534
1071	1560,943393
1072	1560,700153
1073	1561,033248
1074	1560,444583
1075	1559,346952
1076	1557,748484
1077	1555,532330
1078	1553,351072
1079	1551,166129
1080	1549,151666
1081	1546,945285
1082	1546,417424
1083	1546,862823
1084	1549,504112
1085	1550,753901
1086	1551,445173
1087	1551,520721
1088	1549,837717
1089	1549,999709
1090	1550,921791
1091	1552,608511
1092	1555,555655
1093	1557,606518
1094	1559,361770
1095	1560,618014
1096	1561,414204
1097	1561,637041
1098	1561,245943
1099	1560,195329
1100	1558,588271
1101	1556,428907
1102	1553,773268
1103	1550,294353
1104	1547,270420
1105	1544,171587
1106	1542,268415
1107	1537,964588
1108	1532,187350
1109	1525,046432
1110	1514,775108
1111	1507,511166
1112	1501,516016
1113	1496,790149
1114	1494,904211
1115	1489,713518
1116	1483,363287
1117	1474,286225
1118	1466,796142
1119	1459,980796
1120	1454,048598
1121	1449,649380
1122	1445,175853
1123	1441,146880
1124	1437,555570
1125	1434,298435
1126	1431,383922
1127	1428,822794
1128	1426,546897
1129	1424,857636
1130	1423,733973
1131	1423,232306
1132	1423,015177
1133	1424,196995
1134	1426,308559
1135	1430,619333
1136	1433,575369
1137	1435,825377
1138	1437,370257
1139	1436,628672
1140	1438,671999
1141	1442,324729
1142	1447,746987
1143	1455,641449
1144	1463,608201
1145	1472,252882
1146	1481,029392
1147	1490,428683
1148	1499,965531
1149	1509,291325
1150	1519,109177
1151	1525,993862
1152	1530,674599
1153	1533,057934
1154	1532,694147
1155	1531,623493
1156	1529,479241
1157	1526,030478
1158	1523,172063
1159	1520,797258
1160	1519,153571
1161	1518,354014
1162	1518,483375
1163	1519,423680
1164	1521,589148
1165	1523,217459
1166	1524,314939
1167	1524,538689
1168	1524,090047
1169	1521,421982
1170	1516,857141
1171	1510,449856
1172	1502,017330
1173	1493,136180
1174	1483,746857
1175	1472,888866
1176	1464,494915
1177	1457,854757
1178	1452,990122
1179	1451,473284
1180	1447,656936
1181	1443,015571
1182	1436,637268
1183	1430,158718
1184	1423,282401
1185	1416,167599
1186	1408,489459
1187	1401,740114
1188	1395,592206
1189	1390,046603
1190	1385,902132
1191	1380,273022
1192	1374,256233
1193	1366,545858
1194	1361,129293
1195	1357,160309
1196	1354,707140
1197	1355,104282
1198	1353,912059
1199	1352,557898
1200	1349,138057
1201	1348,601402
1202	1349,922828
1203	1353,071319
1204	1359,502532
1205	1363,880118
1206	1367,372289
1207	1369,451037
1208	1370,494467
1209	1370,437074
1210	1369,467228
1211	1366,584746
1212	1365,563824
1213	1365,620736
1214	1366,846287
1215	1370,012511
1216	1372,144839
1217	1374,053099
1218	1375,249473
1219	1376,377642
1220	1377,102179
1221	1377,299524
1222	1377,505002
1223	1375,671651
1224	1372,547455
1225	1366,855039
1226	1362,497035
1227	1358,855209
1228	1356,091185
1229	1355,365170
1230	1353,162393
1231	1350,509128
1232	1346,497346
1233	1343,288778
1234	1340,509679
1235	1338,213238
1236	1337,069942
1237	1335,044115
1238	1332,695399
1239	1329,482645
1240	1326,736000
1241	1324,322183
1242	1322,347459
1243	1320,853637
1244	1319,872172
1245	1319,339206
1246	1319,145023
1247	1319,577301
1248	1319,074259
1249	1318,090932
1250	1316,213703
1251	1314,590051
1252	1313,006870
1253	1311,561933
1254	1310,094806
1255	1309,348223
1256	1308,997509
1257	1309,900437
1258	1309,344488
1259	1307,914575
1260	1305,624790
1261	1301,510297
1262	1299,236225
1263	1297,683842
1264	1298,148166
1265	1297,188478
1266	1295,560658
1267	1293,252456
1268	1289,236027
1269	1287,213049
1270	1286,049863
1271	1286,996032
1272	1286,670319
1273	1285,729197
1274	1284,099438
1275	1281,072551
1276	1279,154640
1277	1277,691715
1278	1277,075657
1279	1276,632998
1280	1276,542327
1281	1276,787601
1282	1277,212254
1283	1278,194936
1284	1279,533861
1285	1281,643355
1286	1283,165007
1287	1284,330565
1288	1285,133495
1289	1284,888534
1290	1285,945625
1291	1287,560716
1292	1290,451772
1293	1292,461155
1294	1293,868422
1295	1294,502727
1296	1294,290202
1297	1293,212077
1298	1291,373938
1299	1288,146191
1300	1285,751089
1301	1283,881928
1302	1282,637304
1303	1282,692350
1304	1281,850171
1305	1280,771575
1306	1279,236317
1307	1277,864476
1308	1276,646916
1309	1275,752138
1310	1274,768319
1311	1275,622478
1312	1277,694752
1313	1282,121455
1314	1285,459066
1315	1288,354474
1316	1290,736443
1317	1292,067039
1318	1294,593890
1319	1297,851452
1320	1301,586571
1321	1307,251526
1322	1314,566729
1323	1323,451818
1324	1333,543349
1325	1344,726352
1326	1356,223595
1327	1369,429664
1328	1377,582179
1329	1381,669759
1330	1380,100399
1331	1375,756170
1332	1368,553632
1333	1359,079630
1334	1347,348096
1335	1335,812744
1336	1324,599330
1337	1313,392686
1338	1304,620454
1339	1298,061711
1340	1293,574539
1341	1293,304515
1342	1289,271680
1343	1283,362781
1344	1273,281013
1345	1264,549034
1346	1256,417075
1347	1249,242170
1348	1243,968730
1349	1238,372230
1350	1233,234420
1351	1228,042977
1352	1224,271955
1353	1221,621190
1354	1220,053133
1355	1219,687505
1356	1219,476449
1357	1219,435665
1358	1219,698596
1359	1218,874368
1360	1217,034400
1361	1214,136617
1362	1209,948882
1363	1204,608294
1364	1198,354539
1365	1190,287742
1366	1184,242697
1367	1179,493803
1368	1177,288018
1369	1174,817160
1370	1172,387369
1371	1169,784140
1372	1166,841853
1373	1163,672385
1374	1160,292781
1375	1156,054420
1376	1153,062881
1377	1150,994103
1378	1149,864655
1379	1150,414107
1380	1149,793481
1381	1148,822407
1382	1146,693011
1383	1145,636386
1384	1145,182015
1385	1145,817889
1386	1146,496179
1387	1147,276797
1388	1148,054181
1389	1148,601437
1390	1149,293001
1391	1149,947903
1392	1150,513627
1393	1150,892627
1394	1150,996626
1395	1150,718418
1396	1150,517747
1397	1148,633599
1398	1145,721378
1399	1140,452082
1400	1137,165948
1401	1135,052085
1402	1135,939826
1403	1135,562221
1404	1134,193128
1405	1131,627786
1406	1126,614418
1407	1123,008563
1408	1119,945219
1409	1118,111783
1410	1116,159065
1411	1114,293452
1412	1112,417526
1413	1110,541790
1414	1108,369836
1415	1105,991327
1416	1103,000929
1417	1100,646779
1418	1098,654043
1419	1097,686438
1420	1096,071145
1421	1093,955024
1422	1091,306196
1423	1087,395903
1424	1084,688781
1425	1082,550426
1426	1082,239728
1427	1080,494895
1428	1078,000415
1429	1074,901253
1430	1069,860953
1431	1068,692172
1432	1069,632732
1433	1074,218479
1434	1077,320194
1435	1079,766533
1436	1081,204800
1437	1081,310272
1438	1080,084482
1439	1077,704421
1440	1073,701691
1441	1071,031779
1442	1069,298298
1443	1068,641154
1444	1069,816346
1445	1072,749086
1446	1078,250175
1447	1083,992623
1448	1090,017983
1449	1096,075023
1450	1101,570121
1451	1107,796590
1452	1114,287719
1453	1120,676392
1454	1127,594306
1455	1134,631430
1456	1142,313866
1457	1148,240902
1458	1152,195559
1459	1153,769902
1460	1152,984235
1461	1149,041010
1462	1142,339203
1463	1131,881976
1464	1121,741433
1465	1111,700029
1466	1102,939262
1467	1094,133064
1468	1085,599042
1469	1077,424489
1470	1069,346151
1471	1062,538874
1472	1056,742645
1473	1052,209619
1474	1048,130994
1475	1044,490437
1476	1041,091046
1477	1038,115535
1478	1034,196101
1479	1029,749609
1480	1023,956436
1481	1019,598304
1482	1016,011320
1483	1014,299592
1484	1011,510632
1485	1008,131382
1486	1003,058951
1487	998,851058
1488	995,464146
1489	993,051555
1490	992,279060
1491	991,042310
1492	989,758015
1493	988,083890
1494	986,467722
1495	984,741846
1496	983,144562
1497	981,024976
1498	978,457903
1499	975,507328
1500	971,799820
1501	969,034835
1502	966,897213
1503	965,558184
1504	964,713331
1505	964,309358
1506	964,866463
1507	964,541704
1508	963,384602
1509	961,329831
1510	957,515880
1511	955,012582
1512	952,999030
1513	952,743813
1514	950,654069
1515	947,565493
1516	941,913217
1517	938,074426
1518	935,694768
1519	934,938745
1520	937,101549
1521	937,422160
1522	937,246320
1523	935,181124
1524	935,356444
1525	936,783877
1526	940,781699
1527	943,650130
1528	945,815628
1529	946,167810
1530	946,839261
1531	947,750487
1532	949,026498
1533	950,943263
1534	952,620422
1535	954,154475
1536	955,785267
1537	956,298755
1538	955,863763
1539	953,944296
1540	951,957010
1541	949,862791
1542	947,810131
1543	945,944890
1544	944,067124
1545	942,211542
1546	940,909824
1547	938,429081
1548	935,281157
1549	930,065824
1550	927,036540
1551	925,516685
1552	927,590131
1553	927,905354
1554	926,570145
1555	923,293307
1556	916,738016
1557	911,665054
1558	907,079359
1559	903,595248
1560	900,442069
1561	897,899844
1562	895,838454
1563	894,470820
1564	893,619883
1565	894,085039
1566	893,440565
1567	891,722713
1568	888,950414
1569	883,819067
1570	881,492816
1571	880,785964
1572	883,032116
1573	884,401397
1574	885,485592
1575	885,668709
1576	885,795309
1577	885,698996
1578	885,277292
1579	884,938225
1580	884,707426
1581	884,612902
1582	884,638214
1583	884,707686
1584	884,710767
1585	885,075706
1586	884,095937
1587	882,107695
1588	878,364461
1589	875,113469
1590	872,212666
1591	870,175185
1592	868,295641
1593	866,612214
1594	865,042586
1595	863,794178
1596	861,950173
1597	859,825866
1598	856,987465
1599	855,241002
1600	854,355116
1601	854,483929
1602	855,524839
1603	857,397684
1604	860,651902
1605	863,306475
1606	865,362219
1607	866,716951
1608	866,350669
1609	867,872498
1610	870,064788
1611	874,231477
1612	875,301873
1613	874,309438
1614	869,776214
1615	865,806960
1616	861,779627
1617	858,873211
1618	854,691365
1619	849,652624
1620	842,917905
1621	836,785682
1622	831,341728
1623	826,773589
1624	823,713243
1625	820,098067
1626	816,431575
1627	812,573782
1628	808,814146
1629	805,175028
1630	801,333051
1631	798,644186
1632	796,939919
1633	796,540113
1634	796,528854
1635	796,819077
1636	797,573412
1637	797,638350
1638	796,902281
1639	795,298877
1640	792,299902
1641	789,982696
1642	787,892627
1643	786,524860
1644	784,615595
1645	782,490155
1646	779,874095
1647	777,654574
1648	775,736668
1649	774,283542
1650	773,038736
1651	772,020140
1652	771,273191
1653	770,541676
1654	769,800620
1655	769,024145
1656	768,118029
1657	767,405073
1658	766,799151
1659	766,326145
1660	765,894988
1661	765,504715
1662	765,122523
1663	764,723748
1664	764,265785
1665	763,839949
1666	763,059123
1667	761,973102
1668	760,268529
1669	758,784847
1670	757,453246
1671	756,796853
1672	755,553642
1673	753,714527
1674	751,268979
1675	747,600293
1676	745,176294
1677	743,321324
1678	742,938796
1679	740,858063
1680	737,788515
1681	732,753977
1682	728,820089
1683	725,516952
1684	723,699285
1685	721,351155
1686	718,763024
1687	715,306447
1688	712,452145
1689	710,061928
1690	708,874148
1691	707,140236
1692	704,892927
1693	702,137337
1694	698,104108
1695	696,099725
1696	695,192419
1697	696,363140
1698	695,848596
1699	694,444867
1700	691,347171
1701	688,930819
1702	686,819156
1703	685,185959
1704	684,026562
1705	683,320796
1706	683,583482
1707	683,072562
