User: Administrator
Title:	AuST dried carmin 50mM sinL 20000ms 5av_in glass1_20200117-164430_OE1_CHANNEL1_Sample 20200117_164430_053
334	5999,943389
335	15086,694566
336	20053,470022
337	23548,016876
338	25343,884776
339	22939,661963
340	21863,925244
341	20685,241595
342	19630,885693
343	18851,588170
344	19070,720621
345	18710,203172
346	18391,761227
347	18109,928778
348	17852,198366
349	17633,189527
350	17443,595528
351	17280,569839
352	17141,352228
353	17020,311184
354	16922,401390
355	16841,503000
356	16774,388204
357	16734,224526
358	16678,016001
359	16618,049342
360	16553,404807
361	16456,905898
362	16391,784814
363	16340,697657
364	16304,892518
365	16284,034731
366	16297,640667
367	16289,182201
368	16277,837202
369	16262,301507
370	16229,071774
371	16209,434248
372	16193,232509
373	16180,912299
374	16172,436017
375	16173,436708
376	16166,688277
377	16158,833586
378	16149,814228
379	16134,610071
380	16126,769159
381	16121,609534
382	16119,247311
383	16124,982134
384	16125,980435
385	16126,187996
386	16125,544155
387	16124,341208
388	16118,937921
389	16121,440908
390	16127,767836
391	16138,353005
392	16147,227238
393	16169,187456
394	16197,602664
395	16230,602858
396	16293,622855
397	16319,613132
398	16327,353091
399	16316,162673
400	16287,772247
401	16219,225617
402	16186,812932
403	16165,758929
404	16159,525783
405	16161,180929
406	16193,592116
407	16247,146184
408	16318,279758
409	16444,528726
410	16520,541474
411	16571,686160
412	16592,841535
413	16581,793207
414	16520,326400
415	16460,832134
416	16386,153542
417	16300,090351
418	16196,271579
419	16104,337960
420	16018,203836
421	15940,522258
422	15879,475411
423	15821,050427
424	15770,433975
425	15727,520063
426	15692,007656
427	15664,536177
428	15641,447432
429	15623,317926
430	15609,420486
431	15598,227459
432	15590,800672
433	15585,486649
434	15581,227759
435	15584,546109
436	15576,514113
437	15562,513485
438	15542,492057
439	15517,225320
440	15478,125725
441	15454,884585
442	15436,907505
443	15424,826892
444	15423,823457
445	15420,203000
446	15418,508876
447	15418,079617
448	15420,189682
449	15419,761580
450	15418,024557
451	15414,829999
452	15406,927945
453	15402,116798
454	15398,421322
455	15396,155570
456	15395,474598
457	15395,541302
458	15398,333440
459	15402,501958
460	15407,315410
461	15419,374243
462	15419,053046
463	15412,719113
464	15400,394981
465	15371,741237
466	15353,457527
467	15338,047314
468	15326,181137
469	15317,833361
470	15321,005852
471	15310,795614
472	15297,092073
473	15280,156757
474	15252,403398
475	15236,695426
476	15225,300050
477	15218,605730
478	15219,902780
479	15220,311809
480	15222,014023
481	15224,031079
482	15230,709569
483	15228,715319
484	15221,333637
485	15208,298736
486	15189,958955
487	15162,440159
488	15140,208114
489	15118,962765
490	15099,842602
491	15079,036224
492	15069,529449
493	15066,546121
494	15069,377290
495	15088,896146
496	15093,444806
497	15092,152453
498	15084,053084
499	15060,790889
500	15041,711931
501	15021,500039
502	15000,964559
503	14980,685398
504	14961,817342
505	14942,319720
506	14923,183450
507	14904,358271
508	14888,049238
509	14868,026774
510	14846,714020
511	14824,343380
512	14798,525642
513	14776,831626
514	14757,273399
515	14740,310789
516	14729,291395
517	14717,389604
518	14707,287221
519	14699,474297
520	14694,693920
521	14684,947889
522	14696,361168
523	14717,331271
524	14746,062148
525	14796,915609
526	14820,317703
527	14832,756273
528	14833,174909
529	14810,646949
530	14794,778996
531	14776,221144
532	14756,366403
533	14736,132248
534	14717,106842
535	14699,789748
536	14684,659619
537	14675,745241
538	14664,433100
539	14653,658486
540	14643,701547
541	14635,113086
542	14622,301333
543	14623,910981
544	14632,193184
545	14646,298204
546	14677,204966
547	14689,737532
548	14696,448145
549	14697,454525
550	14678,369494
551	14680,351124
552	14689,604859
553	14706,387177
554	14742,473060
555	14765,792715
556	14785,632207
557	14800,847257
558	14805,819009
559	14812,412349
560	14816,997741
561	14819,912769
562	14821,431098
563	14822,390752
564	14821,181276
565	14818,819232
566	14815,585352
567	14810,422474
568	14807,377591
569	14805,041023
570	14803,381741
571	14802,574948
572	14801,259543
573	14799,326111
574	14796,153419
575	14795,476176
576	14785,500731
577	14770,009631
578	14749,140810
579	14717,414558
580	14690,555824
581	14664,436024
582	14639,829988
583	14617,012829
584	14596,412660
585	14577,632713
586	14560,025508
587	14542,574651
588	14530,409443
589	14503,463214
590	14469,407776
591	14428,562962
592	14374,061504
593	14329,293102
594	14286,164510
595	14245,199017
596	14213,268626
597	14172,042482
598	14128,903697
599	14084,530095
600	14033,299993
601	13994,114746
602	13961,634742
603	13936,718176
604	13919,205715
605	13910,242018
606	13908,671108
607	13913,241246
608	13933,697211
609	13940,525615
610	13941,580507
611	13936,195610
612	13911,897178
613	13899,778935
614	13891,575587
615	13888,214261
616	13889,856442
617	13900,794324
618	13905,719983
619	13910,052914
620	13913,124262
621	13916,463292
622	13914,120262
623	13908,780015
624	13901,227465
625	13886,413439
626	13882,969948
627	13884,952450
628	13892,879721
629	13906,521301
630	13925,790831
631	13949,309605
632	13975,315942
633	14012,552408
634	14030,359129
635	14037,685959
636	14033,853945
637	14010,366563
638	13990,792102
639	13968,540911
640	13945,032486
641	13920,237411
642	13898,038867
643	13877,984500
644	13860,265067
645	13850,617201
646	13834,516800
647	13816,342752
648	13796,124647
649	13766,224487
650	13746,288207
651	13730,907564
652	13720,166797
653	13713,403097
654	13715,907389
655	13706,099401
656	13691,806051
657	13672,668379
658	13646,821127
659	13620,999442
660	13593,473614
661	13565,308150
662	13533,311184
663	13511,134234
664	13494,129896
665	13482,268433
666	13482,266933
667	13473,095002
668	13462,717348
669	13451,499703
670	13430,375978
671	13427,651594
672	13432,880858
673	13445,441581
674	13480,212555
675	13491,738113
676	13496,290109
677	13494,768256
678	13463,102831
679	13473,388870
680	13500,783445
681	13544,286676
682	13627,031501
683	13675,583543
684	13710,638314
685	13728,869164
686	13723,504628
687	13707,325905
688	13676,633669
689	13633,370240
690	13569,705212
691	13515,174843
692	13463,392678
693	13416,649500
694	13377,181529
695	13343,638596
696	13316,535741
697	13294,963719
698	13290,757052
699	13269,549678
700	13241,151585
701	13205,457905
702	13145,128464
703	13106,880914
704	13077,618622
705	13057,995047
706	13063,046067
707	13053,119020
708	13038,521571
709	13017,829203
710	12982,619211
711	12951,984660
712	12920,514758
713	12888,750282
714	12861,084321
715	12827,980652
716	12792,648086
717	12755,523528
718	12711,998668
719	12675,660850
720	12643,575804
721	12616,365154
722	12600,565660
723	12581,250617
724	12562,777422
725	12545,346540
726	12529,705045
727	12509,937795
728	12509,267702
729	12518,000077
730	12535,120036
731	12567,961056
732	12585,727061
733	12599,812198
734	12610,098934
735	12609,570960
736	12623,365999
737	12641,439671
738	12663,496637
739	12693,659202
740	12715,191766
741	12734,016481
742	12749,718165
743	12759,156657
744	12771,874953
745	12783,591828
746	12793,848863
747	12805,431997
748	12807,033391
749	12803,078484
750	12793,874764
751	12777,196151
752	12763,194779
753	12748,729607
754	12734,456558
755	12721,725948
756	12708,302479
757	12695,744281
758	12684,486326
759	12673,513871
760	12667,634601
761	12664,912975
762	12665,054543
763	12667,896510
764	12671,215761
765	12674,527851
766	12676,547062
767	12680,749777
768	12670,566043
769	12652,541327
770	12617,048569
771	12589,321840
772	12563,534852
773	12540,572947
774	12528,557592
775	12508,255175
776	12484,774152
777	12457,802251
778	12423,702047
779	12392,210255
780	12361,370746
781	12332,044250
782	12304,158806
783	12280,250050
784	12260,120707
785	12243,950530
786	12233,608297
787	12224,203968
788	12216,902157
789	12211,411200
790	12205,955228
791	12204,117712
792	12204,398761
793	12206,379969
794	12211,925203
795	12214,312545
796	12214,927179
797	12213,331819
798	12207,522852
799	12201,940154
800	12195,076541
801	12186,907471
802	12178,648852
803	12166,886817
804	12152,728564
805	12136,268811
806	12116,874612
807	12097,169321
808	12076,770447
809	12056,109982
810	12036,084762
811	12015,941250
812	11996,630192
813	11978,741099
814	11959,728310
815	11948,618335
816	11942,458139
817	11940,956350
818	11947,842570
819	11949,866589
820	11950,781705
821	11950,005838
822	11946,360755
823	11942,537717
824	11937,788581
825	11932,563482
826	11924,255085
827	11922,453611
828	11923,666827
829	11927,537579
830	11935,869800
831	11939,830517
832	11941,450228
833	11939,670198
834	11936,554985
835	11922,411366
836	11901,170806
837	11873,715370
838	11835,596376
839	11807,412071
840	11782,102347
841	11765,569907
842	11744,719953
843	11723,087052
844	11700,452374
845	11672,990643
846	11650,284930
847	11629,524796
848	11610,542900
849	11599,417208
850	11579,121630
851	11554,692404
852	11526,434211
853	11485,968710
854	11458,718805
855	11437,526130
856	11422,717578
857	11420,653049
858	11411,917582
859	11401,819880
860	11389,390831
861	11373,902073
862	11355,548161
863	11334,345074
864	11310,817946
865	11283,200062
866	11259,878782
867	11238,929297
868	11221,112127
869	11206,613910
870	11196,828669
871	11191,369424
872	11189,999333
873	11193,330654
874	11197,245359
875	11202,467823
876	11210,785557
877	11215,702925
878	11218,477038
879	11219,048256
880	11213,574679
881	11212,917789
882	11214,615102
883	11219,154163
884	11227,783756
885	11237,613418
886	11249,194093
887	11262,008204
888	11276,747866
889	11289,264310
890	11300,122545
891	11308,785225
892	11314,692275
893	11317,996538
894	11318,376629
895	11315,775745
896	11309,588875
897	11301,739915
898	11291,598329
899	11279,212652
900	11265,058888
901	11247,771925
902	11227,992071
903	11206,648236
904	11182,182045
905	11155,478298
906	11127,114581
907	11094,883510
908	11066,867675
909	11041,675509
910	11019,841467
911	11003,566513
912	10987,706373
913	10973,729856
914	10961,423646
915	10952,246770
916	10941,919908
917	10932,193269
918	10923,658003
919	10910,387030
920	10912,065318
921	10921,605008
922	10937,996677
923	10968,603264
924	10983,549134
925	10992,272248
926	10994,255112
927	10985,175317
928	10981,396685
929	10977,473669
930	10974,222495
931	10972,345439
932	10972,311763
933	10974,425960
934	10977,261836
935	10984,561180
936	10994,540389
937	11006,236678
938	11025,381419
939	11031,597802
940	11030,724566
941	11022,769177
942	11001,698410
943	10988,704784
944	10977,494743
945	10968,812559
946	10963,816180
947	10959,262967
948	10955,703814
949	10958,346738
950	10951,701355
951	10939,052120
952	10920,309000
953	10888,206161
954	10864,016028
955	10842,758440
956	10825,252811
957	10814,834023
958	10802,600912
959	10790,775704
960	10778,533367
961	10767,592788
962	10750,103353
963	10728,478645
964	10702,954459
965	10670,959195
966	10643,464916
967	10617,194195
968	10595,568985
969	10572,043086
970	10548,840061
971	10526,451610
972	10499,902495
973	10484,282329
974	10475,426709
975	10472,980820
976	10483,334227
977	10484,683549
978	10482,746480
979	10476,770719
980	10462,247406
981	10452,388256
982	10442,573371
983	10432,843438
984	10425,673478
985	10412,373519
986	10396,587987
987	10374,913726
988	10357,698726
989	10342,931648
990	10331,159829
991	10325,248825
992	10318,148377
993	10312,078415
994	10307,053385
995	10301,447779
996	10300,539750
997	10302,582204
998	10307,477662
999	10315,697464
1000	10324,346242
1001	10333,863826
1002	10344,555879
1003	10353,820134
1004	10361,752331
1005	10367,994762
1006	10373,380414
1007	10375,327875
1008	10375,007932
1009	10373,101585
1010	10364,366536
1011	10366,932229
1012	10374,797022
1013	10387,214127
1014	10411,121060
1015	10418,413348
1016	10418,471465
1017	10403,446510
1018	10393,072083
1019	10383,442474
1020	10375,705251
1021	10372,567012
1022	10369,045851
1023	10366,882392
1024	10366,009439
1025	10367,001560
1026	10367,862902
1027	10369,257437
1028	10371,264885
1029	10372,799034
1030	10377,913631
1031	10385,013838
1032	10395,104164
1033	10404,754006
1034	10414,313280
1035	10423,265299
1036	10431,133924
1037	10437,501392
1038	10441,980246
1039	10444,230124
1040	10445,627001
1041	10441,348850
1042	10433,445254
1043	10417,387789
1044	10406,103426
1045	10397,560603
1046	10392,243900
1047	10395,766063
1048	10393,112376
1049	10388,091781
1050	10380,536215
1051	10367,656287
1052	10358,906975
1053	10352,097560
1054	10347,977251
1055	10345,127833
1056	10349,686076
1057	10358,873213
1058	10379,973206
1059	10391,546700
1060	10397,935980
1061	10398,778764
1062	10385,353153
1063	10383,734155
1064	10386,891605
1065	10395,155499
1066	10413,837477
1067	10424,579195
1068	10432,852263
1069	10437,576536
1070	10439,914157
1071	10439,958051
1072	10438,529883
1073	10431,984636
1074	10433,869314
1075	10441,386324
1076	10454,981658
1077	10478,765891
1078	10499,899456
1079	10522,256893
1080	10545,593243
1081	10567,194721
1082	10596,090650
1083	10628,377173
1084	10667,387577
1085	10702,101031
1086	10734,623698
1087	10764,377912
1088	10788,821715
1089	10814,773074
1090	10840,089904
1091	10864,889265
1092	10888,900513
1093	10912,708947
1094	10935,615692
1095	10960,560630
1096	10978,265142
1097	10990,897090
1098	10998,578875
1099	10997,706684
1100	11001,058898
1101	11005,395219
1102	11011,194836
1103	11019,145784
1104	11026,784952
1105	11034,266352
1106	11045,262275
1107	11047,480562
1108	11043,568778
1109	11033,536592
1110	11012,834482
1111	10997,302028
1112	10982,915634
1113	10970,314640
1114	10960,748570
1115	10950,349056
1116	10940,003220
1117	10934,872818
1118	10919,772357
1119	10898,981385
1120	10873,495476
1121	10833,824182
1122	10814,589214
1123	10805,840010
1124	10821,133286
1125	10827,930259
1126	10831,392176
1127	10830,331969
1128	10814,590092
1129	10811,686254
1130	10814,835338
1131	10824,544159
1132	10846,474725
1133	10862,116348
1134	10877,018223
1135	10888,206772
1136	10902,148416
1137	10917,867502
1138	10936,018462
1139	10955,602937
1140	10981,253127
1141	11011,822817
1142	11047,093690
1143	11086,327653
1144	11128,633789
1145	11172,353458
1146	11225,649901
1147	11262,161850
1148	11287,194049
1149	11301,131245
1150	11290,792272
1151	11301,199764
1152	11320,822281
1153	11350,532214
1154	11398,276574
1155	11434,034395
1156	11467,312652
1157	11494,471841
1158	11522,280545
1159	11548,875839
1160	11574,630812
1161	11598,560220
1162	11625,130063
1163	11653,073637
1164	11684,125758
1165	11713,687522
1166	11742,363474
1167	11769,768161
1168	11795,840804
1169	11820,038418
1170	11842,609174
1171	11863,839934
1172	11882,059389
1173	11904,159064
1174	11927,699897
1175	11955,619260
1176	11979,088822
1177	11999,758379
1178	12017,218411
1179	12027,814390
1180	12041,703678
1181	12054,963183
1182	12072,528028
1183	12079,581195
1184	12078,132696
1185	12067,509250
1186	12044,850380
1187	12019,014010
1188	11988,601351
1189	11954,935485
1190	11920,964024
1191	11883,541340
1192	11846,629666
1193	11803,712777
1194	11780,242346
1195	11771,494914
1196	11777,844551
1197	11808,093100
1198	11830,700566
1199	11854,425116
1200	11870,718373
1201	11897,845520
1202	11931,284801
1203	11970,673079
1204	12019,266787
1205	12063,221070
1206	12104,870004
1207	12143,571791
1208	12176,426961
1209	12203,249883
1210	12223,999654
1211	12236,979016
1212	12248,987884
1213	12259,432561
1214	12269,575961
1215	12279,820273
1216	12293,854062
1217	12311,598742
1218	12331,791338
1219	12359,342934
1220	12392,592227
1221	12430,498076
1222	12478,595809
1223	12513,888643
1224	12543,094176
1225	12555,504969
1226	12578,975961
1227	12607,821487
1228	12642,213611
1229	12690,602088
1230	12723,833048
1231	12749,677761
1232	12760,142113
1233	12773,325742
1234	12786,055648
1235	12798,919684
1236	12817,891187
1237	12826,171017
1238	12829,104279
1239	12819,746492
1240	12817,204452
1241	12819,495368
1242	12827,620750
1243	12846,990584
1244	12862,257320
1245	12876,836828
1246	12889,901044
1247	12901,503979
1248	12910,217505
1249	12917,199593
1250	12917,333279
1251	12927,882541
1252	12944,976145
1253	12968,502747
1254	13002,700109
1255	13029,176723
1256	13052,687862
1257	13073,538186
1258	13088,477766
1259	13098,966113
1260	13106,517452
1261	13103,014335
1262	13121,869124
1263	13152,155845
1264	13208,915235
1265	13247,434643
1266	13275,863874
1267	13292,621552
1268	13289,426810
1269	13294,258795
1270	13299,834782
1271	13307,641730
1272	13319,100561
1273	13334,604160
1274	13354,046441
1275	13381,881139
1276	13402,535611
1277	13421,121231
1278	13432,614764
1279	13452,641564
1280	13479,250762
1281	13513,781690
1282	13556,615583
1283	13608,768889
1284	13669,262698
1285	13743,216036
1286	13813,201985
1287	13881,663712
1288	13947,852454
1289	14006,243533
1290	14074,510078
1291	14147,357319
1292	14227,997062
1293	14307,887732
1294	14388,141226
1295	14467,887920
1296	14546,931338
1297	14623,440732
1298	14697,767050
1299	14769,505083
1300	14840,632027
1301	14911,532960
1302	14983,168220
1303	15053,321718
1304	15132,609011
1305	15217,880179
1306	15317,197884
1307	15408,318101
1308	15496,207866
1309	15581,464933
1310	15654,104506
1311	15752,257604
1312	15863,929395
1313	16003,875767
1314	16128,916781
1315	16247,179127
1316	16357,510034
1317	16452,357094
1318	16560,148985
1319	16673,640624
1320	16791,156439
1321	16922,115137
1322	17063,685880
1323	17213,902953
1324	17381,765386
1325	17524,776851
1326	17655,961359
1327	17757,283145
1328	17880,937969
1329	18014,342765
1330	18177,961521
1331	18322,943865
1332	18454,324981
1333	18570,816706
1334	18658,750659
1335	18764,057731
1336	18878,356760
1337	18995,317615
1338	19138,826553
1339	19303,214649
1340	19483,497104
1341	19704,799208
1342	19861,770872
1343	19977,223306
1344	20022,411994
1345	20063,479288
1346	20092,158517
1347	20114,425937
1348	20137,160021
1349	20156,666485
1350	20177,542625
1351	20201,182867
1352	20228,591537
1353	20259,744670
1354	20293,935671
1355	20333,811176
1356	20365,466986
1357	20391,967850
1358	20411,457741
1359	20426,863042
1360	20437,769637
1361	20442,514323
1362	20447,538819
1363	20453,062580
1364	20459,913344
1365	20470,626622
1366	20479,579995
1367	20488,604074
1368	20493,191433
1369	20504,644344
1370	20520,626783
1371	20540,094749
1372	20573,261447
1373	20582,829650
1374	20579,702412
1375	20546,808111
1376	20534,324801
1377	20534,913413
1378	20550,393919
1379	20590,121656
1380	20619,767932
1381	20647,532116
1382	20673,452237
1383	20689,957023
1384	20698,517374
1385	20689,655453
1386	20689,482958
1387	20696,583486
1388	20712,411737
1389	20742,781861
1390	20768,849967
1391	20793,560973
1392	20815,161322
1393	20829,965524
1394	20836,356534
1395	20832,708362
1396	20823,523344
1397	20791,733989
1398	20744,777141
1399	20664,253699
1400	20611,469009
1401	20574,721967
1402	20581,288266
1403	20565,684915
1404	20531,594727
1405	20475,457454
1406	20379,048847
1407	20297,476609
1408	20218,659567
1409	20151,756629
1410	20081,309971
1411	20010,572541
1412	19939,080738
1413	19865,007395
1414	19792,755029
1415	19720,271321
1416	19651,680695
1417	19573,635859
1418	19489,280432
1419	19388,889831
1420	19297,676099
1421	19213,259857
1422	19135,735482
1423	19076,219033
1424	18994,801246
1425	18900,907360
1426	18784,587529
1427	18671,025968
1428	18556,980287
1429	18444,455991
1430	18339,756249
1431	18228,200845
1432	18117,256408
1433	17998,312848
1434	17904,994147
1435	17830,281065
1436	17787,016323
1437	17741,441455
1438	17696,437267
1439	17649,440833
1440	17596,061086
1441	17547,004172
1442	17499,890975
1443	17449,561897
1444	17414,760352
1445	17391,441887
1446	17387,098061
1447	17379,935873
1448	17369,947119
1449	17354,225502
1450	17331,289066
1451	17299,145471
1452	17258,457011
1453	17202,692598
1454	17153,870758
1455	17108,844875
1456	17075,686045
1457	17037,490891
1458	16995,436330
1459	16948,773534
1460	16896,976417
1461	16843,593557
1462	16790,021374
1463	16727,815018
1464	16687,797982
1465	16665,144461
1466	16673,730360
1467	16678,330481
1468	16678,249033
1469	16669,566362
1470	16645,742116
1471	16619,577880
1472	16587,940290
1473	16545,277387
1474	16509,857396
1475	16478,415682
1476	16449,964861
1477	16433,135265
1478	16388,271249
1479	16327,486213
1480	16241,367033
1481	16163,511761
1482	16088,452039
1483	16019,131749
1484	15957,177256
1485	15903,279399
1486	15863,507675
1487	15822,357288
1488	15779,897473
1489	15735,171491
1490	15681,910293
1491	15639,277484
1492	15602,311298
1493	15576,815114
1494	15546,464426
1495	15513,644530
1496	15472,335005
1497	15435,053922
1498	15400,798163
1499	15369,665525
1500	15346,520679
1501	15313,793851
1502	15275,772525
1503	15228,622249
1504	15183,627534
1505	15139,793173
1506	15095,902617
1507	15059,053510
1508	15028,753288
1509	15004,421061
1510	14992,491189
1511	14966,938461
1512	14934,592365
1513	14887,195894
1514	14850,441545
1515	14820,356603
1516	14802,390826
1517	14787,197282
1518	14776,105575
1519	14768,591440
1520	14763,868154
1521	14763,108019
1522	14765,682763
1523	14770,414482
1524	14779,852536
1525	14792,731539
1526	14812,951671
1527	14828,125809
1528	14840,239845
1529	14840,210050
1530	14850,715024
1531	14870,972394
1532	14901,202661
1533	14946,474099
1534	14982,737539
1535	15012,249628
1536	15035,612057
1537	15038,536180
1538	15022,180194
1539	14981,538273
1540	14930,806628
1541	14871,316808
1542	14806,996716
1543	14736,229677
1544	14679,695277
1545	14633,278157
1546	14605,303368
1547	14570,198778
1548	14532,724835
1549	14487,773232
1550	14444,487049
1551	14400,760120
1552	14359,774323
1553	14313,788976
1554	14263,536770
1555	14209,411845
1556	14149,132493
1557	14095,040104
1558	14045,393380
1559	14000,980756
1560	13963,450854
1561	13932,472598
1562	13911,520304
1563	13889,224788
1564	13866,438131
1565	13839,793581
1566	13815,614477
1567	13793,978642
1568	13775,665537
1569	13759,683078
1570	13750,659008
1571	13746,681802
1572	13752,002539
1573	13750,284735
1574	13743,971059
1575	13728,190736
1576	13714,619361
1577	13702,392608
1578	13691,581658
1579	13685,025735
1580	13682,511866
1581	13683,282963
1582	13690,489037
1583	13688,390639
1584	13679,910887
1585	13660,749607
1586	13641,563540
1587	13620,290411
1588	13600,510720
1589	13574,667266
1590	13544,626377
1591	13504,726388
1592	13471,161720
1593	13443,722163
1594	13422,642092
1595	13416,901140
1596	13393,127140
1597	13360,748042
1598	13306,943341
1599	13274,507630
1600	13254,970032
1601	13263,207558
1602	13259,241372
1603	13248,541263
1604	13217,432682
1605	13196,778096
1606	13184,553286
1607	13181,619863
1608	13194,082200
1609	13195,480498
1610	13191,240471
1611	13178,649709
1612	13160,190323
1613	13135,075691
1614	13100,958530
1615	13067,094757
1616	13032,577698
1617	13000,971420
1618	12965,264446
1619	12926,772001
1620	12883,074443
1621	12841,081291
1622	12801,118170
1623	12763,810661
1624	12731,412555
1625	12696,968824
1626	12662,477504
1627	12626,773457
1628	12594,046650
1629	12563,744639
1630	12536,736690
1631	12511,982952
1632	12489,944819
1633	12468,151808
1634	12452,920345
1635	12442,815361
1636	12442,051287
1637	12436,638326
1638	12425,289220
1639	12406,356499
1640	12376,950391
1641	12345,160050
1642	12309,584901
1643	12270,047989
1644	12231,521509
1645	12193,897862
1646	12160,333405
1647	12124,422107
1648	12088,156263
1649	12047,686306
1650	12015,720067
1651	11991,236621
1652	11980,697437
1653	11968,625732
1654	11955,127218
1655	11939,544786
1656	11916,306068
1657	11906,160075
1658	11903,021567
1659	11911,452801
1660	11913,197283
1661	11911,037202
1662	11902,086127
1663	11890,274118
1664	11874,536447
1665	11853,534456
1666	11831,907575
1667	11809,100930
1668	11788,027523
1669	11761,296275
1670	11729,578570
1671	11690,597578
1672	11650,529848
1673	11610,249276
1674	11571,006757
1675	11532,782956
1676	11499,031126
1677	11468,673679
1678	11443,523326
1679	11414,637519
